“Gene”,”P_Sp14.CEL","P_Sp20.CEL","P_Sp25.CEL","P_Sp26.CEL","P_Sp29.CEL","P_Sp31.CEL","P_Sp33.CEL","countP"
"MAPK8",168.9209084,57.71521819,88.74738211,54.97076593,66.17701427,58.79178986,130.749769,10
"SART3",137.1241274,112.1621574,234.6536361,29.86099289,50.71878492,39.70040738,76.99868769,9
"DES",12.61726057,24.05437938,9.900293049,26.21836883,21.34077947,28.16990078,19.84240941,4
"SRXN1",141.7150701,114.8305033,152.6418152,126.5585412,84.46507012,103.2150701,153.6142163,9
"XPO7",8.374754767,14.13496636,11.40053093,9.188009556,10.6672665,9.366635499,8.015386619,5
"APEH",31.03199703,32.54299945,35.30635496,38.10261351,37.79679783,41.39492611,30.15435213,6
"ABI1",24.17202301,16.06554689,36.23779281,8.377692546,10.83758705,11.04069541,19.56540539,9
"CLN6",24.52176885,30.28743955,29.42990823,48.0730749,35.94976833,35.67364626,26.6577934,4
"NCOA6",109.3135176,76.99291237,96.03409337,55.07054738,55.57155084,46.96171471,58.03539661,7
"PHYH",293.0150701,64.65716989,225.5382609,19.64046279,47.78994104,33.22938852,141.5795379,10
"FAM103A1",124.4433408,43.23675037,120.2150701,27.32901008,62.71842454,44.84801466,96.44619628,10
"MEIS2",429.1064017,214.9650701,119.2544037,86.01881634,101.007191,59.20745628,102.9927972,10
"PGK1",129.3884366,57.54736398,69.68058651,9.056084203,33.74999432,25.38728647,88.37147641,7
"ZFC3H1",129.2760605,68.07317482,187.9142825,23.49155927,40.74618618,37.58179048,79.98904001,9
"METTL9",146.8586539,119.1581167,144.0538507,31.04011671,51.26361641,50.13567924,75.51320689,6
"LRRC40",250.3150701,85.60510895,203.4150701,9.349998078,38.63029946,41.34411573,166.8404267,10
"SUPT5H",78.0398302,67.41507023,96.60727777,97.696065,66.47190857,64.67112745,61.48871639,6
"TCEAL2",1172.21507,500.5756896,740.4257412,24.32598137,143.2468625,74.8428893,586.0647836,9
"POLR2C",67.9648239,54.13337585,54.38993684,52.96100136,42.88737299,52.96366297,52.61907858,5
"PLCB4",102.6265619,62.07812183,121.8590983,31.8949155,44.14232811,43.5541623,75.35512189,6
"PPIF",133.3711942,68.36111847,143.9541607,57.44963506,58.68001636,42.97492971,73.18800916,3
"SLC35A2",72.48028706,62.24024042,102.5414498,30.93508219,30.79257413,32.8377494,54.72565612,10
"CDC34",43.25037254,35.87683115,70.44281442,26.98556708,34.42878418,21.16789845,39.42710941,5
"PPIB",78.3094048,39.15518516,84.07986016,25.48382878,25.79319747,27.102706,30.37397319,5
"STAT6",45.21576343,45.16573575,36.54441625,65.1377073,61.78595092,74.50681579,58.73131912,3
"PHYHIP",88.37217477,108.0692055,187.6017647,95.45858288,76.0650692,72.91507013,103.2150701,4
"RGS16",38.82612881,47.26926227,41.88034193,77.58292232,51.99957256,69.85421938,49.18042847,3
"ADRA2A",39.91331296,27.83599278,62.14804608,22.58466036,24.2099831,32.55795522,27.05394676,4
"SPARC",209.5682301,188.6520228,127.5172585,25.87070684,168.3069105,101.3405638,92.55750962,10
"GINS3",9.627713904,4.750167639,7.29388881,4.46698642,4.878623361,5.357800932,7.161955752,5
"RXRB",56.01043972,36.94617504,53.20717974,58.30487527,50.09942316,57.05119689,52.55298046,8
"BNIP3L",835.7150701,361.5150701,523.3151611,37.37434615,186.6852897,129.9252403,279.920991,9
"CDC7",43.5237874,10.37441321,33.52338224,6.531402218,6.209218808,5.493389399,11.07579195,3
"YARS",31.46670835,36.16577772,43.58976597,87.71507012,63.35185396,65.27559991,52.80472883,6
"TBK1",87.37028059,38.14590859,84.44489148,27.05478114,30.49879785,26.75819584,41.14526932,9
"CBL",119.0429288,147.8952067,297.2286867,129.1742194,133.5723661,97.28202453,185.7448204,10
"MAP3K8",7.716484541,5.474743133,17.36014362,4.155173785,6.443964099,4.615153165,5.479077533,6
"CSAD",32.57233002,26.01732704,24.49571447,13.80643889,22.51539197,14.77023976,25.81996822,10
"PSMC6",397.3686983,235.4587721,380.256655,9.96579638,63.20009413,28.26561215,405.3174787,10
"IMMT",241.7248601,104.8249078,231.2854904,44.32819431,41.63610038,55.18600556,111.2685459,7
"NOTCH2",66.40005698,46.73741416,43.41303962,29.48666307,39.97504847,36.11472792,30.1296034,9
"XPNPEP1",590.4920221,360.6075939,513.0150701,65.24417856,123.3354098,90.61507012,306.9690159,8
"FAF1",94.83189439,45.11576343,137.536249,18.90231964,23.88601961,27.97932113,45.88344756,3
"TUBA1B",1339.079836,847.6102615,1990.542249,111.7867799,279.8668163,205.1594973,707.8242829,10
"AP2B1",120.8959915,71.35075305,103.1965347,105.5613425,82.12856558,71.87775215,100.7246727,6
"MCM9",21.52425451,6.003530336,9.699173776,8.304874039,7.421602434,7.142217259,12.20315605,9
"BCAT1",14.41640668,12.59139257,14.08754295,9.593294711,7.801888967,15.10445244,11.67519594,3
"EEF1D",606.1150701,652.9250631,750.1353109,318.4722398,624.3911298,475.2296691,622.2127855,10
"PCBP1",108.6961717,106.5249888,127.3446679,62.21756129,72.79839571,71.35914145,65.96688686,3
"MLH3",70.2591095,26.60778909,61.3851709,15.55854749,19.7713337,21.0555984,37.45995014,5
"COL20A1",32.80519195,39.07610039,35.89311085,47.2154574,41.75711638,49.56695424,33.9345768,4
"PIN1",99.79148879,72.63024482,133.8831856,72.92552123,58.39675014,66.75375241,91.67480811,4
"ADSL",213.7882879,90.04643237,106.6527256,40.14442706,63.09870349,63.74239886,105.9593525,5
"RASA1",15.24939043,7.10216619,27.59839921,5.590233449,6.564883567,6.267011088,7.893282133,6
"FUBP3",126.1277908,82.51507012,124.2363491,15.33923477,47.24492574,47.31517055,46.26962954,10
"TALDO1",302.6767084,157.1792351,357.3959615,11.88963901,52.44715815,31.17830649,120.6184224,5
"TAOK2",47.40156816,55.18618755,57.40549441,101.4722176,66.15623728,90.8856808,50.84046693,5
"PTPN12",75.60290177,63.4484005,91.0440794,16.73449538,38.79888586,18.60466864,40.01529708,5
"COPS7A",96.4513901,40.67027297,117.6788491,33.65088086,34.55036286,40.5635357,53.10630947,4
"GLRX5",346.464378,185.0203517,217.9295009,163.0809189,157.6574559,138.4306331,253.0682672,3
"CDT1",34.05852703,66.11751607,32.8332782,143.5342505,122.4228338,112.0833916,85.81507012,3
"CTBP1",601.2461982,262.6470946,371.8369145,47.972818,123.3097223,79.72639503,221.6285481,8
"SPEN",275.5803275,201.8282966,282.6885176,113.1776186,149.4192748,114.2933333,138.1436357,10
"RAB9A",36.65485715,21.63788951,35.22409463,15.18548245,17.47699599,18.30074975,23.42530092,6
"PRKDC",10.92801317,5.975367283,9.258163533,4.566144891,5.516284365,4.703748773,7.674164228,6
"CDC123",154.6172107,75.01507013,138.919199,51.20535154,31.17362668,26.70703887,51.40264348,7
"SYT4",1049.76507,637.2329989,869.7550108,51.65318851,113.5830691,61.55268892,554.9523728,10
"RPS23",1029.500766,833.9150701,976.2150701,141.7576946,697.9327944,258.9530109,477.2124866,10
"NCAM1",480.6423903,256.2788356,210.4883681,67.41507023,105.5150701,96.80030399,203.3076197,10
"TRMT10C",251.4287269,116.0642042,146.7286657,30.27821208,27.00905205,23.74722744,129.6084697,3
"TBC1D2B",64.17812443,45.58504291,62.34945214,80.83433328,61.78005687,86.51507012,61.78005687,3
"LATS2",88.92210129,142.2858145,292.0150701,24.78505256,91.40766121,64.97286161,56.11482917,9
"HNRNPK",413.8650701,219.2150701,353.6430011,26.34349404,87.91081372,59.25758328,207.7090096,10
"PPP1R12A",102.7984574,52.47786024,85.91507012,14.68341665,22.89945009,18.71347753,84.19394626,9
"CTTN",23.95341672,16.20276427,33.79847261,12.66195817,12.2793405,9.646206318,21.1116647,5
"PIAS3",60.18810555,59.53346365,68.9626995,33.40768275,41.66443279,29.52779376,56.77011367,3
"PPP6R3",171.4935174,54.82651002,75.83931559,9.364519887,43.00587679,25.11278053,69.69967904,8
"TMEM218",23.70786631,13.73410131,13.07147401,13.12653065,17.04274047,12.0519296,14.70076143,4
"CLN5",7.262513946,4.752963757,6.322116419,4.569960461,4.165309147,4.074669031,4.093005446,4
"CLCN6",187.3121193,103.3566435,173.6150701,53.11512792,67.47469494,60.51507327,156.1647673,5
"SNRPD2",327.8109933,140.9504359,241.7462198,52.66129199,57.28516513,60.11885057,159.8201754,7
"ITK",6.61139813,7.067414584,6.521062227,6.872920721,7.315052061,6.862412212,6.25099532,5
"COPS5",263.1863205,83.32831232,160.0992211,14.49463333,30.12374943,20.10079476,94.81507012,7
"TUBG1",39.21050287,10.79136903,20.87644937,11.69737982,12.67404136,10.99093918,13.83144805,3
"UBLCP1",1013.589237,407.7024849,842.5226384,72.45281295,170.935084,170.2198075,522.7030061,10
"DAZAP2",274.6899174,160.5586373,318.9563343,26.50598961,145.0740256,90.82987272,135.8995942,9
"UBA2",225.8148413,99.30556607,219.612382,14.4298224,55.82816017,23.66871159,75.49267761,10
"YTHDF1",256.4668865,144.5598321,260.3398911,68.0547953,71.05360383,43.7969356,126.8150701,9
"FEZ2",1132.861393,730.5471338,1004.875747,67.80192445,430.6141199,150.7790842,518.905507,10
"COL13A1",31.17072266,20.97237099,8.888937047,14.40344336,23.39353825,26.98785073,35.26013015,8
"ING5",104.1380145,50.41518215,50.01518215,21.64122991,32.3362914,38.63685666,44.1326135,7
"UBE2K",142.5689825,59.87293774,231.2321139,48.16996319,70.61507014,58.5539842,158.9542699,8
"CCDC130",106.3150701,72.65250409,87.18252163,131.4679101,121.165756,125.8150701,136.5748456,9
"TPD52L2",55.59023469,51.39166945,97.02353642,33.7251267,42.00140683,40.21845502,54.08273302,3
"NDFIP1",149.9520604,45.43018943,92.81858472,4.812358569,18.10568729,9.330058102,70.52072483,8
"ARFIP1",110.7650701,92.41507012,101.4105959,24.64906105,63.08190571,28.40648296,57.5150769,9
"PRPSAP1",256.5368648,136.4848287,227.5273421,91.2570973,78.7296189,68.93752196,130.8778153,9
"ELL2",135.6479679,160.4693108,254.0267474,22.5739615,50.98449107,41.81026755,137.5438918,10
"STX2",70.56429374,53.73170225,73.48556206,54.24673034,64.67604309,65.1990745,88.41820628,8
"FRA10AC1",361.3648144,150.2150377,287.8577892,13.07455922,82.51507012,54.01010489,147.7175542,9
"LCOR",105.8933257,60.25428457,149.8853547,13.07661505,35.61870996,24.16408904,56.36009905,10
"TP53TG1",25.37217373,15.43877022,20.31063264,23.98531773,19.01153965,19.06913403,19.45676627,3
"AP1M1",98.27520037,61.76936527,168.4048657,16.79613237,23.32099378,16.13961398,41.47577508,5
"RSL1D1",217.7512771,67.86169716,145.629336,10.61940195,26.96654559,25.92988769,69.70525113,6
"MUS81",51.26771608,67.1757059,67.12972762,66.67660023,84.47883677,70.19202183,65.63043223,10
"PPP1CC",461.2150701,165.8074547,211.8305683,27.39601058,97.8973956,30.50447126,142.7627288,9
"SSU72",517.7990028,228.1958362,398.082441,44.85113777,88.93655192,41.31712825,340.2286718,10
"PUM1",902.5087708,505.9327406,789.3795864,97.46949144,296.5126335,231.4317333,582.5150701,10
"RAB11B",62.29869087,82.78000231,80.70929324,124.377966,104.2610374,108.2083115,107.0477948,3
"PIK3R3",208.3192022,61.00659011,199.9150701,49.25648554,33.34703291,17.80457078,63.95985289,6
"HNRNPA2B1",81.73637678,24.88693148,70.53883102,8.234030505,26.09288026,16.11409408,26.21910117,7
"EML2",83.65251648,83.94925637,86.72942112,91.80514045,92.41507012,103.0772783,86.13437901,4
"RERE",221.8354871,82.36995365,361.3129567,65.35451515,76.01779915,52.71751157,106.3780831,10
"TDRD7",32.43832662,25.88009804,46.79700658,20.61779894,21.2960955,15.891143,26.10053748,6
"RPS6KA2",55.00376754,67.66076463,68.08405154,26.85768285,44.94261091,31.14581137,42.3615984,6
"RTCA",171.1939728,63.61507075,121.0878829,16.69963456,24.80707795,25.0012997,103.9524252,10
"FBLN1",6.18251204,5.215464924,6.535343071,11.10177451,8.413093981,8.977286615,6.023533418,6
"PTPRS",151.2799037,81.65584652,173.8463844,38.92263134,72.71507013,52.22609496,141.7213384,7
"RAB1A",1458.66507,549.0700099,1310.005061,91.18421708,209.602674,158.928028,706.6150701,10
"ITGA6",36.52382109,50.84538247,36.57227088,17.29040255,47.40944716,17.26480682,40.66875963,10
"PSMB3",150.418058,63.7051429,132.8299417,47.6154507,42.66057728,33.84356503,87.97173907,8
"TXNL4B",12.85517468,14.18913146,12.62951289,12.97419174,12.62951289,14.07588055,13.13659133,4
"TMEM30A",170.0874329,50.23527613,178.8703159,11.91588531,15.22351619,15.01386703,65.91476245,6
"RPL37A",2715.363434,1992.072015,1816.272937,826.9150701,2724.735567,2122.013369,2015.897513,10
"RUVBL2",323.1895748,184.8405762,294.9800869,108.4148222,118.7150701,100.0117457,325.9808779,10
"PIPOX",54.18125079,64.42193184,49.71111247,54.92062938,74.95598903,66.50040427,44.98278111,10
"WARS",175.4517244,118.7637664,186.2142258,42.27035099,48.7125737,43.28455536,151.0083915,5
"GPD2",5.628730859,7.140043031,5.576850859,9.939268082,7.189841317,10.89773738,5.620382608,4
"VHL",4.276091044,5.167677199,5.200381098,7.187857658,5.724624912,6.062571379,4.612738527,4
"TMOD1",93.99743703,84.68699827,133.3406253,42.34741976,34.98071051,41.84838501,83.08765861,4
"RASSF3",16.95451688,10.00626681,10.76445011,16.82092665,19.28216573,20.51056345,9.070306125,7
"GNAL",26.091924,8.587949273,44.15805001,5.879095873,5.614456767,6.708723913,17.56447348,8
"CTNNB1",48.30110402,55.51982919,36.8228363,57.68643614,62.62952964,42.9291444,47.43031702,9
"HIPK1",100.9087841,66.80984967,83.31507012,24.90147296,66.84555489,70.59614783,56.97880757,10
"HNRNPL",165.1672516,227.1259092,192.8787464,177.7654179,187.0373667,200.9005999,189.0246013,10
"PSMC5",118.8101628,78.91507012,100.9565864,42.91840602,53.66679048,41.67628358,76.8613057,4
"SHB",35.52485191,50.41518215,51.30537852,62.51507154,59.91507327,58.95233452,53.80467147,5
"SEPHS2",409.321885,136.7150701,277.4150701,41.19999009,86.61507012,64.92719255,205.623427,9
"PSMD11",46.21737075,33.38006369,51.72226854,21.4376529,20.72991584,19.98030422,25.3304746,3
"GHR",36.90349137,9.405496064,30.35706017,4.385965592,4.186991249,4.996370067,5.590233449,6
"MED7",296.7150701,100.8631609,182.151311,14.51616199,25.02057246,29.16114634,82.29353004,8
"WDTC1",100.782884,100.3422072,97.66897928,105.7766491,101.513385,101.6129449,96.09368322,4
"SMC1A",42.54687996,52.86861263,45.72279771,16.47726515,17.39112842,18.37940314,22.63833295,10
"MRPL20",507.8857122,174.9759488,559.7304666,22.23029725,149.8000339,71.51515835,274.1539056,9
"C14orf1",158.404808,58.6220726,121.6132106,48.13889699,56.77494072,34.18212732,85.86014609,5
"GDI1",377.0642351,245.9767888,398.6258815,79.44245257,154.520001,84.38868002,238.655282,8
"PPP1R9A",307.2686824,121.1270659,226.9666623,52.24845545,85.51725917,59.96593671,190.5843011,9
"REPS1",334.9607602,103.350842,193.6773598,27.55078869,41.88979333,39.60508336,124.3195102,7
"RAB3C",185.4610154,117.1484109,196.3195614,27.31691058,20.92153688,15.07865571,74.86899249,3
"NSMAF",118.35023,83.03410318,221.3150701,31.1230812,51.33451251,44.64853075,79.11507012,7
"EFEMP1",34.61980553,8.490069326,9.006897793,8.660899086,17.02822814,11.47099406,8.684227253,10
"GAB1",35.40465328,34.80943924,40.92785309,31.31908779,29.06723654,33.13930478,35.11487412,7
"TCF25",112.0268906,49.29411378,114.1156175,31.79147393,59.44008828,41.13105939,97.90677241,7
"WWP2",66.51507023,82.51190012,59.41589511,139.7235652,78.06899449,110.5525408,68.37650387,8
"ATP6V1H",246.5708067,104.9225025,242.6553944,18.67828658,30.34762853,33.22938852,68.84178533,5
"PTPRA",103.4025633,61.61507154,102.3055635,19.66027789,31.46671268,31.28496773,40.31845502,8
"TNIP1",94.54534529,55.29989022,107.0862488,35.58757532,47.16095355,32.35694454,61.5204709,9
"RSRC2",224.1489376,133.9895628,261.4156736,37.22594963,91.73308847,47.71869895,102.3052121,9
"SF3A3",124.372377,52.50307549,124.8169835,36.78553402,42.63745407,28.86921327,45.37933157,5
"WBP11",368.1427317,255.3813824,314.783707,19.88524089,108.945825,67.67884235,219.8633574,9
"IRAK2",222.0150701,86.51507012,285.3222464,50.03843707,65.01507039,71.34266101,142.758802,8
"RGS7BP",234.1251835,90.01145354,277.9453422,18.21030656,29.99221361,25.58119461,192.7806094,9
"MT1X",562.9931564,424.369699,948.4974315,190.3552953,314.2276844,207.0918601,309.8669227,8
"WDR4",26.09288026,9.214939651,37.34081544,6.905783402,4.184518221,10.89086663,25.02057246,4
"ETS2",140.5284898,136.330978,188.1031175,51.38583439,73.86328027,61.42087851,91.1006873,8
"SORBS3",28.3554832,42.80228042,45.62007626,65.13868123,51.02679127,44.112642,45.62007626,7
"ZNF264",41.53161666,27.5023721,27.32065311,11.00984339,11.66446365,17.32592887,18.15042329,5
"HDGF",175.9059475,152.1085427,132.9297022,157.3392597,175.5978191,166.8474454,133.464218,8
"NRG3",58.8437336,18.398573,65.02036722,10.78486864,13.41276523,14.40604045,24.9577741,3
"ARMC1",126.2494124,36.84246768,68.51552627,14.19133675,19.93367305,25.66955122,33.03062678,10
"UBE4B",465.6229735,341.0130477,386.7567006,124.6240986,215.9542946,165.3483007,295.3795459,10
"POLD3",32.04936793,28.2514988,28.80584131,48.91252064,42.48499754,34.12879116,39.71097723,3
"PSMD6",191.3150701,80.45604132,209.6727999,9.084881014,28.45942899,12.06629746,81.70313961,10
"ATF2",11.59620378,12.38039796,10.80497741,15.82722606,12.27519245,10.50686294,15.2051577,3
"CCDC138",38.32056566,15.45634443,12.84000281,16.79509727,15.31714051,16.326964,13.85496499,3
"FIBP",101.2124502,87.1826234,116.0669333,84.66423686,96.88035856,93.23554379,94.78182884,4
"AASDHPPT",151.0615298,81.13684405,133.6150701,17.01025243,33.45432703,16.13961398,120.6341285,10
"LMNB1",9.669517149,6.731299061,7.135727912,10.80827879,7.864465002,8.292057391,7.454040706,4
"SMARCA1",106.8653396,47.28820643,142.1060718,7.566709747,10.09725063,19.65171279,63.20953379,9
"ICE1",121.1577668,72.11028226,121.8303109,10.33146489,27.01237838,13.49752099,62.17714594,9
"CUL4B",32.21796649,9.788919368,37.43067012,6.212466248,8.743434245,5.877774704,11.96338219,6
"CSF2RB",11.98286691,11.4255798,8.728416949,10.80906428,14.16413676,14.92507143,7.909595598,4
"SASH1",111.1310898,127.4254915,115.9454077,92.97090314,110.2327377,88.99273685,83.15775652,9
"ACTN2",26.38356671,24.19074488,24.75456118,35.4471925,28.93188213,26.73143915,29.19296469,4
"DVL3",28.30020475,16.1219269,28.1593634,20.39374318,17.65516895,25.41225892,13.10015988,3
"LRRC47",329.7668603,109.8472176,162.621964,21.73874313,47.21790561,15.64025597,146.4556167,7
"TCEAL4",910.5626256,492.754397,784.057928,80.1001089,292.3470436,168.2662226,607.9932272,10
"TRDMT1",19.56076984,8.749859449,9.830278617,10.62368923,8.987469061,11.22186037,10.38502531,3
"PLBD2",243.428624,114.0431248,293.4622276,64.9729575,57.87339931,50.43583836,160.2613263,7
"CDKN1B",344.1552857,200.040663,307.2285974,22.02446611,118.3359652,68.31745814,203.9943513,10
"ITSN2",85.05441239,52.69749156,100.5482392,39.63644168,29.8208871,24.12692966,48.39614805,6
"TSN",45.62470172,12.83493681,36.14028968,7.826916373,14.5755289,14.59166266,24.05017607,9
"HELZ",155.0533321,49.93779466,63.66223123,19.37278331,24.0188579,19.91851385,37.9206053,8
"AMPH",307.5679817,106.4960488,128.6525461,48.51528152,39.41850159,44.92361941,103.3648043,7
"SEC23A",318.3287077,138.6918971,274.4150701,10.24044056,26.29411983,16.13961398,153.9306062,10
"EEF1A2",107.6150701,56.06559708,132.7557003,43.44498048,51.58933271,36.09860131,68.31507023,9
"ZMPSTE24",265.4150701,116.3150701,283.0064107,29.43099493,67.49042025,42.21711039,175.005536,10
"PPP2R5D",89.28751798,85.82551865,87.91610762,103.038634,90.18432833,84.76398529,97.46133428,3
"SEC16A",173.0650701,98.51507012,173.6150701,21.37682801,38.15417632,30.74704987,66.51507023,8
"HAND1",15.61807024,16.03665433,14.55832856,31.45260999,22.15021761,21.39005584,13.66911132,5
"PSMD2",697.2724779,310.8025348,576.8953975,79.51755652,133.2743922,96.21696612,322.159046,8
"RNF8",47.45792639,45.11576343,39.31418017,25.84980548,25.3526682,32.6902724,30.21565326,8
"C1QBP",286.6298661,94.66523251,238.7150701,7.591470779,41.44907089,12.14929988,125.8150701,9
"DYNC1H1",336.0639588,244.6015735,667.5787152,29.06781016,57.09925719,32.13629859,244.3978214,7
"TOP1",157.2261271,90.41507012,137.6697396,57.58298689,70.62917086,54.75148596,123.3412216,9
"XPO1",94.19557285,35.43479925,36.91974613,50.80270172,50.41868914,42.42762736,71.61507014,8
"TLN1",38.41661164,37.15767449,30.73086862,30.09762146,36.31932535,31.70022485,33.90557076,5
"WDR5",19.37916683,14.4985216,31.40646401,15.17720232,16.08170963,23.20012491,14.59936436,4
"PAICS",252.610267,120.2338697,138.4673121,13.13109722,48.44795732,24.59788782,117.3233117,9
"TCF12",30.0152388,20.39608466,22.58323981,14.34354916,19.06188921,19.63835322,22.39487717,6
"ZNF260",91.70702286,42.70775739,64.81090204,12.31300093,24.09420476,19.34461135,34.29266929,9
"SMURF2",98.71507012,37.46747573,117.8269841,44.86798201,58.65372811,33.68906574,47.85765305,7
"PRKCA",202.1935585,157.1485279,261.8208598,20.51585186,100.0505644,44.78148195,65.36116939,10
"SP4",146.3979298,173.8478252,93.29748236,154.4080014,165.3731193,212.5036491,132.9436925,10
"PTPN11",31.16069171,29.73035697,48.13809122,31.49675647,33.99674921,32.88363604,30.65364731,8
"CTTNBP2NL",77.56693417,38.0794729,70.77155528,20.3730158,38.58503759,24.26679314,31.14581137,7
"EIF3L",1258.41507,584.2150701,825.9504031,135.2773558,453.9725959,332.3917839,645.0712189,10
"RAD21",337.6378134,157.860395,447.5884974,25.98594712,82.39678672,78.01282281,146.9335319,10
"SAMM50",407.0729807,120.4855948,238.4373409,29.06490516,30.29484268,24.94884658,145.6103874,5
"ITPR2",64.95220345,34.97947841,59.57143861,18.60176779,32.3362914,55.18596985,36.73753246,10
"CUL4A",156.9433771,129.6686819,219.3657661,16.12693633,61.52132744,52.59057184,142.1596614,9
"SORBS1",95.55679211,101.3940862,109.8088597,87.97844719,118.4149178,105.2701016,99.61315269,4
"POP5",138.8245198,63.61507075,80.06540845,52.37354905,59.35922835,54.23177997,63.57826129,8
"GSAP",23.14924681,8.457107222,23.1627254,7.384486226,9.777178267,5.533666373,7.247620153,10
"FCAR",14.85731637,16.49630609,13.18845078,29.96378011,23.49991382,20.62793517,20.8073895,6
"NAPB",2479.344467,744.5323121,1306.482881,71.57864452,154.037436,104.4858933,878.310897,7
"SMAD1",82.94481983,43.30427372,103.0911163,11.58408013,24.70572431,35.5667902,47.65390111,10
"STMN1",183.746469,106.7842548,136.2602239,54.79917052,108.1688793,66.61507023,140.2150701,9
"RABAC1",84.55575293,23.62336304,126.1851343,19.43508262,20.91169236,20.87448641,23.62336304,6
"PRDX3",8.275950995,13.82416567,11.18317022,14.73954118,11.83369956,15.37001704,10.89110615,8
"LRRC59",5.960806098,7.341363762,6.063494885,11.48930463,8.988211017,10.55292903,7.369827502,8
"CELSR1",14.94631424,18.76719371,16.94737743,20.15255677,18.5226896,18.38385845,14.09744793,4
"FBXO6",27.96600922,29.85111751,31.8305673,26.87072302,19.6490593,24.22223283,27.62252505,7
"TRIM35",22.45494613,24.82381583,31.61762143,31.94639604,22.55533851,31.14581137,23.84598954,3
"CAPN3",301.2150701,244.7749832,249.1593532,89.26233009,182.4207399,285.4633349,185.59145,10
"RPIA",73.71507013,68.59546989,66.51507023,31.53915563,39.41850159,32.59716295,51.37652202,7
"RBBP8",112.559774,50.51933164,135.0849365,46.1274223,33.28319367,43.67708011,49.12221267,9
"RGS3",70.53457711,55.48834025,126.7714268,42.6162887,74.52913368,50.31518215,83.11205924,4
"MAP3K1",196.0783422,101.3006955,120.9057131,116.7705814,119.5635921,136.4319064,161.1742025,10
"PPP2CB",407.3791105,311.6201235,427.5334178,22.85338716,162.0150701,51.29351691,149.7976287,9
"PCF11",24.14189344,13.07476928,12.30491682,11.06113979,15.94790794,13.29692718,12.52843846,10
"ATRAID",69.75714762,21.91191059,44.48154621,10.22154501,26.04755654,21.61087806,37.25935073,4
"PPME1",144.3916512,149.2554214,158.7860567,101.7525282,95.71604138,91.0592365,117.3877222,9
"SLC25A6",338.6704856,155.3365295,395.9150701,39.95670898,108.3095791,71.78249135,179.6406294,9
"SNAPC1",64.42252159,39.31850159,120.4056955,26.05168063,47.57584255,54.76414943,62.17032494,6
"PTPN4",8.038601026,5.975367283,6.235611113,6.800476555,6.382568568,6.385336803,8.002211876,3
"SNRNP25",178.5777653,63.12879358,171.857776,39.23761241,41.93836893,23.46678709,112.5388921,6
"SNAPC5",340.5692456,117.90573,275.796404,45.01576343,58.72202294,44.91925307,212.3231981,8
"CUL5",340.3402399,157.3754669,342.7150701,31.53835148,60.46605346,47.31599215,122.9131444,10
"MUC1",31.27527201,34.26956928,39.31850159,70.94605165,52.4013252,74.3801853,49.97260129,3
"DYRK1A",663.2367214,309.3901881,344.5685761,32.85803137,124.381554,56.78877048,228.8319969,10
"PRDX1",461.9150701,187.4810531,545.1150701,66.12799902,98.08927346,108.4792943,281.9235167,10
"ASB13",327.8088373,221.3150701,256.4298168,150.2082266,109.0595964,125.7102051,221.9789746,8
"TAB2",45.21576343,38.67727839,62.58547972,30.08819003,32.27016615,30.26684782,38.48263253,8
"GOLGA7",22.19109537,24.23789496,17.94826839,27.47864359,22.47311374,22.03314979,19.39051784,6
"KCTD10",366.2538012,167.6106716,261.2030526,70.4636465,88.46662641,61.56010257,196.9994535,7
"CAV1",56.64121343,61.86619502,59.40545066,22.13769278,58.8150769,60.51507327,67.70615968,9
"NFYB",10.89156696,10.41215714,7.244970948,6.587913479,7.738567452,6.120331562,8.250482055,6
"NINL",85.64974488,50.75321912,69.43956764,54.16956043,47.33023015,40.37047836,51.45413317,7
"MAFG",72.7853301,75.15849103,92.18324596,73.66339249,62.68378919,48.1960518,70.9298356,3
"GRB10",224.1491445,142.0907513,178.8957587,31.0406243,92.96289597,75.56004523,145.0150701,10
"ACTB",931.4812099,1287.543969,1707.621978,250.0798264,672.3835931,525.0145208,731.4112173,10
"MED6",10.0969455,5.315144661,18.37679062,5.542302266,7.864465002,4.987261959,6.966357925,3
"XRCC6",240.1909972,202.6747871,278.2398213,65.18843291,55.98929022,43.58881379,100.0508229,7
"ANKMY2",208.0674276,65.3760941,95.10424545,16.0079387,20.56120793,14.21028584,55.7675187,8
"CCHCR1",25.69990253,27.25495947,22.6261752,34.61468507,33.91276508,35.63934143,29.93768064,10
"UBE2I",148.0718221,57.21133492,95.67279173,21.14468032,46.9824523,25.24564768,48.27880721,7
"PNMA2",810.4467232,345.6655884,961.9943412,18.80955887,102.3150701,76.84154147,395.6139393,9
"PSEN1",79.21507012,77.50958257,57.86054864,10.85828088,27.76344297,14.75041052,19.46691142,10
"PEX14",315.6184859,103.8687999,172.6538006,63.60711681,94.89300268,62.34503822,234.4358685,9
"CDKN2C",23.54841808,27.85970992,71.3790774,6.400447753,17.92483033,14.86979685,32.05779654,9
"CHGB",431.3892752,75.01507013,146.2134725,57.80271849,49.35137456,28.26524013,95.28039851,7
"YWHAE",347.0150701,252.4980656,282.1490789,26.92916671,126.8133475,82.88699024,221.0016275,9
"NECAP1",223.9876312,124.6041136,159.0072639,16.24655244,21.54099588,22.12394832,69.64288229,8
