“Gene”,”P_Sp14.CEL","P_Sp20.CEL","P_Sp25.CEL","P_Sp26.CEL","P_Sp29.CEL","P_Sp31.CEL","P_Sp33.CEL","countP"
"GAPDH",97.71849491,26.01073893,157.6063473,25.16150493,22.86252538,27.71866912,24.86636697,10
"TRIM24",95.71507012,46.81644661,45.05504704,38.64029957,27.1132362,34.08508688,42.72615344,10
"ARL1",87.02755125,53.33716161,38.44340804,27.90738182,21.17220715,28.26473009,41.97127573,4
"BAG3",470.7283631,167.3207733,595.7077474,43.38702008,132.2969999,50.12737347,402.4885771,10
"KMT2C",9.387031757,11.31440064,14.47990845,13.45120162,9.248966597,13.32529485,13.46134294,4
"USP11",127.3269807,63.40996943,162.8364314,37.99680936,46.75689125,46.48518813,79.06047467,5
"RWDD1",39.3008861,5.808471627,10.7759739,7.822647197,6.411322866,7.340360465,12.86885687,4
"ABL1",58.03868123,54.79792753,81.52179533,60.11507327,60.12043468,65.25720048,50.97386922,8
"DOCK8",16.44158624,7.410786848,8.380255326,12.08786317,9.567642527,8.882312991,7.246839984,9
"SRI",33.16078922,13.57622176,14.8152371,5.82145553,11.26486986,8.27435215,6.994085397,9
"TTF2",49.85211718,29.9168772,39.74722722,10.79334146,12.86361932,9.411555825,17.23388407,8
"VIM",51.115182,32.57337045,51.40983118,36.26690599,79.44351774,50.75460495,26.40529374,7
"NDUFB8",54.99831281,30.24367436,44.07484975,26.14251782,26.13346415,38.71172932,40.98307963,3
"CASK",64.40207381,26.18543143,100.6365672,32.38789261,46.40962896,47.78796776,59.08811249,5
"PTBP3",113.5518647,111.3640679,168.3126077,62.39678742,84.58512442,68.82042003,85.33763402,9
"SP1",21.54299061,28.50804785,21.21027868,30.94137916,29.33204285,35.85152659,24.69007122,4
"VCAM1",44.16223439,17.84150505,18.33781984,20.0081633,30.30125945,41.83699825,19.09996166,8
"NLK",32.33924963,18.41302379,58.85248436,13.00427357,17.45750215,15.77837672,54.50621185,10
"FAN1",46.16292385,44.10673919,65.71507039,59.66712378,44.33297942,43.35288438,41.72776908,5
"CMTM5",33.2787904,42.84969704,40.96321407,52.95277297,51.81220575,52.39258925,41.02187748,9
"ILF2",19.98137627,14.72348694,20.95375544,18.4417654,16.44255205,13.33128932,14.75659161,5
"CENPQ",6.718378224,6.380210786,9.937281021,3.927831727,3.548999082,3.4995665,4.347635135,4
"DUSP3",155.1859298,138.7150701,235.8489795,85.7364577,109.7230047,107.1042407,169.3150701,8
"UNC13B",56.04281764,30.55224357,47.49938418,42.50935259,43.51707758,41.18312547,40.71160521,4
"MLF1",16.925821,20.59852747,26.11844874,9.582204875,9.9650093,10.79151765,11.55955955,4
"KPNA1",237.1018969,134.2422058,361.2230389,18.36175026,69.04741641,44.14278641,178.6387515,9
"GLI3",24.5100389,19.42855042,11.6985328,24.73513549,23.68711208,24.66710716,15.69720373,5
"HSD17B14",22.68576612,26.98556708,27.26885572,40.80456812,28.11207954,36.48645788,31.0310359,3
"HNRNPC",74.79347758,74.76739125,159.3621562,19.53600662,60.08215023,42.91318727,83.30394262,5
"TNPO1",292.9136208,196.7619468,371.6365515,26.85952188,87.82752841,77.39051195,357.9150701,10
"L1CAM",394.0623135,204.1052816,520.9156666,76.31541531,256.4425262,126.9150701,534.4607098,10
"IFIH1",22.14144782,21.56750688,14.70688028,15.42666656,23.10858667,21.95396074,15.19753676,5
"IGF2R",25.00090712,6.379347081,28.67412805,21.15835721,29.35501292,28.07113506,38.15157827,3
"RBM45",9.086395674,10.48771956,8.554817633,11.88963901,13.5517397,12.84445404,10.14817466,6
"NFIL3",57.71086558,30.34762853,44.1310108,13.15131374,18.00896124,19.75923985,17.7994165,9
"TRAF3",42.67187205,41.48588878,47.54029037,67.79394673,49.05928041,46.87105928,51.68869473,4
"CPSF6",133.6003715,41.49843601,87.44359564,12.02384086,21.5738325,26.73683918,40.22812037,10
"RFC1",18.49725677,11.44240081,15.76898455,12.24719791,15.28045903,9.613080122,14.00231829,3
"MYH10",47.64288665,25.64362427,117.0148647,29.04827706,29.88742081,28.27514089,31.46340842,3
"GIT1",79.68809384,103.2998445,85.923578,130.1894217,125.0916285,116.5425972,114.0365912,8
"NOTCH4",29.05817089,43.11628129,36.2165266,37.30458604,34.82622599,35.22409463,28.56351984,8
"COPS6",139.5157137,64.99353525,139.8155519,40.13823269,34.85675698,34.55096049,53.3318905,5
"BASP1",1991.704311,1298.568979,1772.84615,250.2123824,441.8300741,288.005388,2061.344822,10
"CHCHD3",99.08418351,80.32620074,95.39134346,53.31563667,53.35220586,51.40111869,88.38646418,4
"TRIM5",7.690301596,8.024101155,8.285521211,7.70319732,7.612971762,8.030823547,7.532831972,9
"SF1",32.84455805,24.15488176,34.58947297,23.08768696,31.12969051,30.89025334,31.41372782,5
"VCL",262.6271202,359.402446,282.9777403,65.19877396,110.8150701,126.2009824,149.0150701,10
"MBP",35.0985737,52.3625535,49.14597565,68.38504785,61.12949328,49.32310222,36.95075045,8
"CUL2",42.73533231,10.63060212,28.53255422,5.335617362,4.379477663,3.174176961,14.10736651,6
"LRP2",59.34889358,65.10171749,28.14671273,31.91162325,35.70934414,49.11528101,39.47100697,8
"MAGI1",13.10245252,10.29534232,24.50513723,4.519172962,9.895562628,6.641522496,8.312028001,10
"RBPJ",342.8457607,316.6150701,231.8559879,139.8771394,239.3103025,201.4150701,214.7606263,10
"CLASRP",77.7818786,110.6150701,108.6856845,179.9379364,150.7150701,105.3550921,119.2150701,9
"FBXL17",163.5450857,156.1672908,155.7932408,158.0988926,238.5613739,256.1740256,304.957126,10
"EIF4B",100.1813337,96.47779255,91.89212573,114.4710109,89.63716468,105.5170108,104.8405946,8
"XRCC5",89.95559145,75.01507013,68.51507017,56.04996535,48.01528152,37.15566378,58.51279789,9
"DLG1",111.5661955,72.85000004,124.7117849,52.71404214,73.81538039,70.98146731,122.6705112,10
"PCMT1",1831.375678,727.9728239,1246.728762,27.81879533,122.2179122,82.81454064,1287.345006,10
"ADD1",61.61507154,41.92852437,59.77436549,30.34762853,34.34169996,24.10175919,29.56981042,4
"ZNF91",10.65598827,8.309341756,8.305879597,7.976547636,7.866775537,9.668646359,10.42065849,7
"FLNC",54.75552184,58.3087555,70.92868554,74.31416849,86.580275,95.71507012,46.70792253,8
"B4GALT3",41.56582467,39.31850159,37.9206053,37.02074284,47.01890165,48.21528152,39.41037031,3
"CLSPN",6.468919878,6.759496847,5.820191661,9.92275531,7.437975742,6.590524398,7.198158869,7
"DCTN2",125.2230604,62.10016105,117.2233358,43.8966594,42.45655291,42.23249222,74.59597259,4
"SEC23B",60.88588307,51.54306171,49.2704848,31.62869971,45.63134133,25.39417261,39.35779948,8
"MYBPC1",43.13881554,26.80159164,34.68039341,26.22750684,36.32228762,30.1947031,20.08639785,5
"PPARGC1A",79.27493153,12.30249574,24.88970408,8.872330516,10.79151765,7.7052865,12.57942447,3
"VPS35",2027.621138,1261.860282,1881.66507,247.5811168,554.4036328,303.0697154,1855.31507,10
"RPH3A",204.6150701,128.9009717,227.4295467,92.41507012,90.80325606,70.26634051,131.7473528,10
"XPOT",352.5150701,197.0274992,255.4150701,77.31430709,97.53056794,122.8798046,186.8996002,6
"EPOR",5.027415378,5.920568715,5.46271649,7.147879343,6.981360845,5.966014021,6.682604816,3
"AIP",80.64228493,119.3129886,135.3527353,161.5125642,133.9090872,126.3474533,91.75617875,3
"MAP2K4",131.2150701,106.5856745,123.9834602,29.74711583,33.2024153,25.63416026,79.40586337,8
"DERL1",227.2150701,48.74260078,139.7150701,30.91939882,42.77831452,28.87737104,62.73326248,10
"CTNNA3",74.04328584,83.6792716,121.8264771,49.41633238,98.20472843,108.4376375,43.12476262,10
"TNKS2",6.957030785,5.2327217,9.107371939,5.962333705,8.049121426,10.53127232,7.590280369,5
"HMGB1",43.82348562,55.92911219,39.67505165,30.18571674,35.48781964,33.8204198,46.13970517,8
"ZNF573",65.71507039,39.69054744,50.41518215,41.76629912,37.99526179,63.07499598,41.11624895,10
"SMAD6",51.61679626,49.57170688,26.04539359,50.02764267,74.56454306,38.1205658,63.97790295,9
"ESYT2",44.41576613,71.00713167,72.34550494,35.62762238,21.22881441,22.41805931,29.16677391,3
"CLNS1A",145.7350837,72.68821224,110.5247438,52.54260065,72.16448231,53.65573965,71.93526941,10
"UBQLN1",272.3563195,94.61387191,257.7407138,11.53925991,44.66814607,24.01660889,146.5988932,9
"FXYD6",98.93690926,76.46661496,49.48640293,63.20034453,70.51593394,54.95375506,50.58564205,3
"HCFC2",17.21471336,19.60541685,11.5497828,16.08106066,15.87519692,16.10220474,13.77336155,3
"CUL3",25.0831731,7.071891179,7.530405526,7.258249078,7.626657553,8.6365891,9.056084203,3
"HLA-C",242.3304426,180.8749433,281.1319751,57.29493232,124.4965869,83.41691703,108.3318252,5
"SNRPA1",49.14495779,36.88655467,79.21507012,39.73334803,44.34599355,31.62789449,35.56355672,3
"SUPT6H",21.53464363,19.15048725,20.31823108,24.62733843,19.89123063,22.96414165,21.72970108,3
"MUTYH",33.72724386,37.48517212,31.60799391,51.29458933,41.46624604,37.2684226,30.24763519,4
"UBE2E2",444.4661077,153.1334062,352.7278276,23.08912393,87.48888998,38.2181216,276.63994,9
"IFRD1",146.5194585,141.0150701,172.2598857,19.10854758,76.81507012,47.1154574,59.91507327,10
"SNRPB",54.39592976,15.12057892,44.51576612,18.95591108,19.28023157,15.92328187,15.93087504,3
"THUMPD2",15.73496296,14.97410577,18.54279283,18.6122996,17.795652,15.89800323,16.7620919,4
"OFD1",13.27065015,10.31615592,11.10895545,9.379711413,10.74385238,13.83680032,10.77034109,10
"GADD45A",70.76247181,61.90823939,76.96978504,62.64126486,54.58667851,57.62269131,120.3946836,5
"CCDC33",18.20570915,36.20165303,25.69918444,38.75250179,34.49918115,36.08329334,30.941761,4
"CFLAR",39.23527236,82.61254326,56.94643655,94.75357792,93.30105653,100.3874102,66.51507023,6
"TLR3",6.56295933,5.366658942,5.627902945,4.84946942,4.507479344,5.084814218,4.662199197,3
"HSPA5",178.6356194,115.3372037,139.5087469,20.07626357,47.60051149,39.25505165,116.0616166,5
"SPRY1",29.41531965,22.05046499,23.79632607,35.39063428,30.62045153,41.83689059,24.02358685,3
"HGH1",103.0218519,98.51074992,100.9700309,186.4149746,150.949711,135.5093389,111.5569478,10
"AUTS2",34.02879369,27.65161891,41.50186054,100.2593313,64.19892708,78.21507012,58.7765402,3
"GADD45B",141.3591079,135.2072716,116.0748832,60.5484988,129.9890814,80.21507012,78.65648546,8
"CBX3",183.7228716,74.9996875,134.58109,23.34415124,43.87834007,42.21711039,196.7895274,10
"PRKAA1",30.03002189,20.1306299,19.0637814,30.96191184,31.72119479,54.37423858,35.98939401,9
"ATP6V1A",2256.243444,1151.81507,1688.785399,65.82531605,199.9952041,115.1503932,1324.589318,8
"MAML1",72.13457758,68.27947796,71.99684176,43.09268081,61.11508908,47.90406406,53.7712375,9
"APPBP2",117.0231024,48.72806319,65.59625187,23.03301635,35.4240909,33.20324589,42.36107694,7
"WNK1",14.01208682,7.205295871,19.42171463,7.474106465,5.702875516,5.984885048,6.314793812,5
"MCTS1",57.73166733,34.80423642,29.13193294,47.2154574,37.62027361,37.95250887,30.49972243,5
"NAIP",14.17792565,21.87293307,12.69871008,31.50470982,28.12959129,22.30099851,31.48511449,3
"ERBB4",11.3744698,15.00174157,15.05250401,33.45942209,22.97368266,27.95409278,21.87282975,5
"NARS",2210.371813,1079.013458,2312.673984,54.22801755,323.5912517,177.2128128,1336.224797,10
"MAP2",54.93287607,43.6113551,78.31394844,60.71986476,39.45729352,55.01456905,68.97762629,6
"NACAP1",332.0730426,667.3776645,393.417688,303.7888696,432.0442284,489.7819075,409.213517,10
"HSP90AA1",1315.346418,1140.996397,1983.480177,91.17487303,324.6959633,163.3150701,1423.293708,10
"TGFB1I1",29.2940044,30.14932899,30.79073525,33.00483868,59.06405224,67.77372928,35.4240909,9
"COPS8",1136.505793,547.8059186,1129.928333,74.44955794,189.4861637,83.72375312,783.5715765,10
"ARMC7",19.52516666,16.37804801,22.87348465,19.68852125,24.04225097,19.79862246,19.69740861,4
"CPNE3",64.15332397,18.82130823,151.9150701,17.35409382,37.62067983,35.24520047,114.1701277,10
"RAC1",5.979164322,4.030945409,3.899267243,3.670802033,3.762889336,3.835207668,3.703569536,4
"IFIT2",49.42301324,86.51507012,67.72744125,26.88919907,67.51601604,59.41507327,38.44569555,9
"UBE2A",45.84791856,47.38170285,116.3150701,23.69489237,26.13067083,34.0425775,46.84796245,6
"ZNF746",5.401596506,8.699745583,5.892710674,7.031724537,7.177410538,6.651869393,6.173180216,3
"MYSM1",70.5522322,47.57104308,56.12991271,8.200781125,13.43550562,10.30936629,36.24538751,8
"SVIL",52.01512796,27.77060998,20.36495625,13.88563441,37.69241498,28.97515358,27.53457126,10
"ALDH9A1",413.9523107,322.8150701,430.9641343,86.43110179,196.8559731,165.5150701,331.7617673,9
"BCOR",14.52173549,41.27497045,21.66238027,38.14873475,32.62863227,29.73258254,30.73486588,4
"TARS",69.67714119,67.17441526,58.01100517,14.87607755,22.5512079,20.51169206,27.94706193,4
"CALD1",11.89799358,8.66284407,31.14581137,8.855518577,12.09627082,8.003359736,10.97442628,7
"LMO2",113.9736733,67.0851997,87.79277176,45.83879421,102.7504574,54.05820509,76.70036241,9
"CLDN1",30.4799737,67.47908061,66.17538412,31.23757446,27.281008,25.44972444,42.91628129,8
"PLCB1",355.3150701,463.2188497,877.4150701,38.33094324,153.4607396,73.88095198,597.6504455,10
"UBE2L3",129.0633223,61.70553991,78.80398394,63.96892656,43.83757017,45.21576343,57.79824596,3
"KALRN",55.99053052,34.84330559,119.0744441,57.99500388,39.80361787,47.30625053,58.89175558,3
"TNPO3",39.33038983,32.35995026,34.00549677,18.16045395,17.77202356,16.94726216,36.18580617,7
"MED4",77.11877345,55.28890032,80.99428077,30.81101794,42.88523476,24.73074586,55.46567291,8
"SLX4",42.70006055,55.91508436,55.11509919,100.9021554,82.6907702,97.76034028,68.56058449,6
"CYB5B",89.91443336,31.68577381,72.42597453,21.54502763,27.36334578,19.55601893,39.882701,9
"RIMBP2",88.53656717,55.91602152,136.6268537,31.14251669,26.85748711,17.41244789,62.93534458,4
"PAK1",408.2150701,169.5466649,189.2183076,39.2796311,44.18108063,44.81099905,228.5656908,10
"USP1",97.62978636,40.90987922,69.8765902,16.0611224,29.05725225,26.85129057,26.39834449,8
"PCGF5",32.76946711,6.750990342,22.31936458,5.125410005,9.520288325,5.487755161,9.671580044,9
"RFXAP",26.36739621,10.78585125,16.62082647,6.117908795,5.115602194,5.950284549,9.153708185,7
"UACA",639.4816343,1248.577641,663.5049767,1548.167024,1341.964203,1737.933573,1076.97286,10
"UBE2B",6.11683967,5.604709339,4.295149791,4.492038022,4.581208804,4.760161965,4.809119418,6
"PAF1",30.44538124,19.77460612,32.32505571,19.64074692,20.31251499,21.98184937,18.61716063,7
"SSR1",59.98436096,56.22387801,168.5358122,45.19073462,40.62901854,40.11686479,57.38274011,5
"NUDT5",90.52801846,27.49147768,61.07734025,11.00502505,22.66214737,15.85232201,34.83769335,8
"APP",201.5150701,115.5518529,230.5344103,32.87833635,66.66226711,81.14797553,115.2865903,10
"TRIM16",28.71162933,25.38603505,23.88380786,29.32043365,22.31936458,20.60706278,29.22155987,3
"MAPK14",162.233319,79.43300796,254.6602868,55.51508436,65.70087119,52.42509742,106.0374482,3
"CEP19",24.94179617,10.65035735,11.40053093,10.88346426,14.16975015,7.829551749,12.86697267,4
"GNG7",93.47349053,130.2813343,118.1215401,133.7779933,170.8286594,139.9338758,128.1471553,8
"TNFRSF11A",5.580743534,6.628119919,6.061221024,6.304176921,5.761647926,6.25099532,5.28263202,7
"PRMT2",59.71145422,51.98871311,124.0672616,11.09875506,39.16893581,33.63536841,89.41255872,10
"CLK1",120.8000749,93.71208884,123.2384267,10.31615592,42.3399125,21.65967535,48.00797116,8
"CLK4",65.53033103,23.3005445,17.99613855,6.891484346,12.86247626,11.00012523,10.80121279,10
"IK",98.17660177,114.3463592,131.9913904,112.3688167,87.87205146,83.04216513,108.7636219,9
"SERPINB9",110.0150701,145.6293753,142.914493,118.5341836,163.9201659,175.2310018,140.2330884,10
"SART1",54.52625635,48.16416252,129.9076586,43.21862785,58.94245373,43.82160763,102.9349658,9
"SPOP",19.60078422,17.82902368,40.82583622,21.54502763,22.23763058,21.70909537,28.47810715,4
"IL1RN",20.79932646,33.85689938,22.23496006,55.7133703,45.26409042,41.31712825,38.5239931,3
"STX16",141.1348384,96.31507012,132.9736724,64.29789464,80.98306032,69.89656642,138.7127042,10
"TTN",21.72970108,23.52581651,19.50813629,19.39971536,18.80950539,18.53205221,14.91812664,8
"RPL3",203.8420264,158.1077614,197.1468337,107.9759312,167.8328946,111.2763714,110.6329791,7
"HTRA2",40.63754425,45.01570954,33.93388789,36.33469371,42.9471237,41.31712825,31.92493295,4
"DDX42",331.0314076,203.0262471,362.4422382,113.3090244,104.9011416,94.68417999,149.6863272,9
"TTC1",235.8602041,148.3889911,246.5702065,78.21494854,76.15756661,55.83667325,174.0263152,6
"KCTD12",194.3343727,73.33828172,99.74987081,14.18078493,171.1150701,72.45776369,41.7973692,10
"FUNDC2",122.6764621,93.73278479,93.34542928,101.4941132,110.3398101,111.2940972,94.95381597,10
"SSBP1",91.44498513,23.28840033,77.12150236,6.090043955,7.044806806,5.771365862,15.18377617,5
"BRAF",34.1784573,6.274316255,17.67597639,6.166886329,11.20837015,6.279778026,8.884649097,8
"GFPT1",39.92273849,18.33416691,31.98916489,14.78269799,12.16399513,15.52522911,31.27487762,8
"COX5A",1523.11507,474.7292223,697.3342889,33.65254636,180.4729735,122.5150701,873.2664272,9
"KIF5B",343.0387934,336.8364758,431.0510968,81.75306096,292.7946565,128.7584836,359.9133364,10
"COL3A1",13.00059223,12.29998732,25.13813777,33.16708397,23.18047513,27.76670906,21.74834208,5
"PSPH",4.423962911,4.94437131,3.755461028,3.378909883,8.377692546,3.37835349,3.628577167,3
"PSMD1",68.17180695,56.42226862,74.76768446,54.62936462,32.3362914,36.53877365,80.07545564,8
"ZNF83",60.06536836,44.81762648,22.56272078,5.381283261,24.15487432,9.512283076,16.32858846,6
"UTRN",250.4256613,174.6844166,336.142067,43.64511579,117.6117349,89.5134911,174.1894974,10
"KHDRBS3",13.46310537,9.048759534,18.05136689,7.192859349,8.40218874,8.81782367,11.65231122,3
"SMAD7",40.66569513,23.93574998,41.25727566,14.95036156,31.98924077,18.29903654,19.78874792,6
"GOLGA2",119.1293363,104.7383614,170.3299934,97.08911677,114.2043932,121.2524194,179.105968,4
"AKAP12",1586.614028,1191.516371,2283.091856,137.5412483,449.585942,306.2220489,1608.31507,10
"PACSIN1",249.351063,86.33029205,162.4760554,34.01832101,80.73391936,28.11549147,177.3150701,8
"NUP88",29.38086625,15.15260464,42.43923584,15.96421205,18.50102377,14.83500374,23.23360128,3
"PPFIA3",39.31850159,40.26760721,48.51528152,41.08875851,44.99193499,43.33500667,49.92587645,3
"KLHDC3",63.91507075,48.61109182,57.4289747,54.36132962,50.10884181,41.47169757,56.94118471,6
"PGRMC2",272.5550195,138.8268163,160.6419248,31.75963604,37.01304582,30.13259062,75.0807301,6
"SQSTM1",12.76660933,10.21485891,17.20501148,19.40485339,17.65251464,14.32162129,12.07121727,7
"FXR1",124.8021415,87.16524517,116.3992434,24.19716196,57.00761633,49.19670638,104.6372623,9
"CBX5",59.43997178,37.65401943,55.11509919,18.74503758,51.49674195,57.4632621,54.50887948,8
"TUBB2B",963.4913778,875.1523798,1130.651373,78.06844894,488.6532716,290.8124893,1101.81507,10
"ADAM17",40.54306031,34.71943376,31.21354159,23.0349721,34.71943376,32.29545161,39.13302233,10
"PGLS",68.91507017,42.76266189,66.51507023,29.62324299,45.91576067,44.43985207,43.60939868,7
"HINT3",22.69152859,11.14899473,29.16114634,11.17757296,12.58330508,10.31182338,11.78633165,6
"CTAGE5",28.76336652,18.54116051,34.0465195,22.40398732,26.14001411,27.14588575,28.68905647,5
"EXOSC8",84.3006733,59.91507327,75.32639508,35.98347783,51.42795587,76.02252391,64.95486532,8
"RPN1",111.9567855,73.05161656,74.56766531,51.94511603,56.43475243,49.60353175,91.54769717,3
"PKP4",222.5323053,246.1683063,195.5530343,123.6993443,233.8506105,130.9292394,113.2514366,10
"PSMC2",120.081509,21.45428481,46.38603116,12.53241342,21.41268391,20.85010083,27.85804097,9
"SYNCRIP",9.551384705,9.740818716,9.985144209,10.72080427,11.22123466,9.750686799,8.281773361,5
"RNH1",12.78743177,14.40595452,8.673522656,23.292357,14.70056109,16.64561542,15.71181309,3
"ZBTB8A",14.18719763,13.76671414,5.433126446,7.844311434,9.484250277,8.892198442,8.152764329,8
"RPL18",96.47144043,60.91123522,131.2320577,21.0426817,40.51715729,23.45883658,28.36473008,3
"NCOR1",11.86589443,21.61071349,25.21729926,25.75411586,22.23118838,29.4499766,17.23345998,4
"FTSJ1",71.84060285,32.23629852,41.35841294,22.41805931,19.47191234,14.28559795,26.5650926,4
"RABGGTB",37.50607808,18.90217493,26.61269254,10.53651371,10.65801467,12.48916939,10.27287935,3
"ERC1",93.55960537,58.92838898,72.41507013,71.22116969,72.21225526,88.97653964,76.4850824,10
"MPDZ",148.9671855,44.83632847,128.8150701,69.49857651,64.97023434,61.13251961,69.58641598,4
"CSTF1",45.99662003,13.4347301,24.84684167,10.10686052,10.41508553,12.18497272,12.10881811,7
"RECK",118.8822212,178.9150701,110.7957612,184.5828374,155.4024385,176.7994466,141.6181387,8
"CIRBP",1085.032187,514.5664358,956.7431127,73.38718822,384.7546581,183.5559087,345.6342824,10
"PAM",1309.806098,1099.542771,1164.56507,73.32550079,225.441683,162.3678009,1190.379673,10
"MORF4L2",5.028619936,4.49175708,5.043338395,4.601961148,4.494583265,4.177527092,4.232385353,3
"SLC25A1",29.05895019,35.55882054,61.26029308,32.50865989,34.42878418,28.80829955,26.50834882,3
"MRPS23",83.33130227,17.71885336,71.01507014,19.11965549,14.38487068,11.43821392,27.365263,5
"ATG9A",115.1150701,167.5819317,146.8932334,198.0691268,151.9334415,174.7150701,135.7566754,3
"NPTX1",51.04978866,113.8975968,41.66078523,60.7256325,47.5905531,55.5636058,63.75710155,5
"RBM5",33.89175763,38.92911567,32.79271444,44.16676357,32.25410329,63.80859189,55.01985108,9
"ADNP",140.8588018,59.76144492,152.6341837,27.95832197,47.35162956,29.14297083,75.95210069,9
"KRIT1",4.196135845,3.694327598,10.75264109,3.508374352,3.098549374,3.957670305,3.508374352,3
"CNOT3",83.01428872,24.01136954,59.33318315,8.462980751,11.29685901,7.974779086,42.88316861,7
"SF3B2",20.91229246,28.54965611,22.85060004,47.87411993,34.34331697,32.7952705,27.43361599,4
"GATM",35.43607186,53.67558847,50.41518215,25.62001919,63.66226046,25.88988604,16.39128738,9
"NMB",161.2476934,160.7150482,83.01309888,101.9768227,84.37614423,89.91776268,126.6749896,3
"ELP3",449.3766544,174.3249861,355.6843553,19.11980437,71.96574426,46.49724581,303.7729687,9
"RPS17",444.7948473,300.1444925,376.0156386,98.01644791,311.311222,255.5556828,214.031429,9
"MIA3",79.76786531,24.46267841,46.62195538,10.48104844,9.88465324,10.61821779,27.17439612,3
"GFAP",1418.745913,1749.662689,1538.582222,229.2141445,1316.46507,469.8053974,146.8150701,10
"WASL",184.1420919,100.3633816,97.51345653,14.34947474,38.32056566,19.86250807,86.40499459,7
"GART",96.80551646,73.57166618,122.5491718,184.8166361,139.318764,185.3765311,101.9412771,10
"SNX3",141.6068034,113.7730585,193.6150701,96.21507012,80.1766005,106.7544743,104.5150701,8
"CYCS",35.88446084,24.29325995,51.38799449,32.02454802,31.74747629,33.63136582,33.37793979,3
"SNX8",59.34737856,65.51507039,71.69764149,108.7285684,81.96402942,88.95152855,64.81418712,3
"ANK2",36.29593734,32.01302943,77.89893976,35.92391856,31.50947505,27.916166,34.97239566,4
"ANP32B",141.7150701,363.3555162,224.5957168,190.2996553,322.1953756,279.4017165,257.4224777,10
"KTN1",785.2360081,621.3073707,778.734277,163.3150701,639.5150701,506.843983,750.9873858,10
"TRIP11",27.97521706,10.61724735,7.513186087,3.232431641,2.834870087,4.171516208,5.07882239,5
"SRSF1",322.7068228,99.27782594,215.6222236,35.26825353,87.89154185,51.80863183,168.4631671,9
"DCTD",54.83380119,40.67561444,106.1028619,34.07240041,32.57405841,32.52316402,35.66914589,4
"TRIM33",442.3634217,419.945489,619.0437834,82.91468605,173.583576,92.37937912,274.9067034,8
"BTG1",92.51507012,45.25616949,234.1523979,14.03007848,42.87973661,23.84050454,38.1757287,9
"TPP2",26.99831617,24.56743742,26.11707745,36.04993889,33.33591121,32.13629859,30.07268515,3
"KIF3A",1356.70542,1111.406235,1507.327931,43.63026687,229.7427625,137.3740739,1383.47802,10
"HSPA2",233.0641206,347.5079878,281.8150868,45.68475298,175.9090418,95.41861163,149.5711916,8
"MICA",18.97699034,23.28999711,31.85691278,23.88941987,26.94014886,17.80457078,24.38104415,5
"USP53",175.5337542,120.4918546,291.3269894,34.15768705,153.3126685,84.55630901,114.0878589,9
"PTP4A3",45.51436242,41.84005104,40.7758551,45.5237571,42.16815235,54.68562077,46.31545899,10
"SLC11A2",216.8150701,85.56549036,183.5555863,64.86620301,59.79531036,81.50025499,115.9364279,6
"PCNA",61.94106033,12.90250884,47.79755268,7.913327925,12.67265335,14.60763683,20.04732397,7
"CNTROB",68.91507017,69.68203792,92.60056285,128.78151,119.4989976,120.6693992,74.01230279,4
"PFN2",1494.461565,728.9058089,1141.631995,100.556596,328.7398728,188.702317,938.2425099,10
"UBE2D4",270.7398077,260.5394622,220.031482,222.4785364,222.3876403,240.4856459,223.2995404,10
"ZNF587",68.13612328,55.30305491,72.91507013,43.73137065,61.99101691,84.3324743,87.56247584,10
"LMF1",134.2865467,85.72664445,80.40065322,50.33049216,82.58378215,43.91037583,76.81507012,9
"KIAA1191",510.9445721,323.8104654,764.5168922,43.54023484,117.1877775,53.97945965,362.2150701,10
"EIF5A2",545.8150701,123.823679,211.9925483,9.613080122,33.05081523,13.51179507,193.5150701,9
"STAU1",304.7128472,175.3072371,378.9975948,54.34169036,129.1187575,87.78571446,280.1205548,8
"GSPT1",361.2494672,203.6426802,198.2005136,139.5455232,174.558353,139.8179018,243.1730802,3
"MSH3",22.02135292,18.46472838,21.73866783,18.90647191,16.20023599,18.73580886,21.39979661,10
"ACOT8",77.91988156,59.22575635,100.9990082,72.90066604,72.85526747,63.71507075,79.92412748,5
"TUBB",74.21030745,54.0498555,63.60105267,52.89133134,42.21014754,40.91786244,35.93700571,10
"NUP160",19.5806535,6.190498476,15.08742091,3.958095287,7.765640856,7.410786848,7.812226961,8
"BNIP3",1554.573264,870.8637343,1704.154112,68.6479643,322.8694185,150.1924532,1380.703859,10
"SNAP25",3241.754271,1391.868666,2177.973708,33.77478072,301.2495692,129.4002183,1580.371626,10
"WASF2",97.11507012,108.2591279,143.4704335,173.7526468,195.4713452,184.1283037,152.2111135,5
"VPS26A",4.041680672,4.155173785,4.039416988,3.546879793,3.145543036,4.983364514,3.3901336,6
"MAPRE2",120.5752287,96.31507012,177.6150701,27.73613006,61.32620192,63.13239586,109.6725819,6
"DHX29",108.1214212,21.29437372,86.5569739,25.21564321,31.69517587,34.88574265,49.34457464,7
"CCNH",302.6907577,114.8114133,243.8409326,45.31065227,44.9929721,38.63851856,84.23278687,7
"ADD2",393.768393,291.9658761,717.5562323,56.6550768,160.6158612,95.0532956,444.1150701,9
"KLF4",45.61163006,315.5531313,145.2584318,42.04703662,132.6617181,70.86794442,19.47197744,10
"HNRNPA1",147.1912456,145.1434569,157.4075334,69.87404617,142.5445451,96.4178597,127.8652393,9
