HGNC ID	Approved Symbol	Synonyms	UniProt ID(supplied by UniProt)
HGNC:25136	LBX2-AS1		
HGNC:6519	LCA~withdrawn		
HGNC:6520	LCA3~withdrawn		
HGNC:6521	LCA4~withdrawn		
HGNC:31923	LCA5		Q86VQ0
HGNC:1255	LCA5L	MGC33295	O95447
HGNC:19105	LCA9~withdrawn		
HGNC:25837	LCAL1	onco-lncRNA-27	
HGNC:6522	LCAT		P04180
HGNC:30995	LCCS1~withdrawn		
HGNC:33591	LCCS2~withdrawn		
HGNC:6523	LCD1~withdrawn		
HGNC:29459	LCE1A	LEP1	Q5T7P2
HGNC:16611	LCE1B	LEP2	Q5T7P3
HGNC:29464	LCE1C	LEP3	Q5T751
HGNC:29465	LCE1D	LEP4	Q5T752
HGNC:29466	LCE1E	LEP5	Q5T753
HGNC:29467	LCE1F	LEP6	Q5T754
HGNC:29469	LCE2A	LEP9	Q5TA79
HGNC:16610	LCE2B	"LEP10, XP5"	O14633
HGNC:29460	LCE2C	LEP11	Q5TA81
HGNC:16518	LCE2D	LEP12	Q5TA82
HGNC:29461	LCE3A	LEP13	Q5TA76
HGNC:29462	LCE3B	LEP14	Q5TA77
HGNC:16612	LCE3C	LEP15	Q5T5A8
HGNC:16615	LCE3D	LEP16	Q9BYE3
HGNC:29463	LCE3E	LEP17	Q5T5B0
HGNC:16613	LCE4A	LEP8	Q5TA78
HGNC:16614	LCE5A	LEP18	Q5TCM9
HGNC:31824	LCE6A		A0A183
HGNC:31806	LCEP1		
HGNC:31807	LCEP2		
HGNC:31809	LCEP3		
HGNC:31808	LCEP4		
HGNC:6524	LCK		P06239
HGNC:26756	LCLAT1	"FLJ37965, ALCAT1, AGPAT8"	Q6UWP7
HGNC:17557	LCMT1	"CGI-68, PPMT1"	Q9UIC8
HGNC:51177	LCMT1-AS1		
HGNC:51178	LCMT1-AS2		
HGNC:17558	LCMT2	"KIAA0547, MGC9534, TYW4, PPM2"	O60294
HGNC:6525	LCN1	"VEGP, TP, PMFA, MGC71975, TLC"	P31025
HGNC:23412	LCN1P1	bA430N14.2	Q5VSP4
HGNC:23680	LCN1P2	bA244N20.11	
HGNC:6526	LCN2	"NGAL, 24p3"	P80188
HGNC:17559	LCN5~withdrawn		
HGNC:17337	LCN6		P62502
HGNC:27038	LCN8		Q6JVE9
HGNC:17442	LCN9		Q8WX39
HGNC:20892	LCN10		Q6JVE6
HGNC:28733	LCN12	MGC48935	Q6JVE5
HGNC:33777	LCN15	"UNQ2541, PRO6093"	Q6UWW0
HGNC:34436	LCNL1	FLJ45224	Q6ZST4
HGNC:29503	LCOR	"MLR2, FLJ38026, KIAA1795, DKFZP564P1916, FLJ13022"	Q96JN0
HGNC:30776	LCORL	"MLR1, FLJ30696"	Q8N3X6
HGNC:6528	LCP1	"PLS2, CP64, L-PLASTIN, LC64P"	P13796
HGNC:6529	LCP2	SLP-76	Q13094
HGNC:15737	LCS1	"CHSL, LCS"	
HGNC:6530	LCT		P09848
HGNC:15583	LCTL	"KLPH, FLJ33279, KLG"	Q6UWM7
HGNC:6531	LD~withdrawn		
HGNC:26145	LDAH	FLJ21820	Q9H6V9
HGNC:6532	LDB1	"NLI, CLIM2"	Q86U70
HGNC:6533	LDB2	"CLIM1, LDB1"	O43679
HGNC:15710	LDB3	"PDLIM6, KIAA0613, ZASP"	O75112
HGNC:6534	LDC~withdrawn		
HGNC:6535	LDHA		P00338
HGNC:28335	LDHAL6A	"MGC23940, LDH6A"	Q6ZMR3
HGNC:21481	LDHAL6B	"LDHL, LDH6B"	Q9BYZ2
HGNC:39423	LDHAL6CP	LDH6C	
HGNC:44239	LDHAL6DP		
HGNC:44241	LDHAL6EP		
HGNC:44240	LDHAL6FP		
HGNC:6536	LDHAP1		
HGNC:6537	LDHAP2		
HGNC:6538	LDHAP3		
HGNC:6539	LDHAP4		
HGNC:6540	LDHAP5		
HGNC:23144	LDHAP7		
HGNC:6541	LDHB		P07195
HGNC:6542	LDHBP1		
HGNC:6543	LDHBP2		
HGNC:39136	LDHBP3		
HGNC:6544	LDHC	CT32	P07864
HGNC:19708	LDHD		Q86WU2
HGNC:6547	LDLR	LDLCQ2	P01130
HGNC:32069	LDLRAD1		Q5T700
HGNC:32071	LDLRAD2		Q5SZI1
HGNC:27046	LDLRAD3	LRAD3	Q86YD5
HGNC:1224	LDLRAD4		O15165
HGNC:48592	LDLRAD4-AS1		
HGNC:18640	LDLRAP1	"ARH, ARH2, FHCB1, FHCB2, MGC34705, DKFZp586D0624"	Q5SW96
HGNC:6548	LDOC1	"Mar7, Mart7, SIRH7, RTL7"	O95751
HGNC:6549	LE~withdrawn		
HGNC:29571	LEAP2	LEAP-2	Q969E1
HGNC:6550	LECT2	"chm-II, chm2"	O14960
HGNC:6551	LEF1	"TCF1ALPHA, TCF10, TCF7L3"	Q9UJU2
HGNC:40339	LEF1-AS1		
HGNC:6552	LEFTY1	LEFTYB	O75610
HGNC:3122	LEFTY2	"LEFTA, LEFTYA"	O00292
HGNC:33765	LEKR1	FLJ16641	Q6ZMV7
HGNC:32046	LELP1		Q5T871
HGNC:18725	LEMD1	"LEMP-1, CT50"	Q68G75
HGNC:44132	LEMD1-AS1		
HGNC:21244	LEMD2	"dJ482C21.1, NET25"	Q8NC56
HGNC:28887	LEMD3	MAN1	Q9Y2U8
HGNC:14429	LENEP	LEP503	Q9Y5L5
HGNC:15502	LENG1		Q96BZ8
HGNC:15498	LENG3~withdrawn		
HGNC:15499	LENG6~withdrawn		
HGNC:16303	LENG7~withdrawn		
HGNC:15500	LENG8	"KIAA1932, MGC40108, pp13842"	Q96PV6
HGNC:40705	LENG8-AS1		
HGNC:16306	LENG9		Q96B70
HGNC:16308	LENG10~withdrawn		
HGNC:16307	LENG11~withdrawn		
HGNC:30401	LEO1		Q8WVC0
HGNC:6553	LEP		P41159
HGNC:6554	LEPR	"OBR, CD295"	P48357
HGNC:29477	LEPROT	"OBRGRP, OB-RGRP, VPS55, FLJ90360"	O15243
HGNC:6555	LEPROTL1	"my047, Vps55"	O95214
HGNC:6556	LETM1		O95202
HGNC:14649	LETM1P1		
HGNC:33985	LETM1P2		
HGNC:33986	LETM1P3		
HGNC:14648	LETM2	FLJ25409	Q2VYF4
HGNC:24241	LETMD1	"HCCR1, HCCR, HCCR-2, HCCR-1, HCCR2"	Q6P1Q0
HGNC:6557	LEU1~withdrawn		
HGNC:6558	LEU7~withdrawn		
HGNC:31953	LEUTX		A8MZ59
HGNC:26854	LEXM	"FLJ40201, LEM"	Q3ZCV2
HGNC:6559	LFA3~withdrawn		
HGNC:6560	LFNG	SCDO3	Q8NES3
HGNC:6561	LGALS1	GBP	P09382
HGNC:6562	LGALS2	HL14	P05162
HGNC:6563	LGALS3	"MAC-2, GALIG"	P17931
HGNC:6564	LGALS3BP	"MAC-2-BP, 90K, BTBD17B, TANGO10B, M2BP, gp90, CyCAP"	Q08380
HGNC:6565	LGALS4	GAL4	P56470
HGNC:6568	LGALS7	"GAL7, PIG1, TP53I1, LGALS7A"	P47929
HGNC:34447	LGALS7B	GAL7	P47929
HGNC:6569	LGALS8	PCTA-1	O00214
HGNC:40340	LGALS8-AS1		
HGNC:6570	LGALS9	LGALS9A	O00182
HGNC:24842	LGALS9B		Q3B8N2
HGNC:33874	LGALS9C		Q6DKI2
HGNC:49896	LGALS9DP		
HGNC:15788	LGALS12	GRIP1	Q96DT0
HGNC:15449	LGALS13	"PP13, PLAC8"	Q9UHV8
HGNC:30054	LGALS14	"PPL13, CLC2"	Q8TCE9
HGNC:40039	LGALS16		A8MUM7
HGNC:25012	LGALSL	"HSPC159, GRP"	Q3ZCW2
HGNC:6571	LGCR~withdrawn		
HGNC:6572	LGI1	"IB1099, ETL1, EPITEMPIN"	O95970
HGNC:18710	LGI2	"KIAA1916, FLJ10675"	Q8N0V4
HGNC:18711	LGI3		Q8N145
HGNC:18712	LGI4		Q8N135
HGNC:6573	LGMD1~withdrawn		
HGNC:6574	LGMD1A~withdrawn		
HGNC:6575	LGMD1B~withdrawn		
HGNC:6576	LGMD1D~withdrawn		
HGNC:33443	LGMD1F~withdrawn		
HGNC:32230	LGMD1G		
HGNC:38505	LGMD1H		
HGNC:6577	LGMD2~withdrawn		
HGNC:6578	LGMD2A~withdrawn		
HGNC:6579	LGMD2B~withdrawn		
HGNC:6580	LGMD2C~withdrawn		
HGNC:6581	LGMD2G~withdrawn		
HGNC:6582	LGMD2H~withdrawn		
HGNC:33439	LGMD2L~withdrawn		
HGNC:9472	LGMN	LGMN1	Q99538
HGNC:23079	LGMNP1		
HGNC:13299	LGR4		Q9BXB1
HGNC:4504	LGR5	"HG38, FEX"	O75473
HGNC:19719	LGR6	FLJ14471	Q9HBX8
HGNC:21016	LGSN	LGS	Q5TDP6
HGNC:39494	LGTN		
HGNC:6584	LHB	"LSH-B, CGB4, hLHB"	P01229
HGNC:6585	LHCGR	"LHR, LCGR, LGR2, ULG5"	P22888
HGNC:6586	LHFP	MGC22429	Q9Y693
HGNC:6587	LHFPL1		Q86WI0
HGNC:6588	LHFPL2	KIAA0206	Q6ZUX7
HGNC:6589	LHFPL3		Q86UP9
HGNC:40341	LHFPL3-AS1		
HGNC:44106	LHFPL3-AS2		
HGNC:29568	LHFPL4		Q7Z7J7
HGNC:6590	LHFPL4~withdrawn		
HGNC:21253	LHFPL5	"MGC33835, dJ510O8.8, Tmhs"	Q8TAF8
HGNC:6591	LHON~withdrawn		
HGNC:30042	LHPP	HDHD2B	Q9H008
HGNC:6592	LHRH~withdrawn		
HGNC:6593	LHX1	"LIM-1, LIM1"	P48742
HGNC:6594	LHX2	"LH-2, hLhx2"	P50458
HGNC:6595	LHX3		Q9UBR4
HGNC:21734	LHX4	Gsh4	Q969G2
HGNC:40982	LHX4-AS1		
HGNC:14216	LHX5		Q9H2C1
HGNC:49570	LHX5-AS1	locus4010	
HGNC:21735	LHX6	LHX6.1	Q9UPM6
HGNC:28838	LHX8	Lhx7	Q68G74
HGNC:14222	LHX9		Q9NQ69
HGNC:16429	LIAS	LAS	O43766
HGNC:6596	LIF	"CDF, DIA, HILDA"	P15018
HGNC:53473	LIF-AS1	Lnc-LIF-AS	
HGNC:6597	LIFR	CD118	P42702
HGNC:43600	LIFR-AS1		
HGNC:6598	LIG1		P18858
HGNC:6599	LIG2~withdrawn		
HGNC:6600	LIG3		P49916
HGNC:6601	LIG4		P49917
HGNC:6602	LILRA1	"LIR-6, CD85i, LIR6"	O75019
HGNC:6603	LILRA2	"LIR-7, ILT1, CD85h, LIR7"	Q8N149
HGNC:6604	LILRA3	"LIR-4, HM43, ILT6, HM31, LIR4, CD85e"	Q8N6C8
HGNC:15503	LILRA4	"ILT7, CD85g"	P59901
HGNC:16309	LILRA5	"ILT11, LIR9, CD85, CD85f"	A6NI73
HGNC:15495	LILRA6	"ILT8, CD85b"	Q6PI73
HGNC:6605	LILRB1	"LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j, PIRB, PIR-B"	Q8NHL6
HGNC:53114	LILRB1-AS1	AC009892.10	
HGNC:6606	LILRB2	"LIR-2, ILT4, MIR-10, LIR2, CD85d, MIR10"	Q8N423
HGNC:6607	LILRB3	"LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B"	O75022
HGNC:6608	LILRB4	"LIR-5, ILT3, HM18, LIR5, CD85k"	Q8NHJ6
HGNC:6609	LILRB5	"LIR-8, LIR8, CD85c"	O75023
HGNC:15496	LILRP1	"ILT9, CD85l, LILRA6P"	
HGNC:15497	LILRP2	"ILT10, CD85m"	
HGNC:6610	LIM2	"MP19, MP17"	P55344
HGNC:24636	LIMA1	EPLIN	Q9UHB6
HGNC:6611	LIMAB1~withdrawn		
HGNC:29191	LIMCH1	"DKFZP686A01247, LIMCH1A, LMO7B"	Q9UPQ0
HGNC:6612	LIMD1		Q9UGP4
HGNC:44107	LIMD1-AS1		
HGNC:28142	LIMD2	MGC10986	Q9BT23
HGNC:26016	LIME1	"FLJ20406, dJ583P15.4, LIME"	Q9H400
HGNC:6613	LIMK1	LIMK	P53667
HGNC:6614	LIMK2		P53671
HGNC:6615	LIMM~withdrawn		
HGNC:6616	LIMS1	"PINCH, PINCH1"	P48059
HGNC:40342	LIMS1-AS1		
HGNC:16084	LIMS2	"PINCH2, PINCH-2"	Q7Z4I7
HGNC:30047	LIMS3		P0CW19
HGNC:39941	LIMS4		P0CW20
HGNC:17787	LIN7A	"MALS-1, TIP-33, LIN-7A, VELI1"	O14910
HGNC:17788	LIN7B	"MALS-2, LIN-7B, VELI2"	Q9HAP6
HGNC:17789	LIN7C	"MALS-3, Lin7c, LIN-7C, LIN-7-C, VELI3, FLJ11215"	Q9NUP9
HGNC:30830	LIN9	TGS	Q5TKA1
HGNC:15986	LIN28A	"LIN-28, FLJ12457, ZCCHC1, CSDD1"	Q9H9Z2
HGNC:38055	LIN28AP1		
HGNC:38056	LIN28AP2		
HGNC:38057	LIN28AP3		
HGNC:32207	LIN28B	"FLJ16517, CSDD2"	Q6ZN17
HGNC:21553	LIN28B-AS1	dJ439I14.1	
HGNC:33234	LIN37	"ZK418.4, F25965, lin-37"	Q96GY3
HGNC:19856	LIN52		Q52LA3
HGNC:25397	LIN54	"MIP120, DKFZp686L1814, JC8.6, CXCDC1, TCX1"	Q6MZP7
HGNC:26885	LINC-PINT	"FLJ43663, PINT, LincRNA-Pint"	
HGNC:43773	LINC-ROR	"lincRNA-RoR, lincRNA-ST8SIA3, ROR"	
HGNC:16224	LINC00028	dJ1093G12.6	
HGNC:16184	LINC00029	bA305P22.4	
HGNC:16506	LINC00032		P0C843
HGNC:32028	LINC00051		
HGNC:26455	LINC00052	FLJ31461	Q96N35
HGNC:31408	LINC00092	bA346B7.1	
HGNC:24742	LINC00094	"FLJ35348, bA374P20.3"	
HGNC:30470	LINC00102	OTTHUMT00000055623	
HGNC:31843	LINC00106	OTTHUMG00000021061	
HGNC:31847	LINC00108~withdrawn		
HGNC:1262	LINC00111		
HGNC:1263	LINC00112		
HGNC:1264	LINC00113		
HGNC:1265	LINC00114		Q6XXX2
HGNC:26211	LINC00115	FLJ22639	
HGNC:27339	LINC00116		Q8NCU8
HGNC:1283	LINC00158		P58513
HGNC:1285	LINC00159		
HGNC:1294	LINC00160		
HGNC:17138	LINC00161		
HGNC:33165	LINC00163	"NLC1-A, NLC1A"	
HGNC:33166	LINC00165	NLC1-B	
HGNC:30468	LINC00167	FLJ31394	Q96N53
HGNC:33791	LINC00173	FLJ42957	Q6ZV60
HGNC:27788	LINC00174		
HGNC:37192	LINC00184	HANC	
HGNC:18461	LINC00189		
HGNC:30974	LINC00200	FLJ40354	
HGNC:16420	LINC00205		P59089
HGNC:37255	LINC00207		
HGNC:15535	LINC00208		Q96KT6
HGNC:37458	LINC00210	RP11-72L13.1	
HGNC:37459	LINC00211		
HGNC:20191	LINC00216	PRO1617	
HGNC:20169	LINC00221		
HGNC:21560	LINC00222	dJ354J5.2	
HGNC:20168	LINC00226		
HGNC:13240	LINC00229	dJ474I12.C22.2	
HGNC:14138	LINC00235		
HGNC:38166	LINC00237		
HGNC:20119	LINC00239		
HGNC:18772	LINC00240	bA373D17.1	
HGNC:21249	LINC00242	"FLJ31451, dJ266L20.5"	Q5T6M2
HGNC:30956	LINC00243	"bQB230F21.2, FLJ40693, bQB10J12.2"	
HGNC:13245	LINC00244		
HGNC:31950	LINC00251		
HGNC:14160	LINC00254		
HGNC:28770	LINC00260	MGC5457	
HGNC:16189	LINC00261	"bA216C10.1, HCCDR1, TCONS_00027846, ALIEN, DEANR1, onco-lncRNA-17"	
HGNC:28019	LINC00265	NCRNA00265-1	
HGNC:38523	LINC00265-2P		
HGNC:38536	LINC00265-3P		
HGNC:16202	LINC00266-1	bA476I15.3	
HGNC:38529	LINC00266-2P	NCRNA00266Y1	
HGNC:21112	LINC00266-3	dJ24O22.2	
HGNC:38800	LINC00266-4P	NCRNA00266Y2	
HGNC:38543	LINC00268	"NCRNA00268A, NCRNA00268-1"	
HGNC:37771	LINC00268-2P		
HGNC:26586	LINC00269	FLJ33610	Q8N2A0
HGNC:32526	LINC00271		P0C7V0
HGNC:26898	LINC00272	RP1-223H12.3	
HGNC:38595	LINC00273	"TOP, NCRNA00273-1"	
HGNC:38548	LINC00273-2P~withdrawn		
HGNC:38663	LINC00276		
HGNC:38712	LINC00278		
HGNC:38724	LINC00279		
HGNC:38803	LINC00280		
HGNC:26737	LINC00282	FLJ37307	
HGNC:38809	LINC00283		
HGNC:26981	LINC00284		
HGNC:38515	LINC00290		
HGNC:39078	LINC00293	BEYLA	
HGNC:27456	LINC00294		
HGNC:39210	LINC00297		
HGNC:49257	LINC00298		
HGNC:27940	LINC00299	FLJ45673	Q6ZSB3
HGNC:28603	LINC00301	MGC39681	Q8NCQ3
HGNC:31825	LINC00302	XP33	
HGNC:26865	LINC00303	FLJ40343	Q3SY05
HGNC:26713	LINC00304	FLJ36701	Q8N9R0
HGNC:28597	LINC00305	"MGC39571, HsT1235"	Q7Z4B0
HGNC:16727	LINC00307	D21S2091E	
HGNC:16023	LINC00308	PRED16	Q8TCZ7
HGNC:25279	LINC00309		
HGNC:16414	LINC00310		P59036
HGNC:28312	LINC00311	MGC22001	Q8N616
HGNC:6662	LINC00312	"NAG7, NAG-7, ERR10, ERR-10, LMCD1DN"	Q9Y6C7
HGNC:16416	LINC00313		P59037
HGNC:16622	LINC00314		
HGNC:16621	LINC00315		P59091
HGNC:19723	LINC00316	PRED59	
HGNC:23126	LINC00317	PRED89	
HGNC:19730	LINC00319	"PRED49, FLJ38036"	
HGNC:19690	LINC00320	"PRED14, FLJ37539"	
HGNC:33698	LINC00322	FLJ16545	Q6ZN03
HGNC:19720	LINC00323	"PRED42, FLJ37173"	
HGNC:26628	LINC00324	"FLJ34790, MGC104931"	
HGNC:41926	LINC00326		
HGNC:42009	LINC00327		
HGNC:42028	LINC00328	NCRNA00328-1	
HGNC:42027	LINC00328-2P		
HGNC:42038	LINC00329~withdrawn		
HGNC:42047	LINC00330		
HGNC:42048	LINC00331		
HGNC:42049	LINC00332		
HGNC:42050	LINC00333		
HGNC:16425	LINC00334		
HGNC:33813	LINC00336	FLJ43752	Q6ZUF6
HGNC:28620	LINC00337	MGC40168	Q8N6G1
HGNC:25011	LINC00339	HSPC157	
HGNC:20353	LINC00341~withdrawn		
HGNC:42470	LINC00342		
HGNC:42500	LINC00343		
HGNC:42501	LINC00344~withdrawn		
HGNC:42503	LINC00345		
HGNC:27492	LINC00346		Q8IVM7
HGNC:27890	LINC00347		
HGNC:42658	LINC00348		
HGNC:42667	LINC00349		
HGNC:42668	LINC00350		
HGNC:42669	LINC00351		
HGNC:42670	LINC00352		
HGNC:42671	LINC00353		
HGNC:42672	LINC00354		
HGNC:27061	LINC00355		
HGNC:42675	LINC00356~withdrawn		
HGNC:42677	LINC00357~withdrawn		
HGNC:42678	LINC00358		
HGNC:42679	LINC00359		
HGNC:42681	LINC00361~withdrawn		
HGNC:42682	LINC00362		
HGNC:42684	LINC00363	TCONS_00021586	
HGNC:42686	LINC00364		
HGNC:42687	LINC00365		
HGNC:42688	LINC00366		
HGNC:42689	LINC00367	TCONS_l2_00007488	
HGNC:42690	LINC00368		
HGNC:42692	LINC00370		
HGNC:42693	LINC00371		
HGNC:42694	LINC00372~withdrawn		
HGNC:42698	LINC00374		
HGNC:42699	LINC00375		
HGNC:42701	LINC00376		
HGNC:42703	LINC00377	TCONS_00021861	
HGNC:42704	LINC00378		
HGNC:42705	LINC00379		
HGNC:42706	LINC00380	TCONS_00021685	
HGNC:42708	LINC00381		
HGNC:42709	LINC00382	TCONS_00021500	
HGNC:42710	LINC00383		
HGNC:42711	LINC00384		
HGNC:42713	LINC00385		
HGNC:42715	LINC00387		
HGNC:42716	LINC00388		
HGNC:42718	LINC00390	TCONS_00021641	
HGNC:42719	LINC00391		
HGNC:42720	LINC00392		
HGNC:42721	LINC00393		
HGNC:42723	LINC00395		
HGNC:42724	LINC00396		
HGNC:42725	LINC00397	TCONS_00021582	
HGNC:42727	LINC00398		
HGNC:42728	LINC00399	TCONS_00021596	
HGNC:42729	LINC00400		
HGNC:42731	LINC00401~withdrawn		
HGNC:42732	LINC00402		
HGNC:42733	LINC00403		
HGNC:42734	LINC00404		
HGNC:42739	LINC00407		
HGNC:42740	LINC00408		
HGNC:42742	LINC00410		
HGNC:42744	LINC00411		
HGNC:42745	LINC00412		
HGNC:42746	LINC00413~withdrawn		
HGNC:42747	LINC00414~withdrawn		
HGNC:42748	LINC00415		
HGNC:42751	LINC00417~withdrawn		
HGNC:42752	LINC00418~withdrawn		
HGNC:42753	LINC00419~withdrawn		
HGNC:42754	LINC00420~withdrawn		
HGNC:42755	LINC00421		
HGNC:42757	LINC00422~withdrawn		
HGNC:42758	LINC00423		
HGNC:42815	LINC00424		
HGNC:42761	LINC00426		
HGNC:42762	LINC00427		
HGNC:42763	LINC00428		
HGNC:42765	LINC00430	TCONS_00021581	
HGNC:42766	LINC00431		
HGNC:42768	LINC00433		
HGNC:42769	LINC00434		
HGNC:42772	LINC00437	TCONS_00021639	
HGNC:42775	LINC00438~withdrawn		
HGNC:42776	LINC00439~withdrawn		
HGNC:42777	LINC00440		
HGNC:42778	LINC00441	ncRNA-RB1	
HGNC:42779	LINC00442		
HGNC:42780	LINC00443		
HGNC:42781	LINC00444		
HGNC:42782	LINC00445		
HGNC:42783	LINC00446		
HGNC:42785	LINC00448		
HGNC:42786	LINC00449		
HGNC:42800	LINC00452		
HGNC:42801	LINC00453~withdrawn		
HGNC:42802	LINC00454		
HGNC:42804	LINC00456		
HGNC:42805	LINC00457		
HGNC:42807	LINC00458	LncRNA-ES3	
HGNC:42808	LINC00459		
HGNC:42809	LINC00460		
HGNC:42810	LINC00461	"EyeLinc1, Visc-1a, Visc-1b, Visc-2, LOC645323"	
HGNC:42811	LINC00462		
HGNC:42813	LINC00463	TCONS_l2_00007499	
HGNC:42814	LINC00464~withdrawn		
HGNC:27294	LINC00466		
HGNC:28227	LINC00467	MGC14801	Q9BRT7
HGNC:26863	LINC00469	FLJ40319	Q8N7U9
HGNC:1225	LINC00470		Q9BZP3
HGNC:28668	LINC00471	MGC43122	Q8N535
HGNC:21380	LINC00472	"dJ288M22.3, FLJ13189"	Q9H8W2
HGNC:21160	LINC00473	bA142J11.1	A8K010
HGNC:23367	LINC00474	EST-YD1	Q9P2X8
HGNC:23569	LINC00475		
HGNC:27858	LINC00476		Q8WZB0
HGNC:26557	LINC00477	"FLJ32894, FAM191B"	Q96M19
HGNC:19727	LINC00479	"PRED76, FLJ32835"	Q96M42
HGNC:39817	LINC00481~withdrawn		
HGNC:26816	LINC00482	FLJ39421	Q8N8I6
HGNC:26080	LINC00483	FLJ20694	Q53H64
HGNC:27862	LINC00484		
HGNC:27476	LINC00485		
HGNC:42946	LINC00486		
HGNC:42947	LINC00487	FLJ42418	
HGNC:32675	LINC00488	FLJ41232	
HGNC:43426	LINC00489		
HGNC:43428	LINC00491	BC008363	
HGNC:43429	LINC00492		
HGNC:27657	LINC00494		
HGNC:43435	LINC00498		
HGNC:43436	LINC00499		
HGNC:43437	LINC00500		
HGNC:43439	LINC00501		
HGNC:43442	LINC00502		
HGNC:43555	LINC00504		
HGNC:43556	LINC00505~withdrawn		
HGNC:43557	LINC00506		
HGNC:43558	LINC00507		
HGNC:43559	LINC00508		
HGNC:43564	LINC00511	onco-lncRNA-12	
HGNC:43566	LINC00513	AC016831.7	
HGNC:27549	LINC00514		
HGNC:16019	LINC00515	PRED21	
HGNC:19831	LINC00517		
HGNC:28626	LINC00518	MGC40222	Q8N0U6
HGNC:19838	LINC00519		
HGNC:19843	LINC00520		
HGNC:20117	LINC00523		Q86TU6
HGNC:20118	LINC00524		
HGNC:40290	LINC00525		
HGNC:28278	LINC00526	"MGC17515, HsT959"	Q96FQ7
HGNC:17215	LINC00527		Q9UJ94
HGNC:26875	LINC00528	FLJ40542	Q8N1L1
HGNC:15544	LINC00529		
HGNC:18690	LINC00533	"bA373N24.1, C6orf39"	
HGNC:43643	LINC00534		
HGNC:43644	LINC00535		
HGNC:43645	LINC00536		
HGNC:43654	LINC00537		
HGNC:43655	LINC00538	"Yiya, PROX1UT"	
HGNC:43672	LINC00539		
HGNC:43673	LINC00540		
HGNC:43678	LINC00543		
HGNC:43679	LINC00544		
HGNC:43680	LINC00545		
HGNC:43682	LINC00547	FLJ34747	
HGNC:43683	LINC00548	FLJ42392	
HGNC:43688	LINC00550		
HGNC:43691	LINC00551		
HGNC:43692	LINC00552		
HGNC:43697	LINC00554		
HGNC:43699	LINC00555		
HGNC:43700	LINC00556		
HGNC:43701	LINC00557		
HGNC:43702	LINC00558		
HGNC:43703	LINC00559		
HGNC:43704	LINC00560		
HGNC:43705	LINC00561		
HGNC:43706	LINC00562		
HGNC:43707	LINC00563		
HGNC:43708	LINC00564		
HGNC:43709	LINC00565		
HGNC:43710	LINC00566		
HGNC:43711	LINC00567		
HGNC:43717	LINC00570	ncRNA-a5	
HGNC:43721	LINC00571		
HGNC:43722	LINC00572		
HGNC:21598	LINC00574	"FLJ13162, dJ182D15.1"	Q9H8X3
HGNC:21342	LINC00575		Q6W349
HGNC:43807	LINC00578		
HGNC:43840	LINC00581		
HGNC:43842	LINC00582		
HGNC:31437	LINC00583		
HGNC:31372	LINC00587	bA785H23.1	B1AMM8
HGNC:24494	LINC00588	DKFZP434F122	Q9Y4M8
HGNC:32299	LINC00589		
HGNC:27474	LINC00592		
HGNC:32382	LINC00593	MGC42951	
HGNC:32358	LINC00594~withdrawn		
HGNC:31430	LINC00595		
HGNC:23167	LINC00596	CNSLT1I7G	Q86U02
HGNC:1193	LINC00597		Q9H2U6
HGNC:42770	LINC00598	TTL	
HGNC:27231	LINC00599	Rncr3	
HGNC:43916	LINC00601		
HGNC:43917	LINC00602		
HGNC:43918	LINC00603		
HGNC:43924	LINC00604		
HGNC:43928	LINC00605		
HGNC:43931	LINC00606		
HGNC:43944	LINC00607		
HGNC:27179	LINC00608		
HGNC:43960	LINC00609		
HGNC:23262	LINC00610~withdrawn		
HGNC:28621	LINC00612	"MGC40170, FLJ41814"	Q8N6U2
HGNC:44060	LINC00613		
HGNC:30165	LINC00614	FLJ35853	P0C842
HGNC:26343	LINC00615	FLJ25378	Q96LM1
HGNC:44065	LINC00616		
HGNC:20110	LINC00618		
HGNC:31657	LINC00619	bA168P8.1	
HGNC:44223	LINC00620		
HGNC:44227	LINC00621		
HGNC:44251	LINC00622		
HGNC:44252	LINC00623		
HGNC:44254	LINC00624		
HGNC:44257	LINC00626	MGC4473	
HGNC:27008	LINC00628		
HGNC:44262	LINC00629		
HGNC:44263	LINC00630		
HGNC:27865	LINC00632		
HGNC:27930	LINC00634		
HGNC:27184	LINC00635		
HGNC:27702	LINC00636		
HGNC:27069	LINC00637		
HGNC:28325	LINC00638	MGC23270	
HGNC:27502	LINC00639		
HGNC:44291	LINC00640		
HGNC:27511	LINC00641		
HGNC:44293	LINC00642		
HGNC:44296	LINC00643		Q86TS7
HGNC:44297	LINC00644		
HGNC:44299	LINC00645		
HGNC:44302	LINC00648		
HGNC:44305	LINC00649	TCONS_00028768	
HGNC:44306	LINC00650~withdrawn		
HGNC:25003	LINC00652	HSPC072	
HGNC:27154	LINC00654		
HGNC:27304	LINC00656		
HGNC:44315	LINC00658		
HGNC:44316	LINC00659		
HGNC:27002	LINC00661		
HGNC:27122	LINC00662		
HGNC:28609	LINC00663	MGC39821	
HGNC:44319	LINC00664		
HGNC:44323	LINC00665		
HGNC:27906	LINC00667		
HGNC:44328	LINC00668		
HGNC:44338	LINC00670	FLJ34690	
HGNC:44339	LINC00671		
HGNC:44353	LINC00672		
