"","X","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sample_control_1","sample_control_2","sample_control_3","sample_control_4","sample_control_5","sample_control_6","sample_control_7","sample_control_8","sample_control_9","sample_C9_1","sample_C9_2","sample_C9_3","sample_C9_4","sample_C9_5","sample_C9_6","sample_C9_7","sample_sALS_1","sample_sALS_2","sample_sALS_3","sample_sALS_4","sample_sALS_5","sample_sALS_6","sample_sALS_7","sample_sALS_8","sample_sALS_9","sample_sALS_10"
"RBM15",9488,"ENSG00000162775",174.093854944931,0.137772089656255,0.107871880788763,1.27718260448284,0.201537786926626,0.611018949001952,166.446235496488,126.773118009847,170.10401873506,165.029577927383,117.255709305625,151.817688120471,229.279425197132,168.336025470114,163.666449031907,250.418324940563,212.803829779398,221.485315361753,214.046451618909,224.934440797381,161.859359895704,164.11795076464,135.183253326013,184.371391594647,153.819960870923,143.683397410453,192.992873433723,158.549979384936,164.264150157191,180.575080471646,171.168478038248,133.457743428057
"DMD",14494,"ENSG00000198947",854.847297330236,0.142695568006134,0.111948443585058,1.27465432690643,0.202431619428103,0.61208015590313,730.916077615013,712.646027669643,956.596195246039,701.023078888115,997.650660008694,635.493271427357,530.422550829185,982.739482026916,896.320955772055,656.811492272677,1011.52128780604,1192.93021018098,799.97158685855,667.605420286627,630.668226620649,699.626323976751,843.451067760596,1006.62541387882,1085.46384328019,1003.92980255175,870.180884949686,1030.57486600208,976.813514284264,711.356377615574,837.084200817187,1057.6069119607
"OSBPL3",1061,"ENSG00000070882",466.232969709363,0.189354152238054,0.149350558994975,1.26785030810916,0.204851412540004,0.614196859854129,325.655678145303,570.479031044314,626.900203877524,493.678224569095,436.777517163454,405.820358629721,295.439657343568,351.479386513988,238.359862012912,341.999883775969,388.109187350972,754.080236487458,394.580580004555,255.525524745825,456.414231057256,530.931378569273,366.265737643985,795.763879813679,759.91652310859,367.087905642189,469.349532433492,398.098317803481,706.495325433354,344.734244536778,409.163005721566,638.951799015148
"ZNF148",9740,"ENSG00000163848",1042.30021849924,0.131451414235893,0.104476564856247,1.25819043167012,0.208322894537355,0.617971206706649,1005.9142058266,812.253477534523,1376.12239875554,926.704552976844,911.663139851235,838.890045896449,1057.42302068528,784.009451958031,1063.28270243548,814.217296521031,956.211041299497,987.92752293917,736.190068446855,875.444843583408,1095.83161226686,1067.74746453648,993.654682567277,1616.95829639903,1358.20729628714,1248.65507297987,996.939517796687,1121.91344108254,995.153686389193,1143.64217632042,1076.25111533638,1238.59755030833
"SRI",1198,"ENSG00000075142",3976.43306289326,-0.152969949462297,0.122059252688938,-1.25324337231635,0.210117149901022,0.618374903861307,4433.25929848473,2973.73513960242,3728.90944440564,5218.88408830186,2528.81479735798,4301.50116341335,4152.12491401771,4243.47064205912,7124.43347933523,4102.56764345482,4522.3157482635,4552.29585387716,3236.6417987223,3809.48968934445,3642.56469386909,3225.47351044609,4920.9015035512,3307.02938601663,3112.21401427796,4275.27631520651,2905.17082849344,3070.18248124199,2706.37148365779,5154.59775164516,4281.55672462796,3857.47724155068
"ANKRD40",8641,"ENSG00000154945",2681.49972555781,-0.152631223474808,0.122640321829659,-1.24454356607776,0.213299575642585,0.621414864144349,3543.1337782209,2375.18491814164,2145.41304528207,2194.75233551289,3733.61721047328,3110.31622585273,2782.1518311234,2802.4830906969,3409.53461607409,2406.87784314301,2872.38297111927,2717.57331127584,2985.83989581529,3495.4812099913,1652.86112109712,2582.07883493849,1723.87533301207,2185.96655666527,2066.23828035568,2175.64473369247,2440.3891747211,2409.27033891457,2702.38448972194,4362.98578270885,2948.55289223421,1894.00304371872
"RIOK3",2373,"ENSG00000101782",710.284929850635,0.112918199242933,0.0909681270292104,1.24129409860966,0.214497123964854,0.622012789603593,626.706260608517,714.45707221264,845.741890901842,578.308777352368,734.802444981917,629.654129576569,563.502666902403,714.648774796734,639.287740513892,510.853382878749,764.968833039597,662.395617570267,729.703812337191,719.79021055162,747.323621140075,649.279382905527,755.639723719767,898.545632599201,763.130671544699,834.29069464134,757.125888086144,846.174346500039,922.590396756648,556.317167109615,541.642718175827,760.526318713309
"RPS16",2797,"ENSG00000105193",4532.01520277415,-0.178686249478428,0.145372847485185,-1.22915835088557,0.21901244105629,0.62745155603457,8608.88877159228,3047.08244359383,2922.34881624614,5211.83154223659,4961.8707654497,5348.65393532121,6112.97731159914,3802.36790865133,5039.60851113013,5032.69285037691,5288.22204310829,5596.88241097863,5699.2570350247,5288.65857202803,3273.6420087014,3623.01818799549,4315.46539463812,3070.73731517982,2407.85634270782,3441.91261022588,3017.08385569169,4329.96546961578,4013.30809583078,7542.20159343692,4042.38981010877,2793.4716706585
"FAM120A",599,"ENSG00000048828",1321.3994277808,0.109437330968515,0.0896084141412561,1.22128409499583,0.221978473284658,0.631285511722952,995.78269583986,1313.91281594492,1445.88415924801,1156.61755470474,1394.36580982606,1197.99726971987,953.619897834836,1225.89151881708,1586.13659330251,1067.4975451752,1314.32145088421,1576.15131396969,1130.77064845141,1195.75148727888,1299.97855267586,1354.13655790266,1425.77892824188,1614.83908500139,1685.59127270794,1366.38275989037,1249.3148138254,1457.10877793438,1440.10220963052,979.48301225529,1457.27683699687,1471.6915542409
"RAP1GDS1",6817,"ENSG00000138698",3258.46016226953,0.159426910525625,0.130884530660409,1.21807298174352,0.223196240064466,0.631941371815847,2437.3518310964,3971.62068279422,4063.38363854761,2922.57508944904,3385.75860619993,2329.81759846415,2029.29401704327,3456.34385629609,2261.67260776307,1765.80693129517,3427.36035979506,3500.4981469732,3115.56501800857,2629.93348180298,3824.10965158995,4044.10169513664,3435.04112938665,4381.46956461992,3772.95109992948,3739.47629131463,4278.96033583527,3867.24080151953,4058.75982669952,1887.83038674902,2238.08646969189,3894.9551010065
"CIAPIN1",77,"ENSG00000005194",1067.97128170463,0.133631843213728,0.109806620148411,1.21697437762054,0.223613964675512,0.632005170429435,917.625333084987,1235.13237832451,1216.53042612208,971.84084779459,1071.91260923559,973.190308464559,776.812380891774,1080.15616343323,730.457641652472,714.049966544805,1066.83153431258,1089.91378443133,1161.03984362984,866.447465951512,1287.58391700817,1309.67432422938,1081.46602660811,1371.12977427284,1224.59055415747,1038.22841999811,1440.02374792855,1133.97702647052,1321.28979034206,735.068256869426,783.15440636678,1169.1263961951
"CBR4",7682,"ENSG00000145439",564.287970873485,-0.0938920749504466,0.0772974413047145,-1.21468541992631,0.224486095480132,0.632415915071865,577.496069244337,666.464391823198,612.565595557154,527.530445682404,606.79829565661,499.246628242319,564.6433605601,522.153412337854,734.851371827825,469.355489031455,480.917906065335,470.785065675913,458.36209841625,602.824301336982,469.537962940691,553.816351783466,635.476831874422,620.92893950841,617.116499732897,613.667155391741,545.861500007808,590.253999340659,552.597359509384,466.94162222971,589.710578446842,621.584010486839
"TUBB4B",13596,"ENSG00000188229",6482.74479873792,-0.146707956204119,0.120798776468649,-1.2144821370951,0.224563666975906,0.632534061010682,6213.51033901238,6171.13428026508,6169.61542108734,10155.6663339928,4172.34898945849,7745.62166506942,7635.80334462487,7519.78847111634,7105.76012608998,6618.19858771488,7893.42839974683,5107.55438866778,6983.53574473815,5592.76993598609,8884.03738887007,4206.91193314618,7052.63742138449,5755.77815598922,5169.26901338762,7774.66228439657,8761.19127209185,4872.82681207507,5552.28775507048,4891.94308914095,5655.59409627746,4889.48951778545
"MOB1A",3935,"ENSG00000114978",729.21105768984,0.127216985027194,0.104979696229146,1.21182466321401,0.2255795052961,0.633170268551646,662.890224846883,675.519614538187,690.928121041844,702.433588101169,642.952139359178,790.230530473222,584.035152740952,543.195415521618,860.072681825391,582.401475718909,824.028926766919,1160.99511819859,718.893385487751,584.829546073191,631.397322836395,726.434435456234,848.072717446955,654.836321870644,670.379530959844,633.133938266706,577.836650635881,965.086831038741,975.218716709923,736.892247581261,831.222266637795,685.570599801661
"RBFOX2",2097,"ENSG00000100320",4783.28532253685,0.15263594681479,0.126038082472131,1.21103037923907,0.225883761885177,0.633170268551646,3024.97941032748,5681.24673138417,6368.38865646314,4500.93489885709,4790.87285604567,3692.28403031454,4179.50156180244,4465.58067566552,2929.51959441675,3783.46314938771,4698.55856764027,4093.8727592912,3778.24418387923,3508.07753867596,5272.82383227807,6379.02281936185,4235.74193754842,6931.94048167921,6920.52074700463,4978.86146768737,4710.62486931424,4956.41022512039,6226.887129017,3405.39065899558,4229.97170384931,6621.69789995098
"G3BP1",7736,"ENSG00000145907",1417.56243019799,0.098895416403747,0.0821397697252288,1.20398945278966,0.228593655166058,0.635730655999888,1414.06932243538,1129.18627255914,1430.59391037295,1252.53218119245,1278.08723143131,1433.50932436829,1420.16360383298,1299.92819668588,1499.36042233928,1093.25485859766,1682.74394032608,2039.72522984312,1542.64791141507,1401.79143504928,1254.77458729958,1328.63615917828,1328.72428482834,1448.48099028668,1335.24909317207,1481.32947781873,1374.93147700712,1657.0196215067,1311.72100489601,1754.67906478508,1459.62161066862,1203.86197325172
