"","SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","Cell.type.x","Cell.type.y","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","Matching.Attribute.1","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared.name","Stress","TopologicalCoefficient","C9","VCP"
"1301",127958,"false",3.63731007,0.00272982,NA,"","",0.27492844,0,"false",4,8,"false","","MLH1","MLH1",99.5,4,0,0,0.73626899,"false",0,"MLH1",818162,0.25584416,FALSE,FALSE
"1302",127959,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","KIN","KIN",239,1,0,0,0.72777153,"false",0,"KIN",0,0,FALSE,FALSE
"1303",127960,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","GNPDA1","GNPDA1",239,1,0,0,0.72777153,"false",0,"GNPDA1",0,0,FALSE,FALSE
"1304",127961,"true",3.70146314,7.228e-05,NA,"","",0.27016344,0,"false",2,8,"false","","HEXA","HEXA",140.5,2,0,0,0.72985369,"false",0,"HEXA",22754,0.51476015,FALSE,FALSE
"1305",127962,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","PLAA","PLAA",239,1,0,0,0.72777153,"false",0,"PLAA",0,0,FALSE,FALSE
"1306",127963,"false",3.51125492,0.00164769,NA,"","",0.28479846,0.13333333,"false",7,6,"false","","SGTA","SGTA",108.66666667,7,0,1,0.74887451,"false",0,"SGTA",185328,0.17878788,FALSE,FALSE
"1307",127964,"false",3.64800225,0.0001197,NA,"","",0.27412264,0,"false",2,6,"false","","USP5","USP5",142,2,0,0,0.73519977,"false",0,"USP5",25850,0.50902527,FALSE,FALSE
"1308",127965,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","XPNPEP1","XPNPEP1",239,1,0,0,0.72777153,"false",0,"XPNPEP1",0,0,FALSE,FALSE
"1309",127966,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","PARP10","PARP10",239,1,0,0,0.72777153,"false",0,"PARP10",0,0,FALSE,FALSE
"1310",127967,"false",3.66404052,0.00011842,NA,"","",0.27292275,0,"false",3,6,"false","","ZBTB1","ZBTB1",112,3,0,0,0.73359595,"false",0,"ZBTB1",55268,0.35691318,FALSE,FALSE
"1311",127968,"false",3.58131683,0.00060784,NA,"","",0.2792269,0,"false",3,6,"false","","MAGED1","MAGED1",152.33333333,3,0,0,0.74186832,"false",0,"MAGED1",179626,0.3470948,FALSE,FALSE
"1312",127969,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","TRIM25","TRIM25",239,1,0,0,0.72777153,"false",0,"TRIM25",0,0,FALSE,FALSE
"1313",127970,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","USP18","USP18",239,1,0,0,0.72777153,"false",0,"USP18",0,0,FALSE,FALSE
"1314",127971,"false",3.46736072,0.0029309,NA,"","",0.2884038,0.1,"false",6,6,"false","","MCM7","MCM7",144.4,6,0,1,0.75326393,"false",0,"MCM7",325524,0.21023392,FALSE,FALSE
"1315",127972,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","TDG","TDG",239,1,0,0,0.72777153,"false",0,"TDG",0,0,FALSE,FALSE
"1316",127973,"false",3.62999437,0.00028772,NA,"","",0.27548252,0,"false",2,6,"false","","SIVA1","SIVA1",181.5,2,0,0,0.73700056,"false",0,"SIVA1",82836,0.51133144,FALSE,FALSE
"1317",127974,"false",3.57371975,0.00101333,NA,"","",0.27982049,0.16666667,"false",4,6,"false","","USP2","USP2",117.75,4,0,0,0.74262802,"false",0,"USP2",204980,0.26113586,FALSE,FALSE
"1318",127975,"false",3.72228475,0,NA,"","",0.2686522,0,"false",2,8,"false","","CCND3","CCND3",239,2,0,1,0.72777153,"false",0,"CCND3",0,0,FALSE,FALSE
"1319",127976,"false",3.72228475,0,NA,"","",0.2686522,0,"false",2,8,"false","","POLL","POLL",239,2,0,1,0.72777153,"false",0,"POLL",0,0,FALSE,FALSE
"1320",127977,"false",3.72228475,0,NA,"","",0.2686522,0,"false",2,8,"false","","RFC3","RFC3",239,2,0,1,0.72777153,"false",0,"RFC3",0,0,FALSE,FALSE
"1321",127978,"false",3.69020822,5.919e-05,NA,"","",0.27098742,0,"false",2,6,"false","","OTUB1","OTUB1",148,2,0,0,0.73097918,"false",0,"OTUB1",27890,0.525,FALSE,FALSE
"1322",127979,"false",3.66882386,6.384e-05,NA,"","",0.27256691,0,"false",3,6,"false","","PCLAF","PCLAF",140,3,0,1,0.73311761,"false",0,"PCLAF",19562,0.50915751,FALSE,FALSE
"1323",127980,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","CLSPN","CLSPN",239,1,0,0,0.72777153,"false",0,"CLSPN",0,0,FALSE,FALSE
"1324",127981,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","AIRE","AIRE",239,1,0,0,0.72777153,"false",0,"AIRE",0,0,FALSE,FALSE
"1325",127982,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","MBD1","MBD1",239,1,0,0,0.72777153,"false",0,"MBD1",0,0,FALSE,FALSE
"1326",127983,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","FAN1","FAN1",239,1,0,0,0.72777153,"false",0,"FAN1",0,0,FALSE,FALSE
"1327",127984,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","ATAD5","ATAD5",239,1,0,0,0.72777153,"false",0,"ATAD5",0,0,FALSE,FALSE
"1328",127985,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","POLN","POLN",239,1,0,0,0.72777153,"false",0,"POLN",0,0,FALSE,FALSE
"1329",127986,"false",3.72228475,0,NA,"","",0.2686522,0,"false",2,8,"false","","L3MBTL1","L3MBTL1",239,2,0,1,0.72777153,"false",0,"L3MBTL1",0,0,FALSE,FALSE
"1330",127987,"false",3.72228475,0,"Neurons","","",0.2686522,0,"false",1,8,"false","","SPAG1","SPAG1",239,1,0,0,0.72777153,"false",0,"SPAG1",0,0,FALSE,FALSE
"1331",127988,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","PFKM","PFKM",239,1,0,0,0.72777153,"false",0,"PFKM",0,0,FALSE,FALSE
"1332",127989,"false",3.61423748,0.00057653,NA,"","",0.27668353,0,"false",3,8,"false","","TPI1","TPI1",212.5,3,0,1,0.73857625,"false",0,"TPI1",83310,0.50719424,FALSE,FALSE
"1333",127990,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","POLK","POLK",239,1,0,0,0.72777153,"false",0,"POLK",0,0,FALSE,FALSE
"1334",127991,"false",3.69724254,0.00014429,NA,"","",0.27047184,0,"false",2,8,"false","","CDC25C","CDC25C",138.5,2,0,0,0.73027575,"false",0,"CDC25C",27004,0.50551471,FALSE,FALSE
"1335",127992,"false",3.70258863,4.45e-05,NA,"","",0.27008131,0,"false",2,8,"false","","CDK4","CDK4",146,2,0,0,0.72974114,"false",0,"CDK4",20342,0.52919708,FALSE,FALSE
"1336",127993,"false",3.71271806,6.608e-05,NA,"","",0.26934445,0,"false",2,8,"false","","RAD21","RAD21",131,2,0,0,0.72872819,"false",0,"RAD21",13244,0.5078125,FALSE,FALSE
"1337",127994,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","SMARCAD1","SMARCAD1",239,1,0,0,0.72777153,"false",0,"SMARCAD1",0,0,FALSE,FALSE
"1338",127995,"false",3.72228475,0,NA,"","",0.2686522,0,"false",1,8,"false","","KDM5C","KDM5C",239,1,0,0,0.72777153,"false",0,"KDM5C",0,0,FALSE,FALSE
"1339",127996,"false",3.92346652,0,NA,"","",0.25487665,0,"false",1,8,"false","","PAGE2","PAGE2",186,1,0,0,0.70765335,"false",0,"PAGE2",0,0,FALSE,FALSE
"1340",127997,"false",4.1412493,4e-06,NA,"","",0.24147303,0,"false",2,8,"false","","C8orf36","C8orf36",17.5,2,0,0,0.68587507,"false",0,"C8orf36",622,0.53225806,FALSE,FALSE
"1341",127998,"false",4.01828925,0,NA,"","",0.24886212,0,"false",1,6,"false","","TRMT10C","TRMT10C",102,1,0,0,0.69817107,"false",0,"TRMT10C",0,0,FALSE,FALSE
"1342",127999,"false",3.19499156,0.00296397,NA,"","",0.31298987,0,"true",14,7,"false","","ZBTB5","ZBTB5",20.63636364,14,0,3,0.78050084,"false",0,"ZBTB5",337876,0.11900826,FALSE,FALSE
"1343",128000,"false",4.05458638,0,NA,"","",0.24663428,0,"false",2,6,"false","","ID3","ID3",53,2,0,1,0.69454136,"false",0,"ID3",0,0,FALSE,FALSE
"1344",128001,"false",3.94822735,8.715e-05,NA,"","",0.25327822,0,"false",3,8,"false","","RPTOR","RPTOR",42.66666667,3,0,0,0.70517727,"false",0,"RPTOR",21030,0.34722222,FALSE,FALSE
"1345",128002,"false",4.0585256,0,NA,"","",0.2463949,0,"false",1,6,"false","","PTPN11","PTPN11",48,1,0,0,0.69414744,"false",0,"PTPN11",0,0,FALSE,FALSE
"1346",128003,"false",3.11423748,0.00135034,NA,"","",0.32110589,0,"true",12,7,"false","","MAP4K5","MAP4K5",22.3,12,0,2,0.78857625,"false",0,"MAP4K5",246248,0.12754491,FALSE,FALSE
"1347",128004,"false",3.98199212,5.69e-06,NA,"","",0.25113058,0,"false",3,6,"false","","HCK","HCK",36,3,0,1,0.70180079,"false",0,"HCK",794,0.52238806,FALSE,FALSE
"1348",128005,"false",4.11873945,0,NA,"","",0.24279273,0,"false",1,6,"false","","TTC9C","TTC9C",47,1,0,0,0.68812606,"false",0,"TTC9C",0,0,FALSE,FALSE
"1349",128006,"false",3.02785594,0.0056262,"Oligodendrocytes","","",0.3302667,0,"true",8,6,"false","","TMEM165","TMEM165",50.625,8,0,0,0.79721441,"false",0,"TMEM165",278612,0.1330429,FALSE,FALSE
"1350",128007,"false",4.06724817,3.369e-05,NA,"","",0.24586648,0.33333333,"false",3,8,"false","","MED4","MED4",39,3,0,0,0.69327518,"false",0,"MED4",2714,0.43939394,FALSE,FALSE
"1351",128008,"false",3.08638154,0.01810435,NA,"","",0.32400401,0.01683502,"true",56,7,"false","","MED14","MED14",6.74545455,56,0,1,0.79136185,"false",0,"MED14",1994024,0.02788422,FALSE,FALSE
"1352",128009,"false",3.91671356,0.00033183,NA,"","",0.25531609,0.16666667,"false",4,7,"false","","EPAS1","EPAS1",59,4,0,0,0.70832864,"false",0,"EPAS1",68930,0.29396985,FALSE,FALSE
"1353",128010,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","MED19","MED19",54,2,0,0,0.69288126,"false",0,"MED19",0,0.65853659,FALSE,FALSE
"1354",128011,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","SURB7","SURB7",54,2,0,0,0.69288126,"false",0,"SURB7",0,0.65853659,FALSE,FALSE
"1355",128012,"false",4.00112549,8.494e-05,NA,"","",0.24992968,0,"false",2,8,"false","","BRD4","BRD4",43.5,2,0,0,0.69988745,"false",0,"BRD4",10414,0.50595238,FALSE,FALSE
"1356",128013,"false",3.16854249,0.00223942,NA,"","",0.31560252,0,"true",15,7,"false","","RBM12","RBM12",17.85714286,15,0,1,0.78314575,"false",0,"RBM12",369626,0.10154905,FALSE,FALSE
"1357",128014,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","MED12","MED12",54,2,0,0,0.69288126,"false",0,"MED12",0,0.65853659,FALSE,FALSE
"1358",128015,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","MED18","MED18",54,2,0,0,0.69288126,"false",0,"MED18",0,0.65853659,FALSE,FALSE
"1359",128016,"true",4.08610017,0,NA,"","",0.24473213,0,"false",1,8,"false","","VDR","VDR",55,1,0,0,0.69138998,"false",0,"VDR",0,0,FALSE,FALSE
"1360",128017,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","MED17","MED17",54,2,0,0,0.69288126,"false",0,"MED17",0,0.65853659,FALSE,FALSE
"1361",128018,"false",4.08610017,0,NA,"","",0.24473213,0,"false",1,8,"false","","ACTN2","ACTN2",55,1,0,0,0.69138998,"false",0,"ACTN2",0,0,FALSE,FALSE
"1362",128019,"false",4.08610017,0,"Neurons","","",0.24473213,0,"false",1,8,"false","","NECAB2","NECAB2",55,1,0,0,0.69138998,"false",0,"NECAB2",0,0,FALSE,FALSE
"1363",128020,"false",4.07118739,0,NA,"","",0.24562859,1,"false",2,8,"false","","MED10","MED10",54,2,0,0,0.69288126,"false",0,"MED10",0,0.65853659,FALSE,FALSE
"1364",128021,"false",3.69921216,0.0002485,NA,"","",0.27032783,0,"false",3,6,"false","","PSMD1","PSMD1",104.66666667,3,0,0,0.73007878,"false",0,"PSMD1",34696,0.34326711,FALSE,FALSE
"1365",128022,"false",3.67079347,0.00052018,NA,"","",0.27242067,0,"false",4,6,"false","","SNRPA1","SNRPA1",87.5,4,0,0,0.73292065,"false",0,"SNRPA1",59152,0.25820896,FALSE,FALSE
"1366",128023,"false",3.89701745,0.0001388,NA,"","",0.2566065,0,"false",2,8,"false","","PYM1","PYM1",108,2,0,0,0.71029826,"false",0,"PYM1",21534,0.50471698,FALSE,FALSE
"1367",128024,"false",4.11705121,0,NA,"","",0.24289229,0,"false",1,8,"false","","SMG6","SMG6",30,1,0,0,0.68829488,"false",0,"SMG6",0,0,FALSE,FALSE
"1368",128025,"false",4.07371975,0,NA,"","",0.24547589,0,"false",1,6,"false","","SF3B5","SF3B5",34,1,0,0,0.69262802,"false",0,"SF3B5",0,0,FALSE,FALSE
"1369",128026,"false",3.84046145,0.00021233,NA,"","",0.26038538,0,"false",5,6,"false","","U2AF1","U2AF1",37.25,5,0,1,0.71595385,"false",0,"U2AF1",27166,0.26851852,FALSE,FALSE
"1370",128027,"false",3.95301069,1.764e-05,NA,"","",0.25297174,0,"false",2,6,"false","","PSMC5","PSMC5",39.5,2,0,0,0.70469893,"false",0,"PSMC5",4100,0.52027027,FALSE,FALSE
"1371",128028,"false",3.66291503,1.989e-05,NA,"","",0.27300661,0,"false",2,7,"false","","CALU","CALU",123.5,2,0,0,0.7337085,"false",0,"CALU",1328,0.50411523,FALSE,FALSE
"1372",128029,"false",3.99127743,1.875e-05,NA,"","",0.25054635,0,"false",2,6,"false","","TXNDC9","TXNDC9",34.5,2,0,0,0.70087226,"false",0,"TXNDC9",5660,0.51538462,FALSE,TRUE
"1373",128030,"false",4.07456387,0,NA,"","",0.24542504,0,"false",1,6,"false","","MICB","MICB",34,1,0,0,0.69254361,"false",0,"MICB",0,0,FALSE,FALSE
"1374",128031,"false",4.02504221,1.722e-05,NA,"","",0.2484446,0,"false",3,8,"false","","PRKRA","PRKRA",22.5,3,0,1,0.69749578,"false",0,"PRKRA",4074,0.51190476,FALSE,FALSE
"1375",128032,"false",4.29741137,0.00107295,NA,"","",0.23269823,0,"true",9,7,"false","","HCFC2","HCFC2",2.44444444,9,0,0,0.67025886,"false",0,"HCFC2",252436,0.13131313,FALSE,FALSE
"1376",128033,"false",5.44569499,0,"Neurons","","",0.18363129,0,"false",1,8,"false","","RAB26","RAB26",14,1,0,0,0.5554305,"false",0,"RAB26",0,0,FALSE,FALSE
"1377",128034,"false",4.44597636,0.00478436,"Neurons","","",0.22492247,0,"true",18,7,"false","","RPH3A","RPH3A",1.85714286,18,0,3,0.65540236,"false",0,"RPH3A",1180198,0.07792208,FALSE,FALSE
"1378",128035,"false",3.12042769,0.02070522,NA,"","",0.32046889,0,"true",51,7,"false","","DERL1","DERL1",5.6,51,0,1,0.78795723,"false",0,"DERL1",1942004,0.02754491,FALSE,FALSE
"1379",128036,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","UBE2J1","UBE2J1",50,1,0,0,0.68798537,"false",0,"UBE2J1",0,0,FALSE,FALSE
"1380",128037,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","NGLY1","NGLY1",50,1,0,0,0.68798537,"false",0,"NGLY1",0,0,FALSE,FALSE
"1381",128038,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","SHH","SHH",50,1,0,0,0.68798537,"false",0,"SHH",0,0,FALSE,FALSE
"1382",128039,"false",4.12014631,0,"Microglia","","",0.24270983,0,"false",1,8,"false","","SERPINA1","SERPINA1",50,1,0,0,0.68798537,"false",0,"SERPINA1",0,0,FALSE,FALSE
"1383",128040,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","PTGS2","PTGS2",50,1,0,0,0.68798537,"false",0,"PTGS2",0,0,FALSE,FALSE
"1384",128041,"false",3.89167136,0.00032619,NA,"","",0.25695901,0,"false",2,8,"false","","HMOX1","HMOX1",118,2,0,0,0.71083286,"false",0,"HMOX1",32552,0.50431034,FALSE,FALSE
"1385",128042,"false",4.12014631,0,"Astrocytes","","",0.24270983,0,"false",1,8,"false","","EPHX1","EPHX1",50,1,0,0,0.68798537,"false",0,"EPHX1",0,0,FALSE,FALSE
"1386",128043,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","YIF1B","YIF1B",50,1,0,0,0.68798537,"false",0,"YIF1B",0,0,FALSE,FALSE
"1387",128044,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","ARL6IP5","ARL6IP5",50,1,0,0,0.68798537,"false",0,"ARL6IP5",0,0,FALSE,FALSE
"1388",128045,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","EMC1","EMC1",50,1,0,0,0.68798537,"false",0,"EMC1",0,0,FALSE,TRUE
"1389",128046,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","RNF103","RNF103",50,1,0,0,0.68798537,"false",0,"RNF103",0,0,FALSE,FALSE
"1390",128047,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","AVPR2","AVPR2",50,1,0,0,0.68798537,"false",0,"AVPR2",0,0,FALSE,FALSE
"1391",128048,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","YOD1","YOD1",50,1,0,0,0.68798537,"false",0,"YOD1",0,0,FALSE,FALSE
"1392",128049,"false",4.12014631,0,"Neurons","","",0.24270983,0,"false",1,8,"false","","CACNA1C","CACNA1C",50,1,0,0,0.68798537,"false",0,"CACNA1C",0,0,FALSE,FALSE
"1393",128050,"false",3.71834553,0.00040778,NA,"","",0.26893681,0,"false",4,7,"false","","HLA-A","HLA-A",151.5,4,0,2,0.72816545,"false",0,"HLA-A",35392,0.50334448,FALSE,FALSE
"1394",128051,"false",3.92346652,0,NA,"","",0.25487665,0,"false",1,8,"false","","ZBTB49","ZBTB49",186,1,0,0,0.70765335,"false",0,"ZBTB49",0,0,FALSE,FALSE
"1395",128052,"false",3.81288689,0.00034797,NA,"","",0.26226847,0,"false",2,6,"false","","DYNC1LI1","DYNC1LI1",153.5,2,0,0,0.71871131,"false",0,"DYNC1LI1",50384,0.50496689,FALSE,FALSE
"1396",128053,"false",4.00928531,0,NA,"","",0.24942101,0,"false",1,8,"false","","GABPA","GABPA",16,1,0,0,0.69907147,"false",0,"GABPA",0,0,FALSE,FALSE
"1397",128054,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","HOXB5","HOXB5",85,1,0,0,0.70227912,"false",0,"HOXB5",0,0,FALSE,FALSE
"1398",128055,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","TRAM1","TRAM1",50,1,0,0,0.68798537,"false",0,"TRAM1",0,0,FALSE,FALSE
"1399",128056,"false",4.20005627,0,NA,"","",0.23809205,0,"false",2,8,"false","","VAMP5","VAMP5",11,2,0,1,0.67999437,"false",0,"VAMP5",0,0,FALSE,FALSE
"1400",128057,"false",4.04952167,3.45e-05,NA,"","",0.24694275,0,"false",2,8,"false","","PPP6R1","PPP6R1",44.5,2,0,0,0.69504783,"false",0,"PPP6R1",8712,0.51785714,FALSE,FALSE
"1401",128058,"false",4.10157569,0,NA,"","",0.24380874,0,"false",1,6,"false","","MEAF6","MEAF6",24,1,0,0,0.68984243,"false",0,"MEAF6",0,0,FALSE,FALSE
"1402",128059,"false",4.05571187,1.328e-05,NA,"","",0.24656584,0,"false",3,6,"false","","HIST1H3F","HIST1H3F",18.33333333,3,0,0,0.69442881,"false",0,"HIST1H3F",2902,0.37681159,FALSE,FALSE
"1403",128060,"false",4.06359032,5.396e-05,NA,"","",0.2460878,0,"false",3,6,"false","","KMT2A","KMT2A",16.5,3,0,1,0.69364097,"false",0,"KMT2A",20874,0.51666667,FALSE,FALSE
"1404",128061,"false",4.01828925,0,NA,"","",0.24886212,0,"false",1,6,"false","","FAM96B","FAM96B",102,1,0,0,0.69817107,"false",0,"FAM96B",0,0,FALSE,FALSE
"1405",128062,"false",3.92346652,0,NA,"","",0.25487665,0,"false",1,8,"false","","PIPOX","PIPOX",186,1,0,0,0.70765335,"false",0,"PIPOX",0,0,FALSE,FALSE
"1406",128063,"false",4.09229038,0,NA,"","",0.24436194,0,"false",1,8,"false","","ALPP","ALPP",71,1,0,0,0.69077096,"false",0,"ALPP",0,0,FALSE,FALSE
"1407",128064,"false",3.99887451,0.00019258,NA,"","",0.25007036,0,"false",3,6,"false","","MECP2","MECP2",27,3,0,1,0.70011255,"false",0,"MECP2",61710,0.50980392,FALSE,FALSE
"1408",128065,"false",4.12014631,0,NA,"","",0.24270983,0,"false",1,8,"false","","EDEM1","EDEM1",50,1,0,0,0.68798537,"false",0,"EDEM1",0,0,FALSE,FALSE
"1409",128066,"false",4.20005627,0,NA,"","",0.23809205,0,"false",2,8,"false","","STX4","STX4",11,2,0,1,0.67999437,"false",0,"STX4",0,0,FALSE,FALSE
"1410",128067,"false",3.83595948,2.773e-05,NA,"","",0.26069097,0,"false",3,6,"false","","NFIA","NFIA",56.33333333,3,0,0,0.71640405,"false",0,"NFIA",12376,0.37641723,FALSE,FALSE
"1411",128068,"false",3.96145189,5.091e-05,NA,"","",0.2524327,0,"false",2,7,"false","","PSMD12","PSMD12",81,2,0,0,0.70385481,"false",0,"PSMD12",16348,0.52631579,FALSE,FALSE
"1412",128069,"false",3.97861564,0,NA,"","",0.25134371,0,"false",2,6,"false","","EXD3","EXD3",120,2,0,1,0.70213844,"false",0,"EXD3",0,0,FALSE,FALSE
"1413",128070,"false",4.02644907,6.666e-05,NA,"","",0.24835779,0,"false",2,6,"false","","KPNB1","KPNB1",42,2,0,0,0.69735509,"false",0,"KPNB1",6426,0.50617284,FALSE,FALSE
"1414",128071,"false",4.01828925,0,NA,"","",0.24886212,0,"false",1,6,"false","","RPS17","RPS17",102,1,0,0,0.69817107,"false",0,"RPS17",0,0,FALSE,FALSE
"1415",128072,"false",4.01772651,0,NA,"","",0.24889698,0,"false",1,7,"false","","CSN3","CSN3",94,1,0,0,0.69822735,"false",0,"CSN3",0,0,FALSE,FALSE
"1416",128073,"false",4.07709623,0,"Neurons","","",0.2452726,0,"false",1,6,"false","","KAT8","KAT8",55,1,0,0,0.69229038,"false",0,"KAT8",0,0,FALSE,FALSE
"1417",128074,"false",3.97720878,1.094e-05,NA,"","",0.25143261,0,"false",4,6,"false","","SLC35A2","SLC35A2",62,4,0,2,0.70227912,"false",0,"SLC35A2",790,0.50413223,FALSE,FALSE
"1418",128075,"false",3.97861564,0,NA,"","",0.25134371,0,"false",2,6,"false","","ZNF638","ZNF638",120,2,0,1,0.70213844,"false",0,"ZNF638",0,0,FALSE,FALSE
"1419",128076,"false",3.97861564,0,NA,"","",0.25134371,0,"false",2,6,"false","","RGS3","RGS3",120,2,0,1,0.70213844,"false",0,"RGS3",0,0,FALSE,FALSE
"1420",128077,"false",3.86128306,0.00036696,NA,"","",0.25898127,0,"false",2,6,"false","","DAZAP2","DAZAP2",122,2,0,0,0.71387169,"false",0,"DAZAP2",50070,0.50627615,FALSE,FALSE
"1421",128078,"false",3.88126055,6.058e-05,NA,"","",0.25764825,0,"false",3,8,"false","","MRPL58","MRPL58",44,3,0,0,0.71187394,"false",0,"MRPL58",24020,0.36440678,FALSE,FALSE
"1422",128079,"false",3.85171638,0.00018768,NA,"","",0.25962452,0,"false",2,6,"false","","GNAI2","GNAI2",81,2,0,0,0.71482836,"false",0,"GNAI2",17122,0.50314465,FALSE,FALSE
"1423",128080,"false",3.97861564,0,NA,"","",0.25134371,0,"false",1,6,"false","","HOXA1","HOXA1",120,1,0,0,0.70213844,"false",0,"HOXA1",0,0,FALSE,FALSE
"1424",128081,"false",3.97861564,0,NA,"","",0.25134371,0,"false",2,6,"false","","OGDH","OGDH",120,2,0,1,0.70213844,"false",0,"OGDH",0,0,FALSE,FALSE
"1425",128082,"false",3.88238604,0.00016392,NA,"","",0.25757356,0,"false",2,8,"false","","TERF2IP","TERF2IP",119.5,2,0,0,0.7117614,"false",0,"TERF2IP",21136,0.50425532,FALSE,FALSE
"1426",128083,"false",4.0523354,0,NA,"","",0.24677128,0,"false",2,8,"false","","ZNF17","ZNF17",63,2,0,1,0.69476646,"false",0,"ZNF17",0,0,FALSE,FALSE
"1427",128084,"false",3.90545864,0.00013032,NA,"","",0.25605187,0,"false",3,7,"false","","TRIM63","TRIM63",71.66666667,3,0,0,0.70945414,"false",0,"TRIM63",43428,0.35690236,FALSE,FALSE
"1428",128085,"false",3.22228475,0.00065549,NA,"","",0.31033881,0,"true",3,7,"false","","SNX11","SNX11",54.66666667,3,0,0,0.77777153,"false",0,"SNX11",53274,0.33752621,FALSE,FALSE
"1429",128086,"false",3.82442319,0.00030787,NA,"","",0.26147734,0,"false",2,6,"false","","KLHL40","KLHL40",136.5,2,0,0,0.71755768,"false",0,"KLHL40",51532,0.50559701,FALSE,FALSE
"1430",128087,"false",4.04980304,1.477e-05,NA,"","",0.24692559,0,"false",2,6,"false","","USPL1","USPL1",32.5,2,0,0,0.6950197,"false",0,"USPL1",2776,0.50806452,FALSE,FALSE
"1431",128088,"false",3.7855937,0.00126389,NA,"","",0.26415936,0,"true",13,7,"false","","MAP4K3","MAP4K3",6.45454545,13,0,2,0.72144063,"false",0,"MAP4K3",247582,0.10909091,FALSE,FALSE
"1432",128089,"false",3.97720878,0,NA,"","",0.25143261,0,"false",1,6,"false","","ZBTB18","ZBTB18",85,1,0,0,0.70227912,"false",0,"ZBTB18",0,0,FALSE,FALSE
"1433",128090,"false",3.96933033,8.361e-05,NA,"","",0.25193167,0,"false",2,6,"false","","P3H1","P3H1",55.5,2,0,0,0.70306697,"false",0,"P3H1",14648,0.50934579,FALSE,FALSE
"1434",128091,"false",4.01209904,0,NA,"","",0.24924609,0,"false",1,8,"false","","MAT2B","MAT2B",56,1,0,0,0.6987901,"false",0,"MAT2B",0,0,FALSE,FALSE
"1435",128092,"false",4.01209904,0,NA,"","",0.24924609,0,"false",1,8,"false","","PFDN5","PFDN5",56,1,0,0,0.6987901,"false",0,"PFDN5",0,0,FALSE,FALSE
"1436",128093,"false",4.01209904,0,NA,"","",0.24924609,0,"false",1,8,"false","","TNPO3","TNPO3",56,1,0,0,0.6987901,"false",0,"TNPO3",0,0,FALSE,FALSE
"1437",128094,"false",3.82160945,0.00010311,NA,"","",0.26166986,0,"false",2,6,"false","","JUN","JUN",75,2,0,0,0.71783905,"false",0,"JUN",12586,0.50340136,FALSE,FALSE
"1438",128095,"false",4.01209904,0,NA,"","",0.24924609,0,"false",2,8,"false","","RCAN1","RCAN1",56,2,0,1,0.6987901,"false",0,"RCAN1",0,0,FALSE,FALSE
"1439",128096,"false",4.01209904,0,"Neurons","","",0.24924609,0,"false",2,8,"false","","AKAP5","AKAP5",56,2,0,1,0.6987901,"false",0,"AKAP5",0,0,FALSE,FALSE
