"SUID","ALSOD","AverageShortestPathLength","BetweennessCentrality","Cell.type","ClosenessCentrality","ClusteringCoefficient","DEG","Degree","Eccentricity","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"106649","false","5.83146449","0.0","NA","0.17148351","0.0","false","1","8","false","FATE1","FATE1","8.0","1","0","0","0.51685355","false","0","FATE1","0","0.0"
"106650","false","5.83146449","0.0","NA","0.17148351","0.0","false","1","8","false","BNIP3L","BNIP3L","8.0","1","0","0","0.51685355","false","0","BNIP3L","0","0.0"
"106651","false","4.00815494","0.0","NA","0.24949135","0.0","false","1","8","false","ZNF564","ZNF564","213.0","1","0","0","0.69918451","false","0","ZNF564","0","0.0"
"106652","false","3.87291879","0.0","NA","0.25820319","0.0","true","1","7","false","AKR1B1","AKR1B1","253.0","1","0","0","0.71270812","false","0","AKR1B1","0","0.0"
"106653","false","4.00815494","0.0","NA","0.24949135","0.0","false","1","8","false","TSSC4","TSSC4","213.0","1","0","0","0.69918451","false","0","TSSC4","0","0.0"
"106654","false","5.36187564","0.0","NA","0.1865019","0.0","false","1","8","false","PRPS2","PRPS2","10.0","1","0","0","0.56381244","false","0","PRPS2","0","0.0"
"106655","false","4.27319062","0.0","NA","0.23401718","0.0","false","1","8","false","SLU7","SLU7","43.0","1","0","0","0.67268094","false","0","SLU7","0","0.0"
"106656","false","4.49235474","2.539E-5","NA","0.22260041","0.0","true","2","8","false","LRBA","LRBA","5.5","2","0","0","0.65076453","false","0","LRBA","2210","0.5625"
"106657","false","3.74074074","0.0","NA","0.26732673","0.0","false","1","8","false","GUSBP1","GUSBP1","292.0","1","0","0","0.72592593","false","0","GUSBP1","0","0.0"
"106658","false","5.3853211","0.0","NA","0.18568995","0.0","false","1","8","false","ARID1B","ARID1B","11.0","1","0","0","0.56146789","false","0","ARID1B","0","0.0"
"106659","false","4.29357798","0.0","NA","0.23290598","0.0","false","1","8","false","SERPINI1","SERPINI1","29.0","1","0","0","0.6706422","false","0","SERPINI1","0","0.0"
"106660","false","3.82466871","8.1075E-4","NA","0.26146055","0.0","false","2","7","false","PNP","PNP","141.0","2","0","0","0.71753313","false","0","PNP","22110","0.5"
"106661","false","4.15902141","0.0","NA","0.24044118","0.0","false","1","8","false","MED16","MED16","55.0","1","0","0","0.68409786","false","0","MED16","0","0.0"
"106662","false","4.15902141","0.0","NA","0.24044118","0.0","false","1","8","false","MED15","MED15","55.0","1","0","0","0.68409786","false","0","MED15","0","0.0"
"106663","false","4.15902141","0.0","NA","0.24044118","0.0","false","1","8","false","MED25","MED25","55.0","1","0","0","0.68409786","false","0","MED25","0","0.0"
"106664","false","4.57050629","0.0","NA","0.21879414","0.0","false","1","8","false","TFAP2A","TFAP2A","12.0","1","0","0","0.64294937","false","0","TFAP2A","0","0.0"
