Entity 1	Entity 2	Weight	Network group	Networks
NDUFB7	ATP5O	0.030971133	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004]"
COX7C	NDUFA3	0.03089035	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Smirnov-Cheung-2009]"
NDUFS2	ATP6V1D	0.030887208	Co-expression	"[Bahr-Bowler-2013, Smirnov-Cheung-2009]"
NDUFA1	NDUFA5	0.030878266	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006]"
COX8A	NDUFB3	0.030847067	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
CYC1	NDUFA6	0.03081154	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012, Roth-Zlotnik-2006]"
RPL37	ATP5E	0.030806797	Co-expression	"[Gysin-McMahon-2012, Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX5A	NDUFB2	0.030789437	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006]"
NDUFB3	PPP1R7	0.030754264	Co-expression	"[Kang-Willman-2010, Salaverria-Siebert-2011]"
NDUFC1	NDUFA3	0.030723534	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX6A1	NDUFB10	0.030717995	Co-expression	"[Bahr-Bowler-2013, Kang-Willman-2010]"
NDUFS2	SDHB	0.030679008	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013]"
UQCR11	NDUFB11	0.030639885	Co-expression	"[Gysin-McMahon-2012, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFB5	ATP6V0E1	0.030624825	Co-expression	"[Bild-Nevins-2006 B, Rieger-Chu-2004]"
NDUFAB1	SDHC	0.030624799	Co-expression	"[Chen-Brown-2002, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5C1	NDUFA6	0.030614793	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
NDUFA5	NDUFA12	0.030607956	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
COX5A	COX6B1	0.030578688	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Roth-Zlotnik-2006]"
NUTF2	NDUFS7	0.030568215	Co-expression	"[Bild-Nevins-2006 B, Smirnov-Cheung-2009]"
ATP5J	NDUFA12	0.030539557	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFA1	UQCR10	0.030523174	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Smirnov-Cheung-2009]"
ATP5A1	COX5A	0.030476504	Co-expression	"[Burington-Shaughnessy-2008, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Wu-Garvey-2007]"
COX5A	NDUFB3	0.03044557	Co-expression	"[Bild-Nevins-2006 B, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	NDUFB7	0.030398634	Co-expression	"[Alizadeh-Staudt-2000, Boldrick-Relman-2002, Mallon-McKay-2013]"
NDUFA9	ATP5F1	0.030362281	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011, Wu-Garvey-2007]"
ATP5H	NDUFB9	0.030331748	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013]"
NDUFB6	COX7C	0.030288495	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
ATP5A1	ATP5H	0.030278169	Co-expression	"[Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFS6	NDUFA6	0.030223401	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Smirnov-Cheung-2009]"
NDUFS8	NDUFA2	0.030203309	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
TCIRG1	NDUFS8	0.030168548	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
COX7A2L	UQCR11	0.030155371	Co-expression	"[Ramaswamy-Golub-2001, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCRFS1	NDUFA8	0.030115479	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFS3	ATP5G3	0.030104647	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFA1	NDUFB6	0.030088334	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Salaverria-Siebert-2011]"
ATP6V1A	ATP6V1H	0.030039008	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011]"
COX5A	ATP5I	0.029965241	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Salaverria-Siebert-2011]"
NDUFC1	NDUFA13	0.02994736	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013]"
NDUFC1	ATP5G2	0.029941414	Co-expression	"[Innocenti-Brown-2011, Smirnov-Cheung-2009]"
NDUFA4	NDUFA11	0.029911969	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
NDUFA8	ATP5J2	0.029871003	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
ATP5J	NDUFB9	0.029837459	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5G3	UQCR11	0.029833967	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Smirnov-Cheung-2009, Wu-Garvey-2007]"
STMN1	COX6A1	0.029832186	Co-expression	"[Perou-Botstein-1999, Smirnov-Cheung-2009]"
COX7B	NDUFB10	0.029812302	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013]"
COX17	COX7C	0.029786504	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009]"
NDUFS3	NDUFA11	0.029783035	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Mallon-McKay-2013]"
SDHA	NDUFA10	0.029683763	Co-expression	[Innocenti-Brown-2011]
NDUFB3	ATP5H	0.029665931	Co-expression	"[Innocenti-Brown-2011, Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ACTN1	CST3	0.029663928	Co-expression	"[Ramaswamy-Golub-2001, Rieger-Chu-2004, Smirnov-Cheung-2009]"
ATP5J	NDUFS6	0.029649301	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Innocenti-Brown-2011, Salaverria-Siebert-2011]"
ATP5I	NDUFB11	0.029625642	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
NDUFS6	ATP5L	0.029587527	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012]"
UQCRFS1	UQCRH	0.02958631	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Wu-Garvey-2007]"
COX7B	NDUFB11	0.029552497	Co-expression	"[Kang-Willman-2010, Salaverria-Siebert-2011]"
ATP5G1	UQCRB	0.029545634	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Roth-Zlotnik-2006]"
NDUFA6	NDUFB10	0.029544417	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5B	ATP5C1	0.029525752	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Salaverria-Siebert-2011]"
UQCRFS1	NDUFS1	0.029521701	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013, Salaverria-Siebert-2011]"
NDUFB10	NDUFV3	0.029519665	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRC2	PPA2	0.029502748	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012, Innocenti-Brown-2011]"
NDUFA4	NDUFA3	0.029454499	Co-expression	"[Chen-Brown-2002, Salaverria-Siebert-2011]"
NDUFA2	NDUFA6	0.029388527	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Mallon-McKay-2013]"
ATP5J	COX8A	0.029383454	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFB3	NDUFA6	0.029366935	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFA13	ATP5L	0.02936263	Co-expression	"[Mallon-McKay-2013, Smirnov-Cheung-2009]"
NDUFS4	NDUFA2	0.029337031	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Salaverria-Siebert-2011]"
COX8A	NDUFB1	0.029329525	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Smirnov-Cheung-2009]"
ATP6V1F	ATP6V0E2	0.02928015	Co-expression	"[Bild-Nevins-2006 B, Cheok-Evans-2003]"
COX7A2	NDUFB9	0.029175911	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Kang-Willman-2010]"
UQCRC1	NDUFS2	0.029164749	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRFS1	SDHD	0.029148553	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
ATP6V0B	KPNA6	0.029126315	Co-expression	"[Chen-Brown-2002, Wu-Garvey-2007]"
NDUFS8	ATP5I	0.029126115	Co-expression	"[Rieger-Chu-2004, Roth-Zlotnik-2006]"
ATP6V1E1	ATP6V1G1	0.029081695	Co-expression	"[Burington-Shaughnessy-2008, Kang-Willman-2010, Mallon-McKay-2013]"
ATP5F1	NDUFA4	0.029080008	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
CYC1	NDUFA13	0.029070459	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Chen-Brown-2002, Innocenti-Brown-2011, Kang-Willman-2010]"
ATP5D	ATP5J2	0.029070158	Co-expression	"[Rieger-Chu-2004, Roth-Zlotnik-2006]"
NDUFB3	ATP5G2	0.029025816	Co-expression	"[Innocenti-Brown-2011, Smirnov-Cheung-2009]"
ATP5C1	NDUFA2	0.029014267	Co-expression	"[Bahr-Bowler-2013, Cheok-Evans-2003, Rieger-Chu-2004, Wu-Garvey-2007]"
NDUFS4	COX4I1	0.028965102	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003]"
UQCRH	NDUFS1	0.028965033	Co-expression	"[Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP5J	COX11	0.028918693	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Salaverria-Siebert-2011]"
SPARC	BGN	0.028881903	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Salaverria-Siebert-2011, Wang-Maris-2006]"
SDHC	NDUFB1	0.028870388	Co-expression	"[Cheok-Evans-2003, Gysin-McMahon-2012, Rieger-Chu-2004]"
NDUFA1	ATP5C1	0.028805324	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004, Roth-Zlotnik-2006]"
UQCRFS1	NDUFS3	0.028766382	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCRC1	NDUFV3	0.028739328	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFS1	NDUFB1	0.028728878	Co-expression	[Roth-Zlotnik-2006]
ATP5A1	UQCRC2	0.028708977	Co-expression	"[Ramaswamy-Golub-2001, Rieger-Chu-2004, Wu-Garvey-2007]"
ATP6V1B2	ATP6V0B	0.028605864	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006]"
CYC1	UQCRB	0.028601232	Co-expression	"[Bild-Nevins-2006 B, Chen-Brown-2002]"
UQCRFS1	NDUFS8	0.028601143	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFS3	NDUFB1	0.028601129	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFS7	NDUFA3	0.028593683	Co-expression	"[Bahr-Bowler-2013, Smirnov-Cheung-2009]"
NDUFA4	NDUFS5	0.028577331	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
NDUFS3	NDUFB11	0.02856969	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX5A	COX7C	0.028565349	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011, Rieger-Chu-2004, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7C	RPL35A	0.028536642	Co-expression	"[Bahr-Bowler-2013, Gysin-McMahon-2012]"
COX7A2L	COX4I1	0.028509361	Co-expression	"[Bahr-Bowler-2013, Cheok-Evans-2003, Rieger-Chu-2004]"
NDUFA12	NDUFB10	0.028492577	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
SPARC	KCTD12	0.028489912	Co-expression	"[Alizadeh-Staudt-2000, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFAB1	NDUFB10	0.02846486	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Ramaswamy-Golub-2001]"
NDUFV2	SDHB	0.028421159	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRH	NDUFB9	0.028415913	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
ATP6V1F	NDUFA7	0.028415393	Co-expression	"[Burington-Shaughnessy-2008, Smirnov-Cheung-2009]"
NDUFB6	NDUFB4	0.028360788	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Smirnov-Cheung-2009]"
NDUFA2	NDUFB8	0.028330796	Co-expression	"[Innocenti-Brown-2011, Rieger-Chu-2004]"
NDUFAB1	ATP5H	0.028305712	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFV2	ATP5H	0.028304619	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA12	NDUFB9	0.028250176	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRB	ATP6V1D	0.02819153	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004]"
NDUFS1	NDUFA5	0.028125156	Co-expression	"[Mallon-McKay-2013, Wu-Garvey-2007]"
NDUFV2	NDUFA1	0.028093787	Co-expression	"[Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wang-Maris-2006]"
COX7A2L	ATP5O	0.028086778	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004]"
ATP5J2	NDUFA11	0.028042765	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011]"
NDUFS7	NDUFB11	0.028001312	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA12	NDUFB4	0.02796356	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Mallon-McKay-2013]"
ATP5G1	COX4I1	0.027906108	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5B	NDUFS6	0.027905282	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
NDUFS1	UQCR11	0.027869683	Co-expression	[Roth-Zlotnik-2006]
NDUFA4	ATP5E	0.02786232	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011]"
CYC1	UQCRC2	0.027823583	Co-expression	"[Gysin-McMahon-2012, Roth-Zlotnik-2006]"
ATP5B	COX6B1	0.027799689	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Roth-Zlotnik-2006]"
SDHA	NDUFC1	0.027794358	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006, Wu-Garvey-2007]"
COX6B1	NDUFA12	0.027792945	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFAB1	NDUFA2	0.027791797	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
UQCRFS1	CYC1	0.027791502	Co-expression	"[Arijs-Rutgeerts-2009, Rieger-Chu-2004, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
NDUFB9	NDUFA11	0.027770807	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013]"
COX8A	NDUFB6	0.027770364	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
CYC1	NDUFS3	0.027767663	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFA7	ATP5H	0.027767503	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
CYC1	COX6B1	0.02775129	Co-expression	"[Chen-Brown-2002, Kang-Willman-2010, Roth-Zlotnik-2006, Wu-Garvey-2007]"
COX5A	NDUFS2	0.027747068	Co-expression	"[Roth-Zlotnik-2006, Wang-Maris-2006]"
NDUFA7	UQCRB	0.027733102	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
COX5A	NDUFV1	0.027711201	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011, Wang-Maris-2006, Wu-Garvey-2007]"
ATP5I	NDUFA12	0.027662885	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013]"
NDUFS8	NDUFA11	0.027662076	Co-expression	[Roth-Zlotnik-2006]
NDUFA4	UQCR10	0.027654186	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
ATP5F1	COX5B	0.027653189	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
UQCRFS1	NDUFB1	0.027652042	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Wu-Garvey-2007]"
COX7B	NDUFS5	0.027639755	Co-expression	"[Burington-Shaughnessy-2008, Wu-Garvey-2007]"
ATP5D	NDUFA7	0.027621078	Co-expression	"[Gysin-McMahon-2012, Roth-Zlotnik-2006]"
NDUFA7	NDUFB9	0.027606611	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFAB1	COX5B	0.027537722	Co-expression	"[Burington-Shaughnessy-2008, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX17	NDUFB8	0.027531817	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Rieger-Chu-2004]"
NDUFAB1	ATP5F1	0.027519228	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB11	NDUFA4	0.027427574	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011]"
NDUFB6	NDUFA6	0.027422175	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Salaverria-Siebert-2011]"
NDUFS3	ATP5O	0.027403323	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Mallon-McKay-2013, Rieger-Chu-2004]"
NDUFA2	COX4I1	0.027356589	Co-expression	"[Cheok-Evans-2003, Rieger-Chu-2004, Wang-Maris-2006, Wu-Garvey-2007]"
COX17	ATP5J2	0.027350296	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB5	SDHC	0.027343723	Co-expression	"[Chen-Brown-2002, Cheok-Evans-2003, Rieger-Chu-2004]"
ATP5H	SDHD	0.027316166	Co-expression	"[Chen-Brown-2002, Mallon-McKay-2013, Rieger-Chu-2004]"
NDUFA9	NDUFB7	0.02728833	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX7A2L	UQCR10	0.027201432	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011]"
NDUFB5	UQCRQ	0.027176984	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Wang-Maris-2006]"
ATP5B	SDHB	0.027147365	Co-expression	"[Bahr-Bowler-2013, Ramaswamy-Golub-2001, Smirnov-Cheung-2009]"
NDUFS6	NDUFS7	0.027133557	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Smirnov-Cheung-2009]"
COX7A2	COX4I1	0.027132236	Co-expression	"[Cheok-Evans-2003, Innocenti-Brown-2011, Rieger-Chu-2004, Wu-Garvey-2007]"
ATP6V1F	SDHA	0.027122081	Co-expression	"[Bild-Nevins-2006 B, Ramaswamy-Golub-2001]"
ATP6V1F	NDUFS3	0.027106497	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFA2	NDUFA11	0.027041782	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013]"
NDUFB1	MT-CO3	0.027040081	Co-expression	[Roth-Zlotnik-2006]
COX6C	NDUFA12	0.027032528	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ZFYVE26	VPS13B	0.027025979	Co-expression	"[Gysin-McMahon-2012, Smirnov-Cheung-2009]"
UQCRFS1	COX4I1	0.027006815	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Kang-Willman-2010, Ramaswamy-Golub-2001, Wu-Garvey-2007]"
NDUFB5	UQCR11	0.02697302	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFV2	COX7A2	0.026968626	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004]"
NDUFAB1	NDUFA5	0.026961186	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFV2	NDUFB1	0.026940277	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013]"
COX5A	NDUFB1	0.026939488	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Innocenti-Brown-2011, Wu-Garvey-2007]"
NDUFA2	NDUFB11	0.026921266	Co-expression	"[Gysin-McMahon-2012, Smirnov-Cheung-2009]"
ATP5J	COX6A1	0.026907561	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA3	ATP5E	0.026906113	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFA1	NDUFA11	0.02689092	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013]"
ACTN1	TCIRG1	0.026875697	Co-expression	"[Kang-Willman-2010, Wang-Maris-2006]"
UQCRH	ATP5J2	0.026847251	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Smirnov-Cheung-2009]"
NDUFA9	COX6B1	0.026835192	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
UQCRQ	NDUFV1	0.02682096	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G1	NDUFB9	0.026757435	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFA8	COX7B	0.026741874	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
CYC1	SDHC	0.026741087	Co-expression	"[Chen-Brown-2002, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFB7	COX7C	0.026691798	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
NDUFA8	ATP6V0E1	0.02668747	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011]"
UQCRFS1	COX6C	0.026668952	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFS3	NDUFB4	0.026622493	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX4I1	UQCR10	0.026620823	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
NDUFC1	COX4I1	0.026620425	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Wu-Garvey-2007]"
COX7A2	NDUFA7	0.026599185	Co-expression	"[Perou-Botstein-1999, Rieger-Chu-2004]"
COX17	NDUFB7	0.026556508	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004]"
NDUFA8	UQCR10	0.026530495	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFS3	NDUFB3	0.026505759	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX6B1	NDUFB10	0.026491101	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5B	NDUFA7	0.026486976	Co-expression	"[Chen-Brown-2002, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX7B	NDUFA3	0.026485338	Co-expression	"[Arijs-Rutgeerts-2009, Smirnov-Cheung-2009]"
ATP5C1	NDUFA4	0.026478792	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011]"
ATP5A1	ATP6V1E1	0.026462007	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001, Wu-Garvey-2007]"
COX5A	NDUFA12	0.026442987	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
ATP5G3	NDUFA8	0.026381858	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB8	NDUFA11	0.026380038	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001]"
NDUFA6	UQCR10	0.026354821	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCR11	NDUFA12	0.026351301	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFB3	NDUFA12	0.02634077	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013, Roth-Zlotnik-2006]"
