Entity 1	Entity 2	Weight	Network group	Networks
NDUFB6	NDUFB1	0.026312047	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Mallon-McKay-2013]"
NUTF2	NDUFA6	0.026306175	Co-expression	[Bahr-Bowler-2013]
NDUFS3	NDUFS6	0.026240109	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5G1	NDUFS7	0.026212665	Co-expression	"[Rieger-Chu-2004, Smirnov-Cheung-2009, Wu-Garvey-2007]"
UQCRFS1	NDUFB2	0.026206857	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP5F1	COX6B1	0.026181412	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Roth-Zlotnik-2006]"
CYC1	NDUFS2	0.026170633	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRQ	ATP5H	0.026164396	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wang-Maris-2006]"
NDUFS8	NDUFB10	0.026117341	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
ATP5H	NDUFB7	0.026087993	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Wang-Maris-2006]"
SDHA	ATP5G3	0.026072583	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFA6	COX6A1	0.026072482	Co-expression	"[Arijs-Rutgeerts-2009, Smirnov-Cheung-2009]"
COX5A	ATP5L	0.025992147	Co-expression	"[Burington-Shaughnessy-2008, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
ATP5O	NDUFA12	0.0259697	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCRQ	NDUFB11	0.025966268	Co-expression	"[Kang-Willman-2010, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
COX7C	PPA1	0.02595434	Co-expression	"[Gysin-McMahon-2012, Kang-Willman-2010]"
NDUFB6	NDUFC2	0.025943757	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ACTN1	PLOD2	0.02593207	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Wang-Maris-2006]"
COX7C	NDUFB10	0.025927041	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
UQCRB	ATP6V0E1	0.025900699	Co-expression	"[Chen-Brown-2002, Rieger-Chu-2004]"
NDUFB1	NDUFA6	0.025894281	Co-expression	"[Cheok-Evans-2003, Mallon-McKay-2013]"
NDUFB5	NDUFS3	0.0257404	Co-expression	"[Arijs-Rutgeerts-2009, Bild-Nevins-2006 B, Burington-Shaughnessy-2008, Cheok-Evans-2003]"
NDUFA8	NDUFB1	0.025729889	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Ramaswamy-Golub-2001]"
NDUFA7	NDUFB2	0.025712921	Co-expression	"[Gysin-McMahon-2012, Mallon-McKay-2013]"
UQCRC1	NDUFC1	0.025711313	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFA1	NDUFA12	0.025668115	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX8A	SDHB	0.025629818	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001]"
NDUFA8	NDUFA13	0.025626809	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX5A	COX6A1	0.025614304	Co-expression	"[Bahr-Bowler-2013, Ramaswamy-Golub-2001, Smirnov-Cheung-2009]"
CYC1	ATP6V0B	0.025611608	Co-expression	"[Chen-Brown-2002, Rieger-Chu-2004, Smirnov-Cheung-2009]"
UQCRC1	NDUFV2	0.025575987	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5B	NDUFA8	0.025574713	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFC1	ATP6V0E1	0.025561533	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004]"
NDUFA7	COX6A1	0.025556945	Co-expression	"[Bahr-Bowler-2013, Smirnov-Cheung-2009]"
UQCRFS1	NDUFS2	0.025546416	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Innocenti-Brown-2011, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP6V0B	NDUFC2	0.025511188	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5G1	NDUFB11	0.025495103	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
ATP6V0D1	PPP1R7	0.025493422	Co-expression	"[Burington-Shaughnessy-2008, Wang-Maris-2006]"
SDHA	SDHB	0.025442824	Co-expression	"[Chen-Brown-2002, Roth-Zlotnik-2006]"
SDHA	NDUFV2	0.025424106	Co-expression	"[Chen-Brown-2002, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
UQCRB	NDUFS5	0.025401839	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004]"
NDUFA7	NDUFA8	0.025382529	Co-expression	"[Gysin-McMahon-2012, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
COX7B	ATP5L	0.025353971	Co-expression	"[Rieger-Chu-2004, Smirnov-Cheung-2009]"
SF3B1	ZNF518A	0.025344984	Co-expression	"[Burington-Shaughnessy-2008, Mallon-McKay-2013]"
NDUFA2	NDUFC1	0.025325567	Co-expression	"[Bild-Nevins-2006 B, Rieger-Chu-2004, Wu-Garvey-2007]"
COX7A2L	NDUFB4	0.025316961	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012]"
MXI1	PTPN13	0.025266312	Co-expression	[Bild-Nevins-2006 B]
NDUFA6	NDUFB9	0.025258261	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013]"
UQCRFS1	UQCRB	0.025240106	Co-expression	"[Arijs-Rutgeerts-2009, Burington-Shaughnessy-2008, Cheok-Evans-2003]"
ATP5D	NDUFA1	0.025236605	Co-expression	"[Mallon-McKay-2013, Wu-Garvey-2007]"
COX6C	ATP6V1H	0.025231029	Co-expression	"[Burington-Shaughnessy-2008, Chen-Brown-2002]"
COX7C	BBIP1	0.025206458	Co-expression	"[Gysin-McMahon-2012, Innocenti-Brown-2011]"
NDUFA9	COX4I1	0.02520621	Co-expression	[Innocenti-Brown-2011]
NDUFA9	ATP5L	0.025205203	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
CYC1	ATP6V1H	0.025195518	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
COX8A	NDUFC2	0.025185633	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011]"
OTUB1	ATP5D	0.025144625	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
COX6C	ATP5J2	0.025131004	Co-expression	"[Chen-Brown-2002, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5A1	ATP5O	0.02512533	Co-expression	"[Burington-Shaughnessy-2008, Wu-Garvey-2007]"
NDUFA1	SDHC	0.025096057	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002]"
COX7A2	ATP6V0E1	0.025093162	Co-expression	"[Arijs-Rutgeerts-2009, Rieger-Chu-2004]"
NDUFAB1	NDUFB9	0.02508347	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFA8	NDUFB9	0.025073186	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX4I1	NDUFB9	0.025053209	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
NDUFA9	NDUFV2	0.025044954	Co-expression	"[Gysin-McMahon-2012, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFB1	NDUFB2	0.025037206	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
NDUFAB1	NDUFV2	0.02503443	Co-expression	"[Bahr-Bowler-2013, Mallon-McKay-2013, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
SDHA	NDUFS1	0.025019286	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
UQCRC1	NDUFAB1	0.025017788	Co-expression	"[Bild-Nevins-2006 B, Roth-Zlotnik-2006, Wu-Garvey-2007]"
NDUFB5	NDUFB2	0.025009737	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
NDUFA4	NDUFA12	0.024972986	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013, Roth-Zlotnik-2006]"
BGN	NDUFA4L2	0.024939638	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011]"
ATP6V1E1	ATP6V0E1	0.024937853	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013]"
ATP5B	PLEKHB1	0.024915896	Co-expression	[Cheok-Evans-2003]
ATP5A1	COX6B1	0.024915789	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
COX5A	NDUFA1	0.024888873	Co-expression	"[Bild-Nevins-2006 B, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
COX7A2	NDUFA13	0.024858763	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Salaverria-Siebert-2011]"
COX6C	BBIP1	0.024856122	Co-expression	[Salaverria-Siebert-2011]
NDUFB1	NDUFA13	0.024826079	Co-expression	"[Mallon-McKay-2013, Smirnov-Cheung-2009]"
ATP6V0E2	NDUFA2	0.024819716	Co-expression	"[Bild-Nevins-2006 B, Cheok-Evans-2003, Wu-Garvey-2007]"
NDUFS1	NDUFA8	0.024787003	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX5A	ATP5H	0.024779687	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5F1	NDUFV2	0.024770648	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
ATP5H	NDUFA13	0.024708966	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFB8	COX15	0.024689419	Co-expression	[Gysin-McMahon-2012]
ATP5A1	NDUFC2	0.024678705	Co-expression	"[Bahr-Bowler-2013, Smirnov-Cheung-2009]"
UQCRH	NDUFS6	0.024660368	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Innocenti-Brown-2011]"
NDUFB7	NDUFB10	0.024652839	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
CYC1	PPP1R7	0.024649061	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Smirnov-Cheung-2009]"
CYC1	COX17	0.024641186	Co-expression	[Ramaswamy-Golub-2001]
UQCRFS1	ATP5G1	0.024631755	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Rieger-Chu-2004, Roth-Zlotnik-2006]"
COX8A	COX7A2L	0.024618022	Co-expression	"[Gysin-McMahon-2012, Smirnov-Cheung-2009]"
NDUFA5	NDUFA4	0.024600414	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
COX8A	NDUFA11	0.02459303	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
ATP5C1	NDUFA13	0.024592881	Co-expression	"[Arijs-Rutgeerts-2009, Smirnov-Cheung-2009]"
ATP5G1	COX7C	0.024557828	Co-expression	"[Roth-Zlotnik-2006, Smirnov-Cheung-2009, Wu-Garvey-2007]"
ATP5H	ATP5I	0.024537288	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFS3	UQCRB	0.02449241	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Rieger-Chu-2004]"
COX6B1	UQCR10	0.024484305	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
CST3	ATP6V0E2	0.024458244	Co-expression	[Kang-Willman-2010]
CYC1	NDUFB8	0.024444798	Co-expression	"[Burington-Shaughnessy-2008, Kang-Willman-2010, Wu-Garvey-2007]"
NDUFS3	ATP5L	0.024439966	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Salaverria-Siebert-2011]"
ATP5C1	ATP5J2	0.024436453	Co-expression	"[Bahr-Bowler-2013, Smirnov-Cheung-2009]"
ATP5H	NDUFA12	0.024388721	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Mallon-McKay-2013]"
COX6C	NDUFA5	0.024342007	Co-expression	"[Innocenti-Brown-2011, Rieger-Chu-2004]"
GBAS	RAB40B	0.02433913	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011]"
COX7B	ATP6V0E1	0.024338428	Co-expression	"[Gysin-McMahon-2012, Rieger-Chu-2004]"
NDUFA9	NDUFS8	0.024286401	Co-expression	"[Roth-Zlotnik-2006, Wu-Garvey-2007]"
UQCR10	NDUFA11	0.024267859	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013]"
ATP6V1E1	ATP6V1C1	0.024260723	Co-expression	"[Burington-Shaughnessy-2008, Ramaswamy-Golub-2001]"
SDHC	COX7B	0.024243835	Co-expression	"[Chen-Brown-2002, Rieger-Chu-2004, Wu-Garvey-2007]"
ATP5F1	NDUFS4	0.024237211	Co-expression	"[Bahr-Bowler-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFS3	NDUFS5	0.024234164	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004, Wu-Garvey-2007]"
COX8A	NDUFV2	0.024230109	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006, Wang-Maris-2006]"
NDUFB11	NDUFB10	0.024224953	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
NDUFC1	ATP5O	0.024205096	Co-expression	[Chen-Brown-2002]
NDUFB6	NDUFC1	0.024179953	Co-expression	"[Perou-Botstein-1999, Salaverria-Siebert-2011]"
PPP2CB	SDHC	0.024139211	Co-expression	"[Burington-Shaughnessy-2008, Smirnov-Cheung-2009]"
COX7A2L	ATP5H	0.024130153	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
ATP5F1	NDUFS1	0.024125722	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001]"
NDUFAB1	NDUFA8	0.024093308	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5O	NDUFB11	0.024088837	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
UQCR11	UQCR10	0.024078552	Co-expression	"[Arijs-Rutgeerts-2009, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
UQCR10	NDUFA12	0.02406858	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
ATP6V1F	UQCR11	0.024065302	Co-expression	"[Burington-Shaughnessy-2008, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP6V1E1	NDUFS3	0.024057944	Co-expression	"[Bild-Nevins-2006 B, Wu-Garvey-2007]"
NDUFC1	UQCRB	0.02403621	Co-expression	"[Gysin-McMahon-2012, Innocenti-Brown-2011, Rieger-Chu-2004]"
UQCRQ	NDUFB10	0.024021432	Co-expression	"[Bahr-Bowler-2013, Kang-Willman-2010, Roth-Zlotnik-2006]"
ATP5G3	ATP5I	0.024012824	Co-expression	"[Arijs-Rutgeerts-2009, Rieger-Chu-2004]"
TCIRG1	NDUFV1	0.023998722	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
NDUFAB1	NDUFA13	0.023946373	Co-expression	"[Arijs-Rutgeerts-2009, Chen-Brown-2002, Salaverria-Siebert-2011]"
COX7B	NDUFB4	0.023912173	Co-expression	"[Gysin-McMahon-2012, Innocenti-Brown-2011]"
ATP5G3	UQCRB	0.023812239	Co-expression	"[Bild-Nevins-2006 B, Burington-Shaughnessy-2008]"
NDUFA2	ATP6V0E1	0.023802151	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004]"
UQCRFS1	NDUFA5	0.023780112	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013]"
NDUFS6	NDUFB4	0.023772151	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013]"
NDUFB6	COX11	0.023749196	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011]"
CYC1	PFDN1	0.023733488	Co-expression	"[Bahr-Bowler-2013, Wu-Garvey-2007]"
NDUFAB1	SDHA	0.023724489	Co-expression	"[Roth-Zlotnik-2006, Salaverria-Siebert-2011, Wang-Maris-2006]"
UQCRC1	ATP5I	0.02368501	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Roth-Zlotnik-2006]"
ATP5J	NDUFA13	0.023684721	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Mallon-McKay-2013]"
NDUFB4	NDUFS5	0.023680722	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
NDUFC2	NDUFB4	0.023654032	Co-expression	"[Innocenti-Brown-2011, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J	NDUFS7	0.023607222	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013]"
NDUFA9	COX8A	0.023592865	Co-expression	"[Arijs-Rutgeerts-2009, Cheok-Evans-2003, Kang-Willman-2010, Roth-Zlotnik-2006]"
RPL37	NDUFA1	0.023587369	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013, Wu-Garvey-2007]"
COX7A2	NDUFC2	0.023572601	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011]"
UQCRQ	COX7A2L	0.023560501	Co-expression	"[Bahr-Bowler-2013, Cheok-Evans-2003, Ramaswamy-Golub-2001]"
COX6B1	NDUFB6	0.023559759	Co-expression	"[Mallon-McKay-2013, Wang-Maris-2006]"
BPTF	NKTR	0.023484251	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011]"
NDUFS2	PPA2	0.023464662	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010]"
KCTD12	ANXA1	0.023457158	Co-expression	[Smirnov-Cheung-2009]
UQCRH	NDUFB8	0.023452463	Co-expression	"[Rieger-Chu-2004, Roth-Zlotnik-2006]"
ATP6AP1	ATP6V0A1	0.023450393	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011, Wang-Maris-2006]"
NDUFB10	NDUFB4	0.023445631	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
CSRP1	COX7A1	0.023416959	Co-expression	"[Salaverria-Siebert-2011, Wang-Maris-2006]"
NDUFV2	NDUFA5	0.023356794	Co-expression	"[Mallon-McKay-2013, Wu-Garvey-2007]"
ATP5G3	NDUFA12	0.023343085	Co-expression	"[Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFV1	COX6B1	0.02334099	Co-expression	"[Roth-Zlotnik-2006, Wu-Garvey-2007]"
UQCRFS1	NDUFS7	0.023316508	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
OTUB1	NDUFV1	0.023309081	Co-expression	"[Salaverria-Siebert-2011, Wang-Maris-2006]"
COX6C	VPS13B	0.023306783	Co-expression	[Wang-Maris-2006]
ATP6AP1	NDUFA1	0.023288004	Co-expression	[Burington-Shaughnessy-2008]
ATP6V1B2	ATP6V1H	0.02328039	Co-expression	"[Mallon-McKay-2013, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
NDUFA8	NDUFB10	0.023273289	Co-expression	"[Arijs-Rutgeerts-2009, Mallon-McKay-2013, Roth-Zlotnik-2006]"
SDHA	NDUFB3	0.0232447	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
COX6C	ATP6V0E1	0.023241778	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012]"
ATP5A1	NDUFC1	0.023240959	Co-expression	[Bahr-Bowler-2013]
ATP6V0D1	ATP6AP1	0.023234815	Co-expression	"[Rieger-Chu-2004, Roth-Zlotnik-2006, Smirnov-Cheung-2009]"
NDUFV2	NDUFB4	0.023225991	Co-expression	"[Mallon-McKay-2013, Smirnov-Cheung-2009]"
SF3B1	PRPF3	0.023203736	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
SDHB	NDUFB10	0.023192732	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
ATP5B	ATP5H	0.023118225	Co-expression	"[Arijs-Rutgeerts-2009, Gysin-McMahon-2012, Salaverria-Siebert-2011]"
NDUFS8	UQCR11	0.023098959	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004, Wu-Garvey-2007]"
SDHC	NDUFA3	0.02308407	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012]"
NDUFS6	NDUFA1	0.023058627	Co-expression	"[Bahr-Bowler-2013, Innocenti-Brown-2011, Kang-Willman-2010]"
ATP5F1	NDUFA12	0.023049601	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
ATP6V1F	KPNA6	0.02303414	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006]"
PPA1	NDUFA4	0.023029421	Co-expression	"[Gysin-McMahon-2012, Kang-Willman-2010]"
COX7A1	UQCR11	0.023014756	Co-expression	"[Bild-Nevins-2006 B, Roth-Zlotnik-2006]"
NDUFB7	NDUFA12	0.023000046	Co-expression	"[Kang-Willman-2010, Mallon-McKay-2013]"
NDUFA7	NDUFB10	0.022990066	Co-expression	"[Mallon-McKay-2013, Roth-Zlotnik-2006]"
COX6A1	NDUFB9	0.022979737	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013]"
UQCRFS1	NDUFB7	0.022975263	Co-expression	"[Mallon-McKay-2013, Smirnov-Cheung-2009]"
COX6C	COX5B	0.02297354	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Roth-Zlotnik-2006]"
UQCRB	RPL35A	0.022965486	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001]"
COX5B	NDUFA4	0.022961176	Co-expression	"[Bahr-Bowler-2013, Roth-Zlotnik-2006]"
ATP5F1	ATP6V0A2	0.022956008	Co-expression	[Chen-Brown-2002]
NDUFV2	UQCR11	0.022930551	Co-expression	"[Mallon-McKay-2013, Rieger-Chu-2004]"
ATP5J	ATP5A1	0.022898534	Co-expression	"[Roth-Zlotnik-2006, Wu-Garvey-2007]"
ATP5D	NDUFB8	0.022896372	Co-expression	[Smirnov-Cheung-2009]
ATP5F1	NDUFA5	0.022886657	Co-expression	"[Burington-Shaughnessy-2008, Rieger-Chu-2004]"
ATP5E	NDUFB2	0.022885943	Co-expression	[Roth-Zlotnik-2006]
ATP5B	NDUFA1	0.022883378	Co-expression	"[Chen-Brown-2002, Roth-Zlotnik-2006]"
ATP6V0D1	ATP6V1E1	0.022852554	Co-expression	"[Cheok-Evans-2003, Roth-Zlotnik-2006, Salaverria-Siebert-2011, Smirnov-Cheung-2009]"
ATP5J2	ATP5G2	0.022835072	Co-expression	"[Chen-Brown-2002, Smirnov-Cheung-2009]"
ATP6V1E1	SDHA	0.02282476	Co-expression	"[Ramaswamy-Golub-2001, Wu-Garvey-2007]"
NDUFS6	NDUFB9	0.022820422	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Mallon-McKay-2013]"
ATP5A1	SDHA	0.022813604	Co-expression	"[Innocenti-Brown-2011, Roth-Zlotnik-2006]"
COX8A	NDUFA4	0.022799983	Co-expression	"[Innocenti-Brown-2011, Kang-Willman-2010, Ramaswamy-Golub-2001]"
NDUFB1	NDUFB4	0.022759194	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
ATP5B	NDUFA10	0.022757206	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Salaverria-Siebert-2011]"
NDUFA2	NDUFB4	0.022738409	Co-expression	"[Innocenti-Brown-2011, Smirnov-Cheung-2009]"
COX5A	NDUFS8	0.0227346	Co-expression	"[Burington-Shaughnessy-2008, Cheok-Evans-2003, Wang-Maris-2006]"
ATP5A1	NDUFA12	0.0227338	Co-expression	"[Arijs-Rutgeerts-2009, Ramaswamy-Golub-2001, Roth-Zlotnik-2006]"
NDUFB8	NDUFA3	0.022721976	Co-expression	[Smirnov-Cheung-2009]
ATP5A1	NUTF2	0.022719772	Co-expression	"[Mallon-McKay-2013, Perou-Botstein-1999]"
PPP2CA	SF3B1	0.022708592	Co-expression	"[Rieger-Chu-2004, Salaverria-Siebert-2011, Wu-Garvey-2007]"
NDUFA7	NDUFA11	0.022703228	Co-expression	"[Mallon-McKay-2013, Ramaswamy-Golub-2001]"
TCF4	CDH11	0.022682625	Co-expression	"[Chen-Brown-2002, Innocenti-Brown-2011]"
UQCRC2	NDUFB1	0.022629688	Co-expression	"[Burington-Shaughnessy-2008, Innocenti-Brown-2011]"
ATP5A1	NDUFV2	0.02262772	Co-expression	"[Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
NDUFV2	NDUFA4	0.022626841	Co-expression	"[Innocenti-Brown-2011, Mallon-McKay-2013]"
UQCRC1	PFDN1	0.022617771	Co-expression	"[Burington-Shaughnessy-2008, Wu-Garvey-2007]"
NDUFA9	NDUFB9	0.022574505	Co-expression	"[Arijs-Rutgeerts-2009, Bahr-Bowler-2013, Kang-Willman-2010]"
UQCRC1	OTUB1	0.022549255	Co-expression	"[Bild-Nevins-2006 B, Smirnov-Cheung-2009]"
COX7A2	NDUFS8	0.022530592	Co-expression	"[Ramaswamy-Golub-2001, Rieger-Chu-2004, Wu-Garvey-2007]"
COX7A2L	NDUFA8	0.02251338	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Ramaswamy-Golub-2001]"
COX6C	NDUFA2	0.022477983	Co-expression	"[Arijs-Rutgeerts-2009, Rieger-Chu-2004, Wu-Garvey-2007]"
UQCRFS1	COX8A	0.022466317	Co-expression	"[Arijs-Rutgeerts-2009, Kang-Willman-2010, Ramaswamy-Golub-2001, Roth-Zlotnik-2006, Salaverria-Siebert-2011]"
COX5A	ATP5J2	0.022459701	Co-expression	"[Bahr-Bowler-2013, Burington-Shaughnessy-2008, Smirnov-Cheung-2009]"
NDUFV1	PFDN1	0.022431868	Co-expression	"[Burington-Shaughnessy-2008, Wu-Garvey-2007]"
NDUFA4	PPA2	0.022410594	Co-expression	"[Chen-Brown-2002, Gysin-McMahon-2012]"
COX7C	UQCR10	0.022401627	Co-expression	"[Arijs-Rutgeerts-2009, Innocenti-Brown-2011, Smirnov-Cheung-2009]"
NDUFV2	SDHC	0.022395646	Co-expression	"[Arijs-Rutgeerts-2009, Roth-Zlotnik-2006]"
COX6B1	NDUFC2	0.022395258	Co-expression	"[Gysin-McMahon-2012, Salaverria-Siebert-2011]"
