"SrNo","V1","V2"
84645,"Q9UJU2","Q9Y265"
84646,"Q9Y265","Q9Y4A5"
84647,"B1ALF6","Q9Y265"
84652,"E9KL37","Q9Y265"
84654,"Q9NVE4","Q9Y265"
84656,"Q9BSD7","Q9Y265"
84657,"P60709","Q9Y265"
84658,"P63261","Q9Y265"
84660,"Q86XP3","Q9Y265"
84661,"Q9BVM2","Q9Y265"
84662,"Q14974","Q9Y265"
84663,"P34931","Q9Y265"
84664,"Q15717","Q9Y265"
84665,"O95619","Q9Y265"
84666,"Q15365","Q9Y265"
84667,"P57721","Q9Y265"
84668,"P30626","Q9Y265"
84675,"Q6NXR4","Q9Y265"
84711,"P35398","Q9Y265"
84712,"P10276","Q9Y265"
84719,"P22087","Q9Y265"
84721,"A0A0A6YY93","Q9Y265"
84724,"Q9NWS0","Q9Y265"
84736,"Q15014","Q9Y265"
84748,"P0C0S5","Q9Y265"
84752,"Q9H9F9","Q9Y265"
84754,"A0A024R4Q5","Q9Y265"
84756,"Q9C086","Q9Y265"
84757,"Q53TQ3","Q9Y265"
84760,"Q9NPF5","Q9Y265"
84763,"Q9NXR8","Q9Y265"
84765,"P08473","Q9Y265"
84769,"P25788","Q9Y265"
84771,"Q9H4L7","Q9Y265"
84772,"P48431","Q9Y265"
84773,"P51858","Q9Y265"
84774,"P61956","Q9Y265"
84775,"Q92993","Q9Y265"
84777,"A0A024R3Z2","Q9Y265"
84952,"D7RIH8","P50995"
84958,"P13987","P62993"
84964,"P52701","Q9Y3Z3"
84971,"Q6P1M9","Q8IU60"
85127,"P01106","Q6NZI2"
85298,"P54274","Q9BXW9"
85740,"P19623","P54274"
85741,"P23588","P54274"
85829,"P23588","Q9Y3Z3"
85870,"P05067","Q9NSI6"
85871,"B2RBV7","Q9NSI6"
85890,"A0A024RDY7","Q9BYG3"
85893,"B3KUN1","P45973"
85924,"A0A024RDY7","Q96CS2"
85936,"P26639","Q8IU60"
85964,"B3KUN1","P54274"
86036,"P20226","P45973"
86037,"P17600","P62993"
86148,"O95232","P0CG48"
86213,"P62993","Q06323"
86348,"P22102","Q9NSD9"
86482,"A0A024R804","Q92794"
86536,"P0CG48","P23458"
86565,"P0CG48","P52292"
86619,"P61956","P62304"
86725,"Q4VCS5","Q9UBH6"
86904,"P54136","P62993"
86925,"P45973","Q6AW86"
87079,"P0CG48","P45844"
87096,"P0CG48","P62304"
87121,"O95477","P0CG48"
87192,"P62993","Q96F07"
87217,"P0CG48","Q9BUB4"
87231,"P0CG48","Q9Y2S0"
87252,"P0CG48","Q9Y3Z3"
87501,"P0CG48","P22102"
87597,"P15374","Q8N5M4"
87651,"Q53GS9","Q9BYV6"
87767,"O00401","P17081"
87862,"P0CG48","Q9H832"
87888,"Q14676","Q9BZF1"
87890,"Q14676","Q96BR5"
87896,"P50213","P54274"
87979,"P62993","Q9UM73"
88045,"A0A024R6W2","Q15652"
88167,"P62993","Q13344"
88186,"Q13344","Q8NC51"
88433,"Q86VP6","Q8NFA0"
88438,"P52292","Q86VP6"
88452,"O95232","Q86VP6"
88618,"A0A024R1Q8","P62899"
88646,"P15374","P55060"
88830,"P62304","Q86VP6"
88911,"P52292","P55060"
89025,"P0CG48","P45973"
89086,"P62899","Q86VP6"
89320,"O75643","P01106"
89361,"Q8NC51","Q96QD9"
89477,"Q13409","Q8NC51"
89501,"O76071","Q9NV66"
89530,"Q8WVD5","Q9BZR9"
89532,"A0A024RB96","Q8WVD5"
89601,"P54274","Q9NZT2"
89605,"P50995","Q93034"
89637,"P50995","Q53GF4"
89683,"O95817","P50995"
89730,"P50995","Q92734"
89780,"P15374","Q8NG27"
89795,"P05141","P62899"
89834,"P52292","Q5VWG9"
89845,"P08729","P62993"
89846,"P31942","P50995"
89948,"P62993","Q96PV4"
90001,"P50995","P79483"
90002,"P13762","P50995"
90053,"P0CG48","P50995"
90105,"P54274","Q96MH2"
90277,"P62993","Q53HF2"
90348,"Q16659","Q9Y448"
90474,"O95361","P54274"
90656,"E7EQR6","P62993"
90772,"P08670","P62993"
90821,"P07954","P62993"
90989,"P01106","Q86X55"
91064,"O76024","P54274"
91092,"Q15797","Q9BRH9"
91117,"Q15652","Q8IYW5"
91131,"Q06210","Q8IU60"
91321,"P62993","Q96BA7"
91387,"P45973","P78362"
91401,"P31946","P62993"
91452,"P22102","P34932"
91551,"O75925","Q9BYV6"
91620,"P34932","P54274"
91624,"P01106","Q13263"
91807,"P62993","Q13233"
91882,"P25685","P54274"
92171,"Q14181","Q8IU60"
92192,"P20719","Q15797"
92263,"I6S2Y9","P62993"
92372,"Q86VP6","Q9BYG3"
92426,"Q96HE7","Q9NRD1"
92446,"P15336","Q96HE7"
92458,"Q96HE7","Q9HAT8"
92460,"P57081","Q96HE7"
92461,"Q96HE7","Q9NZL4"
92463,"P17844","Q96HE7"
92480,"A0A024R1Q2","Q9BYG0"
92788,"Q2NL82","Q8NC51"
92874,"P23458","Q00987"
92899,"A0A024R9W5","Q8NC51"
92906,"A0A024R9W5","O14530"
92916,"P34913","P54274"
92983,"P62993","Q9UBC2"
93019,"P54274","Q9NWX6"
93070,"P16401","P45973"
93219,"P01106","Q12789"
93252,"P0CG48","Q96HE7"
93294,"A0A024R6Q1","P49419"
93437,"A0A024R475","P52292"
93440,"P52292","Q15843"
93446,"A0A090N7U0","P52292"
93447,"A0A024R7W9","P52292"
93488,"P45973","P52292"
93491,"P52292","Q546Y9"
93496,"P19320","P52292"
93499,"O43541","P52292"
93500,"P52292","Q13561"
93503,"P52292","Q7Z7C8"
93507,"P11441","P52292"
93508,"P52292","Q96T76"
93509,"O43609","P52292"
93510,"P52292","P62993"
93511,"P52292","Q16891"
93514,"P52292","Q96NA2"
93515,"P52292","Q68CJ9"
93517,"P52292","Q14764"
93518,"P49792","P52292"
93519,"P52292","Q9Y3Q8"
93521,"P52292","Q8IY31"
93522,"P12814","P52292"
93524,"A0A024R4E2","P52292"
93525,"P52292","Q96SB4"
93526,"A0A087X1W2","P52292"
93537,"A0A024R9W5","P52292"
93541,"P52292","Q13344"
93543,"A0A024RCY2","P52292"
93566,"P52292","Q53SE7"
93579,"P52292","Q8IX15"
93580,"A0A024QZF1","P52292"
93581,"P52292","Q9NP66"
93582,"P52292","Q7Z6G3"
93583,"A0A024R0N2","P52292"
93584,"P04406","P54274"
93599,"P04406","P62993"
93648,"O15205","Q9BZF1"
93650,"Q13501","Q9BZF1"
93656,"O14530","Q8ND90"
93684,"P40337","P45973"
93790,"P40337","Q15652"
93849,"Q00987","Q9H832"
93853,"P52292","Q8NBZ0"
93867,"A0A024R7H3","P52292"
93869,"A0A024R4E1","P52292"
93870,"B7Z325","P52292"
93878,"P52292","Q9H0W5"
93910,"P11168","P52292"
93915,"A0A024R9Z2","P52292"
93916,"P54274","Q01813"
93921,"P52292","Q29RX4"
93926,"P51858","P52292"
93928,"P52292","Q15554"
93932,"I6L9H5","P52292"
93942,"P35269","P52292"
93951,"P52292","Q9UK53"
93955,"P11021","P62993"
93957,"F1T0A5","P52292"
93959,"P52292","Q8TEE9"
93966,"O43660","P52292"
93969,"P52292","Q8WYA6"
94038,"P62993","Q9Y295"
94042,"P50914","P62899"
94076,"P52292","Q13620"
94171,"P52292","Q96GM5"
94172,"P62993","Q15427"
94176,"P52292","P61956"
94393,"P23458","P31939"
94447,"L7RTG7","P62993"
94650,"B0ZBD0","P62899"
94675,"Q9BYV6","Q9NZU5"
94710,"P30043","P62899"
94795,"O75558","Q96CS2"
94829,"P54274","Q9BTW9"
94837,"P54274","Q96SI1"
95209,"B4DJ51","Q9UGI6"
95306,"A0A024R2Q3","Q86UL8"
95310,"P62993","P78371"
95365,"Q86UL8","Q96B67"
95432,"O14514","Q86UL8"
95457,"Q86UL8","Q86V38"
95493,"O96019","P62993"
95508,"P54274","Q13885"
95652,"P62993","Q6ZUJ8"
95700,"Q6ZT12","Q9H832"
95706,"Q8NC51","Q8TB96"
95808,"Q9BYV6","Q9Y508"
95885,"Q9UDY4","Q9Y2S0"
96028,"O00237","Q9H832"
96065,"P55201","Q92794"
96090,"P46778","P62899"
96221,"P49419","Q9HB40"
96236,"Q8IU60","Q9UBX3"
96311,"P18124","P62899"
96314,"P48788","Q9BYV6"
96368,"A2RUM7","P62899"
96377,"P62899","P62906"
96378,"P62899","Q93034"
96380,"P62899","Q13620"
96381,"P32121","P62899"
96383,"A0A024RB77","P62899"
96385,"A0A024R2Q4","P62899"
96388,"P62899","Q99496"
96392,"P62899","Q969P0"
96399,"P61247","P62899"
96403,"E9PJK2","P62899"
96411,"A0A024R9D3","P62899"
96412,"P62081","P62899"
96415,"P08708","P62899"
96417,"P62847","P62899"
96424,"P62899","Q504Q3"
96454,"P27635","P62899"
96460,"P49411","P62899"
96464,"P62899","Q13724"
96467,"P62899","Q9HCE1"
96488,"P45973","Q8N9R8"
96527,"P62633","P62899"
96554,"O00401","O15116"
96631,"P35658","Q15797"
96725,"P62899","Q96BK5"
96726,"A0A024RCB7","Q8NC51"
96748,"P62993","Q9GZT8"
96781,"A0A024R5Q7","Q9H0Y0"
96782,"P78386","Q9H0Y0"
96783,"O14929","Q9H0Y0"
96784,"P46821","Q9H0Y0"
96785,"Q9H0Y0","Q9Y4P1"
96855,"Q16531","Q9NSI6"
96907,"P62899","Q01844"
96925,"O00567","P62899"
96926,"P61956","P62899"
97262,"P62993","Q9Y587"
97298,"P45973","P61254"
97303,"P54274","Q9NUL5"
97430,"P45973","Q9BQF6"
97442,"P62899","Q9NY93"
97560,"P01106","Q9H2F5"
97561,"O94813","P01106"
97589,"P22102","Q06203"
97604,"A0A024R9C1","Q96CS2"
97615,"P36406","Q96CS2"
97617,"Q08379","Q96CS2"
97618,"Q15323","Q96CS2"
97619,"P14373","Q96CS2"
97622,"Q96CS2","Q99816"
97625,"Q13561","Q96CS2"
97628,"A0A024QZF1","Q96CS2"
97629,"B4DXH2","Q96CS2"
97630,"Q96CS2","Q9UL45"
97632,"Q96CS2","Q9BYV2"
97634,"Q8IY31","Q96CS2"
97635,"Q8N0S2","Q96CS2"
97636,"Q86WT6","Q96CS2"
97637,"Q96CS2","Q96MA6"
97638,"Q8NA61","Q96CS2"
97639,"Q8TC20","Q96CS2"
97640,"Q96CS2","Q96LR2"
97654,"Q15796","Q15797"
97676,"A0A024RBG7","P62993"
97700,"O14879","Q96CS2"
97727,"F1T0F8","Q15797"
97765,"P05067","Q15797"
97766,"B2R8E4","Q15797"
97867,"A0A087WY09","Q15797"
97878,"P02774","P62993"
97884,"Q01831","Q15797"
97888,"Q15797","Q9Y3E7"
97917,"P60709","P62993"
98074,"Q8N2W9","Q8NC51"
98120,"P05423","Q9Y2S0"
98144,"A0A024R475","Q8NFA0"
98156,"A8K5I0","Q96CS2"
98195,"Q7Z4K8","Q8NFA0"
98196,"P50876","Q8NFA0"
98230,"Q01196","Q15797"
98276,"Q15797","Q9Y4E8"
98277,"P54368","Q15797"
98284,"Q15797","Q6PEW1"
98288,"O43524","Q15797"
98400,"P45973","Q86WZ6"
98411,"P08727","Q8NFA0"
98412,"Q8NFA0","Q9NYK5"
98414,"Q8NFA0","Q9BS26"
98417,"Q8NFA0","Q96QK1"
98418,"Q13107","Q8NFA0"
98438,"P33552","P62993"
98501,"P45973","Q96JM3"
98625,"P62899","Q9NR30"
98674,"P15374","Q9H267"
98987,"P45973","Q3KNS6"
99022,"O14818","P54274"
99161,"P62993","Q9Y613"
99331,"P62993","Q9Y244"
99483,"P01106","P17812"
99529,"O14561","Q96H35"
99536,"Q03519","Q96H35"
99691,"O95232","Q13617"
99828,"P62993","Q8IWW6"
99918,"D0PNI1","Q8NC51"
99933,"Q13569","Q8NC51"
100070,"P62304","Q13620"
100072,"A0A024R475","P62304"
100075,"P62304","Q96GG9"
100079,"B2RBV7","P62304"
100080,"P62304","Q93034"
100082,"P62304","Q13617"
100089,"A0A024RB77","P62304"
100105,"P07900","P62304"
100122,"P09234","P62304"
100143,"A0A024RA52","P54274"
100194,"P62304","Q9NTK5"
100216,"P17655","P62304"
100234,"P62993","Q7L190"
100264,"O43290","O95232"
100296,"P62304","P62316"
100311,"P01112","P62304"
100327,"P62304","Q8IYB3"
100331,"Q5TGZ0","Q96BR5"
100337,"P54105","P62304"
100479,"A0MNN4","O95232"
100480,"O95232","Q96BA7"
100516,"A0A024R5M8","Q8IU60"
100699,"P62304","P62314"
100702,"P14678","P62304"
100730,"O95104","Q96BR5"
100732,"P25398","P62899"
100770,"Q5T0N5","Q96BR5"
100912,"L7RRS6","P01106"
100977,"P09914","P62304"
100988,"P45973","Q9H410"
101037,"A0A024R2P0","P62899"
101081,"P45973","Q7L7L0"
101114,"A0A024R1K8","Q9BYV6"
101126,"P62993","Q8TF42"
101149,"Q9BYV6","Q9UMS4"
101154,"A8K5I0","P62993"
101174,"P60903","Q9UP65"
101224,"P62993","Q7Z7G0"
101262,"P06280","P49419"
101286,"O00401","O43586"
101402,"P01106","P19474"
101452,"P23458","Q01995"
101465,"O95232","Q9NZC7"
101468,"P09913","P62304"
101491,"P11441","P62304"
101520,"Q93009","Q9BYV6"
101770,"E9PJK2","O95232"
101822,"P52292","Q5D1E8"
101898,"Q6P2Q9","Q9BYV6"
102025,"D0PNI1","P62304"
102069,"P62304","U3KQK1"
102083,"P50749","Q96BR5"
102170,"P68400","Q8NC51"
102412,"A0A024R7L5","Q8IU60"
102427,"P01106","P25788"
102432,"P01106","Q9Y232"
102465,"P60866","P62993"
102468,"P52292","Q6A162"
102526,"P01106","Q9BY76"
102583,"Q6A162","Q96CS2"
102617,"P01106","Q9UGL1"
102630,"A0A024R1K7","P62304"
102642,"O95619","P01106"
102643,"P01106","P40337"
102677,"P01106","Q9C030"
102680,"P01106","Q86SQ0"
102687,"P01106","P29590"
102695,"P01106","P68400"
102710,"P01106","P11473"
102711,"P01106","Q9Y3Z0"
102713,"A0A024R974","P01106"
102714,"P01106","Q86UT6"
102715,"P01106","Q9NQW1"
102716,"P01106","Q9BXF6"
102717,"O43819","P01106"
102718,"P01106","Q9P2K3"
102719,"P01106","Q86Y38"
102720,"O00425","P01106"
102721,"P01106","Q15434"
102722,"B4DJ51","P01106"
102723,"P01106","P41162"
102724,"P01106","Q15293"
102725,"A0A024RBH2","P01106"
102727,"A0A024RDK3","P01106"
102728,"P01106","Q15631"
102729,"P01106","Q9P0V3"
102730,"P01106","Q8IUD2"
102731,"P01106","P35249"
102732,"E5KSU5","P01106"
102733,"P01106","P68032"
102734,"A0A024R5K8","P01106"
102735,"O60716","P01106"
102736,"P01106","P09382"
102737,"A4D1N4","P01106"
102739,"A4D1U3","P01106"
102741,"P01106","P54136"
102742,"P01106","Q9NR12"
102743,"A0A0A0MSG2","P01106"
102744,"P01106","Q9Y4L5"
102750,"P01106","P36776"
102751,"P01106","P57678"
102765,"P01106","Q96RU2"
102771,"O60341","P01106"
102772,"B4DM56","P01106"
102803,"P01106","Q06830"
102804,"P01106","Q02818"
102806,"O95751","P01106"
102807,"P01106","Q8N0Z6"
102815,"P01106","Q8N1F7"
102818,"P01106","Q6NX51"
102819,"P01106","Q6P2Q9"
102820,"P02753","P62993"
102821,"A0A024R2B3","P01106"
102824,"P01106","Q9BWJ1"
102825,"P01106","Q13287"
102829,"P01106","P17676"
102831,"A0A024R2D7","P01106"
102832,"P01106","Q15542"
102834,"P01106","Q00403"
102835,"O95232","P78362"
103047,"A0A024RDV3","P01106"
103054,"P01106","P35269"
103057,"P01106","Q13952"
103059,"P01106","P20226"
103063,"P01106","Q15796"
103067,"P01106","Q99417"
103069,"P01106","P45983"
103072,"O15350","P01106"
103076,"P01106","P28749"
103078,"P01106","Q7Z497"
103079,"P01106","Q96BA7"
103082,"B1ALF6","P01106"
103087,"K7N7S0","Q9Y2S0"
103109,"P01106","P16220"
103122,"P01106","P49336"
103151,"A0A090N7U0","P01106"
103206,"P45973","Q96H86"
103247,"P01106","Q04206"
103267,"P01106","Q13309"
103276,"P01106","Q9Y2X0"
103280,"O75486","P01106"
103284,"P01106","P08047"
103287,"O43143","P01106"
103294,"A0A024R880","P01106"
103295,"O60563","P01106"
103297,"P01106","P62913"
103304,"P01106","Q16236"
103305,"B4DN43","P01106"
103306,"P01106","Q9NPF5"
103308,"P01106","Q15386"
103311,"P01106","Q92993"
103312,"A0A024R722","P01106"
103313,"P01106","P30876"
103314,"A0A024R9W5","P01106"
103325,"A3RJH1","P01106"
103326,"P01106","Q14839"
103327,"P01106","P11388"
103328,"P01106","Q9NRZ9"
103329,"P01106","Q92922"
103330,"E5KNY5","P01106"
103331,"P01106","Q9UKN8"
103332,"P01106","Q15233"
103333,"P01106","P61978"
103334,"P01106","Q8WUA4"
103335,"A0A024R7T3","P01106"
103379,"P01106","Q13200"
103381,"P01106","Q13151"
103383,"P01106","Q07864"
103384,"O94906","P01106"
103385,"A0A024R4F4","P01106"
103386,"P01106","P26641"
103387,"P01106","Q9BXW9"
103388,"P01106","P19447"
103389,"P01106","P20618"
103390,"P01106","Q15365"
103391,"P01106","Q9BRX2"
103392,"P01106","P61956"
103393,"P01106","Q8TD19"
103394,"P01106","P53007"
103395,"O00743","P01106"
103396,"P01106","P28074"
103397,"P01106","P28070"
103398,"P01106","P51617"
103399,"O60762","P01106"
103400,"P01106","Q13724"
103401,"P01106","Q8TF76"
103402,"P01106","P04792"
103404,"P01106","Q15678"
103405,"P01106","Q9BPZ7"
103406,"O95163","P01106"
103407,"E7EQR6","P01106"
103408,"A0A024R3X4","P01106"
103409,"A0A024RDS1","P01106"
103410,"P01106","P48643"
103411,"P01106","Q9Y678"
103412,"P01106","P02545"
103413,"P01106","Q13576"
103414,"P01106","P62258"
103415,"O95373","P01106"
103416,"P01106","Q9UBF2"
103417,"P01106","P51970"
103418,"P01106","P04181"
103421,"O75489","P01106"
103422,"P01106","P23258"
103423,"O43837","P01106"
103424,"A0A024R745","P01106"
103425,"P00966","P01106"
103426,"A4D0W4","P01106"
103427,"P01106","P54886"
103428,"P01106","P50213"
103429,"P01106","P56134"
103430,"P01106","Q14697"
103431,"O60568","P01106"
103432,"E5KRK5","P01106"
103433,"P01106","Q9H7Z7"
103434,"P01106","Q8N3Y1"
103435,"B4DRC7","P01106"
103436,"A0A024RBH7","P01106"
103437,"P01106","Q7Z2T5"
103438,"A0A024R2M9","P01106"
103439,"P01106","P58317"
103440,"P01106","Q9Y2X9"
103445,"P01106","Q01850"
103446,"P01106","Q15172"
103447,"P01106","Q8TEL6"
103448,"O15169","P01106"
103449,"P01106","Q16531"
103450,"P01106","Q9NRD0"
103451,"P01106","Q6MZF9"
103452,"P01106","P30047"
103453,"P01106","Q99471"
103454,"O15379","P01106"
103455,"P01106","Q13526"
103466,"P08727","P62993"
103577,"P02760","P62993"
103588,"O95232","Q7L2J0"
103618,"O95232","P61981"
103685,"P52292","Q9NV56"
103757,"B2R4W8","P62899"
103804,"A0A024R4E9","Q92794"
103887,"O95232","P61956"
104212,"Q8N766","Q9NPA0"
104217,"P54274","Q9UL62"
104223,"P01106","P50990"
104264,"P49419","Q5U0E6"
104266,"P49419","Q9BW61"
104267,"P07195","P49419"
104269,"P04632","P49419"
104290,"P49419","P62258"
104294,"A0A024R046","P54274"
104301,"P61956","Q9NSI6"
104373,"P52292","Q9UMS4"
104445,"P61956","Q9HA38"
104451,"P45973","P61956"
104460,"P27987","P61289"
104522,"P27987","Q08379"
104559,"P11441","P23458"
104563,"A0A087WT27","Q8IU60"
104606,"P23458","Q6UWB1"
104622,"P62847","Q8NC51"
104623,"O15205","Q8NC51"
104629,"P62273","Q8NC51"
104631,"Q14802","Q8NC51"
104637,"P54274","Q92736"
104640,"P45973","Q7Z3K3"
104773,"O60232","P15374"
104898,"Q8IYX8","Q96CS2"
105015,"A0A024R3C7","P54274"
105039,"O43586","P62899"
105050,"P12755","Q15797"
105091,"O14530","Q8WWB3"
105181,"P45973","Q00987"
105272,"O00401","P12931"
105459,"D9ZGG2","O95232"
105627,"P09601","P54274"
105630,"A0A024RBB7","P54274"
105650,"O14604","P54274"
105690,"O95352","Q9H0Y0"
105691,"P51784","Q9H0Y0"
105692,"Q9H0Y0","Q9NT62"
105693,"Q93009","Q9H0Y0"
105694,"Q16576","Q9H0Y0"
105791,"A0A024R411","P45973"
106000,"P02818","P45973"
106086,"P01106","P43246"
106100,"O00401","Q13882"
106276,"Q9H4A3","Q9UEW8"
106314,"O00401","Q8IZP0"
106318,"Q15797","Q92793"
106444,"P62987","Q15652"
106445,"O76064","Q15652"
106502,"P23458","P40189"
106656,"Q3SYG4","Q96RK4"
106659,"Q6KC79","Q9Y6X3"
106700,"P23458","Q03405"
106787,"A0A024R8C7","Q8NC51"
106794,"B0LPF3","P23458"
106908,"P45973","Q13415"
107022,"Q8IU60","Q92841"
107074,"Q3SYG4","Q8IWZ6"
107177,"P35398","Q9Y265"
107178,"P10275","Q9Y265"
107179,"P63279","Q9Y265"
107180,"Q96L91","Q9Y265"
107182,"Q8NCD3","Q9Y265"
107183,"A0A024R597","Q9Y265"
107388,"P17181","P23458"
107509,"Q7Z2W4","Q8IU60"
107560,"P01106","Q9Y230"
107624,"O15164","P45973"
108018,"P17844","Q15797"
108056,"Q96CS2","Q9H6D7"
108137,"P45973","Q5FBB7"
108196,"Q3SYG4","Q8TAM1"
108197,"Q3SYG4","Q6ZW61"
108198,"Q3SYG4","Q8NFJ9"
108199,"Q3SYG4","Q9BXC9"
108365,"A0A0A6YY93","P01106"
108370,"A0A024RD67","P01106"
108372,"P01106","Q92830"
108373,"A0A024R1S2","P01106"
108374,"P01106","Q15393"
108377,"P01106","P62987"
108378,"P01106","Q99471"
108388,"P45973","Q9UBD5"
108395,"A0A024QZC4","Q9Y448"
108406,"Q15652","Q8IYW5"
108407,"Q14676","Q15652"
108514,"A0A024R2Q3","Q9Y265"
108515,"P49450","Q9Y265"
108772,"P52292","P52298"
108778,"P52292","Q01201"
108779,"P52292","Q15653"
108866,"Q7Z4H7","Q96CS2"
108886,"Q15653","Q9Y2S0"
108888,"Q3SYG4","Q8N3I7"
108890,"Q15797","Q9NRR4"
108919,"Q8IU60","Q9NPI6"
109029,"P01106","P61244"
109030,"P01106","P38398"
109031,"P01106","Q16514"
109032,"P01106","Q9Y4A5"
109033,"O75478","P01106"
109034,"P01106","Q96L91"
109036,"P01106","Q14669"
109037,"P01106","P49841"
109038,"P01106","P25490"
109039,"O95983","P01106"
109117,"A0A024RAC2","Q8IU60"
109189,"P54274","Q99963"
109207,"P61225","Q9Y4G8"
109208,"B4DGU4","Q9Y4G8"
109361,"A0A024QZC2","P62993"
109376,"P62993","Q15464"
109379,"P23458","Q15464"
109395,"O60506","Q9BT88"
109446,"P62993","Q86Y01"
109475,"P22694","Q9C010"
109562,"A0A0A0MTI2","P23458"
109611,"O43184","P62993"
109617,"P62993","Q8TBC3"
109629,"P23458","P42680"
109798,"Q7LBR1","Q9Y448"
109911,"A8MTK3","P54274"
109939,"P62993","Q92738"
109959,"P62993","Q9H3D4"
110129,"P62993","Q16539"
110182,"P23458","P40189"
110239,"A2RUF7","P62993"
110479,"P09917","P62993"
110505,"B2RDW1","Q15797"
110682,"A0A024R720","P62993"
110744,"A0A024R274","Q9H832"
110888,"P04632","P54274"
110889,"P54274","Q9H2K2"
111057,"Q15654","Q15797"
111103,"A0A024RDR3","Q8N3P4"
111207,"P62993","Q07666"
111423,"P62993","Q06124"
111630,"A8K3M3","P62993"
111631,"P19235","P62993"
111633,"A6ZID6","P62993"
111635,"P04626","P62993"
111639,"P62993","Q15303"
111642,"P23458","P42224"
111685,"A0A024R3Q7","P62993"
111687,"O43597","P62993"
111688,"O43609","P62993"
111691,"P62993","Q9GZY6"
111692,"A0A024R8Z0","P62993"
111694,"P62993","Q92529"
111777,"O60506","Q9Y6Y0"
111838,"P23458","Q9HBE5"
111849,"B1AK66","Q15797"
111978,"P15260","P23458"
111979,"A0A024R499","P23458"
111980,"P23458","P24394"
111983,"P23458","Q01113"
111984,"P23458","P26951"
111986,"P23458","P32246"
112031,"Q15797","Q8TB52"
112154,"O95477","Q13425"
112225,"L8B567","P45973"
112226,"P62993","Q9ULV8"
112347,"P07332","P23458"
112725,"Q15797","Q2M1K9"
112836,"P13805","Q15797"
112897,"A0A024RDR3","P54274"
112906,"A0A024R1N4","P45973"
112947,"P54274","Q9BVJ6"
113010,"P54274","Q96BK5"
113141,"F1D8N5","Q15797"
113162,"A0A024R3C6","P54274"
113372,"O60880","P62993"
113454,"O00268","P45973"
113507,"P21854","P62993"
113514,"A0A024R2W4","P62993"
113516,"A0A024R8K7","P62993"
113517,"P06748","P62993"
113518,"P08138","P62993"
113519,"P62993","Q8NFH8"
113529,"O43426","P62993"
113534,"P62993","Q9NWQ8"
113658,"A0A024R8S8","P49419"
113708,"P23458","Q06187"
113793,"O14530","Q16891"
113812,"P23458","P62993"
113813,"P23458","Q99062"
113814,"P23458","Q13651"
113815,"P23458","Q01344"
113816,"P21741","P23458"
113817,"P23458","P27986"
113818,"P23458","Q03405"
113819,"P23458","Q05513"
113822,"A0A024R8E2","P23458"
113826,"P23458","Q14289"
113827,"P23458","P51681"
113828,"P23458","P48551"
113830,"P16473","P23458"
113835,"P17706","P23458"
113845,"P23458","Q96N16"
113871,"P17098","Q15797"
113899,"A0A024RA25","Q9Y448"
113946,"L7RSL3","P62993"
113988,"Q15797","Q9H9T3"
114002,"Q15797","Q9H9P5"
114091,"P23528","P51795"
114110,"P62993","Q92918"
114158,"P23458","P32927"
114167,"P04156","P62993"
114192,"Q7L590","Q96CS2"
114202,"P54274","Q9Y2X7"
114262,"P62993","Q12796"
114269,"P45973","Q9H081"
114303,"P62993","Q12866"
114323,"P62993","Q5VWX1"
114397,"P18545","P62993"
114441,"A0A024R1P2","Q15797"
114463,"P62993","Q05193"
114625,"P62993","Q92835"
114635,"P08173","P62993"
114677,"P62993","Q92558"
114700,"P11274","P62993"
114885,"O43581","O60506"
114918,"A0A024R5H7","Q15797"
115050,"P09619","P23458"
115081,"P09619","P62993"
115393,"P45973","Q9UKV0"
115434,"O60506","Q16637"
115492,"P62993","Q96D71"
115564,"D3DPA4","Q15797"
115781,"P23458","P40763"
115809,"A0A024R4I9","O60506"
115810,"O60506","Q9H2B2"
115811,"A0A024R9C1","O60506"
115813,"O60506","Q9UH77"
115816,"A0A024QZJ5","O60506"
115821,"P22607","P62993"
115873,"A0A024RBE9","O60506"
115874,"O60506","Q16549"
115875,"A0A024R9B3","O60506"
115876,"O60506","Q86SS6"
115880,"A0A024R0K2","O60506"
115895,"A8K5R1","Q15797"
115986,"Q01196","Q92794"
116123,"O14530","Q99689"
116150,"Q15797","Q9BQ95"
116180,"P62993","Q13330"
116218,"P62993","Q14203"
116613,"A0A024R036","P62993"
116618,"P56945","P62993"
116684,"P20273","P62993"
116943,"P54762","P62993"
117056,"P05067","P62993"
117159,"P84095","Q15797"
117180,"A0A024R9W4","O95232"
117378,"P23458","P31785"
117570,"P46527","P62993"
117769,"A3R0T8","P45973"
118010,"Q99547","Q9Y448"
118093,"O75533","Q15797"
118218,"P62993","Q86WV1"
118247,"P10721","P62993"
118277,"P22392","P54274"
118278,"Q04721","Q15797"
118290,"F1D8N7","Q15652"
118333,"P19174","P62993"
118419,"P45973","Q9UIS9"
118526,"P45973","P51532"
118528,"P51532","Q9NSI6"
118540,"P62993","Q13444"
118547,"P11362","P62993"
118559,"P62993","Q96IF1"
118626,"P56915","Q15797"
118709,"P62304","P62306"
118837,"Q15797","Q99460"
118839,"P52735","P62993"
118861,"P23458","Q6IA86"
118882,"O14530","O95163"
119124,"P45973","Q9UBC3"
119247,"P51795","Q9H0M0"
119290,"P07333","P62993"
119313,"P28482","Q15797"
119314,"Q15052","Q15797"
119315,"P20337","Q15797"
119316,"P62826","Q15797"
