Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
GOT1L1,1.70121647,1.872073589,1.893706982,1.285406802,1.649104177,1.776355984,1.740626926,1.887381756
VPS37C,35.39380145,26.32088002,22.0752972,33.14262764,24.10935542,23.44331754,23.13390549,28.84153185
USP9X,22.79720139,26.36485571,19.99328927,24.25456402,22.42055268,18.7956671,11.24393919,26.29134286
MTSS1,24.20646793,19.42829783,30.4947659,22.40943573,25.12449007,21.37187787,22.14189771,26.88310482
KLHL21,9.405789447,9.335030896,8.106829175,8.404109056,9.250327329,9.475733462,6.75966212,5.668550298
SF3A3,7.850514541,8.749543832,5.515667479,10.80505959,11.10342317,3.685840693,4.956513456,4.73944804
ADARB1,9.897166096,9.745050926,9.70955839,11.03087371,11.41148116,7.018995906,5.22783796,6.997964526
EPM2A,5.195415357,6.37032054,4.994752629,6.978451517,5.952765352,3.97046626,5.624325301,6.007280608
MBP,23.39619562,95.03016485,176.5678066,21.77192965,35.64259228,52.40369195,50.5824071,21.14855957
DHRS7,11.1442422,9.511021698,13.87182198,14.45780514,13.44200415,10.32892704,7.542884215,9.672379269
HFE,1.306033565,1.436094874,1.436094874,1.555339019,2.003492928,1.227139711,1.436094874,1.436094874
KIAA0101,3.048304627,2.70797044,3.192300097,2.606727598,2.719249732,3.955127467,3.680236771,3.048304627
MICAL2,41.53889178,32.99072141,63.73541197,66.89094053,53.87050276,41.53889178,32.12107918,41.21796312
PKM,9.718061935,8.767456193,9.814208038,8.878125456,9.723299016,10.74516238,8.360684111,11.14518189
HOXB9,1.693031195,1.693031195,1.442702884,1.767323523,1.757450281,1.455777571,1.896523295,1.533133202
RNF170,11.92878686,12.07805253,11.29105671,8.047879301,13.28781456,8.167660153,12.38848012,11.92878686
LRRN1,1.70121647,1.078032119,1.523177708,1.784727526,1.757149125,1.312696051,1.492659938,1.523177708
TYW3,3.514619009,3.640542552,3.735670373,3.766144076,2.797567774,2.546305249,4.221335349,3.249649945
C14orf28,3.513528999,2.898810842,2.390166173,3.290058447,2.147211843,2.040749685,2.353044755,2.952168099
PRKD2,5.808861555,9.642961049,9.455937411,3.820939934,3.880958466,9.885809909,4.163766285,5.808861555
LRRC14,2.698756021,2.846065613,3.012053958,3.067388523,3.313155249,2.547740718,2.101174065,2.678332108
LIMA1,2.178858141,1.578283113,1.887855428,3.092880609,3.362772434,2.187948017,2.387724685,1.78807562
YPEL3,13.47759037,24.46899999,18.29986009,16.55017442,25.38248357,10.92755386,16.18655367,10.43946914
ZNF625,3.329558121,4.151388163,4.080390422,4.151388163,4.151388163,5.978381019,3.277847106,3.999219629
DENND1A,4.349801607,5.536115826,4.76677599,4.637815592,4.807227919,3.661700154,6.699875357,3.69366099
ZMYND11,9.238853545,8.096981696,11.4104776,8.2257053,7.521195064,7.875903786,9.637965787,8.59740896
PAK7,1.566301274,1.201984591,2.325504796,1.447815614,1.331731059,1.237134661,1.201984591,1.153073024
SBK1,3.386238071,2.783966817,3.31159499,2.708649356,2.882174223,2.437417326,1.978308812,2.747976009
PDCD5,1.70121647,2.306654203,1.867538251,1.991193807,1.772884815,1.867538251,1.867538251,1.867538251
LPHN1,5.662781965,5.631814276,6.017077754,4.525730958,5.631814276,7.521195064,5.259878444,5.631814276
TTC39B,65.69758656,39.89223708,43.03016485,43.03016485,40.62206913,54.73425841,35.82438139,43.03016485
TRIB2,3.629408446,4.093152564,4.975173172,4.41027024,3.629408446,2.733396635,3.735103483,3.735103483
HECTD1,19.05028618,30.14911667,22.94370469,26.24456234,28.41294633,18.84605528,18.46322115,20.97682196
ZCCHC10,3.360527959,2.20682592,2.543559082,2.065526313,2.787632771,2.048631878,1.994906012,3.153743305
PMS2P3,2.755183368,2.49174763,3.454191139,2.733982687,2.843842538,2.936708636,1.998595928,2.225383723
FLJ42627,8.195162704,8.953687279,10.07481748,6.416746434,6.61892351,12.50903556,10.0206926,9.56048026
CACNA1B,27.6492652,13.72814351,15.74712972,18.28932801,16.36835624,16.36835624,16.75059296,16.18655367
SEC11C,4.926499663,9.401346959,7.257604483,11.23515128,6.010214944,6.227998997,7.226615201,7.516880299
LOC441081,1.234488138,1.402225957,1.170482918,1.138816663,1.102683182,1.136418442,1.18762985,1.46126667
DDX3X,55.41512986,83.27755018,100.5475728,73.61456136,82.03016485,77.64912501,83.27755018,95.28411124
DNAJB2,6.302443492,8.043978728,8.197797916,6.765438031,4.820838889,5.393743915,6.175143569,5.279329289
IRS4,1.271645885,1.507521821,1.507521821,1.969954043,2.283947674,1.39366833,1.688716817,1.578134893
DGKD,14.77385857,13.26902168,14.98820933,12.46716908,18.41943267,11.1013503,12.917483,10.96251812
CEP68,9.201051057,9.807564234,8.78722079,13.08293971,10.15288169,7.083384269,8.142727032,6.961803373
PI4KA,26.01131738,37.79879712,36.23272397,47.93739394,50.58896606,28.46908225,33.57690578,37.84834671
SIPA1L3,39.99156519,34.66652873,35.70425682,31.20142959,34.66652873,32.30289736,41.09106646,35.32208802
NOL3,5.113963373,6.112176921,5.183819151,7.200188576,4.51563808,6.333240596,4.679171921,4.244580067
ZNF558,6.734429971,6.45923524,6.885389963,9.814208038,6.209813857,4.538696728,5.195828755,9.202394016
MAN1B1-AS1,39.89555992,29.78677771,37.89170435,27.95059217,27.07691757,53.81492237,26.1801467,36.41794459
GPR89A,1.70121647,2.316655261,1.811849823,2.316101132,2.934537336,2.065154512,1.633803218,1.740731985
SGIP1,8.895292655,4.503171023,8.191024205,6.995180803,10.78295142,3.592990128,4.807227919,4.583837331
ZSCAN20,2.283947674,1.978909472,2.283947674,2.035115868,2.268235958,2.084159038,3.709408987,2.181591457
PRR14L,25.35075255,16.59787861,16.275494,17.34047164,18.77976566,11.19847312,14.63187289,22.7618866
IFT80,57.66652848,32.14290753,45.80659882,41.84834666,35.48610964,39.94491906,35.20659929,36.12107418
LOC101928483,1.135530964,1.503960922,1.718924561,1.547247909,1.397878905,1.433576343,1.911837342,1.590453586
CTB-92J24.2,1.698484871,1.698484871,1.993770324,1.993770324,1.995280168,1.698484871,1.391621937,1.580674717
AP2B1,5.39484529,7.018410631,12.41125859,9.753486575,10.09710444,5.754699204,9.88736591,6.930131551
BET1,3.209076523,4.76380617,2.708966453,3.209076523,2.306007943,2.218343158,4.299782293,3.115303138
SEC24B,2.024713819,2.28207898,1.840818776,1.928536196,1.979830928,1.784546753,1.740109812,1.979830928
DYNLT3,175.1147737,184.6166442,217.452905,170.9991364,188.7526863,135.0301648,98.85332415,128.0134894
PPFIBP1,22.65583746,25.70313684,29.49590641,20.35276059,23.86864125,28.58398817,28.66660297,19.91674752
B4GALNT1,11.58252606,10.11373612,8.252792097,9.503311984,12.13806589,8.375242507,10.17753405,10.41819051
ZNF365,16.62404033,22.10463305,37.21198307,27.60510702,17.1534255,15.10189948,20.40376456,15.54285839
TFRC,3.654956782,8.489343797,4.011965446,2.732659273,3.62981363,3.614146978,3.735103483,4.307152076
CCT5,11.77848823,16.63847377,11.385735,16.51502214,15.73200821,11.48952413,10.5109409,10.60307301
PCBP4,32.92367409,20.55063263,25.7581413,25.7581413,21.57074609,18.59872068,20.52721511,17.08220234
ST8SIA1,1.565531613,1.112298079,1.170482918,1.170482918,1.406814071,0.988376542,0.944459209,1.020227582
ST20,5.5818844,3.999219629,3.620207368,3.837385199,4.042150736,5.246619213,4.088866737,4.177933253
CAP2,17.82404127,5.586128119,9.215636138,7.652774021,7.727133096,6.648926399,7.727133096,7.200188576
ANKS1A,35.81267601,39.34864029,41.97748038,33.19347994,35.75743782,39.86711483,33.92809112,28.76717545
PLXNA2,9.177785926,7.33605122,6.257707061,5.839504276,3.829598384,3.671615674,4.946995957,4.218297277
AP3S2,13.97565823,11.5859709,11.7433908,15.41944135,16.28548442,10.74074645,11.22649586,10.66981037
HIBCH,8.915132148,9.297907102,7.449901202,10.79965161,10.16417645,4.765081794,6.133801364,9.90752616
PARP2,1.401855306,1.253865579,1.667033913,1.771968483,1.695556362,0.898509672,1.169854324,1.581657963
MTMR6,63.39380121,65.77483794,63.39380121,67.59130329,59.93913383,63.39380121,51.43167739,57.10374963
ENOPH1,8.360684111,7.6673221,10.02849978,5.467001109,7.011969571,6.422880353,4.018725465,6.483424309
UBP1,2.41751387,2.001676867,2.716662563,2.508127052,5.157571309,2.926218389,2.643699408,2.224385168
USP3,2.804411004,2.00139897,2.353044755,2.353044755,3.006644857,1.890266696,2.353044755,3.21440115
EOGT,1.913249661,1.677372119,1.838165936,1.775324523,1.824689693,1.323422041,1.860928101,1.590453586
AP1M1,7.343710782,11.23515128,9.234655419,7.977919453,9.726086619,5.517517436,4.392475289,4.946995957
LDOC1L,23.43698271,29.36281682,25.37228204,25.53981657,24.93995972,17.64747522,20.33281691,29.90778307
MSL1,12.16505892,10.75093761,13.32305528,10.51085539,11.1442422,13.27324053,12.73196604,10.1834881
DCAF12,1.917815288,1.917815288,1.917815288,1.917815288,1.729899097,2.21595962,1.917815288,2.951336089
LAMTOR4,6.302443492,6.547481659,14.77844492,9.945031666,7.157134113,4.97871067,4.807227919,7.157134113
SLC26A2,4.546748312,5.079391605,3.838172308,3.395128789,3.925511795,2.869536942,3.128285744,5.387092887
FAM199X,36.36893888,30.39382201,32.24479777,29.08754903,30.39592377,20.29548831,20.49281635,25.80829372
HELZ,3.115303138,2.353044755,2.622299533,3.570627763,3.615729982,3.032710822,2.353044755,3.115303138
ISCA2,2.035557844,4.014028871,3.642928997,3.369508199,4.166681531,2.774783779,2.094102574,3.291276326
NFIC,4.072526565,3.224342875,3.515840241,2.56778328,2.582427862,2.837092991,2.854352053,2.447557435
DACT3,8.066025076,7.981755201,8.287395521,9.89346482,9.410129573,7.320604568,8.053250794,7.889288379
TOX2,3.099319363,1.921875565,4.080390422,2.294225681,2.941488883,1.832010974,2.183672876,1.970829582
LOC101060691,2.076165471,1.129137512,1.773607078,1.523177708,2.03661881,1.426660766,1.24890599,1.448129285
SLC6A11,1.79423012,1.982882135,1.982882135,2.098675208,1.739268598,1.451098579,2.401190282,2.267434729
AC018462.2,1.195350892,1.224033588,1.164273262,1.276055322,1.118889595,1.283408,1.237175104,1.200373377
SLC6A13,4.625055908,5.917692458,4.262196089,8.100656565,4.903832904,4.854626719,2.057959785,2.196139689
TTC39C,16.40577692,18.68318604,17.24956255,14.24446469,17.65703344,10.42156965,7.648597041,13.90546742
TJAP1,12.81076146,13.0919953,13.02161207,13.32460148,11.73724652,14.99960387,22.71189383,15.73636592
SPRY3,9.751743413,5.15071454,5.372750339,4.938521786,5.284118861,5.284118861,4.725169136,5.133983911
LYRM5,57.57009056,43.21198303,50.07561939,43.11513356,41.62321008,54.26274322,39.6457194,65.88390192
RASA4,1.331731059,1.331731059,1.331731059,1.157260428,1.461227648,1.29297379,1.113251899,1.331731059
YBEY,4.090051756,4.59658581,4.59658581,4.59658581,5.933968503,4.220913215,4.652245996,3.928768098
LGR4,1.746626579,1.477492051,1.609849399,1.52077282,1.374483758,1.563835476,1.404875566,2.382397515
PHPT1,10.48480235,15.86209973,13.73528777,17.50385541,14.86471164,8.063614485,10.87822382,9.050039165
GTF3C6,5.818163021,8.416713427,10.74158939,8.106153985,7.950343059,4.212368562,5.456321042,9.56048026
UPF2,4.710378948,3.679708028,4.118336234,4.827341249,4.389987393,3.888681359,3.70536587,3.999219629
FAM208A,5.384743074,4.049105557,8.245165245,5.384743074,4.151388163,5.847515672,6.375300093,4.932187284
SUSD4,20.20871613,22.06081246,20.13103987,22.17805369,27.40495755,20.13103987,12.84226644,19.2288576
MEF2A,43.60844045,15.3556802,21.38895007,11.05477275,7.483748157,16.79029204,24.23552715,13.37854444
TERF1,9.733966614,4.847304848,6.294973562,5.212587658,6.434088362,5.577363825,4.434683252,5.577363825
DYRK1A,47.74678619,41.91548393,41.82667361,45.02090291,41.73341712,32.30289736,27.01362476,42.72015746
KIF1B,24.2138421,57.82503306,40.71288751,21.96944663,35.35726143,20.49143079,21.37818602,24.42838524
C6orf120,3.070646755,3.999219629,4.071419021,5.26622584,3.881348703,3.006655198,3.999219629,4.411826887
ANKH,15.5506841,19.89497727,18.29492882,11.26871605,16.57046578,15.5506841,9.925071046,12.16814492
RPL10,28.88795492,52.39380121,42.26347612,45.88766366,40.21198303,33.99838474,52.86967612,32.16149623
SLC16A1,1.705519728,2.589273007,1.84748283,1.84748283,1.422370455,1.481625347,1.86901179,1.764686996
MAP2K2,15.08589783,21.03985567,21.03985567,16.42485669,15.91269966,7.521195064,9.623800891,5.802459381
SNX15,9.878065376,14.06473536,8.78722079,10.01369044,11.42397156,10.01369044,10.27944607,10.01369044
ATP1B3,20.40427286,24.1279539,21.58015019,22.08971366,20.53392215,13.97565823,15.06065718,16.8336343
GALNT2,26.82099275,23.12295304,28.0246422,23.16211327,26.28636049,15.18066107,14.43972237,18.10645398
MRPL16,1.331731059,2.236377663,1.453901753,1.785540842,1.437292621,1.453901753,1.17055869,1.239740209
GTDC1,8.257905651,8.471178011,6.763942933,8.360684111,8.686956736,8.418597264,5.698054946,10.83298512
PITHD1,55.66652848,73.94976794,64.4845733,93.21747385,81.11420347,56.269665,50.99212199,59.21198303
CCDC82,1.872943234,2.432586277,1.979830928,2.283079369,2.40490932,2.228965635,2.155311472,2.317864813
LOC100507477,2.525776632,2.214470505,2.525776632,2.525776632,2.228478087,2.588596337,2.230001644,2.525776632
KIAA0141,1.578183611,1.785644105,1.50961458,1.74231351,1.623954364,2.59773962,2.53833058,1.56727354
KLHL20,3.238141348,2.792901828,2.383446156,3.237891324,2.942662588,2.38652808,2.079466442,2.792901828
MTX1,18.50483163,18.50483163,20.31285805,21.43891417,18.50483163,12.59104584,16.74871913,17.51251468
SUMO4,17.79501321,17.33255432,19.95322531,16.94479972,17.79501321,16.2369732,19.500853,19.24874818
PACSIN1,35.41645426,39.30289213,53.39925463,49.75743757,48.00513344,36.27340174,30.03987577,30.6127205
IFFO1,27.9501043,24.70850164,23.21382918,35.02857969,29.05111395,24.70850164,17.34047164,18.54070435
TAF8,1.563318075,2.353044755,1.376605837,1.870107318,1.870107318,2.088782553,1.842920743,2.259422282
FIGNL1,5.256424941,4.821542999,8.78722079,5.607457176,6.169997132,4.29731865,3.654990188,3.683862841
HSDL1,6.415657329,7.444863131,5.287222907,7.267226084,9.417293218,4.87991974,4.208402794,6.084423311
DCTN1,31.85737406,29.30296659,38.8851273,38.0722779,32.04218567,26.41364524,22.55583023,19.66032976
ENTHD2,2.706718478,2.706718478,2.549980987,2.988215148,2.706718478,2.312884609,2.624199427,3.600782706
PPP1R3C,3.194858199,3.115303138,5.132023053,2.344491209,3.467795785,3.115303138,3.624790407,3.022633526
LOXL4,3.198240708,2.762762409,2.319883492,2.716662563,2.429539555,3.15567059,3.492656271,3.632942724
ERVK13-1,6.891567925,3.143260887,4.946995957,4.993627794,4.760769008,4.946995957,4.798219649,4.498096598
ZNF169,1.214244706,0.948980975,0.907132746,1.336047707,1.063657342,1.370675352,1.051506298,0.929967338
UCHL1,117.210274,229.2574376,155.3058581,233.5703917,206.9187246,116.4259744,112.6665285,119.5292941
CPOX,1.313774932,1.497446705,2.236504283,1.87365084,1.543942198,1.543942198,1.601213826,1.331731059
IRS1,3.19615366,1.968097951,2.571726277,2.589685229,2.659907674,3.112880888,2.269019192,1.979830928
XPO1,10.73205769,12.90167519,14.09566335,12.2648815,13.03758291,9.512612987,12.90167519,12.90167519
KAZN,145.0035467,42.93702724,63.96662809,39.89960946,46.4847103,61.8815506,68.84866406,49.66652848
CFH,2.704020192,2.090793776,1.379205293,1.470230079,1.683330265,1.301309912,1.55670903,3.076577075
TMEM50B,7.017142659,8.039157581,8.051402044,12.84681389,13.81156304,5.589559404,5.903683197,8.051402044
LRRTM4,1.170482918,1.170482918,1.138111208,1.221845174,1.170482918,1.188948349,1.170482918,1.020227582
NMRAL1,21.18570189,21.95217468,16.27345143,25.95318316,27.30313299,19.91590753,12.28420685,10.18122928
PITPNA,41.84723262,42.96108765,38.66652849,74.8315334,58.40674986,37.79095506,39.83036675,45.40356788
SYPL1,1.948707232,3.784652484,3.049308519,2.473220651,2.566563043,2.836652409,2.311789952,2.669032623
UQCR11,79.21012638,92.56950117,103.3028921,189.1676017,93.03257522,97.66652848,90.43283097,101.1640634
UBQLN4,12.21201264,15.3275604,14.86471164,13.71664836,10.33599372,23.87087329,22.11861885,16.17711002
HIF1AN,1.523177708,1.367795093,1.404289945,1.279887558,1.404289945,1.502561962,1.325701712,1.275909801
ADH4,35.02072802,32.46581941,35.09361373,23.85096807,21.20200493,40.75300508,44.09402874,37.57561944
INTS10,12.790012,8.333058835,10.53301259,10.52098932,10.01557925,7.392979391,7.148685044,10.86735463
PAPPA,94.10461757,9.883630838,28.91155119,9.459093409,8.952940279,6.878205018,13.4380002,3.689984877
PTPRO,1.75365911,2.005761182,2.005761182,2.084688533,3.930289562,1.493114127,2.005761182,1.979830928
FEM1B,7.633317552,6.230613694,9.330320028,7.255716109,7.521195064,7.163176329,5.362470368,7.255716109
RNLS,4.272025411,2.768466821,3.09876652,3.377465809,5.337527573,3.377465809,2.952955584,2.854082429
HNRNPUL2,30.06323442,27.30313299,25.66723221,30.14227834,30.14227834,24.94287938,27.04088247,26.2452808
RRP36,9.905858555,12.51321555,9.795801253,12.36928085,11.50276336,10.60469375,9.814208038,11.08113123
LUC7L2,4.941781886,4.97959676,4.317131609,4.317131609,3.088406322,5.284118861,3.537091868,5.350020687
METTL4,2.160710017,1.321328943,1.350948051,1.520669297,1.569842583,1.370675352,1.279254012,1.463095996
GTPBP10,1.693844995,1.92837885,1.937592682,2.732043786,2.706718478,1.784546753,1.740109812,1.979830928
GALNS,9.21814437,10.90564383,6.423696056,7.586216498,9.723299016,5.362540517,7.673173587,5.843716218
DGKK,10.02471342,8.480724297,8.972559289,5.455732147,7.388480781,8.199555567,10.74253413,8.360684111
EXOSC3,2.191374718,2.174055383,2.009521705,2.2962972,1.804377569,1.575095064,1.891713247,1.904473517
SEC14L1,3.747302093,6.52011317,3.284056208,2.808328234,2.369144304,3.303467061,2.088568182,3.284056208
CELF3,2.989119877,2.094854658,2.383446156,1.786582184,1.941570847,1.759035171,1.609172826,2.185517491
SELT,18.35913312,14.20593186,16.81399411,15.5506841,18.06224627,12.5507572,10.8129762,14.8071263
PSMC4,3.999219629,3.512487466,3.999219629,5.185527703,4.54156412,3.523401475,2.132785695,2.68190595
NUP205,1.533930838,1.750384565,1.464727569,2.1841029,1.977766418,1.177506884,1.533930838,1.471299532
HSCB,3.512920762,3.740978324,4.080390422,3.919229762,3.386597803,3.537725354,5.967758511,4.671574385
ZNF780B,1.352740326,1.716519167,1.234547362,1.281712692,1.331731059,2.063660315,1.331731059,1.331731059
PTPRK,2.030805785,3.999219629,17.42182558,3.278424496,3.874815011,3.808212292,4.151549343,9.920937711
UNC5D,1.452738645,2.824729063,4.421062116,1.276055322,2.368810557,2.175075055,1.866664639,1.90482902
KIF6,1.624170843,1.58585584,1.786000075,1.710599435,2.321448226,2.642738189,2.274936632,1.979830928
ANXA1,1.108837727,1.331731059,1.331731059,1.740239475,1.318111906,1.068094764,1.36444318,1.4468584
CAPRIN1,1.652939192,1.692497941,2.256402744,1.979830928,1.979830928,2.299768223,1.563232062,1.979830928
SSR4,7.889632661,11.69590216,9.436800909,14.98485777,13.97565823,7.394327419,7.480494485,9.436800909
TXNL4A,33.93655607,46.64528506,35.59614958,52.39380121,44.26589747,34.03016604,25.66723221,35.60212738
RYK,2.161028679,2.693728007,2.329227367,2.462272641,2.75873851,2.299768223,2.299768223,2.333023634
ILF3,7.892708629,7.468230373,11.97522995,7.242711041,11.39019216,8.688674849,4.785341858,5.025889265
MRPS22,22.18965607,22.10159166,19.27366044,27.718419,26.70538413,17.58769436,17.14076108,18.86846799
EFTUD2,9.71239697,9.549170622,7.614602208,5.602026959,8.419152562,5.828742616,5.376856547,5.566929599
STARD3NL,80.83069385,77.78407842,77.59429025,88.1056422,94.02807795,67.27787128,56.78641782,87.49379735
BTRC,11.16623358,10.84169205,11.81496667,8.976191325,10.88236191,8.164503645,9.814208038,10.2749577
TIMM22,3.085394966,3.668532735,3.629408446,5.340006551,5.337527573,2.600123841,2.743046734,2.884510921
DOK6,1.584373954,1.842170926,1.526790228,3.490127981,4.993969781,1.849856193,1.331731059,2.975739011
MIR6890,10.29949676,18.00874572,11.38592727,14.94290044,14.61044917,5.460348189,12.13603466,9.990331304
TOMM5,21.55890068,24.12293302,23.802752,30.99278372,27.43542725,21.59883838,14.45115339,25.66723221
EIF4A1,9.322008297,18.24608687,14.03290961,12.89964945,14.11364789,7.346411728,12.53380204,14.77385857
MAD2L1BP,2.156729833,1.589337047,1.703278715,2.448467583,1.979830928,1.694302051,2.034882661,1.658200755
PSMG1,5.781453528,7.839048685,5.04693825,6.035481636,6.601562558,5.471768457,5.903683197,5.380440873
SLC25A13,8.327912192,8.545325032,6.222253274,13.54474932,8.327912192,8.327912192,7.109286385,8.070789113
ISCA1,51.22257881,42.25554116,32.32054105,60.77713711,68.83714009,30.6625076,28.96783355,59.35524243
HMBOX1,19.50459752,26.85211103,16.45926533,16.61997147,28.71998733,25.89106585,9.258498665,17.40752109
CDC37L1,4.556065065,4.685092446,2.916673292,3.735103483,4.602564055,2.670133106,3.735103483,2.875332886
OSBPL6,41.84834666,39.81306864,43.8970959,41.21781407,53.49552501,27.14418787,29.75704329,38.23333879
LINC00657,124.3250179,155.1362052,193.4892464,146.861478,118.2064839,132.4225161,127.5948918,155.3939038
AIDA,49.07986554,64.16640785,55.03016485,44.53239454,55.89380121,45.6392618,56.42341668,52.49053572
C5orf22,3.327660392,2.094988902,2.20460676,2.283947674,3.211509843,2.417920121,2.79262069,2.447557435
KBTBD3,3.375538209,2.665334466,3.259997236,4.540416861,4.054072984,2.685320937,2.647439879,3.141404434
ABRACL,4.065730425,4.963660751,5.208531048,5.145765604,5.337527573,3.347176854,3.104345659,4.207937183
UNC13C,1.112740018,1.257492731,6.73139835,1.356407248,2.283947674,1.708822431,1.50190036,2.559425784
FAM115A,7.261840008,6.747325538,7.396288324,4.899540381,5.27915858,7.77879463,9.280006422,7.156110236
CHST1,7.109286385,7.687562113,8.452529848,8.953025719,7.521195064,6.375224429,4.456140955,6.084423311
SIRT6,7.595056297,5.658630979,7.109286385,8.508238107,7.68266011,6.46346278,7.109286385,10.8131803
COX3,781.1101464,1176.657353,1390.939256,831.9886926,824.0065717,1069.882704,1057.080426,1231.701131
FEM1C,4.928329824,4.520688475,4.051610875,5.015310621,4.317131609,4.005729784,4.317131609,4.140860564
SNAP25,16.72668171,11.04657633,9.814208038,14.77002191,12.74588544,10.57481955,11.165175,13.79169782
CPSF1,1.705565731,2.08577283,2.10410336,3.127537895,1.979830928,1.880408046,1.834790106,2.580671338
PHTF2,2.926637321,2.278567663,2.383446156,2.654261703,2.499442114,1.745323856,2.211729903,2.841086255
C1orf54,1.967620997,2.283947674,2.283947674,2.639815546,3.073783553,2.283947674,2.255112895,2.283947674
NR3C1,9.920503558,8.393847488,11.30710217,8.984811128,8.060632083,8.274841986,7.109286385,8.883029344
INPP4A,81.44466064,53.74382082,57.68668628,82.21175937,73.06120776,63.21198303,42.96510957,53.74382082
FGF7,3.106804279,3.868074075,4.104317682,3.646929261,3.073783553,3.048320045,3.719363448,3.388562688
EGLN1,2.927091304,4.14265727,2.716662563,2.473824413,3.1911366,2.87359021,2.406137071,2.87359021
SLC9C2,1.683330265,1.683330265,1.683330265,1.261789722,1.671971525,1.690352872,2.596701541,1.769529842
UBOX5,12.94947809,12.09806977,12.94947809,14.77385857,16.36835624,11.67218309,12.69002761,11.10916538
BSDC1,18.8037918,16.11413587,13.97565823,13.97565823,17.42249551,10.36959182,12.28016812,13.6993268
POLE4,3.629408446,4.040071464,3.629408446,4.61260056,3.629408446,3.373643882,2.447456863,3.373643882
C5orf15,11.55860519,8.221639519,10.31839641,11.00553486,14.86471164,8.60449938,6.502387994,10.90771731
RHOQ,90.36941947,43.10992849,44.26792623,36.55113237,40.75087903,43.84834666,31.30748964,27.25377845
RPS6KA3,2.29668027,2.513849963,3.198872755,3.041033402,2.451149748,1.694491485,1.64634677,2.447557435
MYO18A,10.90705753,8.457337967,8.78722079,7.999119274,9.930303732,8.018557448,9.515349059,7.542303283
DPY19L4,2.171632459,1.317585151,1.847754505,1.537524479,1.343565868,1.44773974,1.331731059,1.71182909
SFT2D1,2.480416896,3.115303138,5.162576078,2.579312182,3.115303138,2.455082508,2.508178529,4.049280312
FADS3,16.82319026,23.26717657,18.80042363,19.41035791,14.67508028,20.13103987,20.97079102,18.29785991
PLAG1,1.120380509,1.174055571,1.205520836,1.546133917,1.09248195,1.099844171,1.157521457,1.502903655
NXPE3,3.140964725,1.889287005,1.609032462,1.717741281,2.035704284,1.844494338,1.13407404,1.582746636
MRPS17,1.791606856,2.445694986,1.979830928,2.588306773,2.195081572,1.309545313,1.556578286,1.555810732
NPL,12.22608797,10.74573355,10.39010412,9.799647501,10.39389339,10.51090428,15.39686932,11.27476663
ZBTB2,1.643714196,1.363805593,1.192288441,1.470230079,1.755825007,1.427442084,1.71264141,1.174606514
LOC100289098,2.783966817,3.184183598,2.832163769,2.783966817,3.356667846,1.694133861,1.556578286,3.115303138
C3orf49,1.523177708,1.809557752,1.449436658,1.858481608,1.590453586,1.590453586,1.746995263,1.569892382
AP3M2,2.283947674,2.217565767,2.283947674,2.376961752,2.283947674,2.217478117,3.647880242,2.39092892
EID1,4.111343513,4.275825814,7.775076861,3.975487868,3.981304899,2.254355874,3.183583541,3.115303138
XPOT,67.84834666,55.94567509,62.03016485,37.67613295,54.90021805,48.18914853,47.39380121,39.87672281
C5orf51,5.413990967,4.808008153,6.789536188,6.789536188,9.271144117,6.13709327,5.976101576,7.83614642
RP3-486D24.1,9.821885685,16.8290572,14.78384917,14.78384917,14.78384917,14.09571358,15.91382639,14.15465731
TRMT61A,2.13643711,2.682573255,2.380378826,2.111888193,2.185584677,2.132213133,2.079814061,2.224944341
PENK,3.038569824,8.074278779,1.973358345,1.81127723,3.59955634,4.286729494,1.556578286,2.582457988
GPATCH11,3.103483695,2.498325954,2.498325954,1.936220725,2.270313137,1.917815288,1.666612627,2.329917545
GOSR1,8.893175405,7.769132984,7.531816146,7.200188576,9.685091681,5.001298668,5.501087115,7.200188576
PNPT1,3.457288401,2.702213572,4.502756402,3.115303138,2.892133933,3.115303138,5.035265375,3.115303138
C5orf34,1.59965365,1.233272849,1.331731059,1.705571727,1.781252086,1.59965365,1.684991444,1.53965554
C5orf30,4.913755453,7.893051618,7.024348812,3.213783393,5.602904482,4.286890268,3.517643115,6.079919877
LSM3,7.571552641,8.077189077,7.727133096,9.952055127,9.088462026,5.510175298,7.960801727,6.084423311
CACNA1G,21.65282845,14.55127812,25.54294861,21.69553956,10.72628541,15.4505266,9.606494929,13.37854444
C12orf57,1.507460469,3.691322243,3.412367165,3.735103483,2.255276703,2.196958535,1.776457349,2.233425747
C19orf12,16.41358837,15.14638936,19.04419361,10.65922909,15.12978751,15.12978751,8.761531338,17.43138073
ETV6,10.36016861,7.390854186,10.52098932,6.56334483,8.23914116,8.231012798,8.23914116,10.39837617
LSM6,2.344112463,2.428215072,2.643588992,2.283947674,1.979830928,2.070627266,2.354186684,3.685484021
DBT,109.8483467,117.8942516,109.8483467,84.02799734,96.57107473,177.4847103,165.6672576,100.247552
AL022344.5,1.099844171,1.174055571,1.200373377,1.294794879,0.96643909,1.506032927,1.176323183,1.747514803
GGA2,4.530631719,5.996840469,6.370815995,8.643942707,12.88223168,4.461627317,5.401036067,6.997345554
