Genes,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL
NDUFAF2,35.15573582,21.54294912,21.58015019,29.09973807,21.17005668,18.37211317,20.83482565,16.32237517
KRT222,6.239363766,8.696415356,6.199562108,5.201013832,10.46130462,5.284118861,4.887278795,6.811520357
CSRP1,22.90997281,41.90077996,43.21198303,29.56703067,25.65536692,26.57586032,34.11804346,29.18970319
TMBIM4,25.95688882,21.83664049,25.55375513,21.81091469,18.13006732,25.95688882,25.09916681,20.08443935
BUB3,1.331731059,1.510929342,1.556158382,1.556158382,1.170482918,1.463863721,1.763081831,1.331731059
EFEMP2,5.316348976,5.595969184,5.292662626,4.456313006,4.239003001,6.001835841,5.903683197,5.161603801
ABRA,1.144340918,1.112281098,1.497274134,3.159655169,1.848390437,1.068094764,0.871487828,1.226202095
RBM6,2.446012312,3.091900897,3.081672534,2.953350495,3.073783553,2.482989902,3.162099514,3.26806173
RP5-882O7.1,104.5739419,159.6337625,134.6665285,139.2372353,134.6665285,137.8268427,180.6665285,165.9335179
HEY1,130.3169474,116.7310843,123.2067806,114.2748134,118.1537502,114.9795272,107.5487557,144.967253
DDX10,4.211058369,7.065420714,6.238171428,4.841744766,6.862902695,4.143474056,3.235979533,4.337556443
KIAA0907,14.23115079,14.86399795,11.05449397,14.13363943,13.45582725,12.30571158,12.5930767,13.75801762
DDIT4,2.322351278,4.156903794,3.930249695,2.571832094,1.979830928,3.592990128,3.79426251,3.884174817
ZBTB20,24.2138421,26.80669265,23.08457338,18.83757187,23.47934361,42.75571471,42.4847103,32.50266309
CDKN3,2.138837476,2.18613024,1.523177708,2.123456359,1.476519164,1.92143007,1.334241164,1.575096537
MIR4680,18.78075977,14.84457691,13.43225932,15.80148466,18.7258626,13.95672775,17.34047164,21.58397276
NIF3L1,7.939968845,7.746645093,8.00473908,8.00473908,10.91972255,7.521195064,7.16861994,6.430430898
LRRC49,55.26430009,42.70338922,39.21198303,56.18869612,69.50593583,32.89568091,34.08087818,41.45191537
CNOT6L,3.058974537,2.547954516,3.111721032,2.66095751,2.688520676,2.547954516,2.547954516,3.882034948
LOC283070,41.84834666,42.19307506,55.75743757,39.28041594,34.43588122,34.16525613,37.21198307,31.02189787
RSBN1L,2.783966817,2.783966817,2.716662563,3.310870661,2.75469682,1.964358862,2.118447561,2.410624878
UVSSA,5.437103369,4.59658581,4.59658581,4.59658581,5.798416134,4.359408282,5.31498582,9.56048026
USP45,8.630981486,8.310320305,12.33637258,10.52098932,9.091163692,11.82693613,6.304239701,8.001806504
LOC375196,1.331731059,1.334339038,1.207881654,1.53230483,1.475926527,1.069816825,1.051506298,1.157613615
SPA17,7.200188576,9.424737152,7.200188576,6.901180654,7.983005535,5.284118861,5.494183653,5.423155468
PECAM1,11.64744335,15.30832997,9.142230974,6.683871433,6.748002551,19.36873066,17.34047164,21.69819975
STON2,8.878125456,7.890967218,8.91619677,8.84127238,8.878125456,8.101510216,10.59513165,14.64309998
GLRB,20.40376456,28.61902599,24.97626989,24.34992667,33.52704785,18.11050334,14.348753,15.69944675
JUNB,1.726317235,1.700943115,1.979830928,1.683330265,1.322744832,2.287311174,1.946692748,1.683330265
NISCH,29.62603099,35.75743782,39.63984594,36.89967061,41.73339343,25.54999682,34.92554956,35.71323173
DNAJB6,1.979830928,2.720571956,2.31726856,1.683330265,1.979830928,1.248430084,1.556578286,1.590453586
C10orf10,8.360684111,14.01116613,8.001366038,12.10251095,7.17451422,9.11715508,26.96198467,14.49771571
TMEM123,1.523177708,1.700880429,1.523177708,1.387636252,1.891875015,1.582533701,1.875652078,1.590453586
C12orf4,3.513528999,3.673343083,3.391728686,3.288251819,2.500124647,2.637727327,2.525956733,2.327907583
Sep-04,5.910714233,8.78722079,11.42446006,7.989956972,7.471241353,7.521195064,7.007015946,8.78722079
Sep-07,198.9943314,202.2047927,243.9392558,254.3938092,278.1729608,183.5756194,243.155164,214.8322186
RGS14,4.390883088,4.351225914,3.209144676,4.455208375,3.369289078,3.06942651,2.866923842,4.3863172
PDE4DIP,26.50539106,27.30313299,23.35437527,35.81886583,24.12553143,21.23509049,23.48657039,27.13690067
NEFM,3134.228399,2996.878353,2920.938548,2916.178301,3320.214582,2319.737696,2141.69323,2381.939256
DNAJC12,22.57959039,19.54803303,17.07390414,43.59991435,38.66652849,22.31129553,24.03202393,26.79692003
DCTN4,50.22717581,63.49818064,40.69108087,51.4847103,54.54387156,56.08384475,50.63690362,53.76436655
TMEM69,23.79651459,13.94635835,17.47120792,21.82783382,24.12293302,14.17796602,11.40809793,19.66562859
REEP3,12.72789086,13.47339211,11.12227089,8.878125456,10.39389339,10.60456874,12.41029581,16.45117181
PLEKHM3,23.32028763,15.08091092,16.17789251,22.03704495,21.52672468,12.97077046,12.47002472,17.43138073
TRMT12,2.808019624,3.33679581,3.043188956,2.705341834,3.33679581,3.120902447,3.215320219,3.115303138
SCIN,1.194761045,2.240873651,1.194761045,1.470230079,1.621588226,1.194761045,1.357511035,1.781553039
BCAP29,1.401762506,1.35038044,1.436094874,1.310083073,1.274133595,1.200373377,1.379991881,1.190315319
NRP2,1.740722014,1.451772244,1.495230441,1.238133833,2.603400781,1.61997769,1.70121647,1.658854534
TMEM150A,1.980401999,2.219077412,1.94016384,1.823118373,2.283947674,2.045668279,1.94016384,2.271298118
ZFP36L1,7.109286385,14.17921305,7.309230977,10.54833902,9.537631794,10.13608888,33.97541128,21.95392645
Sep-02,32.06314194,50.06358923,30.03018565,28.12344323,33.911256,35.7631987,54.7763427,57.27011593
AGTPBP1,5.128200115,6.257707061,4.946995957,8.04571604,5.326280441,4.3764703,4.773482825,5.955262434
ZNHIT6,1.979830928,2.085993265,1.833417842,2.074818256,2.085993265,2.085993265,1.967980167,2.004618217
THEM4,18.91161131,18.57624744,12.09078028,17.98201238,16.99605096,15.5506841,8.416271628,8.552099269
SDK2,9.993524722,9.51984413,8.459223333,9.814208038,11.84147526,9.957980793,9.617574553,11.6052535
CCNB1,2.637570699,3.291276251,1.997542587,3.999350556,3.955814878,2.19607779,1.978402422,4.453013159
DERA,4.510646095,4.009107626,2.490428666,6.569370048,5.759066779,3.755694162,2.776570942,3.284151467
PDS5B,0.968660044,0.889894772,0.925442763,0.928163232,1.232162059,0.931965254,1.068094764,1.068094764
YBX3,9.814208038,9.543500358,9.814208038,13.33251812,10.71948787,12.36359837,24.00331161,69.71795034
PSRC1,5.195415357,5.725724161,6.722349476,5.611825022,5.611825022,7.20079936,6.468546246,7.200188576
ATP1A2,24.63941121,53.98009706,40.76628119,23.94111484,25.21522293,31.28114559,32.51844824,33.03629211
RNGTT,2.187938207,2.187938207,1.873655556,2.283947674,1.965539837,1.881330585,2.187938207,2.187938207
LRP3,11.90288789,11.23515128,13.26871277,12.12213319,11.53827421,10.55223883,10.40682608,11.02268963
SMAD6,3.131825111,2.937673173,3.121344472,2.084470145,2.154780334,1.997136139,2.154780334,2.451627317
GLMN,4.194030219,3.002902237,3.629408446,4.383968095,5.497140183,1.887674426,3.043188956,3.217429292
PDHB,92.39380121,97.43248251,98.98965352,89.52351217,91.25444898,62.60403459,67.54609716,73.2137892
MNX1,45.25137122,30.57930164,33.02349038,39.16137245,32.47654073,28.94671167,29.52049266,31.77999805
SLC25A18,6.372977048,10.51490477,9.326552295,6.214492523,6.848430624,6.387384732,6.387384732,5.761035036
TUBD1,1.308941688,1.478907236,1.170482918,1.587013448,1.279281959,1.517820213,1.293024897,1.682644547
GOLIM4,4.873952069,4.160079235,4.030092407,2.492065107,3.737217731,3.737217731,4.969975965,6.868545253
CSNK2A1,20.29678316,21.22600621,21.92760201,25.33244382,22.20087143,18.50483163,19.03027462,18.2525764
RNF128,24.04412314,18.88205434,18.72372614,18.09265148,26.84663744,11.85646154,9.115189485,12.43618217
CXorf38,5.139773108,4.946995957,4.946995957,5.525165311,6.539243801,5.945839461,6.516189339,3.425385368
VCL,20.40376456,24.44621511,17.39548943,14.44427477,17.39548943,17.39548943,20.58558274,19.51737713
RRM2B,54.65873899,36.16818577,38.78613544,34.7043037,45.19499815,34.7043037,31.32336146,35.19529888
ETS2,5.722868973,5.394705327,8.467559398,4.997561661,4.997561661,4.3764703,4.876655649,4.997561661
EPB41L2,4.3764703,9.123135759,4.3764703,3.355459388,4.3764703,4.3764703,5.838567856,8.686665632
RPL27A,41.93433655,103.4113317,95.33678739,61.66652848,65.48909041,61.66652848,79.03016485,53.39099442
PLCG2,3.037451045,5.337527573,3.037451045,3.799787573,2.503466551,4.056326746,3.037451045,3.61700513
DGCR6,12.10200206,17.83637948,15.91382639,13.1091133,16.66768621,10.73547395,10.94490844,11.42536401
CRY1,3.210529576,2.256402744,2.511711887,2.256402744,2.256402744,1.764484669,2.256402744,4.193126227
RPL13,99.00820557,146.1172865,134.351059,120.2274953,129.1486499,133.3938012,129.367516,161.14281
KCND3,6.302443492,6.512833227,4.161873857,5.254775611,11.60337998,5.901585849,10.59576761,10.70832106
SLC35F2,2.284226222,2.783966817,2.073327029,2.284226222,1.322744832,2.299950621,1.698741876,1.636346364
CACNA2D3,13.76759102,12.97415104,13.57650028,17.75044064,13.97565823,9.194572403,8.69487661,13.83434891
GSTA4,22.99520547,28.96810055,25.33275329,28.83447433,34.14385521,21.83048651,22.99150015,26.84858754
PGLS,8.311485326,9.189171632,9.464483782,14.00350212,8.271822427,8.067059033,7.109286385,7.660764889
RSRC1,2.706718478,2.205705751,2.650954431,2.366513799,2.472360601,1.752150121,1.868548569,1.611721065
TXNIP,7.899388669,13.25373499,8.360684111,5.163470366,6.880283479,10.00730379,15.91382639,7.944004853
RAB11FIP3,2.321799867,2.988015032,2.810412712,3.503272135,2.909011915,2.688851429,2.05208238,2.447557435
ARMCX2,5.662781965,12.00180202,8.878125456,8.878125456,9.40252022,5.653708886,4.788575484,8.145334233
LIN7C,12.52405706,9.56048026,12.47226698,9.165391403,8.858632225,7.825510139,8.660219125,11.87471503
ENTPD3,24.93995972,34.96147107,25.44766791,35.25185073,42.91037512,21.82429566,21.67876531,32.71371203
CLK1,1.769320622,2.602340794,2.823851001,4.487506996,2.662889366,2.299768223,2.326567723,2.25787357
TMEM9B,8.288020369,10.95538725,8.791383546,7.811664784,8.302026835,7.333911442,8.035042584,8.937756145
BTBD10,33.46935044,38.87794027,37.63096446,46.81978218,48.57561939,31.18159099,27.99986087,30.75745837
MICU3,72.94754173,60.40908815,86.9018717,63.66878172,81.29033216,66.85851725,46.26946302,59.37437725
NEFH,572.1314282,651.2557683,544.6349161,593.1308331,670.8992549,548.7574376,451.4459129,593.1308331
PTPRZ1,4.864790072,10.07217528,14.00205455,7.200188576,8.564363977,7.473031855,11.23515128,13.38498613
APLNR,4.614538051,12.04122682,5.753537841,7.861891366,5.15508529,5.753537841,6.002668869,14.77385857
FAM129A,1.560068569,1.974855607,1.689886897,1.865633853,1.560068569,1.487452926,2.46195163,1.501474094
PIGP,8.953519826,13.2191239,10.52098932,8.984421769,8.182519259,8.458018749,9.291260126,10.52098932
MUT,11.07566654,10.92438953,8.38386824,9.814208038,9.702092156,7.230956213,9.814208038,6.729403285
AFG3L2,289.3091481,272.2919432,226.6118929,287.3624009,310.8247322,203.1806546,190.4451017,233.0877011
APOE,18.50483163,30.1355258,21.58015019,18.12798396,18.12798396,16.82848514,19.70789683,18.12798396
CKAP2,17.44339286,11.17894803,14.26681217,14.26681217,19.50481911,8.705166738,10.33340567,14.26681217
DDR1,65.52849245,84.40202019,100.9197269,71.25661352,77.10149828,81.20655563,112.945277,124.3038006
TNRC6B,40.84834666,32.48599789,36.79848674,33.0115091,36.80069583,33.21198422,43.77107799,34.3346449
TGFBI,3.420371759,5.270303272,3.391156286,7.937382698,15.73200821,5.902839092,12.96387189,10.8018076
FXR1,57.31887223,19.15480189,24.19956307,30.21200383,28.46205787,30.21200383,29.81839005,21.84254599
TRAPPC8,23.30511645,15.51568644,13.01820421,17.63510944,18.95335349,16.02039244,13.24733102,14.75650044
MAP1LC3B,19.23209184,21.19299812,20.7558162,19.23209184,18.68872536,16.68764376,11.99440112,15.25582524
DDX18,1.499575854,1.590453586,1.984065693,2.062429111,2.071455219,1.518002444,1.57939166,1.590453586
S100A6,16.80527232,27.22665036,17.05531895,26.70030354,21.06026126,17.96084757,20.93194738,17.72865177
CAB39,13.80632656,14.54082061,18.03769186,16.71728248,17.28081647,10.90015128,8.360684111,10.88959821
TMEM255A,80.39380121,81.65340801,80.17233746,74.68821627,79.92973555,76.76414477,50.72507185,69.79644673
KPNA3,32.20462556,29.42742941,22.88036241,19.57141438,24.12293302,18.94567142,20.00455305,24.05504456
FAM198B,4.874897249,6.494628829,6.711782441,3.735103483,3.250580079,5.293353826,8.222888856,10.15465605
IPW,18.72161994,14.40342897,20.25481499,10.58753627,10.05092253,11.85805833,12.5930767,21.54765366
PLOD2,2.751342642,3.777487666,3.284056208,3.099025504,1.81557326,3.64088337,2.112078075,2.52657999
TMEM60,9.536621437,12.52790605,9.874857336,10.52098932,15.03467597,5.858803459,8.360684111,10.4721196
RPS2,41.3759704,75.83855603,63.28105307,63.21198303,64.06268901,61.63580301,74.89425846,75.04878591
PQBP1,5.723196843,4.317131609,4.317131609,3.801894015,3.639379883,3.469979694,4.075532113,3.175538081
ZMIZ1,27.30313299,33.48858513,34.09620922,23.72216111,28.22035387,29.30296659,34.45190251,40.06291785
RIMKLB,1.791923374,1.806540975,2.039042818,1.806540975,1.968953369,1.954265263,2.203764704,2.090872721
NBPF10,44.12107394,37.98778826,47.75580479,44.21198303,47.83899504,44.12107394,53.97495947,47.04868766
STXBP5L,17.80153687,7.031167867,12.52262354,13.97565823,7.933886154,8.626547423,8.823582814,7.095654737
ASNSD1,7.80416454,7.756787871,5.300941328,8.835694759,7.80416454,5.301186708,6.83209347,6.631004227
ARMC8,1.687024097,1.351644223,1.523177708,1.457964706,1.457964706,1.314155742,0.942373821,1.414124532
SPIN3,12.55743424,11.61562437,12.55743424,12.55743424,12.55743424,10.41551956,12.55743424,11.60263702
CDK10,4.873245937,4.534959836,5.244746633,5.753537841,5.006545728,3.590531997,4.670974037,5.110448088
LDOC1,28.36642771,34.40986849,36.18269131,37.71507174,38.70707376,25.37231404,29.75394644,25.15018295
MYD88,4.864956351,5.553390411,4.3764703,5.125808101,4.193771751,4.3764703,5.218174286,4.344413846
TMEM97,4.161630689,3.689486512,3.607492958,3.735103483,3.711800073,3.088253572,3.626503408,5.381187267
MTRF1,1.70121647,1.367677191,1.47469271,1.81385934,1.979830928,1.911904287,1.598414346,1.583216848
PTPRN,2.030396829,1.793326348,2.518999633,1.979830928,2.051130893,2.051130893,1.775198327,1.605647937
CPEB3,1.82825586,1.815439459,1.847754505,1.584880798,1.237224356,1.484352899,1.831502646,1.979830928
SH3BGRL,21.31256923,23.84210973,30.710814,23.84210973,23.84210973,19.3624636,15.57392362,19.47894112
NPTXR,6.579989125,9.139398513,7.706375147,9.247478638,7.709908711,5.407443426,5.776514701,5.388715765
SHC2,9.782743973,12.78923479,9.858418967,9.01038062,8.878125456,6.17677917,6.961917058,9.35183858
RP11-209A2.1,1.523177708,2.544990771,2.193780393,3.231054416,2.686937209,2.435436129,2.572314397,2.447557435
CAMKMT,14.5767364,9.826448573,10.52098932,10.52098932,9.275225761,8.369033205,7.48376379,7.35865084
ATAD1,38.40602852,46.98491586,42.4569739,43.4405373,56.59569076,27.1663096,32.54702106,37.66561486
RNF13,8.485574437,11.23515128,8.279946472,6.11819486,8.279946472,7.195021969,8.341634861,6.61394051
MMD,4.300666568,5.338900302,5.827282912,4.300666568,4.193575808,4.3764703,4.004486287,5.367943727
DCTPP1,24.06349115,15.29286525,18.60019684,25.70274638,20.20110422,21.46073553,18.95937709,24.15646208
OCIAD1,32.16531045,34.23627503,49.81743493,38.98937314,42.64225221,23.86248255,23.87146192,29.39387568
MOAP1,42.62144699,56.7307481,56.9581956,62.7871472,60.03916016,46.19361573,35.48471055,55.49861204
GPX1,10.48480235,23.12295304,16.45926533,16.98636434,14.58186285,13.53656661,12.47741821,13.21060147
STK39,150.1013928,165.548697,159.5957889,181.1861664,213.2735119,136.3721008,112.8752795,145.8004729
GPRASP1,10.40840431,13.1059258,17.23805769,17.06764256,20.85897388,12.23573843,13.72082395,14.83764785
INPP4B,1.979830928,1.605256685,1.437371666,1.567317799,1.779887327,1.56939572,1.237393139,1.535246098
RANBP6,69.67653313,78.88783292,88.6178537,76.18201253,61.97274058,53.16132515,54.94542224,64.75743757
PDCD6,7.366530181,4.888467607,7.456987956,9.132832315,7.366530181,7.808573541,7.110731549,5.330915321
ARHGEF26,1.181982501,1.630040984,1.826406592,1.327867986,1.424422005,1.784729282,1.658530185,1.771484053
KIAA1244,43.56116193,28.99224454,38.09919857,32.939261,35.79858603,20.91005328,23.0176058,30.01629514
SCAMP1,3.119815762,2.001396072,3.747654158,3.519402555,3.087014725,1.956081404,1.598198413,2.694695514
KDELR2,4.522439702,2.730889198,3.334055529,4.551061376,2.840440431,4.468436184,2.95388987,4.433022126
SLC25A12,36.72103582,35.27561257,30.06991302,39.93677352,42.57743549,34.98453197,27.30313299,33.57562058
PCMT1,220.7367143,285.2576557,273.9704834,366.1539576,311.0820215,246.6632581,207.8762641,253.8362386
MIR4657,2.283947674,2.056582941,3.748107806,1.618862545,3.913814987,3.44230762,2.819053438,2.283947674
C10orf54,1.842168317,3.62228206,1.979830928,2.083198085,1.979830928,3.569711664,2.415157796,1.979830928
UBR1,19.61728885,19.58811086,16.4725976,14.10862867,24.9486305,23.37603008,22.21643597,22.94370469
PIP5KL1,1.577304973,1.749910539,1.444960324,1.979830928,2.125006234,1.370675352,1.749910539,1.921542579
SMIM17,4.329065956,6.295071607,6.436182876,10.46423143,7.97610047,6.943328053,6.58208384,7.047222848
USP14,30.58174801,27.1947,28.67190278,26.57586032,28.67190278,25.8354537,28.67190278,26.54372928
TUBB2A,1167.72871,1874.13862,1297.030165,4018.045331,3272.696378,1692.474405,1367.031018,2299.422034
SNUPN,10.48480235,12.48924006,13.43020502,13.9390194,15.72002719,13.97565823,12.09486514,12.96001988
YBX1,12.32440156,19.95477732,16.52173022,16.39229189,9.559059107,20.13103987,38.33394345,11.41356883
GNAI1,3.628135434,2.76464141,2.716662563,2.668264635,2.996344069,2.820979857,1.984721933,2.311067706
DIP2C,20.52822847,24.30004338,23.16049902,25.82739996,23.83117058,21.48924109,25.94425079,25.79288489
SMARCA2,75.48023435,66.03016485,72.21747608,68.69036777,89.4626683,68.85084717,64.93925575,77.26726372
MKNK2,76.76619544,53.48270328,83.68620108,43.17457136,49.84671073,74.57561939,95.65838032,45.64014632
DDX27,36.16630716,29.9713671,31.05234873,33.12266788,33.37263628,27.65966436,27.14941076,29.66978411
RPRM,19.86758257,12.35449571,16.17230641,13.69893062,14.27120188,11.01959581,6.006848564,11.44864363
PLA2G12A,2.383446156,2.073139759,2.383446156,1.706625218,2.610023016,1.995012534,2.487438608,2.3054305
MAGED4,5.195415357,8.873079194,8.032163686,8.554618208,8.252847784,7.329549068,8.802131329,8.873079194
FAM181B,2.254749298,2.783966817,2.488816851,1.804692553,2.231043374,2.010980409,2.756018969,3.999219629
PTPN4,1.068094764,1.040336992,0.998238193,1.067128364,1.079433941,1.241394128,1.200373377,1.200373377
UBE2D4,24.07691311,22.86595291,22.50644797,24.54953511,26.38572561,24.95821981,21.33388778,27.12118501
SPARC,29.18749934,67.03929258,33.30289331,32.939261,29.27052537,41.51234486,63.14750002,71.30289212
MRPL9,2.202731589,2.7679141,2.795090026,2.283947674,2.443778018,1.885572655,1.715400003,2.026509067
WAPAL,2.281035941,2.397956388,2.066421519,2.066421519,1.607125998,1.718304268,2.706187345,2.017619177
PSMG2,16.73763103,18.78529354,19.12252972,18.78529354,20.05929687,18.68310076,12.87049832,16.37381829
CNTNAP4,6.092615108,6.222332483,8.710881906,7.173329537,8.329496046,7.175316992,11.18125471,7.400261855
TNFSF13B,2.274141953,1.529699041,1.529699041,1.529699041,1.51937697,1.434702871,1.776249376,2.287311174
TMEM237,1.825244217,2.744120962,2.716662563,2.585438302,2.319643308,2.178858141,2.306219134,2.716662563
THSD7A,2.706718478,2.639318568,2.785415128,2.250924433,2.706718478,2.026046878,2.151685992,3.016898527
Sep-08,4.141563272,4.478994136,3.697184123,4.836151947,2.780134694,4.212195538,5.017370939,3.999219629
