gene.name,SUID,annotation.name.1,annotation.name,annotations,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,Ensembl.Gene.ID.1,Ensembl.Protein.ID.1,Ensembl.Gene.ID,Ensembl.Protein.ID,Entrez.Gene.ID.1,Entrez.Gene.ID,IsSingleNode,log.score.1,log.score,name,NeighborhoodConnectivity,node.type.1,node.type,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,RefSeq.mRNA.ID.1,RefSeq.Protein.ID.1,RefSeq.mRNA.ID,RefSeq.Protein.ID,score,selected,SelfLoops,shared.name.1,shared.name,Stress,sumRank,Synonym,TopologicalCoefficient,Uniprot.ID.1,Uniprot.ID,RankVar
CHD1,17579,,,,1.65443425,0.01502873,0.60443623,0.25415713,115,3,ENSG00000153922,ENSP00000422589,ENSG00000153922,ENSP00000422589,1105,1105,FALSE,-0.188070817,-0.188070817,H__sapiens__1_-Hs:719072,56.48695652,query,query,0,115,0,0.83639144,NM_001270,NP_001261,NM_001270,NP_001261,0.828556029,FALSE,0,H__sapiens__1_-Hs:719072,H__sapiens__1_-Hs:719072,25124,296,,0.17380602,O14646,O14646,5887.866667
CHPT1,17384,,,,2.05810398,0.00093846,0.4858841,0.22222222,19,3,ENSG00000111666,ENSP00000448831,ENSG00000111666,ENSP00000448831,56994,56994,FALSE,-0.074558212,-0.074558212,H__sapiens__1_-Hs:713233,52.15789474,query,query,0,19,0,0.73547401,NM_020244,NP_064629,NM_020244,NP_064629,0.928153443,FALSE,0,H__sapiens__1_-Hs:713233,H__sapiens__1_-Hs:713233,1564,313.7142857,,0.18136805,Q8WUD6,Q8WUD6,7055.2
CHSY1,17625,,,,1.78593272,0.00960224,0.55993151,0.21048513,72,3,ENSG00000131873,ENSP00000254190,ENSG00000131873,ENSP00000254190,22856,22856,FALSE,-0.12670949,-0.12670949,H__sapiens__1_-Hs:715841,49.76388889,query,query,0,72,0,0.80351682,NM_014918,NP_055733,NM_014918,NP_055733,0.880989571,FALSE,0,H__sapiens__1_-Hs:715841,H__sapiens__1_-Hs:715841,15892,397.1428571,KIAA0990,0.15311966,Q86X52,Q86X52,5522.266667
CLIC4,17629,,,,1.87461774,0.0037248,0.53344209,0.2394775,53,3,ENSG00000169504,ENSP00000436538,ENSG00000169504,ENSP00000436538,25932,25932,FALSE,-0.134300007,-0.134300007,H__sapiens__1_-Hs:722033,49.52830189,query,query,0,53,0,0.78134557,NM_013943,NP_039234,NM_013943,NP_039234,0.874327721,FALSE,0,H__sapiens__1_-Hs:722033,H__sapiens__1_-Hs:722033,6526,521.7142857,P64H1,0.1572327,Q9Y696,Q9Y696,197.8666667
CLK4,17688,RNA splicing,RNA splicing,GO:0008380,1.98470948,0.0010323,0.50385208,0.37237237,37,3,ENSG00000113240,ENSP00000430892,ENSG00000113240,ENSP00000430892,57396,57396,FALSE,-0.107857391,-0.107857391,H__sapiens__1_-Hs:713468,56.91891892,query,query,0,37,0,0.75382263,NM_020666,NP_065717,NM_020666,NP_065717,0.897755615,FALSE,0,H__sapiens__1_-Hs:713468,H__sapiens__1_-Hs:713468,1968,347.1428571,,0.19294549,Q9HAZ1,Q9HAZ1,3985.5
CMTM6,17687,,,,1.96024465,0.0012018,0.51014041,0.21572581,32,3,ENSG00000091317,ENSP00000205636,ENSG00000091317,ENSP00000205636,54918,54918,FALSE,-0.0790793,-0.0790793,H__sapiens__1_-Hs:711215,49.5,query,query,0,32,0,0.75993884,NM_017801,NP_060271,NM_017801,NP_060271,0.923966651,FALSE,0,H__sapiens__1_-Hs:711215,H__sapiens__1_-Hs:711215,2068,242.8571429,FLJ20396,0.16156046,Q9NX76,Q9NX76,7919.466667
CNOT1,17541,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,GO:0031124|GO:0031123|GO:0006397,1.95412844,0.001155,0.51173709,0.31628788,33,3,ENSG00000125107,ENSP00000458057,ENSG00000125107,ENSP00000458057,23019,23019,FALSE,-0.156449909,-0.156449909,H__sapiens__1_-Hs:714933,59.48484848,query,query,0,33,0,0.76146789,NM_206999,NP_996882,NM_206999,NP_996882,0.855174353,FALSE,0,H__sapiens__1_-Hs:714933,H__sapiens__1_-Hs:714933,2316,334.2857143,NOT1H,0.19303424,CNOT1_HUMAN,CNOT1_HUMAN,6913.2
CNOT6,17697,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,GO:0031124|GO:0031123|GO:0006397,1.94801223,0.00079686,0.5133438,0.36186186,37,3,ENSG00000113300,ENSP00000422087,ENSG00000113300,ENSP00000422087,57472,57472,FALSE,-0.105089695,-0.105089695,H__sapiens__1_-Hs:713478,61.59459459,query,query,0,37,0,0.76299694,NM_015455,NP_056270,NM_015455,NP_056270,0.900243771,FALSE,0,H__sapiens__1_-Hs:713478,H__sapiens__1_-Hs:713478,1498,212.2857143,KIAA1194,0.20063386,Q9ULM6,Q9ULM6,5352.166667
COL4A1,17513,,,,1.98165138,0.00182072,0.50462963,0.31746032,36,3,ENSG00000187498,ENSP00000443348,ENSG00000187498,ENSP00000443348,1282,1282,FALSE,-0.145611969,-0.145611969,H__sapiens__1_-Hs:726044,42.75,query,query,0,36,0,0.75458716,NM_001845,NP_001836,NM_001845,NP_001836,0.864493088,FALSE,0,H__sapiens__1_-Hs:726044,H__sapiens__1_-Hs:726044,3332,474.5714286,,0.14393939,P02462,P02462,1607.766667
CPOX,17525,,,,1.89296636,0.00292519,0.52827141,0.21881607,44,3,ENSG00000080819,ENSP00000425880,ENSG00000080819,ENSP00000425880,1371,1371,FALSE,-0.146093305,-0.146093305,H__sapiens__1_-Hs:710796,51.97727273,query,query,0,44,0,0.77675841,NM_000097,NP_000088,NM_000097,NP_000088,0.864077077,FALSE,0,H__sapiens__1_-Hs:710796,H__sapiens__1_-Hs:710796,4434,172.5714286,,0.16345054,P36551,P36551,1166.666667
CPSF6,17425,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,mRNA 3'-end processing|RNA 3'-end processing|mRNA processing,GO:0031124|GO:0031123|GO:0006397,1.93272171,0.00185099,0.51740506,0.30609756,41,3,ENSG00000111605,ENSP00000450206,ENSG00000111605,ENSP00000450206,11052,11052,FALSE,-0.112451799,-0.112451799,H__sapiens__1_-Hs:713221,57.46341463,query,query,0,41,0,0.76681957,NM_007007,NP_008938,NM_007007,NP_008938,0.893640421,FALSE,0,H__sapiens__1_-Hs:713221,H__sapiens__1_-Hs:713221,3532,280,HPBRII-7,0.1870978,Q16630,Q16630,6593.066667
CPSF7,17538,"RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing","RNA splicing|termination of RNA polymerase II transcription|mRNA 3'-end processing|mRNA splicing, via spliceosome|RNA splicing, via transesterification reactions|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile|RNA 3'-end processing|mRNA processing",GO:0008380|GO:0006369|GO:0031124|GO:0000398|GO:0000375|GO:0000377|GO:0031123|GO:0006397,1.86238532,0.00503339,0.53694581,0.18989899,55,3,ENSG00000149532,ENSP00000446330,ENSG00000149532,ENSP00000446330,79869,79869,FALSE,-0.154648487,-0.154648487,H__sapiens__1_-Hs:718590,46.96363636,query,query,0,55,0,0.78440367,NM_024811,NP_079087,NM_024811,NP_079087,0.856716271,FALSE,0,H__sapiens__1_-Hs:718590,H__sapiens__1_-Hs:718590,7404,305.7142857,FLJ12529,0.14815027,Q8N684,Q8N684,1381.466667
CREB3L2,17450,,,,1.85015291,0.00518895,0.54049587,0.17104377,55,3,ENSG00000182158,ENSP00000410314,ENSG00000182158,ENSP00000410314,64764,64764,FALSE,-0.125822477,-0.125822477,H__sapiens__1_-Hs:724682,46.6,query,query,0,55,0,0.78746177,NM_194071,NP_919047,NM_194071,NP_919047,0.881771367,FALSE,0,H__sapiens__1_-Hs:724682,H__sapiens__1_-Hs:724682,7558,315.1428571,TCAG_1951439,0.14517134,Q70SY1,Q70SY1,6403.366667
CREG1,17503,,,,1.81957187,0.00798951,0.54957983,0.1780754,64,3,ENSG00000143162,ENSP00000359540,ENSG00000143162,ENSP00000359540,8804,8804,FALSE,-0.143693019,-0.143693019,H__sapiens__1_-Hs:717685,45.390625,query,query,0,64,0,0.79510703,NM_003851,NP_003842,NM_003851,NP_003842,0.8661536,FALSE,0,H__sapiens__1_-Hs:717685,H__sapiens__1_-Hs:717685,12588,435.4285714,CREG,0.14096467,O75629,O75629,4507.2
CRISPLD2,17387,,,,2.09480122,0.00150036,0.47737226,0.32804233,28,3,ENSG00000103196,ENSP00000463171,ENSG00000103196,ENSP00000463171,83716,83716,FALSE,-0.072010552,-0.072010552,H__sapiens__1_-Hs:712073,37.71428571,query,query,0,28,0,0.72629969,NM_031476,NP_113664,NM_031476,NP_113664,0.930521077,FALSE,0,H__sapiens__1_-Hs:712073,H__sapiens__1_-Hs:712073,2038,304.5714286,LCRISP2,0.14072495,Q9H0B8,Q9H0B8,1627.466667
CRLF3,17560,,,,1.78593272,0.00623397,0.55993151,0.24961948,73,3,ENSG00000176390,ENSP00000463689,ENSG00000176390,ENSP00000463689,51379,51379,FALSE,-0.168163971,-0.168163971,H__sapiens__1_-Hs:723540,55.1369863,query,query,0,73,0,0.80351682,NM_015986,NP_057070,NM_015986,NP_057070,0.845215232,FALSE,0,H__sapiens__1_-Hs:723540,H__sapiens__1_-Hs:723540,9638,153.7142857,CYTOR4,0.17017588,Q8IUI8,Q8IUI8,2330.666667
CRY1,17539,,,,1.81345566,0.00459489,0.55143339,0.27725011,67,3,ENSG00000008405,ENSP00000447738,ENSG00000008405,ENSP00000447738,1407,1407,FALSE,-0.155767351,-0.155767351,H__sapiens__1_-Hs:709496,58.17910448,query,query,0,67,0,0.79663609,NM_004075,NP_004066,NM_004075,NP_004066,0.855758259,FALSE,0,H__sapiens__1_-Hs:709496,H__sapiens__1_-Hs:709496,8390,240.5714286,PHLL1,0.18124332,Q16526,Q16526,9290.266667
CTBP2,17502,,,,1.9266055,0.00245824,0.51904762,0.15630252,35,3,ENSG00000175029,ENSP00000436285,ENSG00000175029,ENSP00000436285,1488,1488,FALSE,-0.138651171,-0.138651171,H__sapiens__1_-Hs:723262,45.4,query,query,0,35,0,0.76834862,NM_022802,NP_073713,NM_022802,NP_073713,0.870531642,FALSE,0,H__sapiens__1_-Hs:723262,H__sapiens__1_-Hs:723262,3846,301.7142857,ribeye,0.14367089,P56545,P56545,9859.2
CTSH,17652,,,,2.13761468,0.00072327,0.46781116,0.31601732,22,3,ENSG00000103811,ENSP00000435329,ENSG00000103811,ENSP00000435329,1512,1512,FALSE,-0.139793658,-0.139793658,H__sapiens__1_-Hs:712151,39.68181818,query,query,0,22,0,0.71559633,NM_004390,NP_004381,NM_004390,NP_004381,0.869537639,FALSE,0,H__sapiens__1_-Hs:712151,H__sapiens__1_-Hs:712151,1050,358.2857143,CPSB,0.15345314,P09668,P09668,6791.6
DDX18,17641,,,,1.83792049,0.00293047,0.54409318,0.30333139,59,3,ENSG00000088205,ENSP00000415604,ENSG00000088205,ENSP00000415604,8886,8886,FALSE,-0.150523884,-0.150523884,H__sapiens__1_-Hs:711054,56.74576271,query,query,0,59,0,0.79051988,NM_006773,NP_006764,NM_006773,NP_006764,0.860257183,FALSE,0,H__sapiens__1_-Hs:711054,H__sapiens__1_-Hs:711054,5576,245.7142857,MrDb,0.17677808,Q9NVP1,Q9NVP1,5909.066667
DDX21,17581,,,,1.71253823,0.01281165,0.58392857,0.21779913,94,2,ENSG00000165732,ENSP00000346120,ENSG00000165732,ENSP00000346120,9188,9188,FALSE,-0.189514427,-0.189514427,H__sapiens__1_-Hs:721078,51.73404255,query,query,0,94,0,0.82186544,NM_004728,NP_004719,NM_004728,NP_004719,0.827360781,FALSE,0,H__sapiens__1_-Hs:721078,H__sapiens__1_-Hs:721078,20110,272.5714286,RH-II/GU,0.15820808,Q9NR30,Q9NR30,2536
DENND4A,17465,,,,1.82568807,0.00467346,0.54773869,0.23661202,61,3,ENSG00000174485,ENSP00000457358,ENSG00000174485,ENSP00000457358,10260,10260,FALSE,-0.13093057,-0.13093057,H__sapiens__1_-Hs:723159,55.55737705,query,query,0,61,0,0.79357798,NM_005848,NP_005839,NM_005848,NP_005839,0.877278681,FALSE,0,H__sapiens__1_-Hs:723159,H__sapiens__1_-Hs:723159,8376,176,MYCPBP,0.17200426,Q7Z401,Q7Z401,2956.266667
DERL1,17389,,,,2.04892966,0.00046684,0.4880597,0.34736842,20,3,ENSG00000136986,ENSP00000430086,ENSG00000136986,ENSP00000430086,79139,79139,FALSE,-0.074809659,-0.074809659,H__sapiens__1_-Hs:716731,57.15,query,query,0,20,0,0.73776758,NM_024295,NP_077271,NM_024295,NP_077271,0.927920091,FALSE,0,H__sapiens__1_-Hs:716731,H__sapiens__1_-Hs:716731,1026,326,PRO2577,0.19639175,Q9BUN8,Q9BUN8,4283.766667
DHX29,17672,,,,1.83180428,0.00452918,0.54590985,0.26666667,61,3,ENSG00000067248,ENSP00000421435,ENSG00000067248,ENSP00000421435,54505,54505,FALSE,-0.154081503,-0.154081503,H__sapiens__1_-Hs:710291,56.60655738,query,query,0,61,0,0.79204893,NM_019030,NP_061903,NM_019030,NP_061903,0.857202153,FALSE,0,H__sapiens__1_-Hs:710291,H__sapiens__1_-Hs:710291,7862,241.1428571,DDX29,0.17634442,Q7Z478,Q7Z478,4961.866667
DIDO1,17451,,,,1.89602446,0.00144429,0.52741935,0.36060606,45,3,ENSG00000101191,ENSP00000378752,ENSG00000101191,ENSP00000378752,11083,11083,FALSE,-0.101020248,-0.101020248,H__sapiens__1_-Hs:711757,60.48888889,query,query,0,45,0,0.77599388,NM_080797,NP_542987,NM_080797,NP_542987,0.90391473,FALSE,0,H__sapiens__1_-Hs:711757,H__sapiens__1_-Hs:711757,2894,258.5714286,KIAA0333,0.19142053,Q9BTC0,Q9BTC0,4937.366667
DIP2A,17386,,,,2.01529052,0.00163745,0.49620637,0.37689394,33,3,ENSG00000160305,ENSP00000430249,ENSG00000160305,ENSP00000430249,23181,23181,FALSE,-0.080362991,-0.080362991,H__sapiens__1_-Hs:719857,45.54545455,query,query,0,33,0,0.74617737,NM_206891,NP_996774,NM_206891,NP_996774,0.922781325,FALSE,0,H__sapiens__1_-Hs:719857,H__sapiens__1_-Hs:719857,2954,303.7142857,KIAA0184,0.15759673,Q14689,Q14689,11129.36667
EDNRB,17455,,,,1.96024465,0.00133211,0.51014041,0.23106061,33,3,ENSG00000136160,ENSP00000403401,ENSG00000136160,ENSP00000403401,1910,1910,FALSE,-0.128922327,-0.128922327,H__sapiens__1_-Hs:716570,48.12121212,query,query,0,33,0,0.75993884,NM_003991,NP_003982,NM_003991,NP_003982,0.879042241,FALSE,0,H__sapiens__1_-Hs:716570,H__sapiens__1_-Hs:716570,2590,413.7142857,HSCR2,0.15674662,P24530,P24530,4378.266667
EEF1A1,17596,,,,1.89602446,0.00378888,0.52741935,0.16341463,41,3,ENSG00000156508,ENSP00000392366,ENSG00000156508,ENSP00000392366,1915,1915,FALSE,-0.217587926,-0.217587926,H__sapiens__1_-Hs:719377,46.29268293,query,query,0,41,0,0.77599388,NM_001402,NP_001393,NM_001402,NP_001393,0.804456869,FALSE,0,H__sapiens__1_-Hs:719377,H__sapiens__1_-Hs:719377,5902,369.1428571,LENG7,0.14466463,P68104,P68104,16202.26667
EFEMP1,17419,,,,2.15902141,0.00094492,0.4631728,0.32246377,24,3,ENSG00000115380,ENSP00000408195,ENSG00000115380,ENSP00000408195,2202,2202,FALSE,-0.108711934,-0.108711934,H__sapiens__1_-Hs:713734,37.5,query,query,0,24,0,0.71024465,NM_001039349,NP_001034438,NM_001039349,NP_001034438,0.896988772,FALSE,0,H__sapiens__1_-Hs:713734,H__sapiens__1_-Hs:713734,1216,324,S1-5,0.14983333,Q12805,Q12805,8358.8
EIF3E,17594,,,,1.78287462,0.00838225,0.56089194,0.22162162,75,3,ENSG00000104408,ENSP00000430839,ENSG00000104408,ENSP00000430839,3646,3646,FALSE,-0.216698737,-0.216698737,H__sapiens__1_-Hs:712213,51.92,query,query,0,75,0,0.80428135,NM_001568,NP_001559,NM_001568,NP_001559,0.805172501,FALSE,0,H__sapiens__1_-Hs:712213,H__sapiens__1_-Hs:712213,12740,376.2857143,EIF3S6,0.16074303,P60228,P60228,10297.9
ENPP2,17478,,,,1.89602446,0.00480274,0.52741935,0.17575758,45,3,ENSG00000136960,ENSP00000429476,ENSG00000136960,ENSP00000429476,5168,5168,FALSE,-0.119230403,-0.119230403,H__sapiens__1_-Hs:716729,40.88888889,query,query,0,45,0,0.77599388,NM_006209,NP_006200,NM_006209,NP_006200,0.887603271,FALSE,0,H__sapiens__1_-Hs:716729,H__sapiens__1_-Hs:716729,6930,354.5714286,PDNP2,0.12939522,Q13822,Q13822,14474.96667
EPS8,17585,,,,1.81039755,0.01006106,0.55236486,0.18368298,66,3,ENSG00000151491,ENSP00000445985,ENSG00000151491,ENSP00000445985,2059,2059,FALSE,-0.191612256,-0.191612256,H__sapiens__1_-Hs:718783,44.27272727,query,query,0,66,0,0.79740061,NM_004447,NP_004438,NM_004447,NP_004438,0.825626939,FALSE,0,H__sapiens__1_-Hs:718783,H__sapiens__1_-Hs:718783,15864,348.8571429,,0.13706727,Q12929,Q12929,6175.9
ERBB4,17642,,,,2.27217125,0.00020399,0.44010767,0.11111111,9,3,ENSG00000178568,ENSP00000405564,ENSG00000178568,ENSP00000405564,2066,2066,FALSE,-0.150795464,-0.150795464,H__sapiens__1_-Hs:723987,43.66666667,query,query,0,9,0,0.68195719,NM_005235,NP_005226,NM_005235,NP_005226,0.860023587,FALSE,0,H__sapiens__1_-Hs:723987,H__sapiens__1_-Hs:723987,326,307.1428571,,0.19174041,Q15303,Q15303,12716.56667
ERP44,17422,,,,1.93577982,0.00246124,0.51658768,0.15396825,36,3,ENSG00000023318,ENSP00000262455,ENSG00000023318,ENSP00000262455,23071,23071,FALSE,-0.110855959,-0.110855959,H__sapiens__1_-Hs:709706,44.13888889,query,query,0,36,0,0.76605505,NM_015051,NP_055866,NM_015051,NP_055866,0.895067666,FALSE,0,H__sapiens__1_-Hs:709706,H__sapiens__1_-Hs:709706,3382,255.4285714,TXNDC4,0.1414708,Q9BS26,Q9BS26,2662.4
ESF1,17681,,,,2.00917431,0.00113078,0.49771689,0.3315508,34,3,ENSG00000089048,ENSP00000202816,ENSG00000089048,ENSP00000202816,51575,51575,FALSE,-0.086586259,-0.086586259,H__sapiens__1_-Hs:711100,51.23529412,query,query,0,34,0,0.74770642,NM_016649,NP_057733,NM_016649,NP_057733,0.917056441,FALSE,0,H__sapiens__1_-Hs:711100,H__sapiens__1_-Hs:711100,2056,282.2857143,C20orf6,0.17667343,Q9H501,Q9H501,12121.46667
FAM129A,17694,,,,1.97553517,0.00182547,0.50619195,0.21344538,35,3,ENSG00000135842,ENSP00000414039,ENSG00000135842,ENSP00000414039,116496,116496,FALSE,-0.101147672,-0.101147672,H__sapiens__1_-Hs:716497,45.71428571,query,query,0,35,0,0.75611621,NM_052966,NP_443198,NM_052966,NP_443198,0.903799557,FALSE,0,H__sapiens__1_-Hs:716497,H__sapiens__1_-Hs:716497,2888,221.1428571,NIBAN,0.15238095,Q9BZQ8,Q9BZQ8,10104.8
FAM65B,17639,,,,1.95412844,0.00117341,0.51173709,0.33143939,33,3,ENSG00000111913,ENSP00000455145,ENSG00000111913,ENSP00000455145,9750,9750,FALSE,-0.147927563,-0.147927563,H__sapiens__1_-Hs:713294,52.87878788,query,query,0,33,0,0.76146789,NM_015864,NP_056948,NM_015864,NP_056948,0.862493589,FALSE,0,H__sapiens__1_-Hs:713294,H__sapiens__1_-Hs:713294,2150,172,MYONAP,0.17112876,Q9Y4F9,Q9Y4F9,5978.666667
FHL1,17554,,,,1.93272171,0.00323016,0.51740506,0.20325203,42,3,ENSG00000022267,ENSP00000444815,ENSG00000022267,ENSP00000444815,2273,2273,FALSE,-0.16526968,-0.16526968,H__sapiens__1_-Hs:709694,40,query,query,0,42,0,0.76681957,NM_001449,NP_001440,NM_001449,NP_001440,0.847665075,FALSE,0,H__sapiens__1_-Hs:709694,H__sapiens__1_-Hs:709694,4930,489.7142857,XMPMA,0.13029316,Q13642,Q13642,3965.866667
FLNC,17571,,,,2.20795107,0.00087725,0.45290859,0.18128655,19,3,ENSG00000128591,ENSP00000344002,ENSG00000128591,ENSP00000344002,2318,2318,FALSE,-0.180894723,-0.180894723,H__sapiens__1_-Hs:715366,35.63157895,query,query,0,19,0,0.69801223,NM_001458,NP_001449,NM_001458,NP_001449,0.83452321,FALSE,0,H__sapiens__1_-Hs:715366,H__sapiens__1_-Hs:715366,1364,272.2857143,FLN2,0.14886589,Q14315,Q14315,7675.766667
FOXN3,17426,,,,1.9235474,0.00181749,0.51987281,0.22222222,36,3,ENSG00000053254,ENSP00000452444,ENSG00000053254,ENSP00000452444,1112,1112,FALSE,-0.113061489,-0.113061489,H__sapiens__1_-Hs:709989,55.11111111,query,query,0,36,0,0.76911315,NM_005197,NP_005188,NM_005197,NP_005188,0.893095743,FALSE,0,H__sapiens__1_-Hs:709989,H__sapiens__1_-Hs:709989,3246,315.7142857,CHES1,0.17440225,O00409,O00409,11317.76667
GCH1,17573,,,,1.82262997,0.00594404,0.54865772,0.18700565,60,3,ENSG00000131979,ENSP00000445246,ENSG00000131979,ENSP00000445246,2643,2643,FALSE,-0.182427132,-0.182427132,H__sapiens__1_-Hs:715854,49.2,query,query,0,60,0,0.79434251,NM_001024071,NP_001019242,NM_001024071,NP_001019242,0.833245358,FALSE,0,H__sapiens__1_-Hs:715854,H__sapiens__1_-Hs:715854,9428,173.4285714,GTPCH1,0.15138462,P30793,P30793,7878.166667
GIN1,17421,,,,1.98470948,0.00167361,0.50385208,0.24431818,33,3,ENSG00000263031,ENSP00000460915,ENSG00000263031,ENSP00000460915,54826,54826,FALSE,-0.094263054,-0.094263054,H__sapiens__1_-Hs:718094,50.63636364,query,query,0,33,0,0.75382263,NM_017676,NP_060146,NM_017676,NP_060146,0.91004334,FALSE,0,H__sapiens__1_-Hs:718094,H__sapiens__1_-Hs:718094,2614,117.7142857,ZH2C2,0.16935239,Q9NXP7,Q9NXP7,7709.066667
GNA13,17640,,,,1.86850153,0.00273835,0.53518822,0.28653061,50,3,ENSG00000120063,ENSP00000439647,ENSG00000120063,ENSP00000439647,10672,10672,FALSE,-0.150266494,-0.150266494,H__sapiens__1_-Hs:714320,55.64,query,query,0,50,0,0.78287462,NM_006572,NP_006563,NM_006572,NP_006563,0.860478633,FALSE,0,H__sapiens__1_-Hs:714320,H__sapiens__1_-Hs:714320,4968,316.5714286,MGC46138,0.173875,Q14344,Q14344,10060.26667
GNAI3,17561,,,,1.86544343,0.0028245,0.53606557,0.2962963,54,3,ENSG00000065135,ENSP00000358867,ENSG00000065135,ENSP00000358867,2773,2773,FALSE,-0.169900355,-0.169900355,H__sapiens__1_-Hs:710198,58.38888889,query,query,0,54,0,0.78363914,NM_006496,NP_006487,NM_006496,NP_006487,0.843748888,FALSE,0,H__sapiens__1_-Hs:710198,H__sapiens__1_-Hs:710198,5162,252.2857143,87U6,0.18419208,P08754,P08754,4777.766667
GOLGA7,17483,,,,1.85932722,0.00476344,0.53782895,0.19217331,54,3,ENSG00000147533,ENSP00000429480,ENSG00000147533,ENSP00000429480,51125,51125,FALSE,-0.107258983,-0.107258983,H__sapiens__1_-Hs:718350,48.61111111,query,query,0,54,0,0.7851682,NM_016099,NP_057183,NM_016099,NP_057183,0.898293,FALSE,0,H__sapiens__1_-Hs:718350,H__sapiens__1_-Hs:718350,6776,375.1428571,HSPC041,0.15238593,Q7Z5G4,Q7Z5G4,10342.56667
GPNMB,17517,,,,2.02446483,0.00125317,0.4939577,0.30804598,30,3,ENSG00000136235,ENSP00000445266,ENSG00000136235,ENSP00000445266,10457,10457,FALSE,-0.122845296,-0.122845296,H__sapiens__1_-Hs:716580,42.1,query,query,0,30,0,0.74388379,NM_002510,NP_002501,NM_002510,NP_002501,0.884400473,FALSE,0,H__sapiens__1_-Hs:716580,H__sapiens__1_-Hs:716580,2304,487.7142857,HGFIN,0.14606481,Q14956,Q14956,739.5
GSAP,17460,,,,1.8440367,0.00637628,0.54228856,0.20864991,59,3,ENSG00000186088,ENSP00000415402,ENSG00000186088,ENSP00000415402,54103,54103,FALSE,-0.130557955,-0.130557955,H__sapiens__1_-Hs:725722,49.59322034,query,query,0,59,0,0.78899083,NM_017439,NP_059135,NM_017439,NP_059135,0.87760563,FALSE,0,H__sapiens__1_-Hs:725722,H__sapiens__1_-Hs:725722,10554,125.4285714,PION,0.15546464,GSAP_HUMAN,GSAP_HUMAN,1166.966667
GSPT1,17534,,,,2,0.00065274,0.5,0.27384615,26,3,ENSG00000103342,ENSP00000456897,ENSG00000103342,ENSP00000456897,2935,2935,FALSE,-0.153797044,-0.153797044,H__sapiens__1_-Hs:712100,56,query,query,0,26,0,0.75,NM_002094,NP_002085,NM_002094,NP_002085,0.857446027,FALSE,0,H__sapiens__1_-Hs:712100,H__sapiens__1_-Hs:712100,1214,377.1428571,ETF3A,0.18604651,P15170,P15170,11775.6
HCFC2,17388,,,,2.12232416,0.00068496,0.47118156,0.18954248,18,3,ENSG00000111727,ENSP00000447952,ENSG00000111727,ENSP00000447952,29915,29915,FALSE,-0.081123538,-0.081123538,H__sapiens__1_-Hs:713253,45.33333333,query,query,0,18,0,0.71941896,NM_013320,NP_037452,NM_013320,NP_037452,0.922079773,FALSE,0,H__sapiens__1_-Hs:713253,H__sapiens__1_-Hs:713253,1180,133.4285714,HCF-2,0.16894693,Q9Y5Z7,Q9Y5Z7,1922.166667
HCLS1,17595,,,,1.82568807,0.01028774,0.54773869,0.17921147,63,3,ENSG00000180353,ENSP00000420507,ENSG00000180353,ENSP00000420507,3059,3059,FALSE,-0.21710626,-0.21710626,H__sapiens__1_-Hs:724341,42.57142857,query,query,0,63,0,0.79357798,NM_005335,NP_005326,NM_005335,NP_005326,0.804844442,FALSE,0,H__sapiens__1_-Hs:724341,H__sapiens__1_-Hs:724341,13666,241.4285714,CTTNL,0.13262127,P14317,P14317,13801.76667
HEATR3,17410,,,,2.13761468,0.00021586,0.46781116,0.27272727,12,3,ENSG00000155393,ENSP00000299192,ENSG00000155393,ENSP00000299192,55027,55027,FALSE,-0.061767764,-0.061767764,H__sapiens__1_-Hs:719250,55.75,query,query,0,12,0,0.71559633,NM_182922,NP_891552,NM_182922,NP_891552,0.940101187,FALSE,0,H__sapiens__1_-Hs:719250,H__sapiens__1_-Hs:719250,346,48,FLJ20718,0.20648148,Q7Z4Q2,Q7Z4Q2,688.8
HEXB,17531,,,,1.82874618,0.00668508,0.54682274,0.19508197,61,3,ENSG00000049860,ENSP00000426384,ENSG00000049860,ENSP00000426384,3074,3074,FALSE,-0.151179903,-0.151179903,H__sapiens__1_-Hs:709953,42.45901639,query,query,0,61,0,0.79281346,NM_000521,NP_000512,NM_000521,NP_000512,0.859693024,FALSE,0,H__sapiens__1_-Hs:709953,H__sapiens__1_-Hs:709953,9500,329.1428571,,0.1318603,P07686,P07686,7853.6
