Gene 1	Gene 2	Weight	Network group	Network
UBC	PFN1	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	DYNC1H1	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	HNRNPA2B1	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	HNRNPA1	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	TARDBP	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	VCP	0.069504805	Physical interactions	Zhou-Liang-2012
LMNA	UBC	0.069504805	Physical interactions	Zhou-Liang-2012
ILF3	UBC	0.069504805	Physical interactions	Zhou-Liang-2012
EEF1D	UBC	0.069504805	Physical interactions	Zhou-Liang-2012
UBC	SMN2	0.059028134	Physical interactions	Altun-Kessler-2011
UBC	SQSTM1	0.059028134	Physical interactions	Altun-Kessler-2011
UBC	SMN1	0.059028134	Physical interactions	Altun-Kessler-2011
UBC	TARDBP	0.059028134	Physical interactions	Altun-Kessler-2011
UBC	VCP	0.059028134	Physical interactions	Altun-Kessler-2011
DDX20	UBC	0.059028134	Physical interactions	Altun-Kessler-2011
USP36	UBC	0.059028134	Physical interactions	Altun-Kessler-2011
DYNLT1	UBC	0.059028134	Physical interactions	Altun-Kessler-2011
YBX1	UBC	0.059028134	Physical interactions	Altun-Kessler-2011
UBC	UBQLN2	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	MATR3	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	LMNB1	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	PABPC1	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	SQSTM1	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	HNRNPA2B1	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	HNRNPA1	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	VCP	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
IKBKAP	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
HNRNPL	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
MYO6	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
TNPO1	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
RBM3	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
ILF3	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
BRE	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
DYNLT1	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
IARS	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
PRMT1	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
YBX1	UBC	0.03928371	Physical interactions	Matsumoto-Nakayama-2005
UBC	SETX	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	CRIM1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	PRPH	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	NEFH	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	SIGMAR1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	OGG1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	UBQLN2	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	PFN1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	MATR3	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	DCTN1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	TUBA4A	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	TBK1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	DYNC1H1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	EWSR1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	SQSTM1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	HNRNPA1	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	TARDBP	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	VCP	0.027524095	Physical interactions	Lee-Doedens-2011
UBC	RNH1	0.027524095	Physical interactions	Lee-Doedens-2011
LMNA	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
TFRC	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
DHDDS	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
ITCH	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
MYO6	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
TNPO1	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
RPA1	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
BRE	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
PTBP2	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
APP	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
NUP155	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
YBX1	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
HSPA2	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
EEF1D	UBC	0.027524095	Physical interactions	Lee-Doedens-2011
SF3A2	FUS	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
SF3A2	HNRNPA2B1	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
SF3A2	HNRNPA1	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
SF3A2	SRRM2	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
SF3A2	ILF3	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
YBX1	SF3A2	0.09516725	Physical interactions	Behzadnia-Lührmann-2007
ABL2	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
ANKS1A	ERBB4	0.28443617	Physical interactions	Jones-MacBeath-2006
ANKS1B	ERBB4	0.28443617	Physical interactions	Jones-MacBeath-2006
RASA1	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
SHC1	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
SYK	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
ABL1	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
PIK3R1	ERBB4	0.23546752	Physical interactions	Jones-MacBeath-2006
RPA2	TAF15	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	MATR3	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	TUBA4A	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	FUS	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	APEX1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	EWSR1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	PABPC1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	HNRNPA2B1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	HNRNPA1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	TARDBP	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	UBC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	TFRC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA2	HNRNPL	0.031686213	Physical interactions	Maréchal-Zou-2014
ILF3	RPA2	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	TAF15	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	MATR3	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	TUBA4A	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	FUS	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	APEX1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	EWSR1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	PABPC1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	HNRNPA2B1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	HNRNPA1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	TARDBP	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	UBC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	TFRC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	HNRNPL	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA3	ILF3	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	TAF15	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	MATR3	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	TUBA4A	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	FUS	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	APEX1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	EWSR1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	PABPC1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	HNRNPA2B1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	HNRNPA1	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	TARDBP	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	UBC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	TFRC	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	HNRNPL	0.031686213	Physical interactions	Maréchal-Zou-2014
RPA1	ILF3	0.031686213	Physical interactions	Maréchal-Zou-2014
POLA1	RPA2	0.031686213	Physical interactions	Maréchal-Zou-2014
POLA1	RPA3	0.031686213	Physical interactions	Maréchal-Zou-2014
POLA1	RPA1	0.031686213	Physical interactions	Maréchal-Zou-2014
UBC	PFN1	0.060971078	Physical interactions	Shi-Qin-2011
UBC	TUBA4A	0.060971078	Physical interactions	Shi-Qin-2011
ITCH	UBC	0.060971078	Physical interactions	Shi-Qin-2011
MYO6	UBC	0.060971078	Physical interactions	Shi-Qin-2011
BRE	UBC	0.060971078	Physical interactions	Shi-Qin-2011
YBX1	UBC	0.060971078	Physical interactions	Shi-Qin-2011
HSPA2	UBC	0.060971078	Physical interactions	Shi-Qin-2011
UBC	KDR	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
UBC	TUBA4A	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
UBC	SQSTM1	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
LMNA	UBC	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
HNRNPL	UBC	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
IL6ST	UBC	0.081923194	Physical interactions	Vanderwerf-Bagby-2009
SRRM2	TUBA4A	0.10687009	Physical interactions	McCracken-Blencowe-2005
SRRM2	SQSTM1	0.10687009	Physical interactions	McCracken-Blencowe-2005
SRRM2	HNRNPA2B1	0.10687009	Physical interactions	McCracken-Blencowe-2005
SRRM2	VCP	0.10687009	Physical interactions	McCracken-Blencowe-2005
SRRM2	LMNA	0.062549286	Physical interactions	McCracken-Blencowe-2005
SRRM2	HNRNPL	0.10687009	Physical interactions	McCracken-Blencowe-2005
YBX1	SRRM2	0.10687009	Physical interactions	McCracken-Blencowe-2005
EEF1D	SRRM2	0.10687009	Physical interactions	McCracken-Blencowe-2005
CDK2	GRN	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	GARS	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	PFN1	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	MATR3	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	FUS	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	DYNC1H1	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	HNRNPA1	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	VCP	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	LMNA	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	RBM3	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	ILF3	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	TXN	0.05076731	Physical interactions	Neganova-Lako-2011
CDK2	IARS	0.05076731	Physical interactions	Neganova-Lako-2011
PRMT1	CDK2	0.05076731	Physical interactions	Neganova-Lako-2011
EEF1D	CDK2	0.05076731	Physical interactions	Neganova-Lako-2011
SNCA	SLC1A2	0.07980869	Physical interactions	McFarland-Nussbaum-2008
SNCA	MT-ND2	0.07980869	Physical interactions	McFarland-Nussbaum-2008
SNCA	VAPB	0.07980869	Physical interactions	McFarland-Nussbaum-2008
SNCA	TUBA4A	0.07980869	Physical interactions	McFarland-Nussbaum-2008
SNCA	HNRNPA2B1	0.07980869	Physical interactions	McFarland-Nussbaum-2008
ANK2	SNCA	0.07980869	Physical interactions	McFarland-Nussbaum-2008
UBC	SPG11	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	SETX	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	PRPH	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	GLE1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	RBMS1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	BCL11B	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	SELL	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	GARS	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	PFN1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	MATR3	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	LMNB1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	DCTN1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	TUBA4A	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	TBK1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	DYNC1H1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	PABPC1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	SQSTM1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	HNRNPA2B1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	HNRNPA1	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	TARDBP	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	VCP	0.020076435	Physical interactions	Udeshi-Carr-2012
UBC	RNH1	0.020076435	Physical interactions	Udeshi-Carr-2012
DDX20	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
LMNA	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
TFRC	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
IKBKAP	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
HNRNPL	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
DHDDS	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
ITCH	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
USP36	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
RPA2	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
ILF3	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
RPA3	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
RPA1	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
BRE	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
SYK	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
PTBP2	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
IARS	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
CDK2	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
PRMT1	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
MTA3	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
NUP155	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
YBX1	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
HSPA2	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
VIMP	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
POLA1	UBC	0.020076435	Physical interactions	Udeshi-Carr-2012
HNRNPA1	PABPC1	0.1670105	Physical interactions	Jeronimo-Coulombe-2007
HNRNPA1	HNRNPA2B1	0.048485857	Physical interactions	Jeronimo-Coulombe-2007
TARDBP	HNRNPA1	0.09660951	Physical interactions	Jeronimo-Coulombe-2007
HNRNPL	HNRNPA1	0.09660951	Physical interactions	Jeronimo-Coulombe-2007
ILF3	HNRNPA1	0.05884116	Physical interactions	Jeronimo-Coulombe-2007
PRMT1	HNRNPA1	0.09660951	Physical interactions	Jeronimo-Coulombe-2007
HSPA2	HNRNPA1	0.078419596	Physical interactions	Jeronimo-Coulombe-2007
UBC	FIG4	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	PRPH	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	TAF15	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	UBQLN2	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	PFN1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	MATR3	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	SOD1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	LMNB1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	TUBA4A	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	FUS	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	EWSR1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	PABPC1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	SQSTM1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	HNRNPA2B1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	HNRNPA1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	VCP	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
UBC	RNH1	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
COIL	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
HNRNPL	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
MUTYH	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
ELP2	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
ITCH	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
MYO6	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
TNPO1	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
RPA3	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
RPA1	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
TXN	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
IARS	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
PRMT1	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
NUP155	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
YBX1	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
HSPA2	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
POLA1	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
EEF1D	UBC	0.033426315	Physical interactions	Oshikawa-Nakayama-2012
TARDBP	MATR3	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	PABPC1	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	HNRNPA2B1	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	HNRNPA1	0.067115605	Physical interactions	Freibaum-Taylor-2010
VCP	TARDBP	0.067115605	Physical interactions	Freibaum-Taylor-2010
ILF3	TARDBP	0.067115605	Physical interactions	Freibaum-Taylor-2010
SHC1	IKBKAP	0.12611927	Physical interactions	Brehme-Superti-Furga-2009
IARS	SHC1	0.12611927	Physical interactions	Brehme-Superti-Furga-2009
ABL1	SHC1	0.010476127	Physical interactions	Brehme-Superti-Furga-2009
VCP	ALS2	0.060633905	Physical interactions	Yu-Chow-2013
VCP	DIAPH3	0.060633905	Physical interactions	Yu-Chow-2013
VCP	SPAST	0.060633905	Physical interactions	Yu-Chow-2013
VCP	HNRNPA1	0.060633905	Physical interactions	Yu-Chow-2013
VPS53	VCP	0.060633905	Physical interactions	Yu-Chow-2013
LMNA	VCP	0.060633905	Physical interactions	Yu-Chow-2013
COIL	VCP	0.060633905	Physical interactions	Yu-Chow-2013
CDK2	NEFH	0.011075504	Physical interactions	Varjosalo-Superti-Furga-2013
CDK2	FUS	0.018272996	Physical interactions	Varjosalo-Superti-Furga-2013
CDK2	EWSR1	0.018729473	Physical interactions	Varjosalo-Superti-Furga-2013
PABPC1	APEX1	0.07463899	Physical interactions	Kristensen-Foster-2012
HNRNPA1	HNRNPA2B1	0.03636702	Physical interactions	Kristensen-Foster-2012
ELP2	ELP3	0.18139187	Physical interactions	Kristensen-Foster-2012
RPA2	UBQLN2	0.06794386	Physical interactions	Kristensen-Foster-2012
RPA1	RPA2	0.07812751	Physical interactions	Kristensen-Foster-2012
BRE	OPTN	0.58412325	Physical interactions	Kristensen-Foster-2012
BRE	HNRNPA2B1	0.04406688	Physical interactions	Kristensen-Foster-2012
TXN	APEX1	0.14035352	Physical interactions	Kristensen-Foster-2012
IARS	HNRNPA2B1	0.02280821	Physical interactions	Kristensen-Foster-2012
MTA3	HNRNPA2B1	0.28718558	Physical interactions	Kristensen-Foster-2012
YBX1	TUBA4A	0.044977445	Physical interactions	Kristensen-Foster-2012
YBX1	FUS	0.172394	Physical interactions	Kristensen-Foster-2012
YBX1	DYNC1H1	0.058122445	Physical interactions	Kristensen-Foster-2012
YBX1	HNRNPA2B1	0.022604188	Physical interactions	Kristensen-Foster-2012
AKAP12	DYNC1H1	0.15451919	Physical interactions	Kristensen-Foster-2012
EEF1D	LMNA	0.06892706	Physical interactions	Kristensen-Foster-2012
PTBP2	MATR3	0.43160757	Physical interactions	Hegele-Stelzl-2012 B
VEGFA	KDR	0.14645924	Physical interactions	IREF-DIP
SOD1	CCS	0.38612896	Physical interactions	IREF-DIP
TARDBP	ATXN2	0.96076894	Physical interactions	IREF-DIP
CX3CL1	CX3CR1	1	Physical interactions	IREF-DIP
LIFR	LIF	0.6616198	Physical interactions	IREF-DIP
LIFR	CNTF	0.3365942	Physical interactions	IREF-DIP
SNCA	PARK7	1	Physical interactions	IREF-DIP
VPS53	VPS54	1	Physical interactions	IREF-DIP
CNTFR	CNTF	0.7962252	Physical interactions	IREF-DIP
DDX20	SMN1	0.2827748	Physical interactions	IREF-DIP
LMNA	LMNB1	0.5861415	Physical interactions	IREF-DIP
EFEMP2	LOX	1	Physical interactions	IREF-DIP
REN	AGT	0.7962252	Physical interactions	IREF-DIP
COIL	SMN1	0.2827748	Physical interactions	IREF-DIP
TFRC	HFE	0.35602236	Physical interactions	IREF-DIP
DLG4	NETO1	0.5345225	Physical interactions	IREF-DIP
TICAM1	TBK1	0.40664127	Physical interactions	IREF-DIP
HNRNPL	HNRNPA2B1	0.3722866	Physical interactions	IREF-DIP
MUTYH	APEX1	0.36770788	Physical interactions	IREF-DIP
ITCH	ERBB4	0.6744009	Physical interactions	IREF-DIP
MYO6	OPTN	0.70710677	Physical interactions	IREF-DIP
TNPO1	FUS	0.46091726	Physical interactions	IREF-DIP
TNPO1	HNRNPA1	0.28964758	Physical interactions	IREF-DIP
ILF3	HNRNPA2B1	0.4143545	Physical interactions	IREF-DIP
ILF3	HNRNPL	0.23502897	Physical interactions	IREF-DIP
VEGFC	KDR	0.36859626	Physical interactions	IREF-DIP
SORT1	GRN	0.62289274	Physical interactions	IREF-DIP
NRP2	VEGFA	0.47596315	Physical interactions	IREF-DIP
RPA3	RPA2	0.08988694	Physical interactions	IREF-DIP
RPA1	RPA2	0.06098036	Physical interactions	IREF-DIP
RPA1	RPA3	0.121999264	Physical interactions	IREF-DIP
PVRL3	PVR	0.3934015	Physical interactions	IREF-DIP
EFNA4	EPHA4	0.45717627	Physical interactions	IREF-DIP
AZI2	TBK1	0.40664127	Physical interactions	IREF-DIP
EFNB2	EPHA4	0.45717627	Physical interactions	IREF-DIP
TXN	APEX1	0.44492677	Physical interactions	IREF-DIP
TBKBP1	TBK1	0.40664127	Physical interactions	IREF-DIP
FIGF	KDR	0.36859626	Physical interactions	IREF-DIP
APP	APOE	0.20456763	Physical interactions	IREF-DIP
APP	PSEN1	0.038999505	Physical interactions	IREF-DIP
NDEL1	DISC1	0.20928006	Physical interactions	IREF-DIP
EFNA1	EPHA4	0.247422	Physical interactions	IREF-DIP
NRP1	VEGFA	0.12183351	Physical interactions	IREF-DIP
HSPA2	SOD1	0.38612896	Physical interactions	IREF-DIP
TRIO	DISC1	0.5312079	Physical interactions	IREF-DIP
FLT1	VEGFA	0.24214274	Physical interactions	IREF-DIP
SOD1	SOD2	0.10426591	Physical interactions	Havugimana-Emili-2012
DYNC1H1	DCTN1	0.035813283	Physical interactions	Havugimana-Emili-2012
DYNC1H1	FUS	0.040179376	Physical interactions	Havugimana-Emili-2012
HNRNPA2B1	SQSTM1	0.26461813	Physical interactions	Havugimana-Emili-2012
HNRNPA1	PABPC1	0.035175137	Physical interactions	Havugimana-Emili-2012
HNRNPA1	HNRNPA2B1	0.03116256	Physical interactions	Havugimana-Emili-2012
RNH1	UBQLN2	0.08722378	Physical interactions	Havugimana-Emili-2012
DDX20	SMN2	0.48786455	Physical interactions	Havugimana-Emili-2012
DDX20	SMN1	0.48786455	Physical interactions	Havugimana-Emili-2012
COIL	SMN2	0.2805745	Physical interactions	Havugimana-Emili-2012
COIL	SMN1	0.2805745	Physical interactions	Havugimana-Emili-2012
GPKOW	ATXN2	0.9078909	Physical interactions	Havugimana-Emili-2012
IKBKAP	ELP3	0.33333334	Physical interactions	Havugimana-Emili-2012
HNRNPL	DYNC1H1	0.023843585	Physical interactions	Havugimana-Emili-2012
HNRNPL	HNRNPA2B1	0.039046474	Physical interactions	Havugimana-Emili-2012
HNRNPL	HNRNPA1	0.035064887	Physical interactions	Havugimana-Emili-2012
ELP2	ELP3	0.33333334	Physical interactions	Havugimana-Emili-2012
ELP2	IKBKAP	0.33333334	Physical interactions	Havugimana-Emili-2012
RBM3	HNRNPA1	0.15177616	Physical interactions	Havugimana-Emili-2012
SRRM2	HNRNPA1	0.02089179	Physical interactions	Havugimana-Emili-2012
RPA2	DYNC1H1	0.03165777	Physical interactions	Havugimana-Emili-2012
ILF3	PRPH	0.020989968	Physical interactions	Havugimana-Emili-2012
ILF3	SNCG	0.026715012	Physical interactions	Havugimana-Emili-2012
ILF3	LMNB1	0.020318756	Physical interactions	Havugimana-Emili-2012
ILF3	TUBA4A	0.010578711	Physical interactions	Havugimana-Emili-2012
ILF3	PABPC1	0.007929892	Physical interactions	Havugimana-Emili-2012
ILF3	SRRM2	0.004709851	Physical interactions	Havugimana-Emili-2012
RPA3	RPA2	0.14635314	Physical interactions	Havugimana-Emili-2012
RPA1	RPA2	0.117876	Physical interactions	Havugimana-Emili-2012
RPA1	RPA3	0.22273518	Physical interactions	Havugimana-Emili-2012
VTN	ILF3	0.005384807	Physical interactions	Havugimana-Emili-2012
DYNLT1	DYNC1H1	0.049829803	Physical interactions	Havugimana-Emili-2012
IARS	GARS	0.051426716	Physical interactions	Havugimana-Emili-2012
GSE1	FUS	0.6117906	Physical interactions	Havugimana-Emili-2012
YBX1	HNRNPA2B1	0.03459476	Physical interactions	Havugimana-Emili-2012
UBC	SPG11	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	C1orf27	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	SETX	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	CRIM1	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	MT-ND2	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	DIAPH3	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	CSNK1G3	0.013578136	Physical interactions	Danielsen-Nielsen-2011
UBC	CCS	0.013578136	Physical interactions	Danielsen-Nielsen-2011
