"ID","tmBestGene","tmBestPv","coBestGene","coBestPv","Flag"
"ZSWIM4","ZSWIM4",0.820912814776269,"ZSWIM4",0.773604910547076,TRUE
"TCHHL1","TCHHL1",0.923979144469302,"",NA,TRUE
"ABCA4","ABCA4",0.378247770291294,"ABCA4",0.835846100881001,TRUE
"SKA3","SKA3",0.995715057971433,"SKA3",0.543114690735786,TRUE
"IGFL1","IGFL1",0.92533408016795,"IGFL1",0.996571307310945,TRUE
"KRTAP10-5","KRTAP10-5",0.741715445028332,"",NA,TRUE
"LAPTM5","LAPTM5",0.0371957854335491,"LAPTM5",1.48133357660081e-12,TRUE
"PCDHGA11","PCDHGA11",0.532934680952362,"PCDHGA11",0.980915794559555,TRUE
"HCLS1","HCLS1",8.27005777635639e-05,"HCLS1",1.18575082381023e-12,TRUE
"ZBTB20","ZBTB20",0.388703727875858,"ZBTB20",0.0122392029497646,TRUE
"CCDC54","CCDC54",0.219187186596888,"CCDC54",0.998042542099599,TRUE
"CEP290","CEP290",0.161753463453305,"CEP290",0.0295823168434719,TRUE
"ACSBG2","ACSBG2",0.676414814134536,"ACSBG2",0.989620202014815,TRUE
"CEP192","CEP192",0.241076810332554,"CEP192",0.0168003298437809,TRUE
"DUOX2","DUOX2",0.072657475062383,"DUOX2",0.727467633230265,TRUE
"MYO9A","MYO9A",0.378789538870629,"MYO9A",0.0832170685307262,TRUE
"ANO7","ANO7",0.529087314396202,"ANO7",0.982751347768078,TRUE
"KCNJ11","KCNJ11",0.0521968795728582,"KCNJ11",0.951050684038082,TRUE
"LRP4","LRP4",0.358560841241345,"LRP4",0.668934747128172,TRUE
"ANKLE1","ANKLE1",0.999999147156721,"ANKLE1",0.216980272347347,TRUE
"XPC","XPC",0.0397066861977393,"XPC",0.0296308430931539,TRUE
"TRPM1","TRPM1",0.583237001680191,"TRPM1",0.964356940229757,TRUE
"DNAH10","DNAH10",0.999995712119552,"DNAH10",0.999527767715605,TRUE
"OR8B2","OR8B2",0.975061221461695,"",NA,TRUE
"DNAH3","DNAH3",0.921437417639319,"DNAH3",0.999909709757325,TRUE
"TUBB1","TUBB1",0.0189627120766348,"TUBB1",0.0119871059967424,TRUE
"PLIN4","PLIN4",0.341622335712372,"PLIN4",0.991582283955719,TRUE
"DIAPH3","DIAPH3",0.00189557134763404,"DIAPH3",0.441792769222966,TRUE
"PEX16","PEX16",0.192003507313439,"PEX16",0.261643466322343,TRUE
"AKAP13","AKAP13",0.00172728164529324,"AKAP13",3.74254787872744e-05,TRUE
"FAM151A","FAM151A",0.999999789198732,"FAM151A",0.999328457521675,TRUE
"CERK","CERK",0.00917734263544757,"CERK",2.64173002671396e-05,TRUE
"C1orf63","C1orf63",0.681170224911415,"C1orf63",0.0426642789753327,TRUE
"SYNM","SYNM",0.0349349915053176,"SYNM",0.941837729497878,TRUE
"ULK4","ULK4",0.999998745557409,"ULK4",0.108334143282432,TRUE
"ARFGAP3","ARFGAP3",0.505255660060169,"ARFGAP3",0.584002757019168,TRUE
"DHODH","DHODH",0.523319520564773,"DHODH",0.596129272211554,TRUE
"DNAH14","",NA,"DNAH14",0.954025800306901,TRUE
"AIM2","AIM2",0.107827927896014,"AIM2",9.1829049839147e-11,TRUE
"OR10R2","OR10R2",0.912995615332288,"",NA,TRUE
"PGAM5","PGAM5",0.580369062547137,"PGAM5",0.940626141195298,TRUE
"CENPF","CENPF",0.230395488597411,"CENPF",0.316071478436078,TRUE
"RASAL3","RASAL3",0.674376794265033,"RASAL3",0.00011965289662011,TRUE
"MAP7","MAP7",0.00231088705789366,"MAP7",0.16542923366764,TRUE
"CPNE7","CPNE7",0.729555337403322,"CPNE7",0.973397684735478,TRUE
"SCNN1D","SCNN1D",0.108541878533953,"SCNN1D",0.952069568779481,TRUE
"IL22RA1","IL22RA1",0.000704334423388194,"IL22RA1",0.891482417698131,TRUE
"ZBTB8A","ZBTB8A",0.999952898487557,"",NA,TRUE
"TFAP2E","TFAP2E",0.457737930933038,"TFAP2E",0.984665640539629,TRUE
"LRRIQ3","",NA,"LRRIQ3",0.969134074493657,TRUE
"PPIAL4G","",NA,"",NA,TRUE
"SPTA1","SPTA1",0.00761833636611911,"SPTA1",0.00118207117119469,TRUE
"OR6K2","OR6K2",0.984421770626311,"",NA,TRUE
"OR6K3","OR6K3",0.96583673294704,"",NA,TRUE
"SLAMF9","SLAMF9",0.770902057415712,"SLAMF9",0.99086190453216,TRUE
"IARS2","IARS2",0.690730162769097,"IARS2",0.0244114648388926,TRUE
"OBSCN","OBSCN",0.00474965689020606,"OBSCN",0.987456884319769,TRUE
"ARMC9","ARMC9",0.497805921090848,"ARMC9",0.941552550875371,TRUE
"HDAC11","HDAC11",0.472622441764637,"HDAC11",0.99347421972023,TRUE
"MUC4","MUC4",0.0125631930297417,"MUC4",0.723049959138313,TRUE
"SLC6A19","SLC6A19",0.242268956590071,"SLC6A19",0.972799645515136,TRUE
"ARSK","ARSK",0.733153355117553,"ARSK",0.869830953234761,TRUE
"CDC25C","CDC25C",0.0816223029731828,"CDC25C",0.902054701909283,TRUE
"SH3RF2","",NA,"SH3RF2",0.992893818783894,TRUE
"PPARGC1B","PPARGC1B",0.047725599440353,"PPARGC1B",0.998132200487341,TRUE
"SLC36A3","SLC36A3",0.389288456414471,"",NA,TRUE
"HECA","HECA",0.320285756497327,"HECA",0.31299195621962,TRUE
"SERAC1","SERAC1",0.910114930884719,"SERAC1",0.764939270461282,TRUE
"LRCH4","LRCH4",0.476570360520577,"LRCH4",0.960821668370278,TRUE
"TBXAS1","TBXAS1",0.0853467320207947,"TBXAS1",1.70730670211037e-05,TRUE
"ZNF705G","",NA,"",NA,TRUE
"RP1L1","RP1L1",0.687870815824914,"RP1L1",0.99328420638092,TRUE
"DMRT3","DMRT3",0.322296352253318,"DMRT3",0.998296756503248,TRUE
"ZNF169","ZNF169",0.865152807684927,"ZNF169",0.986107706085037,TRUE
"CCDC180","",NA,"",NA,TRUE
"ANKS6","ANKS6",0.881114649690223,"ANKS6",0.958196807903307,TRUE
"ACCSL","ACCSL",0.335556269887613,"",NA,TRUE
"MYBPC3","MYBPC3",0.0161415700370402,"MYBPC3",0.997164920095627,TRUE
"MRPL16","MRPL16",0.732219100332639,"MRPL16",0.5293930718305,TRUE
"TPCN2","TPCN2",0.999999147156721,"TPCN2",0.272798783371698,TRUE
"TRIM49C","",NA,"",NA,TRUE
"PDGFD","PDGFD",0.222579192586131,"PDGFD",0.401366101381908,TRUE
"PPP2R1B","PPP2R1B",0.126509702859815,"PPP2R1B",0.377423105495499,TRUE
"SLC2A3","SLC2A3",0.234763808023699,"SLC2A3",9.0465629076704e-09,TRUE
"PRB4","PRB4",0.0662851842450248,"",NA,TRUE
"SSPN","SSPN",0.141537539569527,"SSPN",0.541959329960746,TRUE
"ADAMTS20","ADAMTS20",0.555432410433079,"ADAMTS20",0.993336000179831,TRUE
"RASAL1","RASAL1",0.0849609884528185,"RASAL1",0.988154085303347,TRUE
"LRRC16B","LRRC16B",0.0912550150931309,"LRRC16B",0.897691817031381,TRUE
"HERC1","HERC1",0.44001116785496,"HERC1",0.0224632948201465,TRUE
"FSD2","FSD2",0.999999147156721,"FSD2",0.889578496909182,TRUE
"GRIN2A","GRIN2A",0.0206918998956436,"GRIN2A",0.989068973826524,TRUE
"NPIPB5","",NA,"",NA,TRUE
"DCTPP1","DCTPP1",0.911249377093421,"DCTPP1",0.591026206426556,TRUE
"MT1F","MT1F",0.369453200403567,"MT1F",0.0320651309459205,TRUE
"CNGB1","CNGB1",0.159224217991241,"CNGB1",0.983890007572083,TRUE
"HYDIN","HYDIN",0.424084505931109,"HYDIN",0.993209712133882,TRUE
"PTPRS","PTPRS",0.0130806998566067,"PTPRS",0.936825421049816,TRUE
"ICAM4","ICAM4",0.000631178160272983,"ICAM4",0.0874902568215595,TRUE
"OR7C2","OR7C2",0.970109963860177,"OR7C2",0.956004814078892,TRUE
"CEACAM21","CEACAM21",0.344298696840724,"CEACAM21",3.87727556195491e-06,TRUE
"ZNF229","ZNF229",0.999998578306757,"ZNF229",0.651724517251058,TRUE
"KCNA7","KCNA7",0.203156138645071,"KCNA7",0.946989585194002,TRUE
"HRC","HRC",0.00709337239984874,"HRC",0.985559215242535,TRUE
"ALDH16A1","ALDH16A1",0.556527273360474,"ALDH16A1",0.690221970869758,TRUE
"MYH14","MYH14",0.0237123996426651,"MYH14",0.879562627129522,TRUE
"ZNF321P","ZNF321P",0.999999147156721,"ZNF321P",0.0525392235632413,TRUE
"KIR2DL1","KIR2DL1",2.22460784309879e-05,"KIR2DL1",0.990825273963077,TRUE
"KIR2DL4","KIR2DL4",0.00070262443256531,"KIR2DL4",0.997340572338191,TRUE
"LAMA5","LAMA5",0.232098644323008,"LAMA5",0.969494217349024,TRUE
"TMPRSS15","TMPRSS15",0.631400704718347,"TMPRSS15",0.995915200843045,TRUE
"BRWD1","BRWD1",0.669095963047527,"BRWD1",0.215763293120226,TRUE
"ZNF70","ZNF70",0.999933769526062,"ZNF70",0.489431430462963,TRUE
"KIAA1671","KIAA1671",0.999938466649421,"KIAA1671",0.967475326606965,TRUE
"MYO18B","MYO18B",0.390012689106793,"MYO18B",0.979370362775109,TRUE
"HPS4","HPS4",0.304525547867871,"HPS4",0.00144825778807116,TRUE
"EWSR1","EWSR1",0.00281491994477417,"EWSR1",0.0578317180324506,TRUE
