Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
SLC25A11,0.086867853596357,9.39314252336117,0.740944077946173,0.487574346485174,0.81635139468405,-5.05121600819231,1.0621567839968,612.962657738449,675.850238545969,668.834238425741,600.897233938226,641.678800925885,592.995932377975,716.305874264795,787.061744329441,843.853192081839,714.373849862654,10
BACH1 /// GRIK1-AS2,0.0966640943831735,3.57383061308716,0.747875310793273,0.536738224147595,0.816400521886309,-4.96095392090353,1.07087455896155,11.160032201057,12.9792570520665,10.9684491600366,12.1702945600981,13.2182160638532,15.477330578128,13.1156399805635,11.3350202158607,11.2906351130282,12.5345250119626,4
MIER1,0.0657019103006832,7.23428335094926,0.735217411776008,0.476754283792706,0.816423270301931,-5.07630528378401,1.04659401234145,149.402027387874,147.851088041013,140.44087461088,168.237350145752,163.642704477596,165.039124564331,152.020639124367,144.111746190849,141.546002009572,137.019631699297,10
SAP30L,0.0184661441712003,6.00008691300986,0.184854224344561,0.476803740000921,0.816437465070882,-5.07635307755907,1.01288202326853,71.8856269080759,60.3940943644226,58.7906499573562,66.3968036909056,60.9919836618368,64.680906118018,63.6998983983051,73.2751757498786,55.6638050293564,66.412839556075,10
TF,0.269401202992963,3.91754391405394,0.734953823506267,0.476908812559988,0.816471434908921,-5.07645459180369,1.20530745562542,17.0927440548473,11.8365148863068,11.5226819315905,43.7662322588179,12.5614703414701,20.4646494896704,13.3013000052713,12.6349573875372,13.4384571700461,10.4807372115042,3
GATS,-0.176923003344084,8.32203066141663,-0.737439285320798,0.487650584552952,0.816472097776138,-5.0562180840837,-1.13096697633896,332.070297871776,534.230268364589,261.939690960322,310.295465729826,383.23105281759,258.179731090183,311.107820000036,340.596729637316,323.583334889394,338.956037323313,10
UNC45B,0.0806765965521677,10.7261952113399,0.734848081619399,0.476970812531073,0.816505813429864,-5.07651447530196,1.05751387819127,1527.98733441471,1731.02860217184,1634.16060649259,1869.10654460035,1639.26481753465,1906.52281483714,1773.14360965674,1866.86142925955,1714.07029773894,1358.11466239375,10
LOC283737,-0.233147307024678,7.02230247656923,-0.734479720264065,0.477186834039868,0.816528554960655,-5.07672302505091,-1.17539633666343,132.356571699795,232.355479052867,100.290483212189,144.733347909984,159.42971623404,84.0413188475472,110.778870486974,73.078631862986,196.525708390383,144.804226460726,10
RWDD2A,0.105524559034706,5.121934069203,0.734484270213389,0.477184165401548,0.816528554960655,-5.07672044963958,1.07588550767835,35.4934475484167,34.8379100149929,29.2858863548856,41.9591339507085,40.3298312945052,40.4854426150276,29.0382784156822,39.6391123299042,28.7753103710797,31.9030820497164,4
SH3BP5-AS1,0.0938293933314058,6.4146272474433,0.734713289253272,0.477049853009231,0.816528554960655,-5.07659079949959,1.06719912837766,82.6436087203046,88.3382752461832,74.1842958942199,105.654461451933,96.7758134568899,69.7746907753601,78.3393787026847,91.270713752764,79.0165658274913,93.5189549977965,10
WHAMMP2 /// WHAMMP3,-0.0796827865435366,5.83217460234205,-0.767333576968137,0.572417577650862,0.816690760602115,-4.86970940634368,-1.05834849547257,68.2851385003815,65.5039900962214,65.272399163991,59.1073468649951,69.8684878543338,67.7855500268766,60.5382140676901,54.0272233863258,58.960023710401,60.878336368314,10
FOXK2,0.053364547113454,7.57604159439543,0.590548443443126,0.477465874361013,0.816714012035052,-5.07699218979869,1.03768210994103,206.818233461459,222.842885208766,170.082197854059,167.876966206685,192.426713539714,213.14993127261,186.360775664042,166.004121962338,186.366522666511,205.649790637394,10
LZTR1,-0.0840650457961465,7.48311128268216,-0.734026634456501,0.477452624477513,0.816714012035052,-5.07697941455459,-1.06000057383462,187.077915540128,192.005385714291,180.189611409545,173.708621917267,149.032095524396,155.333974777429,196.386671858786,190.241837033082,211.799381316982,163.167448099242,6
CCDC71L,0.0501745112974721,5.31800397177993,-0.0412619224286323,0.479037584369371,0.816747864027414,-5.07755525964375,0.0385084435464446,47.9320491336358,43.5995012168601,40.8466449767525,50.8340241979898,37.0886775495976,47.3348099800949,51.1743454275257,43.7586645884566,36.2163311136724,45.6546288000656,8
CAP2,0.00754895879321638,12.3137830755642,0.0146918891350815,0.477337217613094,0.816788871078159,-5.07674766101168,0.00551068650762743,4649.41853115171,5224.52191888644,5427.35733860839,5081.2829864096,5460.21452806309,5712.64792780686,5163.81892037664,4544.39753233968,5316.75236177512,4790.76152910769,10
AP4S1,-0.000185116108583135,6.56670642250887,-0.142484918601617,0.479069689104373,0.816829588127923,-5.07764412442729,-0.00013526612324477,97.549284853026,103.163082802475,84.0322118663228,87.2263189570862,104.850984127409,95.1699007336861,98.7193587626652,91.2300481730309,102.527556908016,97.6015738910732,10
SP3,-0.0976754291505999,6.44729775047828,-0.733703302016932,0.477642354744593,0.816837000583673,-5.07716229401467,-1.07004793691531,85.3388951486447,93.8302239255843,95.6636758197522,79.0668680774894,106.235826983389,105.459263335797,88.4728063219869,76.0930543091212,77.7537864981502,72.0836327832095,10
RALGAPA1 /// RALGAPA1P,0.169063517984682,7.25286692907923,0.733576076224204,0.477717023173535,0.816845796697487,-5.07723423432355,1.12432842384724,127.238990501511,162.043359385983,134.544004142624,186.982064955681,203.251704344899,238.042654819576,142.148657294773,97.3113936797594,132.266696536352,148.369046844324,10
NAA16,0.160330686772833,6.13731384355257,0.741440659543294,0.492799498386586,0.816939545526457,-5.04230477776729,1.11965541403233,109.411986414421,121.888433069481,104.776876757813,115.144231254241,162.047093401456,140.28311095647,125.799845021256,99.6258869615408,119.134318724163,87.1515883183048,8.5
NLRP10,-0.0721871810105058,3.71402794401191,-0.733056836847374,0.478021838173939,0.816949362408106,-5.07752772520815,-1.05130930130263,12.898018284686,15.3454956741486,12.6832806520223,12.2435035182957,12.7783033919008,11.8105546218385,14.3513579960041,13.9186216081366,13.8700871235917,11.7865046909872,4
CTNS,0.109757837962515,6.23183903059442,0.733002385216463,0.478053810513144,0.816978466846065,-5.07755849232732,1.07904709900251,67.6459623258239,81.6486184372079,65.5142639415647,91.9637862584036,59.5066343263386,62.8943118259483,78.9726142642567,79.838953059491,77.1578302449486,94.9102730205598,10
CLTCL1,-0.0912428093412158,8.9636833961238,-0.732536179396619,0.478327606588499,0.81709243165111,-5.07782183210979,-1.06528747897013,520.609301353847,493.792421780282,552.887415945435,451.04521931274,619.875091685786,435.694884657548,584.659911830844,437.191742114616,472.011125100634,460.732085160423,10
CTD-2373J6.1,0.0855497129042189,2.97716199418113,0.732481697425709,0.478359609414182,0.81709243165111,-5.07785259692905,1.06109197429425,7.60841049052469,7.42442191259188,7.63145318960386,6.85356920768778,9.164437596376,10.0104266742558,7.52744354162541,8.20604828911278,7.44574645033779,7.35227545693503,4
