"","corRvec"
"ARIH1:CIAPIN1",0.916666666666667
"ATM:CIAPIN1",0.783333333333333
"ATP2C1:CIAPIN1",0.933333333333333
"ATP5C1:CIAPIN1",0.816666666666667
"ATP5E:CIAPIN1",-0.433333333333333
"AURKAIP1:CIAPIN1",-0.466666666666667
"BBIP1:CIAPIN1",0.816666666666667
"BGN:CIAPIN1",0.0418413704377862
"BPTF:CIAPIN1",0.783333333333333
"BTN3A3:CIAPIN1",0.883333333333333
"C14orf1:CIAPIN1",0.2
"C1orf61:CIAPIN1",-0.783333333333333
"C6orf106:CIAPIN1",0.933333333333333
"CCDC53:CIAPIN1",0.25
"CCDC93:CIAPIN1",0.583333333333333
"CCT3:CIAPIN1",0.866666666666667
"CDC16:CIAPIN1",0.733333333333333
"CDH11:CIAPIN1",0.466666666666667
"CELF1:CIAPIN1",0.566666666666667
"CEP170B:CIAPIN1",0.6
"ACTN1:CLCN5",0.8
"ADGRF5:CLCN5",0.766666666666667
"AHCTF1:CLCN5",0.633333333333333
"ALDH3A2:CLCN5",0.666666666666667
"ALPK1:CLCN5",0.766666666666667
"ANKRD17:CLCN5",0.866666666666667
"ANXA1:CLCN5",0.8
"AP2S1:CLCN5",0.216666666666667
"ARHGAP29:CLCN5",0.933333333333333
"ARIH1:CLCN5",0.9
"ATM:CLCN5",0.683333333333333
"ATP2C1:CLCN5",0.883333333333333
"ATP5C1:CLCN5",0.783333333333333
"ATP5E:CLCN5",-0.2
"AURKAIP1:CLCN5",-0.166666666666667
"BBIP1:CLCN5",0.716666666666667
"BGN:CLCN5",0.209206852188931
"BPTF:CLCN5",0.75
"BTN3A3:CLCN5",0.816666666666667
"C14orf1:CLCN5",0.483333333333333
"C1orf61:CLCN5",-0.383333333333333
"C6orf106:CLCN5",0.916666666666667
"CCDC53:CLCN5",0.4
"CCDC93:CLCN5",0.633333333333333
"CCT3:CLCN5",0.883333333333333
"CDC16:CLCN5",0.766666666666667
"CDH11:CLCN5",0.85
"CELF1:CLCN5",0.516666666666667
"CEP170B:CLCN5",0.683333333333333
"CIAPIN1:CLCN5",0.816666666666667
"ACTN1:CLNS1A",0.666666666666667
"ADGRF5:CLNS1A",0.683333333333333
"AHCTF1:CLNS1A",0.45
"ALDH3A2:CLNS1A",0.666666666666667
"ALPK1:CLNS1A",0.55
"ANKRD17:CLNS1A",0.683333333333333
"ANXA1:CLNS1A",0.816666666666667
"AP2S1:CLNS1A",0.166666666666667
