GSM1676853	GSM1676854	GSM1676855	GSM1676856	GSM1676857	GSM1676858	GSM1676859	GSM1676860	GSM1676861	GSM1676862	GSM1676863
1500 /// 100528016	1.689075574	1.948413059	1.342408324	2.002962872	1.046103113	2.276890597	2.124903599	2.362469009	1.909686495	-0.175842442	0.83126727
150000	1.108069954	0.951691977	0.20229686	-1.784612314	-0.596585032	-1.838659679	0.260171963	1.126549211	-1.000022032	0.405991504	-0.429173357
150005	-2.55439255	0.336025006	1.251079553	-0.859130593	-0.716753516	-0.135211623	-1.508014765	-3.525169025	-1.689461299	-1.702038197	-2.885560647
150051	-1.326353002	-2.242750626	-1.277140007	-2.404200039	-2.642896881	0.194105341	-2.622283296	-2.048378178	-2.062807217	-2.355545603	-1.882385036
150082	-1.173246547	-1.238808227	-2.538617193	-0.939093344	-1.060262081	-0.210205736	0.433752884	0.932004784	-0.35716496	-2.526766371	-1.630828499
150084	-1.123940082	1.704958868	0.651271539	1.149295163	0.272015751	0.722793881	0.854856412	1.491296962	1.922354447	0.097393349	2.36485305
150094	1.289347923	0.338394523	-0.860257339	-2.762547973	-1.508122029	-2.264950471	0.214183661	-2.249467542	0.007746293	-1.592252346	-2.109102148
1501	-0.319786269	-1.793178184	-0.974364619	-4.49345876	-0.247066234	-1.045749594	-1.404635242	0.658414422	-2.218647224	0.690353169	-0.682322942
150135	-0.895127623	-1.176146322	-0.183984915	-1.203893985	0.714238188	0.954731831	-0.218865009	1.347334577	0.663723181	-1.224254196	0.37891423
150142	-0.972999456	0.738428428	-1.637269369	-1.970475195	-1.404593589	1.032317318	0.079188391	-0.375677009	1.067661582	-0.356067311	0.128114312
150147	-1.739060886	-1.090813176	-2.169739187	-3.070113322	-1.636790597	-0.748284189	-0.671031237	-1.387447139	-1.249719927	-1.509410881	-1.867643401
150159 /// 101929373	-1.220815307	-2.804710662	-1.613508409	-0.687173342	-2.790847882	-0.342080689	-1.377353986	-0.268751678	-0.317838192	-0.586352482	-2.425112184
150160	-1.498830119	-1.531504149	-2.095009338	-2.816511313	0.852694765	-0.663264925	0.224605978	1.532303242	0.228562163	1.01637989	0.275756275
150185	-1.528682374	-2.621103989	-0.541860207	-1.314790811	-2.447250804	-2.288926304	-3.01821506	-2.311525228	-1.335593317	-1.263885484	-1.94768469
150197	1.902846383	2.499133391	2.358413245	2.306500082	2.424347508	1.67799064	2.213189714	2.173884078	2.528925458	2.545090235	1.817550263
150209	1.69634396	2.266728864	0.209659744	2.459870903	0.449039065	1.968362199	1.597795061	2.432469915	2.611561918	0.185160777	1.950163523
150223	1.093099585	1.857353326	2.444517676	2.43273453	0.681422953	1.250688164	2.274453266	2.682216043	2.371956757	3.069515479	2.518005434
150244	2.572841713	0.986014634	2.267983585	2.135263035	1.314494151	0.492125289	2.162757524	1.143781198	1.738504853	0.672925756	1.866972606
150248	-1.954428176	-2.139339824	-0.189408151	-1.828419163	0.485278219	-1.695679443	-0.998983482	0.758248198	-2.302390958	-2.880275448	-1.532971779
150274	4.216207533	3.92176875	4.171864967	3.844559293	4.048251983	4.380193016	3.860550816	4.391244948	4.063124544	4.141655206	4.222755645
150275	-2.234094432	-2.81231367	-3.61317085	-3.41541135	-3.070911831	-2.266855571	-3.174777796	-3.804377159	-4.919850594	-2.602671296	-3.094455993
150280	-1.741349476	-0.833800449	-1.96854589	-2.424904804	-0.784161368	-0.779623247	-1.888984465	-1.029056639	0.072186622	0.561777707	0.149272938
150290	0.483075989	-2.190587734	-1.750531581	-1.994873765	-1.011984459	-1.191948618	-1.622599672	-0.550035715	0.834836504	0.251214086	-1.326259875
150291	-1.724179476	1.841215588	1.287785044	1.146104594	0.426592341	-1.29205888	1.997512051	-0.013487258	1.297833726	0.952638383	2.661316066
150297	0.91759098	-1.960309043	0.178039541	-0.335758218	-0.02697908	0.306154751	-2.242219154	-1.590083155	-0.610332194	-1.953659118	-0.312467816
1503	1.910668253	2.112971732	1.833304023	2.069537017	0.67959833	0.528146705	1.558687843	1.633053434	2.029527415	0.314715008	2.476937146
150350	-1.334802547	-3.277781002	-3.062167141	-4.007884799	-0.770418019	-2.157710801	-3.056774574	-0.67786213	-1.101527322	-0.750184958	-2.762762635
150353	-1.682613803	-0.018337856	-2.924166436	-2.583468392	-1.991588383	-2.048344556	-2.592735381	-1.44305537	-1.544627889	-1.795366027	-1.777950563
150356	1.832651241	0.755485903	2.46077275	1.61486354	1.500153367	1.793361962	2.099862479	1.801875649	1.346402812	1.890784304	1.220827954
150365	-1.156368861	0.043224881	-0.008705264	1.078700782	0.083101059	-2.056708377	1.011107801	0.980878501	0.153922095	1.278273426	-1.800893409
150368	1.758593398	-2.485767145	1.119606314	0.891699821	1.882636692	1.101103469	0.626305761	1.716765508	1.027568898	1.915864286	0.827121174
150372	1.139448111	1.219736812	1.130777206	2.004801363	1.396832992	0.147155139	-0.277214983	2.424709966	1.894154045	1.716722641	-0.136645257
150379	0.824788153	1.175438088	-0.901689479	-0.256519653	-1.214299154	0.941614383	0.414846582	-0.654352307	0.845787267	0.043540254	2.034299433
150381	2.480606052	2.454885284	2.766102063	1.997277739	1.355073724	-0.475883749	2.585366374	2.934118192	3.065024439	1.635791177	2.825988295
150383	2.122312544	-1.412449266	1.251128223	-0.575611433	1.351592738	-0.346430679	2.170380356	1.61353012	-0.041490259	0.754243228	0.95694967
150384	-1.878785313	-1.076123146	-1.342475293	-0.817838969	-1.512000381	-1.330381726	-0.636729291	-0.723258296	-1.82409302	-1.943613352	0.819580139
1504 /// 440387	-1.4550797	-2.236997252	1.197058237	-1.155853857	0.406105536	1.069018916	-1.86398017	-1.838306872	0.327849749	-0.431603339	-1.90302186
150465	-0.117924544	0.603831047	0.460709322	-0.676618353	-1.655709128	-1.115286896	0.156493656	-2.091955514	-2.133357021	0.622001895	-0.230943164
150468	-1.087163089	0.027134445	0.837850495	0.576628566	0.054972372	-2.463494093	-1.868018055	-1.260136541	0.280591234	1.292302053	0.199887361
150527 /// 646743	-1.930423767	0.009956195	-2.369957684	-2.326915159	-0.8957594	-0.938765897	-3.312464509	-1.55747509	-2.680857555	-2.702566385	0.820346953
150538	-0.677685077	1.532420727	0.578699238	-2.339257069	0.616285273	0.619642614	0.501092607	0.806513513	1.589405959	0.504215367	-1.093373833
150568	-0.761271303	-2.460178751	-2.447948703	-2.185828702	-1.556920392	-1.319851487	-0.59328046	-2.177089572	-2.342576019	-1.335329196	-1.538891105
150572	-0.577189104	0.612407864	-1.897665485	-0.312508884	-1.457563021	0.644827748	-2.099845411	-2.154559995	0.228030135	1.347826774	-1.087789018
150577	-0.121494708	-2.282670076	-2.419639441	-2.717849375	0.863289836	-0.697594306	-2.03331147	-1.25671612	-1.892240248	-1.969236408	-1.929901254
150590	-1.600584665	-2.828871503	-0.352385889	-2.585628818	-1.752285207	-1.869982042	0.550550265	-1.973049096	-0.766559702	-2.293566237	-1.30718263
150596	-1.177818224	-0.932035031	-1.212346684	-1.176305695	-1.443250153	0.656974524	-0.796126581	-2.073808817	0.125302298	0.663351872	1.157136139
1506	-1.907501035	0.303627639	0.460930371	0.592521423	2.013313249	-1.047824253	-1.897931534	-2.609026555	-1.727409183	-0.077083126	-0.581139116
150622	1.066848748	-0.805331611	0.516581754	-1.100043176	-1.077865767	-1.198628778	1.032372092	0.617108516	-0.900420322	-1.127716534	0.08521428
150677	2.122860592	2.901134842	2.15382263	2.152670819	0.121667714	0.538084472	2.403463538	2.782566433	3.676554547	2.500757264	2.366080416
150678	6.190552761	6.456967965	6.606886123	6.429953291	5.877222253	5.475702626	6.621534534	7.185182823	7.706155811	5.933259545	6.901207807
150684	3.332352071	3.75037697	3.524109094	2.970415218	3.010854624	2.861983958	3.808861187	3.121244022	3.616411103	1.798454543	3.934226687
150696	-1.550783027	-4.318057587	-0.115863781	-0.845285562	-2.379553378	-3.230306607	-1.681811176	-0.552372559	-0.667697872	-2.112934186	-2.982827403
150709	1.508907377	1.309568482	-0.166030509	0.5721192	0.84178204	1.755085107	0.451356079	1.490451813	-1.353217228	-0.088314199	1.716222003
150726 /// 101927826	-2.286438683	-3.527233353	-1.685636094	-3.178100475	-2.612686342	-1.475265417	-1.1287514	-0.764845938	-1.966815596	-0.651087625	-2.306035767
150737	0.19720701	1.268944861	0.83996748	1.147488124	-0.535743301	-1.564091804	0.752321098	1.322586709	0.229835659	0.876670779	-1.178191874
150759	-1.074826163	-0.725994933	0.297105176	-0.698974399	1.833928499	1.430328328	2.09153753	-2.432898349	1.337908796	0.892023586	1.42429764
150763	1.857320432	1.37014278	-0.730458363	-1.978169894	1.315212393	-2.712203901	2.513488467	-0.869017481	0.067164193	-1.549024811	-1.219613653
150771	-1.529807882	-3.492723236	-1.69796267	-1.085311111	1.523982728	-2.090571425	-2.069531965	0.580250134	-0.193128514	-0.95671117	0.37912261
1508	2.362584486	1.740084614	3.239052276	2.93387502	1.466284953	1.475040916	-0.393564239	2.601137111	1.497551328	-0.302367788	1.784162767
150864	-1.331610112	-2.632077475	-2.981194723	-5.291121033	-2.428166209	-4.165214568	-3.802512422	-3.289228586	-2.343608492	-3.695146584	-2.031470412
1509	-0.037937285	2.500043008	3.307278709	2.73968258	0.778647972	0.772380544	2.645276875	2.46443171	2.400028321	0.163114057	2.097709624
150946	-1.611187367	-2.545223685	-1.183733562	-2.143373439	-0.727703183	0.830360154	-1.236824269	-1.41070188	-2.47295844	-0.931552868	0.996683744
150962	1.423575636	0.077645485	-0.727588108	0.356047142	0.198676268	-1.625015289	-1.41113542	1.396616839	0.38414894	-1.055160953	2.09711876
150967	1.753059849	2.247890322	1.613566402	2.384537805	0.867221654	2.294307788	2.384106594	2.274194133	2.062035898	2.275216433	2.700023273
150992	-0.655137644	-0.858257368	-1.691537995	0.344217886	0.5529385	1.693685077	0.642340943	-2.311604331	-0.238204106	-1.964222683	1.024464838
151	-0.060494291	-2.697500822	-1.471588171	-3.132003353	-3.204482167	-0.411074552	-0.059705575	-2.232099255	-3.076562718	-2.722649978	-2.253618446
1510	0.957260922	0.725752771	1.357406916	-0.361171185	-0.919302295	0.855186159	1.508547052	-2.126927148	-1.379936783	1.510630127	2.414853371
151009 /// 440894	-2.77982935	-3.212294325	-0.766324436	-3.938079945	-3.144054629	-1.18108306	-3.75111372	-4.143236296	-2.677458446	-2.752630701	-1.762098711
151011	1.27910538	1.049146323	0.664777985	-2.354141666	-2.548945712	-0.036492708	0.722726119	0.527649401	-1.714272421	1.079997352	0.158019724
151050	-0.739358908	0.111736466	0.852560621	1.385796953	-0.368167193	-1.885759327	0.314661267	-0.365744515	1.912127089	0.977993115	1.535655696
151056	1.337478812	-2.481852948	1.907920316	0.683937201	-0.411320516	1.473671882	0.426252296	1.728251208	1.149441223	-0.780504863	-0.486743562
1511	0.899225811	1.883275246	1.032039304	1.376639167	2.218192366	2.425964404	1.846742189	1.013175406	1.040797959	2.390478175	1.467225891
151112	-2.616650565	-4.164346569	-3.690145379	-4.27658264	-2.06096222	-2.524295186	-1.925578149	-3.003675678	-2.405555493	-2.945147637	-3.140235857
151121	-0.093179348	-0.986769932	-0.163406222	-1.918270802	-1.537084101	1.041738586	1.130101634	0.908035052	-1.334390655	-0.108762306	0.599775244
151126	1.461869997	2.653449108	1.801428987	2.349878851	2.062381442	1.033343712	2.970828181	2.610580053	2.653693275	-1.742128249	2.068914187
151171	2.635078829	1.487883312	2.007568177	2.173606341	3.09657716	-0.363542179	2.14568865	1.144137161	2.012027983	3.232691896	1.838674
151174	0.230162598	-1.552699954	1.97392125	-2.554718628	0.472480837	-1.213598813	-0.517381726	-1.369371934	-0.938610443	0.521882902	0.986131911
151176	1.337821338	2.547041865	1.314461551	2.589913553	0.184246796	1.092866466	2.199037517	1.533925021	2.114163314	2.017457653	1.89176128
151188	-2.927340973	-3.392995237	-3.619287834	-3.224360039	-0.06572463	-1.335209022	-3.490587035	-2.054901439	-1.443603739	-0.507925435	-1.256506318
151194	0.620561799	1.325356527	-0.455019239	-0.676357005	-0.649446049	0.735367177	-0.757120175	0.321679846	1.358100726	1.359596528	0.562990074
151195	-2.52851657	-0.857321825	-0.620526507	0.229398133	-1.524223408	-2.518897131	-0.528116565	-0.047178466	0.98468883	0.36626018	0.823754307
1512	2.495459174	2.273845666	3.763049038	3.039401259	2.766079357	1.865856246	2.91749984	2.73466981	1.487492357	0.616875327	-0.083233704
151230	-1.466302211	-3.253560028	-1.238533296	-5.237388572	-2.238427353	-2.561245527	-2.249829171	-1.183928845	-2.388743201	0.002675749	-3.190891404
151230 /// 100526832	0.173356336	-2.715834075	-2.68640264	-0.318932716	-2.408295337	-0.182712684	-1.133822073	-1.415376752	-2.147142592	0.997085087	-2.528515516
151230 /// 493911 /// 100526832	-2.744977556	-1.852521791	-0.722703108	-4.637532295	0.697102044	-1.722652529	-0.491543386	-3.613552188	-2.384451289	-2.599173474	0.711458183
151242	-1.729951337	1.565056912	0.8657142	-0.835175616	-1.009758104	-0.175261858	1.837683973	1.237609042	2.746968227	0.264898962	-0.647033823
151246	2.709244308	1.483755904	2.25785939	1.439212835	-1.159851361	0.236828027	2.07015789	2.506831505	2.443961512	2.354491426	2.306168186
151254	1.298238572	-1.481446236	-0.124120786	0.269033984	0.576291308	-2.374840528	-2.354110961	-0.581863021	0.236754256	-1.859189784	-2.230769353
151258	-0.544316743	-0.820871011	-0.312781493	-0.060578482	0.751718444	0.454902184	-1.215102198	-1.039883511	1.032101438	0.463895771	-1.92581217
151278	-0.655025684	-3.582559066	-2.050810055	-2.979412594	-2.018704059	-3.776913658	-2.433578901	-2.348819403	-2.361090581	0.821719962	-1.525249902
151295	0.307040527	1.096402905	-1.820981833	0.054452529	1.908938526	2.254217538	1.511457449	-2.163653641	1.230513507	0.517538692	-0.560472096
1513	1.217077243	1.212926467	0.071977277	1.622619452	0.854331515	1.539936134	2.168062161	0.933806588	1.655168692	2.194086363	1.544003665
151300	-1.657364785	-4.001232787	-0.611538118	-3.729435518	-0.326855955	-2.013820755	0.341817117	-3.038310483	-1.279700261	-1.277938344	-1.613515865
151306	1.133155704	1.021270373	1.315497836	0.978146209	1.363937842	2.256062056	0.917829369	0.249243844	1.803143224	0.711527701	1.670779077
151354	3.552155388	4.089002266	3.224429135	3.080763699	2.589224925	0.948025634	2.929097443	0.861652368	4.06290819	1.330000389	-0.016940741
151354 /// 653602	1.825479989	3.078889247	1.198286259	2.282627572	2.798482935	0.958296065	1.143275499	1.414569395	2.171301195	1.308204052	1.263327938
151393	-1.565836286	-2.410457851	1.116474914	0.144730183	-0.237415779	-0.434384681	-3.576757502	-2.489210496	-2.209040685	1.588612175	-0.829136369
1514	3.939260396	4.285901708	4.086936401	4.349662815	3.609084978	3.720040883	4.259963167	3.846200725	4.281474231	4.180698255	4.20962304
151473	3.222160313	3.650421107	2.91997617	3.34776017	2.249074	1.525846293	3.935209852	3.036139965	4.661687462	3.047738979	3.886679189
151477	-1.936230792	-0.252441626	-1.572558359	-1.535721135	-0.215908373	-1.496589958	-2.555272468	-2.637337753	-2.51138479	-1.99707995	-1.671219896
151484	-1.021951441	0.344134437	-1.482745557	-0.692742574	-0.496274627	-0.549609505	0.205096687	1.11041269	-0.212755763	0.365671517	1.587902933
1515	-1.920235511	-4.03557458	-3.178378375	-3.804583829	-1.933727952	-2.296431728	-2.343274872	-1.184228333	-2.444971057	-2.501466298	-2.095506168
151516	0.787622111	1.571788538	2.084250834	0.788060826	1.944647669	0.692166484	1.967961341	2.134631537	1.656417079	0.576638046	1.531169528
151525	1.624688031	-0.319054114	0.41091622	0.694340269	-1.515744803	-0.985486045	0.376223882	-1.512279652	-2.865554064	1.268713854	-2.30875381
151531	-1.02183178	-1.941112764	1.071824867	0.022369717	-0.01330397	-2.859010772	-0.13405448	-1.993672802	-2.775193707	-1.240794674	-0.362974871
151534	-0.502680232	-2.938877101	-1.650917401	-1.924705959	-0.169019359	-1.621368937	-1.526173919	-0.002105255	-2.271384854	-2.565211956	-1.875168189
151556	3.24457476	4.543814016	2.798949709	2.684351365	3.306639922	3.06736095	3.984829789	3.157317421	4.294775428	3.685210717	4.736051202
151613	1.643496279	4.033489701	2.132819822	3.365172094	2.722601609	2.983258884	2.11210102	2.60235379	2.552882347	-0.40173715	3.327601415
151636	3.413547354	0.25334141	2.484908092	2.052319663	1.393498322	1.866860263	2.366897108	2.04055439	1.368329719	1.383767146	1.364578946
151647	1.707164774	0.247871379	-1.840765224	-0.065150347	-1.692954277	-0.408652472	1.216399671	2.666628883	1.901408345	1.505951879	1.5040819
151648	-1.808671374	-0.481021301	1.598275074	-0.105615038	0.417552189	-0.199866711	-2.130522551	-1.548517612	-1.004854166	-0.592415433	-0.693282619
151649	-2.1209147	-1.51957549	-3.360062771	-1.002991158	-0.084626407	1.567360792	-1.788385062	-2.262750233	-2.648836313	-0.904949518	-2.274408973
151651	-2.165657405	0.023339118	0.535466651	-4.137660438	-2.009102695	-1.921524228	-0.516772827	-0.934178747	-2.160986763	-1.738084209	0.477131877
151657	-1.213369094	-2.152684028	-0.93159479	-2.989148697	-1.685006891	-1.777281294	-1.301151653	-1.636632685	-1.347834961	-2.418310053	-0.761428664
151658	1.43445578	-1.240627277	0.295768979	0.285200899	1.202724828	1.197910072	0.024224346	1.117809344	1.049801914	1.354190106	-0.278264751
151742	-1.751462418	1.482930965	-2.938590768	2.021310781	1.117198112	-2.174127125	0.206593202	-2.463921935	1.465352735	-1.247494274	1.056700387
151760	-1.164025292	-0.809564407	-2.487762116	-3.482632652	0.909781726	-1.117559947	-1.767024826	-3.135377043	-1.368122944	-1.370943476	-1.715060221
151790	-1.621446722	-2.188647763	0.122813888	-2.782211054	-0.912979669	-1.629687625	-0.272191737	-3.190493531	0.05592495	-0.611017892	1.208288538
1518	-0.219640203	0.916454214	0.506574971	-2.457258123	-2.406349042	-1.947294831	-3.746424694	-0.95202004	-2.197347509	0.7259045	-1.978648909
151827	0.386215294	-4.786862668	-1.148765652	-3.464783428	-3.746975872	0.423616969	-3.249736403	-0.397382472	-1.97522004	-2.968772522	-1.659541846
151835	4.330421739	3.407149106	2.549740016	3.472413994	3.125623499	3.109052545	4.456936002	4.59791219	4.366373096	3.645390028	4.48497636
151871	-1.195552729	-0.078053577	-2.257368629	-1.167643606	0.055068606	-2.138377954	-0.235084765	-1.568339278	0.240686945	-1.000423463	-0.988648725
151877	-1.523346477	-3.620961788	-2.109549718	-0.976732677	-1.105928769	-1.644975498	-2.69140146	-3.024300278	-1.51080764	-1.300444	-0.893893578
151887	-2.124930098	-1.541654274	-3.869595208	-3.310921539	-1.55731995	0.461515055	-4.553562178	0.794181329	-0.543629601	-1.028018895	-3.057618488
151888	-1.226068472	-1.684423179	-1.896656223	-2.687666054	-0.760182723	-0.637898485	-1.423666174	-0.050073496	-0.983345283	-1.020982083	-1.221432523
1519	0.530137936	0.420152586	1.149518467	1.137959538	0.741660566	-0.613769049	1.155340055	1.12577157	1.301537248	1.094986514	-0.207639411
151903	2.658969393	2.346060578	3.009464995	2.867562489	0.322580707	1.956820369	3.05109889	2.185618824	3.042961	2.545685221	2.646150766
151963	-0.098008763	-0.321963713	-0.370680917	0.769582132	-1.54355144	-4.924731588	2.29308635	1.610161029	1.084847966	0.544015344	2.537393956
151987	-1.532428096	-2.351269306	-3.743624211	-0.721713532	-0.371979602	-2.163581999	-2.288723884	-3.511940489	-1.365258433	0.902987347	-2.30405215
152	1.527107886	2.605366805	2.456503202	2.169273204	0.946081844	1.154765909	-1.373892906	2.342945576	1.334534374	1.92584837	-1.951017274
1520	2.321153827	0.979302425	2.060325144	0.405068701	0.576451905	2.150728138	2.060365718	2.151041628	0.242195866	1.58517605	-1.032251034
152002	-0.81030204	-0.440763309	-1.895071169	-1.974417825	-0.152250981	-0.493891535	-2.543867026	-0.96963636	-1.396753225	0.64681337	-2.930043136
152006	1.026704976	-0.744519367	0.771357024	0.775918307	-1.19012974	-0.861730417	0.213058417	0.149226286	1.375213578	2.191618252	1.158076323
152007	2.825677712	2.362876643	2.14812935	2.073102625	-0.362018578	1.000654874	1.400413742	0.100937066	0.222050476	0.968078543	0.321140573
152015	-2.155255653	-2.611261559	0.703450196	-3.308804031	-2.082348329	-1.54547002	-3.450532242	-3.646911712	-2.25897398	-2.320625737	-2.976848246
152024	-0.130484884	-1.007455485	-1.443809495	-1.362080013	-2.58735452	-2.165732919	-1.889048416	-2.523786289	-1.116712915	-1.803271772	-1.199083948
152048	-1.201663065	-0.008053707	-1.735681764	-2.177963905	-1.632641273	0.790685054	-0.394099062	1.077167226	1.486020653	-0.052578991	-1.368498381
152065	-1.433280945	-2.381568074	-1.323492129	0.486907912	-0.002999625	-0.911903034	-1.026030201	-1.799757513	-3.075066611	-1.810903523	-0.029472601
152078	1.120518713	-3.585430767	-2.923055656	-1.189802946	-1.717996008	-1.640009964	0.469687891	-0.249459611	-0.450175081	0.389192541	-0.685407511
152098	-2.32204741	-2.376035338	-0.743423893	-3.292295121	-2.451683244	-0.651995436	-3.653097048	-3.639754768	-2.033495574	-1.957427029	-2.856314053
1521	-3.612928709	-1.883034085	-2.391459745	-4.661848624	-2.629927167	-1.633916593	-4.118807903	-1.753226037	-3.490805721	-1.027132958	-1.955550373
152100	3.277043786	3.702927417	3.240570306	3.141675582	3.316368615	1.679848519	3.500401273	4.021196462	4.939667729	2.690373358	3.993020389
152110	-0.522194583	0.467260362	0.705695704	-2.478274336	-0.095598722	-0.319835584	-1.393939289	-0.734173275	0.54470531	0.085220944	0.980547133
152118	-2.197667979	-1.913946993	-2.342278578	0.625318364	0.078956568	-2.053670042	-2.976515503	-0.793041085	-1.105692782	-2.163813236	-0.966970863
152137	1.474222089	-2.952785414	-0.298508211	1.310177894	-0.979240746	0.39418852	0.653211748	-1.649841737	1.406187041	-1.222406899	0.146483756
152185	-2.380188654	-2.57725735	-1.559321847	-3.101635206	-1.490502043	-0.41708673	0.489954037	-0.693343912	-3.169057133	-2.013411585	-1.967751185
152189	-1.550706184	-1.13958663	-1.843415832	-2.764370585	-3.647481378	-1.285137609	-3.462769523	-2.276697641	-2.851946852	-1.110434454	-2.64863988
152195	-0.873992846	-2.789261213	-3.356156677	-2.982450794	-1.01927724	-0.989628674	-2.567280452	-3.084325953	-4.483200715	-1.248008723	-2.359122428
1522	0.164745945	-2.049213743	-1.23460915	1.014418775	-1.661871748	-0.514915942	-1.789086248	-1.61986759	-1.307842857	-0.951004859	-0.85082461
152206	-1.213076621	0.515066413	-1.600781504	-0.585566276	-1.547094637	-1.377494332	-2.271292108	-1.88416992	-2.370480608	-2.923780358	0.013008175
152217	2.357462838	1.692438615	2.919000055	2.3789455	1.614023912	1.895865027	2.756225546	2.723553479	3.435743331	1.137475555	2.198994763
152225	-1.248640165	-0.513751776	-0.144296466	-0.068143615	-0.406304561	-1.507987774	-1.689356217	-0.768191137	-2.372368087	-1.457515587	-0.471526831
152273	-2.018915947	0.071739338	0.401472848	-1.717059088	-1.495592357	-0.49593926	2.205060096	-1.249560211	0.625257881	0.763594181	-0.530826427
152274	1.7233719	-0.465739743	-0.852001293	1.232433953	0.046981033	1.653225926	2.198513228	0.881167515	0.63276214	1.693917474	1.616021417
1523	3.246500425	2.913549827	1.662659304	2.226361741	2.331755597	2.582058737	2.23801722	-0.678183606	0.947910302	0.246007097	0.367993393
152302	1.218274148	1.571639356	0.930883016	0.397496085	1.422485176	2.255578806	1.617736982	0.461523424	1.570076103	1.920257682	0.061811853
152330	2.089234445	0.225367988	2.074453337	1.748015318	0.525238428	1.876265573	1.786533706	1.554224541	-0.191349356	0.971098314	1.838265902
1524	0.674769527	0.749705351	3.48581215	0.845535323	1.10940655	2.981088725	3.124540336	1.240567963	1.970779466	-0.354417849	-1.191137667
152404	-2.470667256	-0.856546761	0.026186351	1.46746036	0.251282012	1.308684873	-1.781175699	-2.334907344	-1.424846295	-1.825235098	0.209220268
152405	-1.186600242	1.18008919	-0.373657544	-0.509952094	1.69196615	-0.68247262	0.343993705	1.130988376	0.522172375	0.336634508	-1.206313708
152485	-0.383568529	1.339514296	0.44512158	1.527384867	1.20799811	0.696639886	1.843166897	1.780067121	1.867948116	-0.835567408	2.022901568
1525	1.094680567	-0.987151626	-0.93315255	2.457644464	1.071798422	1.065647593	-1.158608494	1.548269111	1.179078484	0.075458179	0.846378905
152503	-2.184219211	-0.391033611	-2.587553461	-3.727276618	-2.985596492	-0.260730018	-1.238056967	-0.367563844	-2.886501894	-2.077132601	-3.101218783
152518	1.028485505	1.958319612	1.311282299	1.709036542	0.353473908	0.448157891	2.361413696	2.69584323	1.64159348	1.800291958	2.014182761
152519 /// 101927157	2.635363281	1.344740482	2.727394774	2.516797362	3.001303961	2.177894227	2.812254483	2.260127653	1.545061515	2.718985338	2.921468726
152559	-0.483794901	-2.721732738	-0.835298197	-1.966691675	-2.17672559	0.733245472	-3.111249897	0.10517882	-2.143185463	-0.477267337	-1.491101616
152573	1.006247094	2.173907673	1.736697552	1.760899436	2.255883133	0.623544667	2.068939538	-0.366138297	2.771430115	2.394741619	0.89217507
152578	-1.627230396	0.585529852	-1.424964867	-2.834219724	-2.732103907	-3.216292128	-2.530294645	-1.51344744	-2.524764282	-1.341473342	-1.205613637
152579	2.554640781	3.54722	1.877937879	1.648169451	1.81505578	0.634685198	3.708328918	3.546909447	4.103584845	1.736526755	3.549565425
152586	0.205181631	-0.536932703	1.040299433	-0.50623022	-0.476562268	-0.225818165	-1.952566491	-2.522131624	-0.052390073	0.077648042	-3.055506101
152641	-1.539344855	-1.69581756	0.466558009	0.184865113	0.501569677	0.159679275	1.145739194	0.349901009	0.052096733	1.831812869	1.697360035
152687	2.660270058	4.034032877	3.091281057	3.28368722	2.307793284	2.114447541	1.996708424	0.542038352	1.585938166	3.115872537	4.181780124
152687 /// 255403	-2.658650655	-1.105214937	-0.477496165	-1.259898117	-0.461019053	0.026940384	-0.759173543	0.703410058	-1.871117703	-0.657849384	1.488740233
1527	-1.813071658	-3.208603674	-2.042819913	-4.456662396	-3.546101136	-2.274612501	-2.855322556	-3.888086965	-3.932262581	-3.330936811	-3.313870682
152742	-2.484349833	-3.274427475	-3.446998032	-3.389454726	-0.753001973	-1.742626161	-2.801394769	-2.461831095	-2.618253201	-1.363384054	-1.852872122
152756	-1.937573101	0.795710026	0.99152036	0.273209919	-2.22753077	1.284673885	0.99042674	-0.181648195	-2.137515931	-1.984081307	-0.676462785
152789	2.580761653	4.033737191	3.270327602	4.017201654	1.950645236	1.633378363	4.05977376	3.595375332	3.474090703	2.03974902	3.895409082
1528	-1.011094981	-3.472159605	-0.741782692	-2.800770699	-1.549943207	-1.846212339	-3.642887887	-2.828925685	0.553637897	-1.62605661	-1.790623923
152815	-0.276983881	-0.967152927	-3.363461187	-2.86579001	-0.822094229	0.983910043	-0.191842405	-2.274362227	-2.489225833	-0.763464469	-1.884333283
152816	-2.70512722	-2.649149765	-1.296463914	-2.599171213	0.550462571	1.110997892	-0.064468643	-2.379569482	-3.434210277	-2.022820055	-1.731391093
152831	-2.902933354	-1.022785668	-0.771037296	-3.576872428	-3.243523647	-0.993024976	-1.34974189	-1.817799081	-1.164607848	-2.543206333	-1.908923779
152877	-1.5544603	-1.188318499	-0.401778404	-2.609288932	-2.586245326	-1.491719583	-2.714913572	-2.713574068	-1.561771125	-0.221377945	-2.505461593
152926	1.05364297	-0.279300993	-0.416243587	-1.943702825	0.323314803	0.120225278	0.400414842	-2.006213719	-3.772216414	-2.377640966	-2.02908312
152940	-1.713047771	-2.919119731	-0.221177698	-1.569193338	0.750219041	-1.767585103	-1.869714124	-1.973231046	-1.54384366	1.0420881	-1.558469044
152992	-4.252942588	-4.90662456	-4.651845333	-6.221958452	-3.126338202	-2.324891146	-4.821963069	-3.460472626	-3.806525003	-3.225806057	-4.233323164
