"Ensembl_ID","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000180801","ARSJ",1250.61516199416,0.872172724987717,0.269359412308317,3.23795154404852,0.0012039125559037,0.019021377793139,942,1638,610,2695,313,1456,1124,1858,1281,2955,337,978,930,1023
"ENSG00000111269","CREBL2",1870.31106335484,-0.389866900441659,0.120445149338553,-3.23688336626826,0.00120842790577705,0.0190752664578281,1540,1211,2564,2160,2164,1660,2848,2511,2025,1552,2394,1738,1308,1307
"ENSG00000077943","ITGA8",2817.50447651266,1.14940209752044,0.355321160412983,3.23482591406746,0.00121716918368101,0.0191957028611757,1791,5057,111,3579,229,2766,1328,5282,1774,6272,216,3559,1896,5771
"ENSG00000256751","PLBD1-AS1",75.8034587497229,-0.958224489950702,0.29634796259655,-3.23344382581511,0.00122307386855633,0.0192712250329372,78,60,89,39,90,30,116,89,193,71,38,35,124,15
"ENSG00000261154","LINC02131",36.0955494740682,-1.15978157051024,0.359047476783859,-3.23016215264592,0.00123720028129063,0.0194760361509643,2,10,36,13,90,22,223,4,10,10,21,19,55,14
"ENSG00000117519","CNN3",1257.40596182086,0.798347429309272,0.247192050559385,3.22966465751082,0.00123935492250606,0.0194921859351159,973,1866,581,2253,426,1304,1218,1221,1688,2480,642,1382,520,1423
"ENSG00000056558","TRAF1",166.916096223359,0.76804662818107,0.237892894872894,3.22853958539382,0.00124424037204568,0.0195455367594299,118,120,94,238,124,284,166,151,116,195,106,181,86,386
"ENSG00000137710","RDX",2883.76744433195,0.394297346517532,0.122143182081255,3.22815682217308,0.00124590651145256,0.0195455367594299,1873,2451,2360,4712,2239,3495,3931,4582,3067,3945,2171,2971,1732,2591
"ENSG00000164100","NDST3",23871.4804373979,-0.56732505178827,0.175745667520281,-3.22810263145066,0.00124614256599296,0.0195455367594299,19623,11324,39096,28249,28562,21496,20395,21810,26423,17613,37585,24745,24830,16702
"ENSG00000110900","TSPAN11",1124.68455066424,0.574574012573881,0.178010476959246,3.2277539074592,0.00124766259435299,0.0195516200924516,650,863,857,1576,647,1142,881,2034,842,1282,1370,2007,833,1281
"ENSG00000144559","TAMM41",4190.00246906501,-0.432094920550858,0.133914187038361,-3.22665529401362,0.00125246246281113,0.0196033097487859,3519,3012,6066,5172,5028,3682,5441,5246,4065,3193,5577,3995,3644,2378
"ENSG00000056291","NPFFR2",910.224885117494,0.842548018983844,0.261143425729989,3.22638035642147,0.00125366633618848,0.0196033097487859,530,795,288,1345,461,939,1187,2193,1065,2019,259,1340,490,635
"ENSG00000121769","FABP3",1459.55080345963,-0.608960127909718,0.188753409984326,-3.22622053800398,0.00125436662646409,0.0196033097487859,1295,1088,1398,1294,1468,1063,2341,1363,1534,1127,1518,935,2527,1381
"ENSG00000224743","TEX26-AS1",21.1217848688771,1.12722865555713,0.349599726310677,3.22434078382372,0.00126263046053377,0.0197105025402989,5,13,12,41,9,26,1,56,11,13,24,40,2,58
"ENSG00000119950","MXI1",3229.4401520851,0.431399372458762,0.133802855334119,3.22414175229307,0.00126350838566859,0.0197105025402989,3054,3411,2952,4960,2113,4133,3013,4770,3232,4003,2361,3160,1949,3197
"ENSG00000118200","CAMSAP2",15083.9097782134,-0.201757214322197,0.062607198648056,-3.2225881157272,0.00127038084811241,0.0197998256913838,12810,11953,16762,17430,15519,15657,18128,17806,18017,14647,17037,14068,12938,12329
"ENSG00000136261","BZW2",3136.39575663779,-0.435312099803794,0.135137327628748,-3.22125727541165,0.00127629520194574,0.0198740683880983,2715,2258,3921,3420,3076,2442,3652,3672,4009,2904,5098,3204,2558,1885
"ENSG00000172345","STARD5",170.548432696014,0.623945289269541,0.193724511418042,3.22078649058053,0.00127839348392351,0.0198888081746622,123,127,94,185,110,202,134,401,148,256,180,189,109,221
"ENSG00000232973","CYP1B1-AS1",6685.81918205701,-0.922547658115558,0.286571994283625,-3.21925267129382,0.00128525180509504,0.0199775098309506,3712,1415,9751,4525,11353,5140,2466,3021,13959,5326,14862,6343,7347,4808
"ENSG00000152926","ZNF117",1492.31015431798,0.617592169843452,0.191950355945816,3.21745779944158,0.00129332051494676,0.020084848896237,1092,1548,1014,2037,935,1729,1010,1710,2027,2941,1065,1575,797,1844
"ENSG00000131080","EDA2R",28.3951908222854,-1.11449331983338,0.346459492814991,-3.21680699460157,0.0012962576898283,0.0201123756025561,21,18,51,5,75,11,44,4,44,32,45,20,26,1
"ENSG00000170745","KCNS3",1217.54663984533,0.704948214203877,0.219243385676379,3.21536821751347,0.00130277295880645,0.0201953197716595,725,696,761,2827,911,2013,830,1944,1746,1257,517,1680,697,1354
"ENSG00000146592","CREB5",4166.79698702254,-0.690545410846414,0.214783086372029,-3.21508281918582,0.00130406892557682,0.0201972791711086,2841,1475,4707,5434,4809,2951,7305,5291,6070,4235,4548,3383,5987,1319
"ENSG00000090530","P3H2",4391.82524342658,0.41923570539571,0.130573552960464,3.21072449887802,0.00132400803451512,0.0204877193082811,2681,4404,4951,7394,3642,5382,3430,6233,4079,5069,3562,4031,3261,4956
"ENSG00000149294","NCAM1",55825.4466245116,-0.327715235720386,0.10215390581157,-3.20805389785956,0.00133636451578263,0.0206604107636976,55119,47399,63162,57562,54475,44676,72849,65630,63194,54646,59535,46498,57333,47189
"ENSG00000204956","PCDHGA1",365.135973020043,0.68748209078259,0.214409662236574,3.20639510184033,0.00134409299839184,0.0207541777429991,383,470,185,560,182,296,298,545,368,637,243,432,180,428
"ENSG00000154175","ABI3BP",1457.40564104586,0.790899831342853,0.246675435590508,3.20623668688187,0.001344833221056,0.0207541777429991,1082,1319,527,2082,522,1263,1071,1374,1633,3162,994,2461,1038,2179
"ENSG00000172071","EIF2AK3",2217.38805538767,-0.491003224990591,0.153218933543979,-3.20458584088536,0.00135256951052489,0.0208549311404056,1979,1379,2109,2423,2202,1702,2443,2511,2521,1899,3009,2047,3327,1671
"ENSG00000204572","KRTAP5-10",425.503894685571,0.686534774393847,0.214363846515768,3.20266120221605,0.00136164068520103,0.0209760686821914,216,301,227,554,308,627,457,626,276,437,263,543,408,828
"ENSG00000155975","VPS37A",5354.07028416017,-0.272808758123795,0.0852372802376937,-3.20058027852411,0.00137151157292041,0.0210992950336532,4533,3702,6376,6651,5229,4861,6721,6444,6978,5883,5782,4942,4840,3802
"ENSG00000178726","THBD",49.041158937245,-1.08978332912457,0.340525414443995,-3.20029954564171,0.00137284827371314,0.0210992950336532,35,13,18,22,83,26,140,59,48,15,36,44,144,5
"ENSG00000119408","NEK6",1024.20223426483,0.43668606050785,0.136455710263864,3.2002036387003,0.00137330520689248,0.0210992950336532,938,971,923,1740,752,1222,772,1562,1083,1387,791,1019,630,965
"ENSG00000165124","SVEP1",2793.81870215514,-0.390307252273482,0.122068744084562,-3.19743809277747,0.00138654169754463,0.0212837231776873,1971,1774,3353,3426,3182,2149,3688,3386,4035,3073,3597,2545,2331,1787
"ENSG00000070808","CAMK2A",24287.3842759267,-0.366824551900595,0.1147458517942,-3.19684368685071,0.00138940196836504,0.0213086879144724,26510,20151,27947,25049,28871,20142,34253,29147,26198,20340,24912,18576,19848,22200
"ENSG00000276476","LINC00540",62.532931079739,-1.12057400113372,0.350669558142249,-3.19552688596699,0.00139575778005863,0.0213871704559295,9,19,85,13,141,30,14,24,78,33,221,66,116,13
"ENSG00000229972","IQCF3",81.0032742015396,0.854613050621269,0.267482041646831,3.19502963772669,0.00139816481707131,0.021402539518249,39,81,52,145,41,135,284,50,66,129,64,133,17,115
"ENSG00000106571","GLI3",182.998070921687,0.899014434421582,0.281398590419711,3.19480788116489,0.0013992395110373,0.021402539518249,139,245,34,338,70,237,305,435,120,293,87,203,66,139
"ENSG00000121152","NCAPH",46.1840711219517,-0.793728554520601,0.248477437852835,-3.19436871765677,0.00140137006776384,0.0214161590267378,31,34,49,29,65,32,73,37,52,34,109,43,42,24
"ENSG00000275410","HNF1B",9.09748752740288,1.14141389638618,0.357375183780183,3.19388124355117,0.00140373850114255,0.0214259645739448,2,4,0,12,3,25,5,1,2,6,3,11,1,50
"ENSG00000049130","KITLG",3950.09903672611,-0.609309092709149,0.19078450155311,-3.19370330267383,0.00140460396078287,0.0214259645739448,3398,2279,6048,4827,3710,2958,3363,2911,5273,3015,7766,3888,3623,2838
"ENSG00000089041","P2RX7",5553.56583120664,-0.746413063384153,0.233730955808572,-3.19347114635287,0.00140573385038389,0.0214259645739448,3798,2670,6851,3847,9645,4491,4001,2461,7561,5105,9792,5082,7006,4915
"ENSG00000112293","GPLD1",2378.3322379303,0.359556711543166,0.11263308719283,3.192283195857,0.00141152865466248,0.0214953159941502,1667,1877,1999,3700,1926,3135,2993,3252,2164,2321,2103,2806,1560,2837
"ENSG00000004948","CALCR",8.80653187222282,1.14681578779726,0.359622863141145,3.18894015185891,0.00142795437702832,0.0217262943937463,3,1,1,39,3,7,4,14,1,21,7,25,2,8
"ENSG00000258484","SPESP1",1124.83003677046,0.461351787634732,0.144707188072442,3.18817464273975,0.00143174034222824,0.0217647218045242,841,784,1010,1988,720,1205,937,1622,1320,1378,893,1424,732,1423
"ENSG00000058063","ATP11B",5683.33646816218,-0.343868751084394,0.107873368952345,-3.1877075354558,0.00143405505011846,0.0217807358491606,5156,4015,6872,6712,5803,4648,7138,6280,6911,5796,7469,6163,4634,3647
"ENSG00000166341","DCHS1",522.634904966674,0.583241922945479,0.183077936643797,3.1857575720894,0.00144375522367833,0.0219087952176635,518,600,390,853,379,592,316,1079,424,531,320,535,396,562
"ENSG00000248132","LINC02101",24.8446000309406,-1.14038004748936,0.358193288187485,-3.18370021186011,0.00145405518561764,0.0220457234419939,4,5,37,12,68,3,29,0,27,19,90,15,27,13
"ENSG00000121057","AKAP1",1019.40466830144,0.39620149772878,0.124478608207796,3.18288823624529,0.001458138864008,0.0220882456513633,649,806,757,1515,826,1266,1338,1955,825,1187,982,1164,711,918
"ENSG00000183378","OVCH2",121.986543814261,1.0162533721252,0.319334951300881,3.18240570906901,0.00146057064790673,0.022091686879925,96,223,27,126,31,112,22,138,134,351,56,131,78,170
"ENSG00000162543","UBXN10",314.692491149239,0.666858395902821,0.209549994580745,3.18233554353953,0.00146092457101594,0.022091686879925,197,196,261,546,246,518,311,712,277,296,284,406,83,340
"ENSG00000214788","OOSP1",128.990107843502,1.02047804509008,0.320897339111476,3.1800763693325,0.00147236243837123,0.0222274171617968,39,134,72,135,58,87,151,63,47,267,76,117,56,484
"ENSG00000166272","WBP1L",2457.33898091406,0.418826150508481,0.131704088552013,3.18005428011505,0.00147247467908365,0.0222274171617968,1657,2300,1879,3166,2171,2499,2640,5263,1909,2421,2288,2827,1832,2736
"ENSG00000165511","C10orf25",35.491080687476,1.08384070764614,0.34085404264908,3.17977953033107,0.00147387140898688,0.0222290701849733,24,49,17,86,15,52,3,12,33,103,12,25,11,61
"ENSG00000180694","TMEM64",6460.22348474323,-0.434487621401226,0.13675990192455,-3.17701033188025,0.00148801734783944,0.0224092477272426,5613,4878,8092,5864,7756,5202,7424,6474,7462,5394,7698,4893,6965,7009
"ENSG00000120156","TEK",1880.62110490795,-0.764709196687502,0.240706728768019,-3.1769331941879,0.00148841317639396,0.0224092477272426,1418,707,2631,1468,2206,1297,1373,1314,2213,1536,4820,2351,1993,1144
"ENSG00000072182","ASIC4",50.4583455936164,1.02879930887315,0.323914404741514,3.17614559221022,0.00149246027601583,0.0224484758876603,32,48,14,119,4,99,19,76,64,88,14,90,36,36
"ENSG00000109854","HTATIP2",509.03580234959,-0.508285299568163,0.160043455952094,-3.1759205432324,0.00149361855318326,0.0224484758876603,405,331,546,494,671,549,709,622,635,525,542,379,627,228
"ENSG00000177239","MAN1B1",551.735750657317,-0.653375804003216,0.206005461038933,-3.17164312396425,0.00151579154874637,0.0227508544758537,324,242,820,576,785,419,1050,668,441,396,961,560,445,312
"ENSG00000170802","FOXN2",1073.06266943318,-0.532260860428771,0.167824535024338,-3.17153186422701,0.00151637231465097,0.0227508544758537,1067,705,1636,1399,1212,873,1615,1294,1557,1127,891,566,897,604
"ENSG00000171877","FRMD5",34884.5888718106,-0.499716886908025,0.157658036187912,-3.16962521537699,0.00152635675914527,0.0228807768000691,40380,24374,39752,30019,37455,31052,35287,30345,39518,27438,38532,30343,45503,34191
"ENSG00000124003","MOGAT1",69.4505880745112,0.869196004080346,0.274250719808177,3.1693481230908,0.00152781282243479,0.0228827403561374,38,56,32,100,45,131,42,36,74,91,41,140,38,119
"ENSG00000177106","EPS8L2",16.7516137790504,1.11455781904395,0.351805858158595,3.16810477482584,0.00153436212659413,0.0229513700906162,10,12,2,27,5,24,9,94,9,19,1,10,12,24
"ENSG00000181220","ZNF746",2751.26563233272,-0.475302109308684,0.150033468611695,-3.16797387747413,0.00153505312726051,0.0229513700906162,2012,1787,4117,3532,3273,2166,4765,3855,3201,2264,3331,1996,1931,1747
"ENSG00000073849","ST6GAL1",3325.16925579535,0.551255507016964,0.174084072711219,3.16660506864071,0.00154229619056549,0.0230397170543905,2733,3975,2982,5781,2985,5423,3430,4386,2833,3860,1785,2805,1585,3249
"ENSG00000225539","LINC01821",636.840383625893,0.841126731123051,0.265799938605999,3.16451062981572,0.00155343987568257,0.0231861306941766,272,503,382,1065,153,606,858,1354,707,1563,410,1039,253,375
"ENSG00000154065","ANKRD29",1286.41434284336,0.764324799987325,0.241666117870911,3.1627304924706,0.0015629695268165,0.0233082217259017,850,1109,566,2652,1055,2404,1128,1843,805,1055,371,1570,1295,1788
"ENSG00000016602","CLCA4",33.7848563799956,0.951030290438119,0.300770973263971,3.16197497423878,0.00156703030802053,0.0233486163841299,20,18,29,39,26,52,9,62,11,70,32,63,10,49
"ENSG00000253549","CA3-AS1",80.1652797328857,0.895352848819061,0.283401228108552,3.15931181665915,0.00158142192273022,0.0235427372272656,54,112,40,124,36,66,26,64,85,197,41,101,58,120
"ENSG00000255874","LINC00346",21.9330095516391,-1.05011117744118,0.332549967887391,-3.15775455975018,0.00158989356823809,0.0236262186338676,9,6,29,11,44,9,56,40,17,6,37,12,36,6
"ENSG00000171016","PYGO1",532.109643989276,0.872601344684243,0.276354428855815,3.15754427492643,0.00159104073665258,0.0236262186338676,352,340,147,979,277,770,547,1381,571,936,84,598,387,556
"ENSG00000101190","TCFL5",1015.59939990628,-0.497474516852629,0.157551934277468,-3.15752719339209,0.00159113395513278,0.0236262186338676,1117,715,1528,1205,1256,786,1034,1429,1277,835,1301,803,708,545
"ENSG00000189129","PLAC9",518.020583183797,-0.885119680804031,0.280361533659816,-3.15706534077537,0.00159365631444052,0.0236433426925029,459,307,558,338,587,264,535,207,774,488,383,209,1345,537
"ENSG00000197256","KANK2",109.643507533676,0.947981553105382,0.300350670469512,3.15624916576176,0.00159812277019618,0.0236892550373544,45,85,18,149,50,235,188,235,76,147,31,96,62,197
"ENSG00000169604","ANTXR1",8335.65854081701,0.335382552333108,0.106270175602616,3.15594239335059,0.0015998045363758,0.0236938460880563,6850,8624,7349,12086,6997,9120,7263,11345,6743,9445,8209,9575,6540,8560
"ENSG00000124749","COL21A1",2244.78805633106,0.922214331401818,0.292298226786049,3.15504593216997,0.00160472839370216,0.0237464049964376,1780,3254,501,3938,381,1861,2373,3759,2467,4330,563,3466,1432,2270
"ENSG00000227395","EIF2AP4",81.9677723671139,0.909032000530701,0.288342309299785,3.15261399805741,0.0016181562486721,0.0239246063855466,42,61,68,169,29,61,69,51,73,124,53,170,25,180
"ENSG00000132164","SLC6A11",2059.25162864654,0.461107392651481,0.146281342829738,3.1521955140115,0.00162047729852646,0.0239384281165556,1412,1774,1689,3056,1709,2401,1811,4008,1802,2940,1283,1852,1949,2090
"ENSG00000156299","TIAM1",13068.0958503478,0.36587008595449,0.116155618190145,3.14982685861622,0.00163367249310069,0.0241127267379109,11837,11651,8893,17479,12008,17625,11430,20822,13073,14744,10992,14828,9226,12814
"ENSG00000175093","SPSB4",184.356349766679,0.99819655850905,0.317390497221024,3.14501085334614,0.00166080668450883,0.0244922891842724,216,291,86,299,77,248,48,284,101,186,24,122,110,459
"ENSG00000180834","MAP6D1",502.81164739758,-0.557015161198217,0.177138987028471,-3.14450912553028,0.0016636572255583,0.0244987643141431,345,211,565,445,669,375,698,768,585,358,778,427,544,452
"ENSG00000131669","NINJ1",58.0290335065119,1.07109940702869,0.340633425700086,3.14443423990853,0.00166408307026984,0.0244987643141431,58,146,23,99,30,95,8,108,43,127,13,49,12,13
"ENSG00000116147","TNR",42031.6719163357,-0.39538156747782,0.125779167716628,-3.143458290077,0.00166964208632624,0.0245596671113866,42042,31222,60660,49585,38886,31291,64059,53990,47411,40210,40066,30924,37442,32973
"ENSG00000107829","FBXW4",7184.7608550434,-0.345828698833021,0.110029250455272,-3.14306148048882,0.00167190719761378,0.0245702900533384,5711,4338,7957,7986,8195,5986,10325,10996,7735,6433,9378,6588,6501,5431
"ENSG00000226995","LINC00658",602.471535689453,0.941313753360755,0.299511174713779,3.14283349948562,0.00167320986175956,0.0245702900533384,160,294,281,694,322,1280,264,493,217,571,664,1418,532,1301
"ENSG00000115963","RND3",137.478782042633,1.00621094206961,0.320342906708149,3.14104330390659,0.00168347138740324,0.0246999722931746,67,48,55,513,16,216,119,289,184,174,27,189,67,145
"ENSG00000078081","LAMP3",228.307619419035,-0.869099599075229,0.276748620543624,-3.14039360835128,0.0016872097827573,0.0247338079273649,207,159,224,91,319,91,343,200,531,267,232,49,283,207
"ENSG00000217236","SP9",36.2194606495218,1.12713558262339,0.359021463901342,3.13946573103253,0.00169256209854238,0.024787767509473,6,34,0,38,3,78,15,106,7,49,4,59,49,74
"ENSG00000123609","NMI",20.9793105608024,-1.12567241997182,0.358579113878271,-3.13925818990661,0.0016937614025814,0.024787767509473,10,1,48,23,20,5,20,0,18,12,38,10,70,9
"ENSG00000204677","FAM153C",4926.96986812986,-0.635124237109153,0.202341912794147,-3.13886642830791,0.00169602737978409,0.0247999126346244,4196,3005,5012,2799,7574,3723,5045,3486,5888,3978,8939,5307,5070,4709
"ENSG00000115523","GNLY",35.299523549541,-1.10366185941244,0.351802242889645,-3.13716550055833,0.001705898039913,0.0249231414985259,25,18,18,22,32,23,104,3,39,27,15,10,134,8
"ENSG00000157764","BRAF",14612.9044611678,-0.221502253970145,0.0706227957697978,-3.13641298897532,0.00171028177825059,0.0249660659582497,12865,11558,16584,15296,15670,14827,19460,18051,15981,13809,15964,13759,12102,12393
"ENSG00000107165","TYRP1",128.881284662947,-1.01392689422625,0.323365855538997,-3.13554098819804,0.00171537455598755,0.0250192594656664,103,40,82,83,86,50,98,131,264,141,151,78,435,21
"ENSG00000187605","TET3",7008.39825392293,-0.447392833868158,0.142699428525951,-3.13521111114188,0.00171730478224697,0.0250262753456733,7017,5691,10180,8358,9313,5819,9078,7402,7083,5410,5866,4969,7015,5819
"ENSG00000130413","STK33",703.362387537732,0.717226331071336,0.228841353518665,3.13416399633748,0.00172344505937792,0.0250832222752477,561,1100,300,937,462,782,465,1001,411,943,379,1018,783,696
"ENSG00000233016","SNHG7",154.970495086438,0.718707636889698,0.229322360392458,3.1340495347236,0.00172411748455145,0.0250832222752477,107,110,113,204,128,203,66,473,119,182,98,156,123,191
"ENSG00000145888","GLRA1",520.974497844428,0.669522526955865,0.213659957303053,3.13358916386107,0.00172682445273129,0.0250964449101578,422,748,429,871,292,432,299,588,472,756,290,531,411,772
"ENSG00000253161","LINC01605",966.4373785648,-0.548954858885475,0.175202698730782,-3.13325572529568,0.00172878750239874,0.0250964449101578,649,812,1320,705,1349,577,1179,1092,1347,843,1177,644,999,942
"ENSG00000146067","FAM193B",2917.2353730519,-0.370732866080126,0.118331746353468,-3.1329958147724,0.00173031909415364,0.0250964449101578,2651,2341,3239,3150,3017,2035,4077,3985,3458,2814,2879,2443,3286,2141
"ENSG00000185070","FLRT2",50549.2611089323,-0.674687395518675,0.215355027767576,-3.13290756437243,0.00173083941675823,0.0250964449101578,74971,44809,65498,38178,46681,29510,38291,33527,88128,54124,62506,33995,50819,36279
"ENSG00000119283","TRIM67",382.138567015112,0.960186889270771,0.306586206481094,3.13186591233674,0.00173699185788411,0.0251645238203026,201,232,117,1089,120,793,482,1096,377,382,45,410,235,271
"ENSG00000186439","TRDN",91.3349456033625,0.981790536304564,0.313636505565781,3.13034522092215,0.00174600982424151,0.025273967858195,77,99,20,107,17,48,95,301,84,209,42,147,28,85
"ENSG00000164253","WDR41",4735.5020678159,-0.403736233192819,0.129037063625394,-3.12883927958017,0.00175498272591309,0.0253825767954716,4205,3356,6218,5472,4540,3543,5612,4677,7315,5531,5490,4383,4051,3173
"ENSG00000249464","LINC01091",241.546818282178,-0.754643685949187,0.241337468738539,-3.12692301735689,0.00176646175210403,0.0255272200812423,107,65,510,231,318,137,364,226,273,210,391,210,223,209
"ENSG00000224933","LINC01034",5.34675102072588,-1.11931258144895,0.35802616642898,-3.12634295033009,0.00176995012539867,NA,1,0,12,1,4,5,17,3,8,0,15,1,9,1
"ENSG00000165171","WBSCR27",55.8822489614836,0.973142622924642,0.311411613785948,3.12494004669185,0.00177841302090089,0.0256705631085817,10,39,25,86,48,149,27,204,64,74,32,35,22,38
"ENSG00000175772","LINC01106",974.502182187475,-0.642433348765697,0.205592853194712,-3.12478444062093,0.00177935398928556,0.0256705631085817,997,675,1249,788,1117,707,901,716,1228,906,908,579,1658,979
"ENSG00000156689","GLYATL2",1322.67574443969,0.576012078629427,0.184386906828246,3.12393156617121,0.00178451955588392,0.0257235961690813,887,1130,916,1916,874,1494,835,1437,1381,2230,1004,1463,1158,2034
"ENSG00000166501","PRKCB",64573.3607494494,-0.381638360126882,0.122189511054775,-3.12333159231483,0.00178816164605195,0.0257545983867149,65725,59258,77051,58930,70882,50241,88998,70101,69338,57903,68459,52326,61968,57612
"ENSG00000183783","KCTD8",20098.7129607485,-0.496676447875604,0.159097035153479,-3.12184603186645,0.00179720903673353,0.0258633357127927,23844,15133,22100,18301,21061,16768,18712,15144,32621,20320,22353,17221,20305,16864
"ENSG00000205181","LINC00654",93.6730411404581,0.863550114454243,0.276741430498748,3.12042223998748,0.00180591971070896,0.0259670503615596,86,153,55,168,47,184,31,117,70,77,97,111,25,105
"ENSG00000244502","HDAC11-AS1",36.322539608405,1.12337530342023,0.360078619488606,3.11980562749235,0.00180970413618541,0.0259998175771928,3,12,25,24,9,29,0,233,19,15,17,20,9,140
"ENSG00000108759","KRT32",8.07336251623316,1.10024989322683,0.352985086921516,3.11698690395798,0.00182709688378285,0.0262278770457573,1,3,1,23,1,5,105,74,0,10,4,8,0,2
"ENSG00000240021","TEX35",15.5462259644132,1.09682927931554,0.352001425688743,3.11597965027963,0.00183334923622277,0.0262957707311719,1,25,5,14,2,29,3,15,11,13,13,29,11,43
"ENSG00000187260","WDR86",322.604783134537,-0.892995991397119,0.286611971176587,-3.11569676497193,0.00183510873036882,0.0262991640371279,112,79,362,173,469,165,710,481,421,123,391,191,599,335
"ENSG00000111206","FOXM1",185.378728531073,-0.747539023012535,0.239987510747758,-3.11490802451902,0.00184002274709241,0.0263477220725861,224,93,176,105,337,194,199,174,272,178,315,181,121,58
"ENSG00000111728","ST8SIA1",9739.20096572179,0.601484976224748,0.193233677723677,3.11273367722612,0.00185363205573976,0.0265206064379204,10013,13613,6384,14389,6006,11631,5433,10823,9408,12391,7813,12634,5810,10546
"ENSG00000169758","TMEM266",3847.7853469485,0.445170035929915,0.143103935898483,3.11081615704627,0.00186571054915453,0.0266673209790279,3016,3585,2928,5392,3310,5363,3821,5442,2886,3938,2599,3918,3379,5185
"ENSG00000118898","PPL",976.414224133162,-0.472818020368037,0.152001406807751,-3.11061608111332,0.001866974987761,0.0266673209790279,1245,794,1008,696,1139,894,1221,1073,1242,925,945,699,962,826
"ENSG00000138449","SLC40A1",41.7759752868861,1.11231069473506,0.357619689382468,3.11031726652349,0.0018688649001922,0.0266722545135695,29,48,1,122,2,97,20,72,49,89,6,77,7,8
"ENSG00000101292","PROKR2",137.552852509204,0.962022828850452,0.309465306471583,3.10866132239218,0.00187937014248871,0.0268000355001136,125,182,38,253,22,135,150,295,98,244,18,139,92,199
"ENSG00000136925","TSTD2",2050.20140011085,-0.384702087613125,0.123762262981509,-3.10839571243621,0.00188106020041245,0.0268020037961407,2162,1538,2637,2346,2050,1635,2147,2243,2798,2289,2254,1840,1870,1292
"ENSG00000166579","NDEL1",1907.99220037326,-0.472746131982183,0.152120004231952,-3.10771837253792,0.00188537638897473,0.026841356027374,1532,1295,2695,2546,2083,1544,2234,2202,2401,1630,3171,1675,1380,1061
"ENSG00000112218","GPR63",1959.88201741966,0.327602496406902,0.105436063495768,3.1071199506614,0.00188919725780001,0.0268735975658554,1491,2144,1704,2714,1678,1890,2169,2920,1969,2379,1823,2010,1168,2069
"ENSG00000153879","CEBPG",503.897439954546,-0.529723145147406,0.170577350563455,-3.10547176045128,0.00189975760100032,0.0269742579673731,453,382,579,522,488,408,554,518,1043,539,660,363,400,290
"ENSG00000066248","NGEF",7250.94344797406,-0.577755024297467,0.186049999687248,-3.10537503503724,0.00190037902453583,0.0269742579673731,8512,5113,8403,5597,9740,5388,6408,4916,8586,7582,8617,5171,8824,7306
"ENSG00000139697","SBNO1",3589.49706204511,-0.248367062459581,0.0799820587747936,-3.10528468839382,0.00190095963554885,0.0269742579673731,3324,2722,4536,4489,3855,3359,4130,4390,4075,3510,3913,3248,2964,2741
"ENSG00000172671","ZFAND4",517.260739662824,0.746980471394787,0.240619464291384,3.10440584511572,0.00190661601178535,0.0270323086268647,394,347,234,1145,211,830,614,1098,558,758,181,591,349,391
"ENSG00000187764","SEMA4D",6131.86402562681,-0.489959149857615,0.157862655097243,-3.10370524020263,0.00191113628546875,0.0270622904794717,6769,5174,7962,6778,6466,3774,10010,6356,7749,5960,5230,3695,5583,5356
"ENSG00000163947","ARHGEF3",10115.9196347677,-0.302611753561251,0.0975037017908054,-3.10359245857665,0.00191186486681079,0.0270622904794717,9652,8544,11884,10643,11223,8802,13581,13224,10760,8172,11002,8667,8852,8772
"ENSG00000175806","MSRA",71532.6157399239,-0.511514033211975,0.164842561011681,-3.10304590072298,0.00191539930356834,0.0270718428178683,85265,62745,79881,56635,73078,42108,78664,61825,96503,76346,96357,65858,67763,55640
"ENSG00000083223","ZCCHC6",5126.59439278782,-0.580679097391738,0.187134540510477,-3.10300330344001,0.00191567502017691,0.0270718428178683,5108,3563,6311,5468,5362,3575,3919,3128,8500,5129,6973,4795,6035,3765
"ENSG00000197360","ZNF98",470.1269025525,0.918203356883559,0.29619801738977,3.09996456078666,0.00193543798615113,0.0273227454647423,324,735,125,432,85,243,395,713,444,903,469,976,166,651
"ENSG00000132915","PDE6A",259.925259778545,-0.645874597221327,0.208360913094591,-3.09978770791869,0.00193659392256903,0.0273227454647423,294,189,374,238,435,168,322,330,388,278,187,111,218,162
"ENSG00000197376","OR8S1",145.643443412342,0.889785558520569,0.287111543548098,3.09909363979129,0.00194113658235618,0.0273644797067011,74,88,72,170,69,186,120,246,151,174,46,114,386,459
"ENSG00000203808","BVES-AS1",268.363972885155,0.730933244215518,0.235876488189617,3.09879653468443,0.0019430841170701,0.027369591857817,203,299,176,507,87,333,186,561,336,325,100,266,219,298
"ENSG00000155966","AFF2",7657.04438030794,0.587693040156475,0.189721411010398,3.09766323698839,0.00195052940896023,0.0274425506949038,6624,9604,6217,10947,3612,6665,8755,13396,7245,12582,4058,7443,4729,8205
