"Ensembl_ID","hgnc_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000164597","COG5",17260.807385757,-0.29097636750411,0.0939383557810493,-3.09752459562221,0.00195144202057687,0.0274425506949038,15086,12004,18989,19644,17217,15831,20856,18234,22126,17164,22659,18510,14366,13499
"ENSG00000154479","CCDC173",705.813820495762,-0.771094049492082,0.249123200513487,-3.09523178853964,0.00196659146289042,0.0276330902950811,454,304,628,393,1178,387,879,391,969,568,1640,806,641,697
"ENSG00000164393","ADGRF2",9.93233997300515,1.10845687775831,0.35826116100559,3.09399119526946,0.0019748334712099,0.0277263408246535,9,22,1,18,9,19,2,27,1,6,2,11,1,14
"ENSG00000214851","LINC00612",244.270950926429,0.85181569401488,0.275435299299279,3.09261629203643,0.00198400481601922,0.0278324769844321,154,298,171,283,175,376,90,233,305,419,182,293,37,438
"ENSG00000159917","ZNF235",2649.13522416797,0.372044150413881,0.120331276985404,3.09183247892409,0.0019892507518863,0.027883418209679,1706,1917,2083,3556,1914,2881,3352,4335,2674,3194,2383,3193,1879,3308
"ENSG00000198625","MDM4",4532.76614862246,-0.420851202948273,0.136166787791829,-3.09070375950756,0.00199682745999195,0.0279669208488248,3422,2237,5499,5638,5064,4086,7802,6141,4943,3792,5602,4530,4034,2933
"ENSG00000173898","SPTBN2",2098.20111461279,-0.321419753564759,0.104039245566702,-3.08940873046499,0.00200555317004924,0.0280663676609241,1676,1385,2658,2166,2219,1811,2486,2417,2290,2008,2580,2061,2118,1928
"ENSG00000189136","UBE2Q2P1",2606.09213326632,0.593553779216877,0.192203066885116,3.08815977203765,0.00201400159773933,0.0281617761873365,1505,2382,1766,4577,1423,2349,4099,4906,2379,3713,2317,3618,1006,2468
"ENSG00000243069","ARHGEF26-AS1",999.192507580801,0.708431217597922,0.229518238922852,3.08660096436191,0.00202459177861989,0.0282869542273357,748,753,652,1550,356,1082,751,1516,995,1673,1246,1765,310,1133
"ENSG00000178685","PARP10",93.3132701361994,-0.747815716202878,0.242358296347824,-3.08557919193177,0.00203156116447172,0.0283613151077098,109,59,112,82,109,66,279,88,100,83,101,77,47,40
"ENSG00000172987","HPSE2",2385.76673716784,0.786498156327334,0.254914616354307,3.08533958380079,0.0020331986856995,0.0283613151077098,2282,2986,829,3147,748,2805,2256,3426,2666,4586,763,3012,1628,2830
"ENSG00000248405","PRR5-ARHGAP8",72.5077834581655,0.947686180277169,0.30743067443105,3.08260124670713,0.00205199913296745,0.0285831629104265,40,54,6,115,28,131,63,140,45,80,29,91,76,145
"ENSG00000182575","NXPH3",89.7275990118695,0.916925721975802,0.297466152642027,3.0824539660458,0.00205301481512201,0.0285831629104265,92,160,31,70,52,102,53,273,70,99,23,71,46,135
"ENSG00000080224","EPHA6",48208.7124182678,-0.670175832857764,0.217427101590066,-3.08230127687258,0.00205406828257799,0.0285831629104265,49838,17166,50365,40363,55575,36201,36630,37868,60358,33790,80781,49577,71124,49899
"ENSG00000134533","RERG",2303.10454208981,0.815232279891137,0.264554229016406,3.08153183913224,0.00205938451075438,0.02863406692127,2028,2391,377,3590,976,2965,1465,3352,2750,3646,1011,3689,1814,2841
"ENSG00000134982","APC",14716.2357318881,0.237238006627736,0.0769994300030297,3.08103588063446,0.00206281789306341,0.0286587306478778,10850,12487,12710,21292,13935,18029,17052,22180,15286,16730,14280,15987,9460,12666
"ENSG00000206531","CD200R1L",25.9582628735768,1.098676263037,0.356671104410399,3.08036241077951,0.00206748854391531,0.0287005302772295,15,36,0,81,15,56,6,17,8,36,5,74,19,7
"ENSG00000205918","PDPK2P",229.262500504635,-0.485761264032512,0.157710995330464,-3.08007227406472,0.00206950368957617,0.0287054290885871,155,112,290,271,265,174,288,238,305,213,358,241,210,171
"ENSG00000259462","CPEB1-AS1",336.721241364112,-0.43001150654269,0.139723762890764,-3.077583208798,0.00208686567776327,0.0289230203766404,283,201,327,365,434,344,554,417,444,378,379,241,287,203
"ENSG00000077044","DGKD",1099.81067302939,0.58685104877482,0.190703741706206,3.07729173808719,0.00208890748945747,0.0289245712539359,770,917,645,1897,920,1396,998,1766,960,1584,548,1863,1000,691
"ENSG00000166831","RBPMS2",27.5583295173113,-1.0035317256638,0.326130204162184,-3.07708918970519,0.00209032746105229,0.0289245712539359,33,14,24,17,48,10,67,8,60,45,26,6,24,10
"ENSG00000215483","LINC00598",115.889774875194,0.857522792108826,0.278759448449782,3.07621067869672,0.00209649654247801,0.0289867084003625,104,186,38,130,32,138,87,131,50,200,77,189,108,139
"ENSG00000197798","FAM118B",1427.81440192139,-0.429262406177336,0.139720134171712,-3.07230170313024,0.00212414912376519,0.0293330494241978,1359,1284,1884,1744,1413,1006,1706,1494,1877,1482,1528,997,1501,936
"ENSG00000144369","FAM171B",12615.9012117245,-0.470682212389669,0.153207383447215,-3.07219013731041,0.00212494324104879,0.0293330494241978,11198,9545,16175,14589,11256,8462,20398,17241,17619,12233,16419,11006,9899,6082
"ENSG00000232621","C4BPAP2",56.7015001960252,0.860433884953081,0.280320289266664,3.0694670271782,0.00214441075447707,0.0295781384337576,37,60,35,63,24,73,17,59,42,117,31,78,56,99
"ENSG00000081377","CDC14B",5607.93598431389,-0.398205538511105,0.129784206543268,-3.0682126055018,0.00215343351398869,0.0296788853575983,4167,3804,6796,6041,8246,6258,6490,5190,6574,5146,6947,4391,4979,4662
"ENSG00000172348","RCAN2",35441.2006902595,-0.448793118904858,0.146307464582681,-3.06746562921426,0.00215882285900354,0.0297294353685264,28207,25294,52137,37004,37210,28973,34338,34797,55463,36982,50704,30302,26933,26343
"ENSG00000110328","GALNT18",30372.3421029293,-0.364294022277753,0.118773885902083,-3.06712220039745,0.00216130480410999,0.0297398985355979,27948,19041,46046,36778,32978,24316,33909,35864,37579,31043,30898,24291,26185,26535
"ENSG00000134901","KDELC1",320.942075352597,0.616511582461478,0.201072562965562,3.06611490582665,0.00216859957445695,0.0298165175567651,263,370,220,470,194,361,156,415,345,430,195,388,281,439
"ENSG00000138604","GLCE",4043.53444046898,-0.52960970531157,0.1729205313377,-3.06273466322679,0.00219324437071445,0.0301018562726376,2626,2450,6664,4572,4266,2590,7957,5116,4895,3710,5146,3436,2635,2743
"ENSG00000184731","FAM110C",303.574154257929,-0.738488959329855,0.24114083446541,-3.06247990294562,0.00219511214969488,0.0301018562726376,204,96,638,443,295,163,549,427,431,238,401,230,234,116
"ENSG00000144407","PTH2R",6265.85813497272,-0.749391000200722,0.244708964560514,-3.0623765727038,0.00219587013247261,0.0301018562726376,4405,2887,11405,5555,9599,5463,4626,2218,7449,4150,11194,6007,6662,5774
"ENSG00000060709","RIMBP2",26761.6722749171,-0.384279250123193,0.125486537252751,-3.06231456008057,0.00219632514352443,0.0301018562726376,28422,21035,31873,30816,26210,20420,37479,33824,29260,23846,25104,18752,29093,23100
"ENSG00000236307","EEF1E1P1",3.06687209221268,1.07430888859472,0.350832425906934,3.06217102315309,0.00219737866204442,NA,0,3,0,12,1,7,0,2,1,7,1,2,1,8
"ENSG00000095002","MSH2",4935.42781982273,-0.235782314438868,0.0770018380331863,-3.06203488723542,0.00219837828729569,0.0301061020168987,4214,3422,5750,6223,5126,4555,6736,6416,5288,4912,5342,4913,4388,3569
"ENSG00000171962","DRC3",109.980080874435,-0.674986737434148,0.220597295478823,-3.0598142011172,0.00221474340865734,0.0302947573465033,154,81,111,106,121,91,188,49,180,98,90,92,104,75
"ENSG00000234545","FAM133B",1611.61396608759,-0.473625683165944,0.154795321539965,-3.05968990828746,0.00221566266307451,0.0302947573465033,1607,1221,1702,1594,1528,1197,1667,1297,2378,1737,2537,1398,1509,1311
"ENSG00000170873","MTSS1",6810.99094137102,0.670725385695259,0.219446128842412,3.05644665154662,0.00223977334019229,0.0306001944713455,5830,7886,2814,10761,3646,8618,8452,12335,6399,8753,2274,7013,5333,8016
"ENSG00000261857","MIA",7.66023761980231,1.09956430625385,0.359797050717104,3.05606814748018,0.00224260278600759,0.030614630443925,6,16,1,14,0,4,1,12,3,17,5,6,0,22
"ENSG00000205129","C4orf47",534.723200144187,-0.505297472033972,0.165391496741167,-3.05515992049307,0.0022494054527595,0.0306832407296239,366,345,610,532,570,452,566,631,781,598,671,396,752,319
"ENSG00000206432","TMEM200C",223.496790716326,0.774774922209233,0.253690775237193,3.05401298681374,0.00225802305770057,0.0307764800184934,106,184,150,567,58,213,297,240,255,402,126,337,112,249
"ENSG00000136828","RALGPS1",14148.6293487281,0.278240530735583,0.0911373185026109,3.05298131772016,0.00226580044015328,0.0308581291806049,11440,12283,11858,18783,12133,16001,13295,21443,13397,15926,12273,16141,12443,14842
"ENSG00000176623","RMDN1",217.673886582281,0.608443811983347,0.199325205526468,3.05251817188045,0.00226929990554847,0.0308606385570249,217,283,145,304,134,184,168,351,224,357,122,261,131,221
"ENSG00000123219","CENPK",165.203335476308,0.822362289860404,0.269407573567322,3.05248393343666,0.00226955880290819,0.0308606385570249,130,285,112,186,113,191,49,187,186,325,77,133,80,248
"ENSG00000140332","TLE3",1075.62855460046,-0.468495574561456,0.153519786733259,-3.05169505853645,0.00227553145742115,0.0308887927703772,1131,817,1021,1017,1378,862,1914,1693,1149,880,1074,709,1016,746
"ENSG00000095951","HIVEP1",9090.24429395184,0.442983295759493,0.145159942648674,3.05169103594669,0.00227556194973403,0.0308887927703772,5343,8337,8410,14109,7924,12072,9899,13412,9997,15019,6870,9831,4987,6294
"ENSG00000234880","LINC00163",4.67826909345059,-1.03182917896169,0.338134762863768,-3.05153238378334,0.00227676487437939,NA,6,1,14,0,16,0,1,0,11,1,13,2,0,0
"ENSG00000227895","ISX-AS1",30.1392203282612,-1.00947742610768,0.330821138879018,-3.05142963212169,0.00227754426377275,0.0308887927703772,9,6,22,24,47,18,68,13,33,22,31,27,89,11
"ENSG00000233718","MYCNOS",20.4181831575785,1.07189612562663,0.351295507654227,3.05126624813453,0.00227878406331927,0.0308887927703772,11,6,9,57,3,29,30,40,10,51,3,20,1,40
"ENSG00000189337","KAZN",47145.7255722409,0.526979846630944,0.172808442133234,3.04950290695084,0.00229220414712047,0.031027023518119,34539,45562,25623,64084,30964,50859,54513,85514,40651,57211,26053,56111,46635,58309
"ENSG00000253199","LINC02153",884.786637814473,-0.808077962986507,0.264991007829099,-3.04945428000207,0.00229257525097689,0.031027023518119,1686,876,1229,403,1369,463,659,426,1395,667,839,560,663,757
"ENSG00000141556","TBCD",6624.32473218356,-0.344858965774617,0.113142881908459,-3.04799524245487,0.00230373574620566,0.031153651214742,6062,5036,7060,6139,7006,4803,7937,7515,8117,7290,8580,6627,6252,5427
"ENSG00000154655","L3MBTL4",8390.56508728172,0.556069529723939,0.182461123978478,3.04760552603813,0.00230672518132657,0.0311696691364073,6170,6971,5790,12943,3923,10616,7837,11496,11277,12256,5309,13766,5750,7297
"ENSG00000058668","ATP2B4",10418.6660424857,-0.496626391581917,0.162977647187167,-3.04720555335776,0.00230979698432954,0.0311867741379099,11875,7394,9828,9793,10468,6623,18750,14730,12149,9671,9790,6505,11538,9064
"ENSG00000122679","RAMP3",114.578061967539,0.909146134337789,0.298378774885589,3.04695310410868,0.00231173773081689,0.0311885928699038,144,252,46,178,45,141,95,188,79,190,44,97,23,95
"ENSG00000170417","TMEM182",346.157387681136,0.748753094104509,0.245771905940498,3.0465365487534,0.00231494333648058,0.0312074601699321,314,483,247,606,296,502,177,387,381,630,113,289,139,364
"ENSG00000117155","SSX2IP",8575.16603882314,-0.548009045309316,0.17994679244828,-3.04539490731309,0.002323749728771,0.0313017426412999,8258,6047,13741,10883,8482,6255,10390,7642,11146,7652,13881,8808,5505,3948
"ENSG00000263956","NBPF11",2143.59831342163,-0.810736436088233,0.266328174058689,-3.04412568799265,0.00233357623890874,0.0314096087838776,1190,614,3181,1737,2592,1317,1866,1392,2577,1418,6192,2981,2037,1310
"ENSG00000228262","LINC01320",108.978284169515,0.934208361517449,0.306926157880703,3.04375608767943,0.00233644489258483,0.0314237280763609,40,110,30,181,33,146,143,134,65,273,26,226,111,65
"ENSG00000087494","PTHLH",19.0261710221253,1.07038175167518,0.351797872794091,3.04260438863335,0.00234540452933927,0.0315105279540488,13,19,4,24,3,51,18,59,9,37,11,35,2,2
"ENSG00000178401","DNAJC22",16.0930682813792,-1.05684664014385,0.347366093665435,-3.04245768201473,0.00234654808899802,0.0315105279540488,5,11,24,9,15,5,41,321,11,6,34,5,39,2
"ENSG00000160191","PDE9A",930.114332766622,0.923908405112956,0.303705028989633,3.0421241564113,0.00234914977917361,0.0315160844772933,482,699,172,1598,185,1610,1194,2117,417,873,267,1299,1074,1559
"ENSG00000168333","C8orf22",12.2421213496776,1.01983164002236,0.335260761564847,3.04190575497783,0.00235085486590072,0.0315160844772933,0,1,0,1,1,1,1,63,5,30,0,6,3,69
"ENSG00000087053","MTMR2",5992.49738320604,-0.469829092523558,0.154471136051531,-3.04153322447777,0.00235376587235453,0.0315160844772933,5452,5076,7751,6060,6204,4485,6070,5207,8768,6433,9192,5475,4858,3727
"ENSG00000134121","CHL1",25362.0757177339,-0.387224388540168,0.12731860602575,-3.04138099392835,0.00235495637323432,0.0315160844772933,29183,19758,26905,23082,23353,18197,29589,30462,34904,25762,30544,24432,22691,19699
"ENSG00000175899","A2M",2533.06437413625,0.651716052331762,0.21429311842958,3.04123649470306,0.00235608692224134,0.0315160844772933,1636,3196,1447,2646,1439,2592,2206,2887,3395,5794,1651,3078,1486,2610
"ENSG00000170390","DCLK2",15588.2820959997,-0.298051309707678,0.0980223278454847,-3.0406471286573,0.00236070321835335,0.0315533930942292,12503,12020,17880,15632,16150,13457,25310,18608,18158,15168,17721,14805,12401,13328
"ENSG00000114455","HHLA2",219.798248299016,0.926190161101838,0.304689451159407,3.039784139482,0.00236747765018138,0.0316194675490968,43,60,125,445,89,308,220,724,110,177,262,534,93,182
"ENSG00000250846","EPHA5-AS1",912.127008481416,0.484974541517815,0.159609787137402,3.03850127373654,0.00237758099697447,0.0317298657161918,503,557,756,1412,631,1082,1029,1587,737,898,781,1444,752,1098
"ENSG00000253789","NARSP2",8.15980263006698,1.09331064445809,0.359956024323416,3.03734503822545,0.00238672085921053,0.0318272451874183,3,8,4,10,0,6,0,9,4,35,3,14,5,15
"ENSG00000187098","MITF",1588.12822133497,0.853950773160507,0.281227807373752,3.03650901784974,0.00239334949477401,0.0318910126738059,1590,2816,625,2918,527,1933,1854,1534,1469,2557,296,2040,729,1604
"ENSG00000162367","TAL1",22.9993219310736,-1.08068433153574,0.35602263686693,-3.03543713131833,0.0024018729199362,0.0319681711049813,29,24,22,2,34,3,102,0,3,6,35,3,51,0
"ENSG00000234948","LINC01524",166.968173867354,0.837196998744315,0.275818780217539,3.0353154273397,0.00240284243987873,0.0319681711049813,108,114,64,369,66,158,279,287,164,296,58,318,52,162
"ENSG00000151575","TEX9",2727.57605756229,0.508705344529839,0.167703132681072,3.03336816908045,0.00241840351343735,0.0321504313114315,1624,2238,2000,3033,2074,3253,2258,3114,3121,4439,2132,3282,2078,4136
"ENSG00000205413","SAMD9",25.9481574167709,0.953691897298578,0.314528445671499,3.03213242052719,0.00242832650232505,0.0322575156681933,7,26,8,68,9,23,26,72,31,52,11,34,15,13
"ENSG00000140416","TPM1",2728.84884921505,-0.315222614408482,0.104038720421246,-3.02985862505966,0.00244668236853274,0.0324763703475726,2260,1900,3134,3460,2423,2179,3801,2940,3221,2580,3338,2747,2726,2242
"ENSG00000162552","WNT4",149.097005027235,0.806778493003406,0.266457654371357,3.02779252075459,0.00246347160610682,0.0326741099584168,146,194,57,210,56,236,134,280,182,274,59,187,60,88
"ENSG00000109158","GABRA4",10167.1222030605,-0.446124668325936,0.147419871229814,-3.02621800307008,0.00247633690058087,0.0327916676893144,9839,7165,13791,11548,9425,7474,10248,9867,14608,9719,15183,10866,8069,6696
"ENSG00000151414","NEK7",1775.6781932554,0.530249600709198,0.17522324984341,3.02613723454542,0.00247699851026536,0.0327916676893144,1323,1939,1177,2431,982,1847,2113,2980,2180,3088,1196,2069,1007,1430
"ENSG00000165181","C9orf84",7149.171887463,-0.725299177932414,0.239688202823262,-3.02601116529387,0.00247803152090771,0.0327916676893144,10177,5477,6361,3277,8852,3414,6911,4025,13047,8720,8234,5203,8225,6277
"ENSG00000231133","HAR1B",75.9131845994186,0.841321822354703,0.278075548931468,3.02551528024511,0.0024820986254602,0.0328203377971457,29,122,78,78,42,129,38,76,97,109,49,91,18,115
"ENSG00000167522","ANKRD11",18251.2876408056,-0.392148017640768,0.129725420772758,-3.02290804149867,0.00250358308493012,0.0330474637455299,18748,14844,18730,16816,22861,16826,18284,17553,21489,18680,20796,15011,20041,14956
"ENSG00000179008","C14orf39",96.3954986483175,0.679647947403052,0.2248477256,3.02270323433084,0.00250527794569185,0.0330474637455299,46,100,55,147,73,121,121,169,64,62,82,121,58,171
"ENSG00000170579","DLGAP1",211350.087440123,-0.415128853967168,0.137338146101968,-3.02267698923903,0.00250549521011757,0.0330474637455299,196894,156581,249093,193669,212249,159901,219820,192967,263804,205931,266380,201012,242214,201026
"ENSG00000071575","TRIB2",390.934391070751,0.981971274349406,0.324886707277917,3.02250369852591,0.00250693019321583,0.0330474637455299,173,251,316,1513,110,759,640,1210,211,319,61,245,72,264
"ENSG00000086758","HUWE1",10435.1447418184,-0.310806030650482,0.102845398016108,-3.02207037598127,0.00251052173508638,0.0330695650977931,9534,7769,13314,12418,11211,9622,13181,13617,11542,9042,12424,10753,8563,6476
"ENSG00000100122","CRYBB1",47.2521785676641,1.05184853740956,0.348100513800944,3.02168050809325,0.00251375713013755,0.0330869450307511,9,14,11,50,66,62,21,67,11,43,28,76,10,200
"ENSG00000198216","CACNA1E",38617.0132081159,-0.407776072229304,0.134975490891549,-3.02111197770674,0.00251848202774639,0.0331238889087223,34523,31554,46290,36180,38668,23798,52440,44160,47255,44163,54256,34831,32532,28508
"ENSG00000117266","CDK18",840.424200281615,0.848257906765263,0.280819032295961,3.02065675474327,0.00252227111389765,0.0331484778279289,546,745,236,1208,285,742,1208,1018,498,1419,283,1047,715,1980
"ENSG00000230561","CCDC192",4261.6447824982,0.636577495311364,0.210899110827471,3.0183981943486,0.0025411476596081,0.0333711626872793,1807,3433,4199,7494,3370,5457,2385,4828,2555,4366,3795,5614,3828,7488
"ENSG00000164411","GJB7",292.098234295549,0.667803277243479,0.221279427744472,3.01791849360096,0.00254517349040012,0.0333986329830697,225,411,187,441,154,226,214,435,383,587,183,280,155,302
"ENSG00000113805","CNTN3",31666.8805935871,-0.460536925407582,0.152640549489729,-3.01713356606181,0.00255177348342223,0.0334598149470149,26341,20880,42855,33519,30376,21905,34781,25057,46442,30775,43603,36246,29984,25435
"ENSG00000006576","PHTF2",6859.76118781817,-0.413089037511603,0.137056283420846,-3.01401020953682,0.00257819129711774,0.0337805656372734,5422,4228,7597,7189,7508,5719,8306,6429,7961,5793,10963,7736,6499,6011
"ENSG00000123600","METTL8",2836.17912850087,-0.38055003138344,0.126390777420828,-3.0109003136864,0.00260474350930427,0.0341025895846668,2177,1885,3353,3015,3291,2799,3048,2578,3824,3307,3394,2342,3008,2192
