Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_C05.CEL,C_C08.CEL,C_C10.CEL,P_Sp14.CEL,P_Sp20.CEL,P_Sp25.CEL,P_Sp26.CEL,P_Sp29.CEL,P_Sp31.CEL,P_Sp33.CEL,countP
AQP4-AS1,0.417064934,2.460866171,1.126276836,0.284623836,0.999972288,-4.581510104,1.335208398,4.74086392,4.006671791,4.787285449,12.26082686,5.061763949,4.900057386,4.614711034,11.21360699,5.01969696,3.561431448,3
AAR2,0.18493677,5.705397273,1.125982212,0.28474311,0.999972288,-4.581565625,1.13676715,45.98005789,46.6916865,50.55543986,63.0580811,48.05349744,53.71170326,73.0001181,49.36246839,45.51982423,51.63266139,3
ZNF567,0.515844557,3.531706691,1.125938684,0.284760736,0.999972288,-4.581573827,1.429830921,6.312200567,10.71110316,10.79782091,24.02531121,34.78797839,10.42737494,10.58724531,7.919460295,8.600963955,9.329244929,6
CDKN3,-0.200967249,4.817349858,-1.125909436,0.284772579,0.999972288,-4.581579338,-1.149468753,32.08399182,38.26364927,24.46074574,35.88959193,27.43710914,23.7585461,25.89288267,23.11551886,27.36927022,27.5835139,3
CTSL,0.205556104,7.223228688,1.125890054,0.284780428,0.999972288,-4.58158299,1.153130749,154.1626306,130.340731,123.0895759,185.5658758,158.6683161,198.9804144,110.8150701,143.1466981,153.5376776,157.1848475,8
ACIN1,-0.244895857,4.849171286,-1.124035565,0.28553216,0.999972288,-4.58193224,-1.185007226,32.66297839,38.32056566,27.32526841,22.2910239,24.03849533,28.51224276,44.22582176,29.91487595,24.76814072,23.11440831,4
MAP2K6,-0.217958548,5.233944126,-1.123892203,0.285590337,0.999972288,-4.581959224,-1.163086623,33.72021959,53.84836456,40.31298422,28.06586778,33.94124854,32.86338722,48.57310307,36.33011479,40.18259191,35.06830186,3
FRYL,0.357391597,3.801116417,1.123756257,0.285645512,0.999972288,-4.58198481,1.28110755,12.40897468,10.33000388,12.55983841,22.83681649,23.54713301,19.9909858,11.69824088,13.37863851,8.059358924,12.68934966,10
FDPS,0.625299732,5.941934244,1.123399702,0.285790265,0.999972288,-4.582051908,1.542531266,52.51759778,74.6301504,23.85562509,193.0642009,63.5248926,101.2366815,41.41712825,37.58593932,36.0861238,118.2129916,6
EIF2B2,0.217362754,6.39267103,1.123377278,0.285799371,0.999972288,-4.582056128,1.162606399,82.61507012,71.25071452,73.43447735,120.7801405,81.41880896,103.2150701,93.71507012,61.9597298,77.83952594,88.41507012,10
METTL23,0.359915056,5.837235219,1.123119747,0.28590396,0.999972288,-4.582104582,1.283350333,45.59397071,65.80578668,36.88520476,108.6150701,87.12064994,64.36643831,41.87278745,66.63356888,41.31712825,48.01528152,6
HAUS1,0.335086932,2.513223493,1.122872978,0.286004206,0.999972288,-4.582151005,1.261453417,4.661518423,4.089754066,5.992565869,13.59047712,4.94437131,5.72862677,5.89424724,5.350775643,5.373026669,4.934677334,3
CDK2,-0.170036623,3.573630349,-1.122362268,0.286211761,0.999972288,-4.582247062,-1.125087045,14.05121614,12.65540928,12.15655547,9.587038043,10.42308473,10.0149985,13.34072719,12.2793405,11.84242436,13.63866515,10
GLYATL1 ,-0.395641026,4.8635236,-1.122288835,0.286241614,0.999972288,-4.582260872,-1.315527152,36.91692784,33.15770585,35.85081656,15.6367244,26.51095167,14.10736651,42.20001413,31.32905024,45.6669957,28.21476822,4
TRAPPC10,0.33421887,5.121081549,1.122281875,0.286244444,0.999972288,-4.582262181,1.260694636,35.57997506,19.4353471,37.47302293,41.03176255,29.69247943,21.14729089,46.98808439,50.35048955,35.71921521,46.19129879,10
SMIM14,0.651957479,5.584077094,1.12227593,0.28624686,0.999972288,-4.582263299,1.571298722,40.10945523,27.62064628,38.57448357,17.57027715,33.72364745,34.56821015,79.73191044,71.51077067,180.6965093,71.55218101,10
SOX5,-0.248900521,5.609885005,-1.121792773,0.286443343,0.999972288,-4.582354144,-1.188301165,66.77302531,39.41744976,63.57510679,44.74768386,46.66536674,41.36903481,58.24990864,41.67644288,62.55523695,35.15359253,10
GABRB2,0.517768631,7.655388444,1.12112599,0.286714672,0.999972288,-4.582479477,1.431739111,224.1587993,92.73431674,185.5214866,633.783801,231.9230773,153.1447887,173.3538054,208.2184204,293.7968011,120.4864213,10
CSRNP3,0.140358467,3.034169975,1.121074816,0.286735504,0.999972288,-4.582489094,1.102178941,7.864465002,6.94655141,8.20277231,8.092050768,8.937259619,8.106960191,8.202385019,7.50876389,8.99010788,9.353370429,3
HOXD10,0.314076008,5.168562663,1.12089355,0.286809303,0.999972288,-4.582523157,1.243215165,35.59775779,23.49286348,35.21854107,22.0746536,29.94353812,40.00927796,59.24907771,43.73928483,47.24632529,37.97650265,7
PDCD6,0.342157838,4.945004778,1.120668977,0.286900755,0.999972288,-4.582565353,1.267651202,29.00599138,28.95454941,21.14853334,59.2857095,38.94443445,46.11317979,21.08249981,24.65783673,27.57951756,28.36473008,6
RAB3B,0.154843124,3.346547683,1.120593681,0.286931422,0.999972288,-4.5825795,1.113300553,9.808758497,8.629412575,9.925498681,10.0969455,10.31615592,8.797821395,11.36641106,12.57636938,10.81448906,9.965452744,4
ZUFSP,0.389471741,3.775682515,1.120382519,0.28701744,0.999972288,-4.58261917,1.309913676,11.29584827,12.10344633,10.65966495,29.16747717,10.67438132,25.71659446,11.98355482,11.84833866,9.320850842,15.03874996,7
MARK1,0.274612915,5.052302474,1.119820111,0.287246637,0.999972288,-4.582724805,1.209669483,26.79436926,35.92019645,25.4507985,44.91145862,39.77462763,46.08880465,29.72022108,25.84896862,23.99862207,43.5132955,7
KIAA2022,1.109125076,3.731583505,1.118744417,0.287685406,0.999972288,-4.582926756,2.157147872,9.246086685,5.476016485,9.212662605,162.3533264,27.32184196,45.36389722,5.084672116,6.690697563,4.945228533,10.83366865,6
TMEM67,0.214908494,2.134655106,1.118661688,0.287719172,0.999972288,-4.582942283,1.160630297,4.038505361,3.055803265,5.018597909,4.520218394,5.109093983,3.525287097,6.006392047,4.435000128,4.455631873,4.455631873,3
HECA,0.436733173,6.43377881,1.118344334,0.28784873,0.999972288,-4.583001837,1.353535919,90.90666131,65.11057612,57.80260712,184.8763623,92.33033598,151.0639586,48.51528152,74.2833438,61.0965817,120.0150809,9
TBCC,0.294385504,5.400636532,1.118207145,0.28790475,0.999972288,-4.583027579,1.226362514,29.94872034,40.17002572,40.82073068,81.41507012,43.11628129,51.115182,38.1205658,32.18596907,35.35952636,47.331077,5
ARL13B,0.355523314,3.150572479,1.11809007,0.287952563,0.999972288,-4.583049545,1.279449596,8.377692546,6.396431339,7.78824522,7.927128938,11.57557782,21.75360728,7.110546168,8.448862969,7.503012886,8.119693102,3
ITSN1,0.528040372,2.943653408,1.117815214,0.288064839,0.999972288,-4.583101109,1.441969223,6.354696868,6.104425851,5.442979209,14.13197204,7.452571998,27.79458991,6.261382783,5.282214223,6.768609006,5.251078085,4
ADIPOQ,-0.160189064,2.241794345,-1.117273333,0.28828629,0.999972288,-4.583202744,-1.117433567,5.832380021,4.867373986,4.706164384,4.128938603,4.538890199,4.336382209,5.609458761,4.891687281,4.680395005,4.018722213,7
TMX3,0.641123726,2.55036256,1.117140462,0.28834061,0.999972288,-4.583227661,1.559543426,4.254696006,4.326818955,4.294127549,7.544912297,4.774761913,35.17435586,4.076991247,5.132027907,4.365974154,5.198787747,3
BRICD5,0.187903702,5.67124269,1.116102772,0.288765112,0.999972288,-4.583422191,1.139107341,38.19528593,60.89026444,43.28118027,44.11941937,55.86920509,55.94865734,61.0102999,48.20046821,55.73730356,51.89106475,5
APOOL,-0.586417005,5.71418611,-1.115984094,0.288813692,0.999972288,-4.583444432,-1.501513041,77.61567192,117.5381234,37.23978918,74.41507013,49.57236469,95.91832632,20.0482952,41.20039031,22.39602465,71.50344593,6
RPL27A ,0.636954893,7.104405283,1.115685685,0.288935872,0.999972288,-4.583500349,1.555043452,99.4706302,133.6380391,77.55914277,395.8114743,205.1217583,263.8177871,40.85598006,199.9497699,125.0121219,107.9443957,9
PRPH,-0.766538408,10.11120958,-1.11554028,0.28899542,0.999972288,-4.583527592,-1.701183077,1581.854009,2311.327483,1129.487566,1216.818208,792.2866757,2601.011401,290.769277,567.6224806,491.3345301,3263.087451,10
GPR180,0.170300329,4.123667561,1.115328506,0.289082166,0.999972288,-4.583567266,1.125292715,13.0242565,17.00820712,18.66267281,19.43703042,16.99594246,17.54960869,18.85603896,17.03782443,21.41371849,15.7141778,4
HLA-F,-0.218683552,4.555634713,-1.115234076,0.289120852,0.999972288,-4.583584955,-1.163671261,21.47474663,29.45537564,28.26826332,19.71207885,19.92079134,17.77724648,26.79308342,27.42760208,28.81049172,19.57809912,4
BRWD3,0.229273921,4.007383273,1.114994402,0.28921906,0.999972288,-4.583629848,1.172244834,14.057413,13.27442127,15.96497417,19.65007895,18.02736525,12.16509003,18.51737836,15.84726737,23.47045237,13.08787813,3
ZEB2,0.551116507,5.643946204,1.114684976,0.289345888,0.999972288,-4.583687797,1.465219196,56.46551168,28.54927944,34.77101957,51.89366382,95.37401324,119.5073635,22.00396554,69.19798069,68.0964981,28.42607886,10
LIMD1,0.315251178,5.236613815,1.114658254,0.289356843,0.999972288,-4.583692801,1.244228259,38.8332089,31.34963158,27.82323692,56.19075872,30.28808258,65.09883035,24.37583381,43.71259183,39.21154338,37.02074284,7
ZBTB38,-0.243614547,5.350381353,-1.114436518,0.289447758,0.999972288,-4.583734321,-1.183955246,39.43750989,42.26341713,58.07722186,44.11210015,34.2611205,52.74966594,29.16114634,45.40621299,29.60615847,42.21743888,5
RTN1,-0.795990977,11.86978568,-1.113852651,0.289687255,0.999972288,-4.583843625,-1.736269596,6288.787058,5230.383344,5076.685055,6428.028817,4958.19153,6558.737829,648.7952213,2437.441023,1290.334937,7567.790201,10
CYHR1,0.219930775,5.179942305,1.113558907,0.289807805,0.999972288,-4.583898602,1.164677701,39.48646773,27.93234647,31.35929032,26.06845701,38.09694678,37.85578397,50.915182,37.62067983,42.50121572,37.02074284,5
MSR1,0.30697274,3.909183202,1.113530127,0.289819618,0.999972288,-4.583903988,1.237109103,10.3942193,12.20193337,17.10278659,15.81138745,11.37181952,14.48643144,13.12021664,16.71740598,30.24763519,15.63017877,8
HPS3,0.320708203,2.792339929,1.113433684,0.289859207,0.999972288,-4.583922036,1.248943491,6.868679482,5.27398462,5.754164366,10.49253713,7.999451241,12.84940234,4.785245676,6.548775333,5.460362836,6.617240557,4
PTPRM,0.388551456,6.542374738,1.113106979,0.289993346,0.999972288,-4.583983168,1.309078358,77.17212717,101.3294777,58.82053782,222.0102067,103.0973621,118.6890874,74.55628838,58.75608649,88.08232763,102.6426641,4
TMC7,-0.179903498,3.960260028,-1.112882036,0.290085732,0.999972288,-4.584025252,-1.132808109,16.49332096,16.83114906,17.65133809,15.20793672,12.7563114,12.4818854,15.60913758,13.27573099,18.40511033,18.44674324,7
ZNF826P,-0.188139897,1.989657962,-1.112838299,0.290103698,0.999972288,-4.584033434,-1.139293848,5.001026272,4.676098033,3.522350096,4.952174012,3.388902633,3.636280193,4.24175139,3.919073292,3.472550737,3.363585633,5
TFEC,0.133252723,1.801886805,1.112763949,0.29013424,0.999972288,-4.584047342,1.096763696,3.463447308,3.126164232,3.224839591,4.129309439,3.590663035,3.414928795,3.315561057,3.554147642,3.688464481,3.456363792,3
STX17,0.395010966,4.612028718,1.112471527,0.29025439,0.999972288,-4.584102039,1.314952755,21.08933887,17.2370071,22.63814386,59.48925622,19.13176155,39.44051286,20.58889745,21.80006575,17.23704982,26.76297106,9
PLAA,0.475908702,5.444743937,1.112423663,0.290274059,0.999972288,-4.584110991,1.390793956,38.76806667,30.18335335,35.31833575,91.61507012,47.03786171,113.8340854,27.23279579,29.67319463,35.00471495,42.83518852,6
RNF14,0.339898203,3.225804957,1.112115326,0.290400796,0.999972288,-4.584168653,1.265667285,7.979522582,8.657477144,7.226913064,9.678870672,15.61460605,16.57937504,8.221222419,6.257885751,6.878786647,11.60164813,6
RAB21,0.316978099,5.26966076,1.111901224,0.290488824,0.999972288,-4.584208687,1.245718504,32.13629859,35.75668096,31.49509996,68.26209699,64.58769138,43.73520071,35.28668061,30.65924569,34.41320485,28.09348464,5
RMND5A,0.236949819,5.482557121,1.111736802,0.29055644,0.999972288,-4.584239428,1.178498416,40.93698515,43.02754505,35.94091329,56.51595367,73.04153647,44.25904031,36.59671831,43.31749724,46.73465369,37.25653389,4
TMEM133,-0.217151231,3.259043943,-1.111684412,0.290577987,0.999972288,-4.584249222,-1.162435954,13.15219676,7.911958487,11.56651769,12.87860159,7.870353225,8.716241532,9.501462914,8.667486617,8.641426801,8.545817519,3
FLVCR2,-0.331679482,5.990801009,-1.111537371,0.290638469,0.999972288,-4.584276711,-1.258477551,66.8747761,71.29251542,87.4181516,41.12710755,56.05234099,35.52660638,100.4446804,75.46733994,76.3011175,54.79079362,6
HAPLN1,0.487467026,4.636949836,1.111472345,0.290665219,0.999972288,-4.584288866,1.401981222,17.22410193,21.0832923,20.86168278,96.76312022,21.83104968,29.40479249,20.79790464,21.30102666,21.2955548,20.47735494,5
TFCP2,0.157042863,5.25270372,1.11139807,0.290695776,0.999972288,-4.58430275,1.114999345,28.92295073,40.09973009,38.01923734,40.77215808,34.49746082,43.50660451,37.80122284,37.80122284,40.57753345,41.47849308,9
TRIP12,-0.642815637,7.115354534,-1.111077073,0.290827865,0.999972288,-4.584362745,-1.561373443,194.2160813,190.5356206,183.6150701,398.7200246,87.54938852,221.6509018,55.1469093,80.94911963,56.37074663,198.5198753,7
MBD1,-0.16313881,5.101336429,-1.110804139,0.290940212,0.999972288,-4.584413749,-1.119720618,33.32938425,44.74887969,34.39431859,32.23629852,31.57804309,32.28344522,38.08881291,38.49268822,29.75377013,30.90499824,4
PLXDC2,0.252969958,3.398033134,1.110578432,0.291033144,0.999972288,-4.584455921,1.19165776,8.299308417,10.67195377,9.152202362,18.91942116,8.849818684,10.92292068,10.52116671,12.42056118,9.437281312,9.269461876,4
PIM1,-0.17981944,6.248835599,-1.110395823,0.291108348,0.999972288,-4.584490037,-1.132742108,99.28534785,92.10350076,62.48485341,72.21507014,75.17022944,71.84999114,67.34109051,77.97249492,65.97875656,83.79292353,10
B4GALNT1,-0.320560999,6.47474935,-1.110012974,0.291266066,0.999972288,-4.584561551,-1.248816063,104.8150701,153.9471566,69.52367262,100.6929192,86.51507012,107.9613814,93.67252293,73.95152912,46.96807601,90.21698463,8
DLG1-AS1,-0.167820048,3.130258353,-1.109937881,0.291297009,0.999972288,-4.584575576,-1.123359774,7.864465002,11.3360787,9.613080122,7.579945597,9.334818445,7.252036345,8.912969023,9.316064224,8.156705414,8.892428888,3
PAPPA,-0.539832909,8.244797851,-1.109930002,0.291300256,0.999972288,-4.584577048,-1.45380413,472.968754,372.7867055,347.3472813,238.8948401,311.7367087,377.7653791,109.4354364,163.0307602,269.5150701,796.2150701,10
NUDCD2,0.419701679,3.630423769,1.109895282,0.291314564,0.999972288,-4.584583533,1.337650926,14.45514727,8.036225544,8.875745652,28.37103404,12.28406886,20.34721536,7.886607611,11.41272219,8.845323921,14.57704249,3
PPIAP21 ,0.304436507,4.198439753,1.109858821,0.291329589,0.999972288,-4.584590342,1.234936197,16.45642937,18.86630548,12.79655115,29.7391284,23.47045237,27.03182445,18.98779368,13.128747,13.77574738,16.90089053,5
ACSS3,-0.295347179,4.026776959,-1.109725147,0.291384682,0.999972288,-4.584615306,-1.227180258,28.13061306,11.31041328,20.92145263,19.79210848,18.91940586,13.43675662,11.59842522,14.91062232,14.11287179,16.19395009,6
PLS3,-1.047211851,7.067964666,-1.109626318,0.291425419,0.999972288,-4.584633761,-2.066532211,262.2478558,266.5959293,158.6540761,198.1086854,221.839936,455.9908276,16.87520579,82.77136961,24.66068981,246.9694523,10
MPP7,-0.194390778,4.205612757,-1.109250999,0.291580164,0.999972288,-4.584703839,-1.144240868,21.56299623,17.28312923,22.36670147,12.33800098,17.42395282,17.83847739,19.61726455,18.01279083,19.96809684,20.27295597,3
ATF7IP,0.362410981,10.15627583,1.109243565,0.291583229,0.999972288,-4.584705227,1.285572506,1290.43037,576.7901956,1178.082634,703.6303335,1609.921295,878.9412699,1517.292751,1500.226713,1586.893778,1187.477272,10
RPL10 ,0.626185666,6.511014382,1.108991795,0.29168707,0.999972288,-4.584752227,1.543478799,55.21508436,107.418375,51.40959371,171.8082895,141.2415177,313.4302117,36.52197105,98.93852848,70.78570317,67.129478,5
CXCL8,0.467928987,4.96190438,1.108441188,0.291914265,0.999972288,-4.584854992,1.383122547,27.84204855,22.13026394,24.86285482,21.94287863,104.0096452,30.12334907,26.628815,40.10801577,36.67428196,20.95881184,7
NACA,1.066924537,6.285434327,1.108292462,0.291975657,0.999972288,-4.584882744,2.09496267,53.55353985,96.38286832,19.45604531,343.6277829,273.199404,386.370896,21.80180028,68.44351498,35.45136161,43.26832455,10
ZNF30,0.432183477,4.775183224,1.10798973,0.29210065,0.999972288,-4.584939228,1.34927412,25.60873827,23.16010505,18.45359775,75.39511351,21.63788951,43.69852273,21.75455369,20.94936399,32.13629859,20.73874005,6
GABRA4,0.214046286,4.117242279,1.107964137,0.292111218,0.999972288,-4.584944002,1.159936868,21.75863064,12.73920318,13.80874825,20.0563538,22.12961675,17.02367843,14.34354916,17.49753752,19.64069413,17.38346891,3
RP11-490G2.2,-0.223709161,3.640825187,-1.107878897,0.292146421,0.999972288,-4.584959904,-1.167731963,13.82185515,17.40552876,11.17274441,12.25960957,13.05921393,10.95575733,16.21813062,12.62143402,10.90376369,8.666434775,7
ABHD17A,-0.255354515,5.220843301,-1.107844726,0.292160534,0.999972288,-4.584966279,-1.193629019,38.47137488,61.43885792,31.82263525,30.76393811,34.43223663,50.74619958,29.50687881,37.14259735,29.81316577,39.38882761,4
YEATS4,0.292427532,2.653026176,1.107376006,0.292354173,0.999972288,-4.585053706,1.224699269,4.602172988,5.934918543,5.952258863,9.365958417,6.48820152,10.92803991,5.295000217,5.295000217,4.683923063,6.835724113,6
TMED3,0.292426146,2.69950294,1.107232052,0.292413663,0.999972288,-4.585080552,1.224698092,5.001026272,6.014472027,5.953555997,5.083678273,10.25344393,5.981217355,6.014472027,7.217726561,11.02502038,5.005710818,8
PPFIA1,0.222018642,4.470706569,1.107223148,0.292417343,0.999972288,-4.585082212,1.166364441,20.02078316,17.42270986,22.62046884,24.25784304,17.54422221,17.09368489,29.16114634,23.27531293,28.78086771,25.6119958,6
DUSP8 ,-0.241580151,6.625306434,-1.107026247,0.29249873,0.999972288,-4.585118929,-1.182286884,132.7150701,113.4704094,90.81614632,100.0820702,70.01612689,128.2797635,75.27321707,118.6304829,79.53348065,100.7150701,10
UNC5C,0.288755649,3.779277448,1.106957029,0.292527345,0.999972288,-4.585131835,1.221586183,11.2983602,10.9042854,13.79984983,13.35139789,11.94977828,9.407364384,22.73135144,17.28062503,19.55601893,12.14652499,3
ALMS1-IT1,0.188489827,2.919431174,1.106517427,0.292709126,0.999972288,-4.58521379,1.139570221,6.092188826,7.404480678,7.29599972,7.325430473,9.162838528,6.875941453,10.52920989,6.478053575,7.898875607,7.506021814,6
DLG5-AS1,0.15921776,2.855251766,1.10626649,0.292812931,0.999972288,-4.585260563,1.116681501,7.251014354,5.612946905,7.384277446,6.838588565,7.410786848,7.157609955,9.084147872,6.958052947,7.939716431,7.195994448,9
ADM,0.607770393,7.169122073,1.106257356,0.29281671,0.999972288,-4.585262266,1.52390228,131.0124858,125.7278574,74.71507013,229.3150701,207.705022,470.9517291,66.92195104,188.4481475,65.35563375,167.5544509,5
SLC2A9,-0.232711321,4.761587553,-1.106100778,0.292881496,0.999972288,-4.585291447,-1.175041183,30.99832936,25.32591352,35.6738612,18.44674324,24.13572151,22.43385335,37.02074284,25.93387955,30.99393303,25.91075714,4
DHRS4 ,-0.213760329,4.658975168,-1.105805402,0.293003742,0.999972288,-4.58534649,-1.15970698,27.1123645,26.98556708,30.08196834,22.68315598,23.58167029,19.20073817,36.25538975,28.1583172,22.31042748,20.56953241,4
RP11-307O13.1,0.33963776,2.897846811,1.105492335,0.293133353,0.999972288,-4.58540482,1.265438821,6.678587355,6.269486608,6.031056916,14.24393608,7.410786848,12.31526964,5.597028188,5.885684029,5.507029826,8.881125018,4
MAP3K7,0.499363315,5.651501336,1.10543088,0.293158801,0.999972288,-4.585416268,1.413589585,40.48973674,39.04963342,38.83053259,93.3157404,66.1981113,131.7163367,25.71642102,29.6221755,44.73346047,60.48933984,5
ST6GAL2,-0.206803341,2.67056481,-1.105172034,0.293266004,0.999972288,-4.585464486,-1.154128084,6.412816865,6.825866673,7.966858792,5.444111007,5.896181627,4.558232073,8.689743293,6.161578016,6.739584718,5.944031204,6
FBXW4,0.171108428,6.801901016,1.104603584,0.293501538,0.999972288,-4.585570352,1.125923204,100.4176391,109.5692456,98.41507012,98.71507012,104.4144979,100.584457,144.3890223,135.1283435,123.106036,110.909037,8
NNT,0.385799446,6.317061516,1.104502713,0.293543349,0.999972288,-4.585589134,1.306583609,84.09043549,47.19524746,72.83531474,121.3415633,81.57101156,152.42798,43.81627335,66.22918154,104.8883646,78.20614336,10
KNOP1,-0.187204646,6.329402755,-1.104333396,0.29361354,0.999972288,-4.585620659,-1.138555521,89.34916662,75.34372887,101.4440277,74.41507013,64.11716392,81.79480381,76.24526824,80.21507012,66.9748867,103.5845472,5
DNAH3,-0.281455523,6.977509943,-1.104220753,0.293660244,0.999972288,-4.585641629,-1.215420494,175.7874111,137.6827922,124.5597404,99.81262849,153.7619091,69.68396861,162.6967003,119.5818595,144.0261099,111.8150701,7
SLIRP,0.939895873,5.951660861,1.104181081,0.293676694,0.999972288,-4.585649015,1.918389773,65.87284902,32.62354362,28.08538379,249.4998794,101.2720912,200.3150701,14.34354916,72.31801966,19.90793334,130.7264349,10
FOXK2,-0.211364345,4.93684539,-1.104119064,0.293702411,0.999972288,-4.58566056,-1.157782572,39.40246207,28.23855073,35.12906508,23.67155282,34.02879369,26.41524502,39.1710317,27.18384026,33.58919898,24.43147545,6
CRY1,0.588924637,5.216869953,1.104030055,0.293739324,0.999972288,-4.585677129,1.504125177,33.19480017,28.96204541,22.70426093,74.84123238,99.79417777,71.01507014,14.26368915,37.33009692,24.29980093,33.79452773,9
GARNL3,0.305958566,6.320987955,1.103627054,0.293906497,0.999972288,-4.585752137,1.236239755,75.23324534,59.57674365,73.03292423,163.9442367,80.29072233,104.4150701,71.78053911,75.22082594,57.97078086,75.7505607,8
CARD9 ,-0.293616365,5.516109286,-1.10324633,0.294064497,0.999972288,-4.585822983,-1.225708881,36.72079075,59.18353945,67.61507023,43.34083028,27.71081808,46.19698042,44.260888,50.06371992,34.37910547,64.86181642,4
ZFYVE26,0.129700306,5.611811887,1.10322474,0.294073458,0.999972288,-4.585827,1.094066405,42.95767359,44.73739493,50.38113475,49.31528101,47.14151227,50.01518215,48.51528152,53.31509922,54.68097637,49.11405284,4
N4BP2L1,0.538005336,4.553031237,1.103152337,0.294103514,0.999972288,-4.585840471,1.45196365,17.75065663,21.63610313,15.39204744,80.05152798,30.87851992,44.88392407,15.72455087,18.54510414,15.93942106,16.66874443,8
AX746627,0.512765476,3.720735348,1.103126095,0.294114407,0.999972288,-4.585845353,1.42678255,9.617187676,10.47408569,10.78557407,45.29657213,9.447369674,25.89306027,11.88963901,9.521142947,10.30374671,11.30080597,3
CDKN2AIPNL,-0.208064802,4.211275006,-1.102978211,0.294175804,0.999972288,-4.585872866,-1.155137669,22.16927271,20.79284386,18.66490656,26.73461485,14.59286532,19.87924343,17.25717288,15.74663716,16.16217834,16.2269944,7
GUCY1B3,-0.386049164,5.393212633,-1.102849408,0.294229287,0.999972288,-4.585896827,-1.306809787,33.58038832,59.25306916,65.43434447,49.23326988,38.22631422,71.09964892,22.41805931,28.44749927,30.59357141,50.56203957,10
FKBP15,0.147240818,6.724277871,1.10239098,0.294419702,0.999972288,-4.585982092,1.107449427,108.1452567,94.37219598,93.475174,110.4549478,107.6349916,92.04141165,122.5673412,101.7747739,122.3347522,109.6121961,10
TRMT11,0.532137228,4.586533617,1.101993005,0.294585083,0.999972288,-4.586056096,1.446069837,14.96868977,22.77920477,18.74704305,48.56646602,26.19662005,67.58491985,11.37041209,20.83240038,15.73772572,31.28223452,9
PTGER3,-0.165031909,2.012771471,-1.101894648,0.294625967,0.999972288,-4.586074383,-1.121190876,4.251786452,4.868238866,4.037360261,3.634864262,4.553609522,3.418119273,4.360350708,4.495908952,3.68666563,3.352749988,3
ALKBH8,0.291573432,2.33465156,1.101581192,0.29475629,0.999972288,-4.586132655,1.223974441,4.42301965,4.408549792,4.305899557,10.09820197,4.180055819,6.881972775,4.350261985,4.308056278,4.872401524,4.788991232,4
MTMR7,-0.162900398,3.787615371,-1.101567668,0.294761913,0.999972288,-4.586135169,-1.119535594,14.61226597,16.18046868,14.11979702,15.20258303,11.91439544,12.65073929,16.91235742,12.28404674,13.26437628,11.9669514,3
NOSIP,0.321528474,5.08413115,1.101116219,0.294949689,0.999972288,-4.586219076,1.249653803,27.47184813,41.48052016,21.45050206,54.31022058,37.72063654,54.47519761,30.47627297,30.34762853,23.59495344,33.88637523,7
COL25A1,0.27988146,4.173786678,1.100775696,0.295091386,0.999972288,-4.586282351,1.214095123,16.63125942,14.862349,15.82565386,16.47837953,22.15614762,12.95626831,31.44423934,23.6665411,18.65094849,14.27940491,7
FBXW2,0.18260839,4.1711571,1.100710334,0.29511859,0.999972288,-4.586294495,1.13493399,18.88300288,18.64413371,12.73147367,17.56443294,16.13416794,22.94606944,19.69655853,17.22674156,18.74408415,19.42653599,4
TMEM144,0.234517532,2.714313075,1.100629217,0.295152355,0.999972288,-4.586309566,1.176513221,5.216914306,6.436689088,5.983281278,8.637658816,8.285230209,5.460902273,5.4314429,9.267839263,5.334722421,7.029271343,4
YLPM1,-0.49055101,5.914743005,-1.100373527,0.295258803,0.999972288,-4.586357066,-1.404981379,60.11649146,79.76008356,93.51346528,85.41371089,61.94170415,123.2905409,28.4779941,42.36517924,26.62867362,67.94989003,9
LOC102546299,0.761756882,5.051543783,1.100264075,0.295304379,0.999972288,-4.586377397,1.695554176,28.72774382,7.730810323,54.18980188,19.94363978,33.1459436,13.43623911,67.82444872,44.45310515,113.7148849,43.9136672,8
QSOX1,0.179636532,5.383943058,1.100116121,0.295365995,0.999972288,-4.586404877,1.132598506,35.78111083,39.72266271,39.439675,40.50954318,44.8749724,37.15308527,54.97410169,41.25330661,52.52958416,35.73392836,4
CEBPB,0.324279838,6.132659635,1.099996652,0.295415756,0.999972288,-4.586427066,1.252039292,109.1311446,41.11663908,48.01528152,82.89802599,80.38213639,67.27773073,50.04290672,78.24649373,99.17265852,77.09474887,10
ARRDC2,0.273792447,5.951868626,1.099487065,0.29562808,0.999972288,-4.586521691,1.208981733,61.41507154,53.99295121,48.01528152,41.93015958,91.93587246,82.72271411,83.3744647,61.22551852,65.71507039,48.48993019,4
ZNF24,-0.249635782,3.828813692,-1.09942706,0.295653089,0.999972288,-4.586532832,-1.188906929,23.76577615,11.92208637,14.56362686,9.979393328,11.27617575,13.62789412,15.79721848,15.29612474,15.61404406,14.05826455,7
LOC102724275,0.299216667,3.793281979,1.099242989,0.295729818,0.999972288,-4.586567004,1.230476127,12.95912693,11.01190655,12.08044714,12.80792931,26.44994335,11.40053093,12.80264196,13.29365056,11.01190655,21.02617075,10
LPHN1,0.169561408,6.120774889,1.098918886,0.295864955,0.999972288,-4.586627164,1.124716509,69.45303582,74.81507013,50.66869834,76.29966339,62.92556946,78.21076419,79.14562557,74.71586269,63.9032352,71.28028585,3
