Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM329660.CEL,C_GSM329663.CEL,C_GSM329664.CEL,C_GSM329666.CEL,C_GSM329667.CEL,C_GSM329670.CEL,C_GSM329672.CEL,C_GSM329674.CEL,P_GRN_GSM329677.CEL,P_GRN_GSM329679.CEL,P_GRN_GSM329681.CEL,P_GRN_GSM329683.CEL,P_GRN_GSM329686.CEL,P_GRN_GSM329689.CEL,P_SP_GSM329692.CEL,P_SP_GSM329694.CEL,P_SP_GSM329697.CEL,P_SP_GSM329700.CEL,P_SP_GSM329703.CEL,P_SP_GSM329704.CEL,P_SP_GSM329707.CEL,P_SP_GSM329709.CEL,P_SP_GSM329711.CEL,P_SP_GSM329714.CEL,countP
GTF2F2,0.245115493,4.706642535,2.658224717,0.013563756,0.120725795,-3.004926663,1.185187646,25.1300884,21.21790354,21.74917723,21.88451932,25.37741715,22.18069737,24.2297512,25.23163947,25.90053236,25.34613052,25.95179521,30.156671,25.55139885,27.01227086,29.41686878,35.97479843,21.98870582,24.22805407,31.07004797,24.08752194,22.19179745,34.52950434,37.82485533,26.65793449,24
DBI,0.364454735,11.46508804,2.658200398,0.013564513,0.120725795,-3.004975246,1.287394968,2285.420633,2623.066583,3220.765584,1581.318991,3114.283372,2012.689877,2784.033837,1990.627636,3075.899098,2638.13879,4161.351054,3456.474039,3870.066659,3846.774993,3176.157102,3450.087493,2164.942513,2630.104321,3911.847034,3086.774993,3422.061155,2067.609198,2671.805292,2587.880377,24
NEDD4,0.478415295,4.96084207,2.657208943,0.013595419,0.12084423,-3.006955741,1.393212474,28.71190472,22.70080836,31.02370589,22.87866365,27.76244919,23.07479938,25.42117088,20.03487619,43.15958909,22.85873856,34.09029565,58.06201533,67.85043582,58.94661446,44.31867437,31.89045922,23.3612805,29.0339033,27.56526569,34.87877829,30.76332045,21.34154709,28.96859624,33.53244855,14
DNASE2,0.335191993,8.674092192,2.657154172,0.013597128,0.12084423,-3.007065138,1.261545283,314.8862889,329.2458191,515.7398517,343.1916595,355.5641417,298.2650425,393.4416595,293.1601182,584.523438,402.1376349,484.1066036,562.2811422,529.7393266,528.3226785,476.357188,399.2552202,311.1916595,312.3473773,334.9021069,525.5992053,557.8166595,391.7664777,428.8166595,379.7473054,13
SH3BP4,0.637200958,8.16804911,2.656532686,0.013616537,0.120947203,-3.008306385,1.555308701,288.1585118,195.1999697,288.3582393,174.3572333,264.6333195,94.32124124,285.4817297,220.4370274,405.4543556,269.0772136,469.1083261,562.656533,649.0369127,397.1316284,312.7953882,399.4055887,287.3513885,175.5706475,292.5055717,281.202647,592.6856927,254.5421053,154.8199769,257.408512,24
SH3GL1,-0.306557678,8.17147858,-2.654783337,0.013671307,0.121288614,-3.011799408,-1.236753239,248.4730478,392.2130999,358.3460654,267.564577,322.0301375,497.9716472,260.5784577,379.7390943,323.4799183,273.3012979,259.1861936,285.5283372,267.5547402,311.9238569,198.9076499,261.0698598,319.1929826,237.583168,229.7542115,315.8520927,286.12234,317.6083261,213.6235375,242.2466196,14
SRP9,0.277425061,11.78180166,2.653759701,0.013703452,0.121511396,-3.013842801,1.212029708,3617.949353,3076.705656,3177.342832,3033.474239,3563.548437,2341.158182,3436.789338,2754.117003,3004.068668,3356.086658,3539.917159,4034.937881,3845.688251,3225.922288,3974.609128,4239.886338,2753.044748,3869.12841,4866.504159,3418.051624,3595.310495,3398.381557,5298.046389,4508.367488,24
PIGG,0.443995184,8.232959813,2.653356542,0.013716132,0.121511396,-3.014647476,1.360366311,348.846767,312.7775179,161.5926899,247.5326061,148.4382982,212.1852742,335.897441,281.6561888,191.0082797,296.5383482,492.7258067,440.4796371,403.8816011,293.9348931,416.8730711,394.2390038,302.7591431,314.5236041,352.8074899,248.6079997,325.834518,247.9981974,422.4725714,340.201809,24
DPP6,-0.756066298,9.552983323,-2.653317625,0.013717356,0.121511396,-3.01472515,-1.688879384,936.5458261,1226.485829,676.6293103,1469.417147,1018.858326,1030.845774,1166.770564,1185.100482,348.5303192,833.9918701,344.7077626,274.1193057,276.3179557,329.3136538,599.2409002,824.8811418,1425.44748,922.5480842,969.6954015,622.6925858,519.4549502,1454.358326,902.0083894,939.3105179,24
RNPS1,-0.345411859,10.20187035,-2.652707709,0.013736561,0.121625346,-3.015942366,-1.270513636,1308.830529,1694.997801,1061.918164,1532.700636,1268.310334,1368.578382,1398.886027,1514.362529,767.8729065,1174.961618,838.4593197,828.0209732,1017.244509,708.6389142,1009.94198,1248.1232,1424.816659,1386.969617,1122.280215,1147.876157,957.3694422,1472.043874,1457.645739,1284.790208,24
THOP1,-0.402325399,7.383389291,-2.652460586,0.013744349,0.121645957,-3.01643551,-1.321636466,175.6923233,233.8166905,188.6307007,240.9947345,209.8586463,190.8391113,197.4895481,180.9328026,118.3045032,177.8458714,135.1708092,120.8413839,130.274608,106.9062611,119.3567324,184.5760523,288.4170733,147.5032964,117.2612267,160.9868298,129.4138117,273.0758775,174.9284604,157.4326596,24
JADE3,0.465352541,4.810855016,2.651203583,0.01378403,0.121875008,-3.018943539,1.380654693,28.41654755,22.42381051,24.5936321,18.68995754,22.40231048,18.4078748,24.58409639,23.22258158,59.61527353,30.37812761,22.85628037,32.45418478,76.41734468,36.98171409,31.41817847,31.72666665,28.21534076,21.85612184,26.59654679,31.36142484,25.78057731,22.83549957,24.20645936,29.8822936,23
CTNND1 ,0.453485717,7.636537538,2.651120967,0.013786642,0.121875008,-3.019108355,1.369344758,174.0724745,149.8708817,129.4723474,183.7720163,175.7222195,88.21312447,233.9163048,204.2784077,190.3845427,205.7955454,350.1083261,307.5917414,223.0081703,200.9006917,289.8403491,309.6499928,198.5170796,201.9260925,150.5995002,152.1745456,247.9767193,221.7863014,270.5286161,139.3177612,24
METTL17,0.317041258,8.402453968,2.650641865,0.013801797,0.121890273,-3.020064102,1.245773041,373.3871668,300.2032394,278.4037179,289.5901961,238.1997208,294.6175358,330.654869,253.8104055,278.3575556,317.7857215,391.345141,519.4833261,508.4595345,382.1802577,513.1386758,383.4875624,342.200095,285.1298772,267.7814252,314.2212038,360.207995,333.0365597,335.094722,420.0754063,12
LIMS1 ,0.71214621,7.508530144,2.6504916,0.013806553,0.121890273,-3.020363843,1.638239415,112.2343437,205.7310946,91.47091133,80.74258193,214.2854423,157.3271359,143.460539,105.3552759,188.6359046,137.585782,334.8633003,410.6189109,328.6506471,232.3507558,464.5533815,167.2420672,97.70032834,355.3999928,334.2424973,166.1964784,176.2812076,99.99515647,174.5156918,161.7894465,24
CD74,0.809500881,10.67494992,2.650201937,0.013815727,0.121890273,-3.020941621,1.752605002,936.5433011,2589.233345,850.1860756,635.4416595,1322.783011,1173.877217,2218.025332,567.3176018,1765.786126,2094.129159,4125.297268,4072.01868,2335.44305,3277.83287,3613.447626,2332.382025,1375.379159,1419.320658,1923.620207,2133.289043,1901.60156,1230.77127,843.7580826,818.9537086,24
ARHGAP19,0.319098966,5.216598737,2.649046562,0.013852372,0.122114932,-3.023245868,1.247551149,38.95203403,31.44188033,36.02063904,34.14378365,32.9533335,22.03844756,34.21163493,30.01611044,51.38530934,34.6165708,44.65711874,57.33054723,49.5359865,30.14195143,37.21781673,41.66870402,36.61683884,40.65278248,39.65733012,40.05944988,52.07586756,38.17146128,29.71931571,29.49088614,24
NAGA,0.347509821,6.688267087,2.648443326,0.013871542,0.12218914,-3.024448732,1.272362556,67.75345997,92.11783959,100.3564043,81.97032458,77.03558233,77.59325173,122.4138957,94.23329866,86.00933711,109.0361536,173.8649291,124.680641,112.7310927,113.672383,131.1412909,127.0769689,113.911505,85.00261038,94.48908272,124.6844717,168.0966259,93.52497196,87.24730781,87.04910165,24
S100A4,1.075919697,7.240292397,2.647235341,0.013910003,0.122431112,-3.026857048,2.108065504,118.4002194,72.05916234,93.83531333,85.45601346,121.6956096,101.4436321,81.88275395,73.98383504,145.8821756,98.92839387,1335.628169,434.7929919,362.3694778,655.7496195,264.7391398,227.8583852,88.12490726,160.1250381,75.35037576,159.5836217,191.6500592,97.22302787,69.10223465,151.7186344,12
THOC2,0.524419401,8.02432268,2.64662409,0.013929503,0.122554323,-3.028075456,1.438354611,350.3999928,173.642978,317.5031774,140.3747879,182.2213988,258.0699973,163.5959926,145.6044589,363.2883299,253.5885265,322.2012096,461.0057966,501.5803248,466.4101249,266.5127431,232.8638083,177.4240449,268.9772246,322.4863274,371.5358993,276.469282,201.9368507,252.5492632,193.3522829,24
SMARCA1,0.519799146,6.893088897,2.646194319,0.013943229,0.122626654,-3.028932031,1.433755625,124.4668143,104.6639404,77.87207652,81.44125006,81.83475533,93.97277162,95.86847794,95.7162369,67.98495346,94.21562507,189.2282772,124.0578109,151.0713488,134.3605004,180.8573998,131.0528374,125.8027311,210.2064013,279.3102976,79.38884306,78.79605326,146.5502933,170.9770078,129.4090859,24
EFHC1,0.51027301,6.188929251,2.644712253,0.013990659,0.122804944,-3.031885366,1.424319703,71.0633104,57.8617238,43.34961906,70.89562276,45.97879493,39.16649549,74.05443199,72.19747309,44.84540566,76.79625841,123.8764882,108.6103898,83.39974876,56.11964086,153.798206,98.26459853,76.87373564,88.45461902,131.1114892,56.51061372,69.48611356,70.78836269,94.53970879,55.31001211,24
ARPC4,-0.243144571,9.068315799,-2.644572385,0.013995143,0.122804944,-3.032164038,-1.18356962,496.4130599,589.1294086,607.8999928,565.7830587,631.1735081,605.458036,537.0146867,820.9043445,626.1743538,550.3731335,457.2050078,525.4286097,436.8248974,582.346116,541.2868334,469.6499928,460.2374103,425.0465137,493.3583261,568.9231819,543.6181595,630.1684265,392.9672311,489.3111594,24
GAK,-0.255335423,9.337506843,-2.644237599,0.014005882,0.122804944,-3.032831033,-1.193613223,830.3840761,808.3629765,591.2664323,722.0183206,773.9640529,836.0464458,695.2929537,611.7311238,466.8085845,714.8862299,612.3951865,704.2507131,631.1204905,454.0591488,591.7892027,683.6837935,837.9460728,596.2388427,523.0297749,598.7709036,543.7367819,615.0900446,621.2251521,675.450079,24
SPOCK3,0.538130794,6.041233311,2.643813174,0.014019506,0.122860952,-3.03367655,1.452089919,48.6567673,60.76078413,58.33920584,42.76281954,32.91432217,52.61023996,58.9674,64.25596738,103.9360588,73.51437496,36.68376621,60.60116425,119.8949843,58.54027298,100.4272233,77.01501085,60.88758487,60.15087247,189.6597394,66.25537415,59.86666537,53.3321782,81.61832477,82.74454837,21
ENC1,-1.589289209,10.09345894,-2.64193747,0.014079867,0.12324448,-3.037412371,-3.009010641,2219.551932,3525.703815,580.5602213,3514.765785,1732.879159,3024.358615,1770.829599,4877.881785,162.6747959,2983.153249,478.3358677,241.2750067,71.68664534,185.9024049,477.3999928,1330.098883,1806.429544,1668.150199,3084.386834,1062.358326,447.9770452,1767.608326,2160.973031,1444.87851,22
MBOAT7,-0.391344022,9.501476347,-2.639651751,0.014153751,0.123745337,-3.04196292,-1.311614742,838.7548608,815.8536881,977.4557744,943.7545415,925.0633505,734.9360154,760.3090177,992.0204561,564.2006772,656.0046827,534.3166595,497.2911985,384.7819304,694.624174,508.8999928,573.2397349,1041.176058,776.8303668,657.0447354,862.351952,584.8616179,1150.125787,720.3583261,802.0652546,21
FLII,0.301534046,8.202154218,2.639288049,0.014165541,0.123788193,-3.042686807,1.23245421,211.1638201,291.8797952,257.3935664,263.4676397,216.9539256,276.8712949,255.6244604,289.2333262,365.1320559,252.3335492,397.6379032,409.5866471,445.3885219,401.2690614,321.3667509,315.2741583,302.646328,265.6043082,243.3554652,304.0532534,350.6237458,295.6450049,240.8062769,242.0240807,7
GLI2,0.322598942,5.181247327,2.638860236,0.014179421,0.123788193,-3.043538231,1.25058138,27.99413851,28.7516078,46.32553041,36.37172912,28.17569655,26.33965544,31.96785761,28.32986891,48.84289039,40.400421,37.88041006,46.18177787,41.61537422,44.29407905,35.64864629,47.54423825,25.78702922,45.55952972,40.57988461,37.67895236,50.31316787,27.60136495,29.88245739,36.98899407,23
ATP10B,0.543047051,7.060047519,2.638815282,0.01418088,0.123788193,-3.043627692,1.457046632,117.2363765,92.07145878,130.1813968,109.3436692,105.7030847,47.77847244,138.4085522,125.7237585,221.9115844,192.0502954,112.9205466,123.5462605,315.1057162,168.6007501,161.7470822,132.4311094,126.2355425,76.13536286,146.7278605,209.9316456,205.6454175,132.880821,132.1455413,104.0167746,22
MIR5193 ,0.466874844,7.055452843,2.63799412,0.01420756,0.123957025,-3.045261729,1.382112301,100.4046016,99.83589933,133.3226355,109.6305613,93.65405306,94.17229472,125.8313159,107.2864123,180.4191234,130.4019539,199.3365501,352.5672944,144.4895899,183.3312567,214.9531821,165.8518329,111.7072172,88.43013857,105.6788082,140.7656082,159.6264151,118.6204943,109.8600004,113.0338477,17
SASH1,0.65455739,9.498141148,2.637799457,0.014213891,0.123957025,-3.04564905,1.574132944,641.5196194,378.4155409,838.6169149,443.1777399,900.9601973,292.4213392,692.2329941,404.2296579,1421.629347,629.5961708,1128.220236,1560.579345,1480.385495,1616.068327,730.4233236,689.4364343,560.0829868,495.253207,548.6020262,966.4259402,843.4962481,501.3783321,624.9970624,851.9807323,24
PASK,-0.334994663,5.970841133,-2.637069376,0.014237661,0.124040822,-3.04710156,-1.261372742,96.53605437,79.59493123,77.42552922,61.86843421,61.65701829,102.2731913,74.57640571,47.72829219,56.00520196,46.86465609,58.78857466,54.84715193,48.9399032,47.74829054,59.42924682,66.47044571,63.98125941,53.35732849,48.57484582,64.52601681,64.51879,53.17085671,59.21548579,97.86917181,18
FOXN3,0.407562385,8.167752494,2.636832638,0.014245377,0.124059524,-3.047572509,1.326442727,266.2097227,290.6012295,234.3041654,202.5060458,202.9512462,256.0919517,246.6621755,220.2620758,269.2822554,219.7519729,494.5711143,382.7065876,518.9110142,413.8932816,392.757772,414.6599935,286.1591248,293.6240525,248.4833331,306.6103341,204.5454109,238.7333443,226.1917265,356.1709016,24
BLNK,0.891665223,4.939885719,2.633847303,0.01434301,0.124744513,-3.05350939,1.855316377,26.83732151,15.56062226,15.06336411,14.29859493,14.35930074,17.83832741,39.26624794,32.2388373,24.42653372,36.35819094,97.62057967,66.49904454,37.24097092,81.68180241,110.1465747,44.46173692,51.06910736,14.10017924,28.30007389,36.04871926,33.93053853,32.73732046,18.67826005,12.80759966,17
PLD3,-0.728402341,9.991028051,-2.632321151,0.014393163,0.125061843,-3.056543042,-1.65680331,887.3314022,2003.073043,725.9981412,1725.227934,1200.041069,1768.149351,1398.267819,2572.575251,533.4408884,1232.5107,634.0944059,526.6938526,304.1913386,615.9129346,806.9931333,1001.657234,1675.469738,1175.751355,1301.072244,747.8805261,625.6747988,1841.41106,1300.227308,937.977222,24
AFF1,0.623074906,8.8340293,2.631392326,0.014423767,0.125075226,-3.058388882,1.540154313,523.0666595,356.9093588,452.5399926,269.8844398,469.2661104,289.0767393,371.1907251,163.7346444,674.7765324,333.3409537,724.7749928,1011.358764,847.8873671,862.5813233,634.9114371,464.8523034,294.1916595,490.3784053,490.9394779,504.2365915,468.8359476,258.0638863,335.7348803,686.0809787,24
PERP,0.784131538,5.96162824,2.631180131,0.014430767,0.125087236,-3.058810524,1.722055378,34.30043858,41.56326837,38.44982302,32.37227015,33.55865782,45.56269298,167.9036937,27.51454679,65.26553923,34.23462624,252.9962544,113.1267253,110.4528225,80.19656643,97.13842326,85.69912296,48.97139275,70.06270742,63.73936676,51.06505065,91.83629009,43.40726144,59.95246907,74.66330106,23
ZFP36L2,0.804643559,9.450900881,2.630868451,0.014441055,0.125098185,-3.059429817,1.746714185,375.1127568,960.6161125,457.471292,229.8540744,792.7387732,577.0705602,491.28385,345.1183883,713.401803,486.9157919,1809.10865,1428.177212,1056.810434,1384.591919,1420.345219,757.2751829,361.8900143,925.9867531,1386.623479,680.1130278,796.9174079,373.5061137,366.9844034,1329.974413,24
GPC1,-0.26780832,6.707116518,-2.63034823,0.014458241,0.125098185,-3.060463384,-1.203977407,87.95227083,121.5392159,145.418778,115.0788687,116.8640123,113.4576738,125.0921225,128.8208987,105.6067212,97.62204345,84.65316721,93.57352866,81.51021607,100.3681712,87.12887829,111.4660083,85.06694625,104.6208843,102.9257461,98.36427761,130.7113757,110.6157193,128.7867356,68.83943647,14
ATP10D,0.651960992,6.711383755,2.630291761,0.014460108,0.125098185,-3.060575571,1.571302547,138.0004032,73.8799758,74.16950719,52.73440775,66.88456425,85.7896011,86.12793688,66.26320078,87.92894371,70.31654411,296.1734057,235.8930591,183.9716821,145.0074856,209.0392812,123.186515,75.69827386,141.5552775,102.8167008,100.4034351,95.05159722,53.22215737,100.5285163,141.0638269,24
R3HDM1,-0.757761833,9.543868852,-2.629748211,0.014478088,0.125164478,-3.061655359,-1.690865416,1233.440421,1271.309375,492.7654566,1073.6862,898.1150926,1251.440156,997.1499928,1706.547267,331.3561629,862.2379453,333.9384542,314.4162172,321.3583261,356.6575611,848.9560298,643.8206086,954.9473492,1116.456659,462.4639539,799.4570121,467.2078604,966.8072773,1373.413072,1227.272732,24
SYNJ2BP ,0.415660816,6.571137783,2.629012592,0.014502454,0.125164478,-3.063116511,1.333909525,133.904249,77.6954996,63.0379783,60.14237855,74.15603954,83.06076184,75.14047037,78.73113658,135.6837989,74.64036705,118.2368249,152.0162657,156.5847107,110.8165884,119.6501944,98.71921003,57.37227698,99.72557595,108.3414642,93.53209843,83.28078525,82.61020813,102.6612178,135.8410921,24
S100A10,0.96856185,9.613370758,2.628962861,0.014504103,0.125164478,-3.063215284,1.956888899,425.9546393,1572.279226,564.374434,235.5263107,411.2661427,612.4935805,457.9061005,384.3999928,729.2749928,468.3248329,1950.070612,2006.577934,1096.522279,1286.596261,3525.787262,1478.198823,568.1115731,746.3058118,1604.254149,585.8805242,1663.158069,343.8023609,472.71051,680.711334,24
NGDN,-0.32020699,4.185907852,-2.628929037,0.014505225,0.125164478,-3.063282462,-1.248509665,18.76361834,18.71578088,32.00523561,18.39011246,26.12642056,19.42570787,23.90144956,15.68735763,23.68464598,15.51322511,15.1018421,20.33828864,23.26691296,17.83586091,15.54670246,15.18008747,15.99903126,15.58254225,15.22856984,15.51322511,18.59630414,13.18465517,13.68605497,20.3200768,7
ERMP1,0.358743326,7.320133309,2.628872453,0.014507101,0.125164478,-3.063394843,1.282308443,163.027191,147.8757961,65.89634335,170.4911487,102.3072957,138.0714553,173.813441,169.7709648,156.8285239,144.4646089,177.3376072,164.9882361,180.705911,191.6935103,228.9948116,166.8249454,187.846672,179.3804643,218.0166838,132.2836645,172.7776435,171.157346,158.2671545,170.7182519,12
DRAP1,-0.346583227,8.475977033,-2.627835663,0.014541519,0.125267367,-3.065453781,-1.271545623,338.1580989,441.0249928,394.0591786,499.1499928,326.5127598,499.2173981,418.8876337,464.4733137,285.4064133,483.7024415,254.8556538,280.853039,305.4416595,261.1019493,246.6309359,395.5666595,488.9061068,360.3004987,297.6999078,330.1916595,324.8500293,478.7013771,351.6952463,254.5458295,24
CDK1,-0.20551627,3.696189044,-2.627387887,0.014556407,0.125284853,-3.066342877,-1.153098911,13.15489143,15.01120775,14.8745166,14.15666223,13.80484141,12.78777697,13.36915347,17.35514133,11.73819684,11.79160663,11.7222371,10.97771583,14.16974416,11.56983192,14.21013055,12.58746206,12.13298144,10.86530711,10.98430129,11.97910784,12.54687466,13.3228599,17.36361163,11.29181262,10
SPON1,0.793885101,6.758045589,2.626160253,0.014597298,0.125527389,-3.068780028,1.733737043,102.425273,27.74656177,166.9219244,85.55049458,121.6442704,21.39618965,117.1063308,80.92031649,190.2424384,144.4377944,237.8857849,100.4809856,110.4981827,137.2702927,101.6059281,200.6796955,123.8163694,66.5369274,91.21489493,168.7268144,217.3156215,121.2241032,109.1369511,90.16353758,22
HRAS,-0.391191161,8.618936486,-2.625851674,0.014607593,0.125545277,-3.069392535,-1.311475777,381.9207844,554.1687793,440.4492506,481.4989878,440.4031191,413.4093642,420.1083261,706.0305757,376.8395337,378.0796369,243.0666716,278.2715035,270.9076047,325.4830147,332.8161727,391.1648481,578.6086542,356.2730737,409.0500202,353.6744234,318.8705986,671.9329785,384.1355,282.5265585,24
TLN1,0.49950105,7.252183314,2.625643852,0.014614531,0.125556461,-3.069805026,1.413724547,105.999102,122.8392332,157.6143996,104.0820086,123.085048,140.3295227,127.5223182,97.83645575,191.4999532,130.6635094,278.9093561,193.4385512,233.2516033,308.6870095,218.2740998,272.2070357,135.3059315,134.7571328,110.4991299,145.5161515,218.1814074,127.4851863,92.10790307,124.3524423,24
P2RY13,0.782672894,5.392357341,2.625153627,0.014630908,0.125560843,-3.07077797,1.720315166,20.18478739,22.17756942,22.57032572,21.81088155,21.18597311,25.27690065,82.80775624,54.89362769,40.05229407,79.30663623,109.3464795,57.58619635,78.98351836,83.35297858,77.47395311,48.22367048,24.00127118,32.72806013,59.92978173,69.20837771,34.58711452,48.48067934,30.19482493,20.8666094,8
PCCA,0.270605873,6.705398424,2.625122448,0.01463195,0.125560843,-3.070839847,1.206314324,110.6466515,86.34535753,92.9721301,123.067156,64.1932311,85.50530174,84.45414794,102.0885586,79.32230103,104.6380218,132.4228815,119.2996767,112.6384667,113.7786311,109.337968,98.67623297,138.501758,126.977136,126.6262673,99.80983092,120.607672,93.03928239,107.2352905,110.9680048,24
GULP1,-0.881704519,7.068557458,-2.624135727,0.014664968,0.12566335,-3.072797874,-1.842550958,328.8999928,214.1134394,96.58332848,192.8597876,155.3345964,154.0140296,203.0722708,430.5489449,50.01456925,125.1700284,101.0517376,94.7935268,67.30539999,67.76682449,132.740072,98.64520496,201.0245243,288.6761067,50.31815673,98.23940205,47.94141277,138.4318806,381.9506813,163.7968153,24
BZW2,-0.515839956,8.164298097,-2.623764452,0.014677409,0.12566335,-3.073534522,-1.429826361,366.4039712,384.8051652,218.6622749,418.2653547,463.9902425,281.8468959,321.0541726,570.4785543,198.2275558,332.5942679,174.0331928,160.5012114,175.9731014,180.5691157,263.9843438,232.1393223,389.2017335,368.5918166,272.3211994,238.3658674,216.943238,514.0249928,361.0047789,232.5440475,24
PKN2,0.574328995,6.552852059,2.623112303,0.014699287,0.125795532,-3.074828318,1.488984768,129.8265457,73.76994066,60.76078413,55.11422653,65.08739772,75.05923627,69.10845605,66.71086834,83.17222747,56.38948473,104.1845448,167.3662244,166.1946401,116.910712,203.702037,96.97501295,66.84042586,130.5493856,126.4709579,73.8881557,69.02622872,67.95525657,139.5456923,181.8253227,24
TOP3A,-0.20969887,5.567776003,-2.622574226,0.014717361,0.125795532,-3.075895678,-1.156446777,55.51285758,64.01388652,52.38955635,53.04030178,51.0630635,42.55413803,54.54877916,47.51805287,43.96846584,42.97866396,45.17932743,49.81887159,41.39170627,44.37013829,43.33640093,41.34752707,51.84829084,41.45408074,37.03474677,45.12153249,59.61315357,54.28095586,43.55918735,42.65918694,6
KAT6B,0.292866988,6.853152592,2.621945141,0.014738518,0.12579692,-3.077143419,1.225072379,89.82718953,84.84193705,117.396614,113.285372,96.97071586,88.71476596,114.1367652,108.625079,140.9612927,120.5084802,117.0342581,146.2366381,192.2299087,129.533764,107.3662309,148.938817,80.84573175,111.2098987,130.2053119,135.6253099,123.2583918,95.35864145,121.5746698,114.5280953,24
TENM4,-0.457766253,7.696246929,-2.620675881,0.014781292,0.126065404,-3.079660408,-1.373413694,301.8583261,218.8970157,270.7653696,291.3885229,275.7371595,190.6029768,240.0155279,282.7334661,160.4008265,300.9274666,135.4751994,121.0481464,93.67095986,134.6358728,182.0288933,224.7041743,283.111238,207.5146045,231.4820855,210.4286924,203.1065326,303.922954,176.1540113,169.7721948,24
RNMT,-0.499989102,8.100600208,-2.620107576,0.014800481,0.126107686,-3.080787167,-1.414202879,419.8445153,342.4669911,255.0829542,408.716482,346.9152358,332.6730623,377.6175924,313.1946266,203.8348987,336.6555884,147.8445274,154.0149582,189.9861721,141.7621209,228.6500448,271.8006969,255.2192509,398.6043711,273.2749933,275.928814,156.6633318,369.7658575,442.326562,318.1434413,24
GPS2,0.280226428,8.567914485,2.619945939,0.014805943,0.126107686,-3.081107615,1.214385465,300.9858497,317.2571191,328.2224662,377.0859437,298.2092026,299.9832428,388.8085966,371.3405943,423.9282546,433.3786805,454.4019924,482.5393086,553.3166595,441.0787071,337.7386547,448.137111,441.4947785,295.6715855,255.7677444,442.6681796,412.4416847,419.8798361,362.6903092,377.392017,24
PRRG1,0.532718954,7.278407573,2.619356272,0.014825885,0.126204146,-3.082276552,1.446653041,241.660927,156.6505803,59.43464836,102.0187942,116.352911,95.11525251,137.0817305,135.2103568,204.1571974,127.9628661,138.1109287,164.2844787,313.5281247,160.0892927,262.5883348,166.204336,144.8214087,214.630287,298.3546929,139.0922234,116.9431982,135.8542674,157.706492,194.3988074,24
VAMP3,0.449151855,9.739792438,2.619060519,0.014835897,0.12624113,-3.082862789,1.365237413,634.5582983,784.5009275,865.5461515,686.1003371,724.0392311,454.467134,905.7486725,616.0727022,1415.358326,1099.077215,1168.079845,823.5874928,1075.525618,1032.53822,1080.317101,1394.212175,636.1295279,769.9993865,1049.372781,913.3295213,1334.493876,439.1644475,834.5811545,746.6819402,24
RPL22,0.288293486,9.636588674,2.618761593,0.014846023,0.126279055,-3.083455279,1.221194914,820.4423134,845.4624928,760.568411,691.0903415,670.6881081,658.6107289,671.4525889,513.3155816,1150.28108,638.4648723,983.5203085,874.6997918,934.4740027,991.9952042,1071.575642,908.5206497,640.2382538,808.3452324,958.8166595,801.9742597,685.1143337,659.265942,822.5960023,894.1834989,24
HLTF,0.474593795,8.279018825,2.618378131,0.014859021,0.126341378,-3.084215273,1.38952693,379.0287604,190.058516,232.9616864,282.5717151,203.556784,191.4849446,286.030729,283.5967494,316.0225085,277.5201007,262.8346097,383.9377297,380.6560792,282.1964779,595.1083261,411.5758772,247.0250008,421.4896711,462.7457118,246.6941757,211.3356174,414.7279462,641.2041281,279.149993,24
PFDN1,-0.314396313,8.431233178,-2.617488067,0.014889233,0.126464561,-3.085979088,-1.243491213,393.0339532,383.9581306,294.1757265,510.6671883,438.9428378,354.6458533,432.6290373,422.1012402,350.4135105,455.3674784,223.5029302,261.7313317,311.917726,310.9482948,251.3166647,294.6910775,358.8482724,318.4007321,303.3937491,396.4361519,341.8999928,481.6673323,309.6857281,270.4416911,24
MAP2K6,0.348273225,6.300317138,2.617341687,0.014894207,0.126464561,-3.086269134,1.273036006,76.57708159,50.08369271,75.30553961,67.11636643,62.26957588,43.41279814,73.05215618,107.2872102,121.982808,82.57232877,102.4881083,84.24592497,100.0410526,98.9715526,67.33039444,71.27581588,74.81005941,74.6144628,67.81218433,106.0093378,89.32565324,87.21306435,68.46868459,90.74427782,22
FGR,0.677597833,6.612325916,2.617282575,0.014896216,0.126464561,-3.086386258,1.599474323,83.80434642,65.68539265,102.6839741,42.30077047,86.6625925,77.59330989,81.58558792,52.27969614,158.4370767,64.00213112,231.6083664,314.7285739,173.9542822,210.8399418,106.7051853,112.5903296,75.1800941,89.24267618,76.00380496,88.56204574,135.3254638,66.83969309,77.63584079,83.55316393,11
CD9,0.667721492,9.719185234,2.615921847,0.014942535,0.126742293,-3.089082038,1.588562103,391.1083261,1490.853005,343.6947815,508.098194,421.354957,623.8235783,651.6842965,1237.394833,822.5487037,781.2541595,867.3724035,1035.708492,1571.127728,857.1210774,1738.941659,1685.638958,624.6474577,843.0249928,1784.108326,718.5637534,1338.391253,713.6499928,769.4336594,677.6121415,24
USP34,0.606779462,5.778896267,2.61582028,0.014945998,0.126742293,-3.089283226,1.52285593,48.28003634,46.29929792,31.63071567,38.59871044,27.28228291,53.13444079,44.08350248,50.2610847,43.75170648,39.52728819,68.00628955,65.34053701,113.5890497,67.67939184,89.265713,60.31437659,37.87496368,93.74271701,103.9403552,44.2843826,32.24597011,35.3348397,112.2225479,96.71921789,22
