Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_GSM764196.CEL,C_GSM764197.CEL,C_GSM764198.CEL,P_GSM764189.CEL,P_GSM764190.CEL,P_GSM764191.CEL,P_GSM764192.CEL,P_GSM764193.CEL,P_GSM764194.CEL,P_GSM764195.CEL,countP
LATS1,-0.084325573,3.266757507,-0.949248337,0.361779646,0.757865983,-4.93993132,-1.06019201,9.872185257,9.964032115,10.24790489,9.882400591,9.947745961,8.663992375,9.665211176,8.363303945,9.264389678,10.61024071,3
CD109,0.342154466,5.453676438,0.949166324,0.36181963,0.757891666,-4.939989143,1.267648239,51.54283738,25.87431155,38.35536035,109.7023136,33.35394282,66.8187161,38.87183066,48.63199176,32.82286976,33.67782669,10
NRM,-0.141159848,6.92744136,-0.948853932,0.361971957,0.757998308,-4.940209356,-1.102791343,152.2704564,110.2924218,131.8796047,146.7547372,96.97909335,98.4924233,107.9736815,136.9924218,129.029855,120.4924218,7
MYO1G,0.101405617,5.407566231,0.948839296,0.361979095,0.757998308,-4.940219672,1.0728182,35.06084181,41.51491915,45.33018625,47.67950947,40.28739088,39.70774435,49.14689746,42.5308562,45.67193786,39.51450472,4
POLRMT,-0.152411819,7.90712004,-0.948742738,0.362026188,0.758041748,-4.940287725,-1.111425941,233.5389334,296.837298,249.0647593,232.3905733,183.2378638,186.2064873,296.2924218,247.9321208,217.8182832,289.8924218,10
EI24,-0.143429116,8.669403415,-0.948515447,0.362137059,0.758154515,-4.940447895,-1.10452733,549.5267629,391.6445748,386.4034836,324.5085797,390.0672338,361.0588034,417.4402974,376.8315798,529.8935276,395.1016627,10
MRPL30,0.081478563,5.176197282,0.948461654,0.362163302,0.758154515,-4.940485798,1.058101893,33.71964197,36.84124582,33.79457135,34.39008717,36.03926771,40.69481975,39.23868256,36.66687971,37.83105031,33.13272199,10
MYOG,0.260229078,7.753324789,0.948191077,0.362295326,0.758201942,-4.940676422,1.197668861,129.8633706,176.9301567,299.3327655,347.916268,164.0431841,201.1924218,221.2052229,315.8006888,175.6171436,225.7202808,7
TEF,0.114909951,7.867345756,0.948180321,0.362300575,0.758201942,-4.940683999,1.082907451,215.0859138,235.1383752,212.9824781,286.9297929,285.9256683,227.4650001,241.2381958,227.7818312,223.7568596,195.0322126,10
TMEM204,-0.129512543,6.877322305,-0.94792402,0.362425666,0.758238626,-4.940864522,-1.093924024,135.2658607,122.4549944,118.4538672,124.5924218,117.6175663,116.0280956,119.4541642,122.5695756,79.84822817,129.3340411,10
PPP2R2B,0.189876097,3.669732299,0.947894385,0.362440132,0.758238626,-4.940885393,1.140665748,12.29696258,11.24748056,11.30349509,21.03500643,11.56785435,9.918606744,11.78341991,14.63790496,15.89996405,10.76803786,6
GPR160,0.15722764,3.520811981,0.947730095,0.362520334,0.75825217,-4.941001085,1.115142161,11.68623404,10.0754782,10.21589225,13.53156583,14.41176949,14.47030156,11.93747398,10.45425487,8.072188833,11.60763718,5
MBD2,0.197651459,8.005569898,0.947430648,0.362666548,0.758372542,-4.941211912,1.146829928,285.6089763,236.4396828,188.4993499,434.2683114,292.4924218,285.9794296,242.0389183,206.0420413,252.0105014,216.2207648,10
UPP2,-0.105179428,3.858120871,-0.947325048,0.362718121,0.758372542,-4.941286247,-1.075628158,14.90184177,15.41268694,15.47399898,13.91541777,12.31405011,12.51835085,13.39843502,14.46271614,17.08257543,16.29591132,3
EPN1,-0.133332141,7.137727897,-0.947013012,0.362870543,0.758395821,-4.941505859,-1.096824073,149.5924218,142.6392588,158.9093943,103.0965487,131.3924218,131.8596787,161.739742,160.3245682,121.4492623,160.7924218,3
PFDN5,0.091825289,11.12436344,0.946465812,0.363137946,0.758496862,-4.941890838,1.06571767,2264.099877,2120.465301,2027.33692,2161.013127,2427.997713,2647.621297,1957.344579,2266.952898,2206.508818,2321.88706,10
CITED4,-0.156204383,7.545176815,-0.946426838,0.363156997,0.758496862,-4.941918251,-1.114351507,187.6373055,200.3352203,217.5924218,135.8883108,220.5471243,168.5397095,238.0924218,147.6495631,203.8924218,174.4860113,10
JARID2,0.104463364,8.738471083,0.94619658,0.363269564,0.758603751,-4.942080187,1.075094416,448.7773237,399.358324,373.4171146,364.5278748,423.7924218,490.2692612,389.0357674,457.4922421,473.870849,472.5844266,10
PCDHB10 ,0.188935894,3.199899237,0.945845681,0.363441157,0.758848158,-4.942326905,1.139922619,8.811383889,7.986001096,8.375007261,16.62221641,8.205828181,9.75899999,8.422341426,9.069774074,7.412379982,9.662604368,6
DXO,-0.148011862,6.500460054,-0.94578261,0.363472005,0.758848158,-4.942371243,-1.108041458,103.4207145,98.01729805,90.81503324,76.0888655,64.54175735,76.16781326,107.6364384,97.41296035,102.6154756,99.89512775,3
GGCX,0.129396175,7.335425299,0.945723879,0.363500733,0.758848158,-4.942412528,1.093835792,150.4759641,176.9924218,131.0170628,188.6652968,175.5991515,190.7128375,126.9864718,153.3924218,177.9290665,158.0076704,10
HSPE1-MOB4 ,0.17374011,8.91609602,0.945082168,0.363814721,0.759220224,-4.942863476,1.127978923,376.250482,565.8543399,411.1717375,536.8097287,579.4092574,727.6442729,420.2424218,448.4924218,428.7361917,432.263358,10
PLCXD2,0.120590714,3.05638015,0.944941333,0.363883657,0.759308774,-4.942962411,1.087179919,9.135153017,7.279309271,7.263523167,9.842628311,6.90324631,8.760906059,7.339132291,9.431628459,8.580363852,9.294309413,4
PHYH,-0.119549639,12.18305996,-0.944474345,0.364112305,0.759308774,-4.943290379,-1.086395673,5257.418134,5029.854138,4525.289906,4098.537991,5310.053995,4845.091643,5372.950023,4718.457127,3744.24038,3947.154376,10
NAP1L4,0.091962645,8.508741381,0.94444781,0.3641253,0.759308774,-4.943309011,1.065819139,336.0104403,358.3198467,351.07518,351.9460732,415.9187393,432.6192903,354.5629599,329.8924218,374.7384615,350.312459,10
ZNF440,0.184294733,3.727056176,0.944323267,0.364186298,0.759308774,-4.943396453,1.136261371,12.54807698,11.41680734,12.39484094,18.24639278,20.64217087,14.07039997,11.95857657,12.73462184,10.73537315,10.77637571,7
IL18BP,-0.117581461,4.526654106,-0.94422934,0.364232305,0.759308774,-4.943462394,-1.084914583,23.55629168,21.78641114,28.31483452,19.03068988,21.89385701,18.99772957,23.83071897,23.83071897,24.9035113,26.01756376,4
PIK3CA,0.180060512,7.762487277,0.943949735,0.364369287,0.759308774,-4.943658657,1.132931404,175.4327118,236.7554028,189.6646819,250.1353432,242.1324989,347.7966548,180.1128226,180.217788,192.9976212,224.1663304,10
LRRC57,0.162329265,3.622599543,0.943877074,0.36440489,0.759308774,-4.943709652,1.119092482,12.20019778,10.75208522,11.24748056,18.42745172,12.15731011,16.22519457,11.16069268,10.35758705,12.03974865,10.76803786,6
FAM199X,0.156974901,8.032166892,0.943755177,0.364464625,0.759323236,-4.943795194,1.114946821,241.4209059,268.2986576,220.3648875,291.2692536,352.6730304,314.2009521,231.9375944,243.7634791,299.6240012,193.5998863,10
PABPC3,0.190462415,8.982599484,0.943506688,0.364586415,0.759468216,-4.943969546,1.141129414,561.3593028,448.0728639,390.0342935,859.4584167,400.0924218,584.0374057,511.2419386,481.6636554,452.6112121,499.6949487,10
KNOP1,0.10728671,6.362124809,0.943434518,0.364621793,0.759512974,-4.944020177,1.077200429,70.39223024,74.29398324,91.04794643,82.29254019,80.1149295,69.99468615,97.79950441,85.81683838,89.98693214,85.49247876,10
KAT2B,-0.132716045,9.761817448,-0.943367503,0.364654646,0.759530623,-4.944067188,-1.09635578,919.6492048,1010.750946,853.9479641,919.353934,1072.818611,763.4163532,876.8924218,667.7793966,953.6092912,728.7533644,10
ZNF786,-0.085865687,4.686758727,-0.943073154,0.36479897,0.759650507,-4.944273644,-1.061324396,25.68206197,30.04744817,25.08467641,26.3648737,22.4598245,28.03022949,24.82668663,25.46421397,25.62530007,24.66760022,9
GNG11,0.267979202,4.733014881,0.942991561,0.364838984,0.759675963,-4.944330864,1.204120022,29.83527185,17.03603536,25.05147383,47.91039014,26.62718095,43.80140922,21.53036239,20.97120946,26.40333242,20.85864704,10
LINC00907,-0.077545187,2.989265927,-0.942954951,0.364856938,0.759684416,-4.944356536,-1.055221004,8.431495796,8.165786879,8.141316826,7.155063822,7.129085254,7.682510622,8.37163405,8.097087179,8.404062117,7.965462044,4
BET1,0.094941868,7.065011075,0.942695157,0.364984368,0.759891866,-4.944538693,1.068022372,132.0743805,127.9271977,123.7486745,127.9713636,138.4027078,163.739124,125.5262233,148.6184362,120.902106,135.4657935,10
EMID1,-0.107049117,6.101394369,-0.942428781,0.365115058,0.759980428,-4.94472542,-1.077023043,72.4533533,68.37978374,76.34743276,55.31325287,69.95983367,62.34717052,61.6672432,69.69195863,80.44469667,73.79334808,3
VIM,0.313652788,11.10472432,0.942353854,0.365151825,0.759980428,-4.944777937,1.242850517,2615.742422,1451.479698,1781.885192,5015.692422,1329.527056,3015.765709,2391.90838,2342.521719,2005.444494,1754.692422,10
DIRC2,-0.213722705,7.852795986,-0.942260685,0.365197547,0.760046282,-4.944843233,-1.159676736,224.5924218,363.0440234,206.7924218,196.9924218,318.382929,209.9833918,282.2859966,215.1740043,217.8782251,148.2877251,10
UBE2S,0.174524918,6.050756456,0.942141146,0.365256215,0.760099472,-4.944927003,1.128592696,71.15789075,53.67493343,59.16362749,82.64411446,46.38249722,65.86910976,63.96109105,60.73906823,87.02595644,84.96926783,9
ZNF557,-0.099214659,4.180658022,-0.941872433,0.365388122,0.760240276,-4.945115278,-1.071190194,18.61949697,18.01172655,20.54503786,15.75238355,16.39838548,16.63386226,21.90325338,18.22888953,17.82920918,18.25000711,3
C14orf28,0.194250787,5.005290493,0.941681136,0.365482047,0.760240276,-4.945249285,1.144129843,25.15714773,40.83490482,24.30729433,28.93192701,41.09749807,46.65818613,28.33145468,26.07551236,37.05142281,30.801295,10
SLC2A11,0.114149722,4.591693062,0.941339642,0.36564976,0.760364858,-4.945488451,1.082336963,21.62094688,24.04041577,22.84199928,26.46022292,26.11547554,19.94387341,20.84722318,29.43040818,26.00359014,25.44742641,7
SNTB2,0.312809497,5.864798711,0.940542011,0.3660417,0.760486287,-4.946046797,1.242124253,66.18288828,35.43260495,53.52363573,123.4836351,60.29783777,85.13453704,72.67147877,37.06297892,46.76732608,45.06559594,10
SSBP3-AS1,0.100941252,5.686926111,0.940539683,0.366042844,0.760486287,-4.946048426,1.072472944,49.41867108,50.74128432,47.0697819,52.99860604,46.82017094,53.7478483,48.10805646,53.03352619,66.55977252,49.24022767,10
AX746670 ,-0.137322816,4.002003412,-0.94044874,0.366087551,0.760486287,-4.946112061,-1.099862225,18.04041345,15.81625789,17.60473074,17.18141528,14.53568769,10.78393123,17.60473074,16.20859635,15.90316209,18.16022309,5
ARMCX5,0.131581374,6.038104749,0.940361767,0.366130309,0.760486287,-4.946172915,1.095493841,59.61491283,72.89607668,53.91529625,74.45520113,79.59266781,74.47213078,56.17441484,74.44950732,55.88523843,62.12637622,10
ZNF701,-0.080633309,4.015718946,-0.940219041,0.366200485,0.760486287,-4.946272767,-1.057482148,18.99595044,16.59647398,15.09566007,16.32698795,15.86540322,16.19723801,14.69921569,15.94309185,16.60791943,15.77645835,3
GATM,0.298080648,9.156938346,0.940184786,0.366217329,0.760486287,-4.94629673,1.229507596,420.9663199,630.443904,454.1611463,342.8924613,1076.084249,895.1924218,767.174699,444.7924218,456.460089,592.450755,10
TSPAN15,0.333160026,6.715361974,0.940159811,0.36622961,0.760486287,-4.946314201,1.259769708,89.91272365,106.352234,74.71313298,94.43399343,209.8623642,68.25225844,93.79242718,94.59342734,233.1533903,82.11806842,10
AKAP17A,0.099982736,7.450666268,0.939890083,0.366362265,0.760623819,-4.946502861,1.071760637,183.2484682,179.7426828,140.5157951,198.7744806,176.6665429,182.0749225,185.3845922,182.3379611,175.6933055,152.7047723,10
UNC50,0.096794812,7.579040405,0.939827143,0.366393224,0.760623819,-4.946546877,1.069394982,166.1250586,198.6836863,183.9789123,171.1157115,199.2924218,236.1800792,191.494687,186.0027632,189.2924218,198.1464572,10
C3orf38,-0.131916483,6.624557657,-0.939602974,0.366503504,0.760679463,-4.946703629,-1.095748332,107.0924219,116.3952593,93.38354875,88.76235896,102.8656692,114.1924218,105.0593402,107.0416695,90.36451967,70.92823583,10
PMM2,0.127073507,5.853196143,0.939112505,0.366744873,0.760802718,-4.947046485,1.092076187,59.26620834,49.64670596,54.56750274,73.79334808,54.36817981,56.34894751,58.01406089,48.06004676,56.34894751,73.07912762,7
LIMK2,0.200865785,5.650288188,0.939069944,0.366765824,0.760802718,-4.94707623,1.149387915,49.86918302,41.1698807,46.06031553,87.19246094,53.43799708,41.95176141,41.27635394,65.59782031,48.07529964,42.43570993,10
EIF1AD,-0.117538755,7.756608584,-0.939029912,0.36678553,0.760802718,-4.947104206,-1.084882468,204.9495841,280.5651077,208.7077109,184.8838716,204.1867384,204.2043016,254.0237556,218.6063483,190.9237182,228.0924218,10
DHX29,0.11863158,8.614118026,0.938542502,0.367025524,0.760991233,-4.947444753,1.085704566,348.2924218,427.7317882,339.7924218,411.0054656,467.8251602,458.3024294,423.3916956,341.5776808,396.8924218,333.243678,10
KIAA1430,0.13469165,7.615776166,0.938440794,0.367075617,0.761053567,-4.947515797,1.097858142,194.7630551,200.6119985,158.7525241,256.7924218,207.8661127,210.1331673,184.4699244,226.5546175,187.7827807,154.3731555,10
TAF6L,-0.083737761,5.296500574,-0.937773187,0.367404548,0.761068216,-4.947981968,-1.059760133,40.07707553,44.0622592,38.83200047,39.81260302,39.92410776,34.56191475,42.52423787,35.34185142,38.12885435,40.72580914,7
C2orf88,0.207376623,7.144679522,0.937700368,0.367440439,0.761068216,-4.948032798,1.154586789,158.9085984,88.5447383,148.8958366,138.2141774,106.1210397,135.6003848,183.3057122,170.3860725,201.4517708,122.7551023,10
SLC35F5,0.210863402,8.20929604,0.937157432,0.367708117,0.761272343,-4.94841169,1.157380628,347.8691995,237.6638991,230.7033067,468.8924218,221.923465,324.8924218,220.9290523,309.7732799,309.0440074,378.1615483,10
GPR157,-0.192369709,8.92919253,-0.937012935,0.36777938,0.761347417,-4.948512498,-1.142639025,459.2646449,717.2731524,465.2922162,400.5826749,543.9574424,594.5090591,499.4817296,395.4376445,589.0530419,328.0249874,10
CDC42,0.088494688,8.81072831,0.937008395,0.367781619,0.761347417,-4.948515665,1.063260195,435.3482595,429.7178392,425.5173302,504.4271486,412.577736,515.1195464,407.0914578,446.4151736,440.7834382,487.6734647,10
LOC101927204,0.149693427,5.085216661,0.936835909,0.367866699,0.761426395,-4.948635982,1.109333713,34.08650946,27.69509932,33.32668726,45.91162571,33.80268868,46.040572,32.89986149,31.63026827,29.09219301,29.86495455,4
CPED1,-0.235945416,6.163806812,-0.936741048,0.367913495,0.761466872,-4.948702143,-1.177678232,72.94786236,94.86176303,75.08002555,86.31806684,82.16944176,91.39308656,72.79365456,74.0328261,55.638396,35.53541288,10
TBL3,-0.113077282,6.815048885,-0.936148022,0.368206141,0.761821257,-4.949115633,-1.081532697,125.3924218,124.5162871,107.7924219,94.15308291,115.6706604,93.30124324,131.3136721,126.4380461,105.6273753,109.2310934,10
VDAC1,-0.098180091,4.378753851,-0.935998229,0.368280086,0.761867577,-4.949220043,-1.070422311,22.86893466,21.53318355,21.09212823,20.1083162,25.16228791,18.35484657,20.50248005,21.14386786,17.80605124,20.39167522,4
RAB11FIP1,0.082970554,6.255548132,0.935691367,0.368431602,0.761991142,-4.94943389,1.059196716,66.9601708,77.90231071,75.77135872,81.84808352,76.37087792,80.39146881,71.19410362,80.39000393,84.39250399,70.64933719,10
BDH2,0.151665335,8.014904609,0.935438707,0.368556388,0.762058812,-4.949609922,1.110851012,271.7909044,237.6696138,214.8296933,292.4425749,277.5580893,308.9899166,221.2648258,358.9958356,213.1924218,227.4320995,10
LOC729966 ,-0.09946438,10.4224161,-0.935374955,0.368587879,0.762058812,-4.949654333,-1.071375626,1534.967946,1505.24431,1292.858567,1292.858567,1350.70646,1128.169512,1317.714669,1476.463954,1564.044988,1323.005338,10
LOC100996747 ,0.150238657,11.59388408,0.93527502,0.368637247,0.76209633,-4.949723944,1.109753037,3211.946797,2548.098602,2899.751147,2454.061856,3342.494469,2634.587928,3193.744425,3169.043367,4460.884244,3438.786689,10
ARL14EP,0.145122494,7.723627665,0.935217185,0.36866582,0.76209633,-4.949764227,1.105824541,166.4936388,225.1338598,203.9629456,162.9872588,278.6106726,235.6032577,205.0608513,245.4561503,224.6458706,192.4679754,10
UBXN1,0.126373807,8.970593074,0.935004189,0.368771061,0.762138181,-4.949912565,1.091546663,487.8529107,530.749694,405.6815775,419.6924218,620.9070559,475.8924218,627.845301,495.0924218,507.2470988,491.5718368,10
TMEM237,0.125129339,6.647035206,0.93488679,0.368829077,0.76218053,-4.949994314,1.090605502,95.67062307,99.43088969,88.20005854,118.0305586,106.5551632,134.5328312,85.89247876,94.05256499,89.80483813,99.26090603,10
NPHP3,-0.097900001,6.56835264,-0.934554329,0.368993407,0.762346246,-4.950225772,-1.070214515,106.6666383,112.2827863,82.29254019,98.89676107,91.48762333,89.0128046,103.1860139,87.25930224,88.8915027,93.2652139,10
RYR3,0.881959524,8.291741409,0.934407202,0.369066145,0.762409472,-4.950328179,1.842876668,401.0025721,54.92838777,386.9924218,1081.398656,45.07983876,1102.615233,225.864095,430.5971206,249.6842118,820.8820615,10
CDK7,0.200487365,7.406589764,0.934345704,0.369096553,0.762439144,-4.950370981,1.149086469,144.7983771,164.0954756,153.5380641,189.4017952,173.9864495,268.2841993,206.1924218,150.2839977,107.0588008,184.789827,10
ISLR,-0.18788113,6.934934342,-0.934216126,0.369160627,0.762460611,-4.950461158,-1.139089518,189.025245,108.9572786,116.9136462,160.8553719,114.4681695,142.2713543,102.8663867,124.7857346,90.09243956,103.0924222,10
ND3 ,-0.064946731,14.36361519,-0.933574646,0.369477947,0.762770229,-4.950907429,-1.046046315,22157.6453,21287.59103,21829.50327,20623.00554,20447.20928,20214.29242,21917.50044,21461.69725,20654.8266,20322.40162,10
USP51,0.103224828,4.582394495,0.933540404,0.369494891,0.762776408,-4.950931244,1.074171857,23.66031255,24.00503898,20.83227863,24.04753489,21.05132144,24.7838057,26.77624613,21.81966088,24.24526746,29.61963419,3
IRAK2,-0.305724825,6.568830907,-0.933475591,0.369526964,0.762785016,-4.950976318,-1.23603948,97.78669057,207.7110707,65.73156081,120.7268296,60.1971828,67.55664875,69.00554049,101.2162716,111.036632,116.9470895,10
CDC37L1,0.17978802,8.105585948,0.933221111,0.369652911,0.762819937,-4.951153271,1.132717439,248.5526148,346.2179211,186.9176426,343.4131235,300.2435318,294.2959489,194.3073465,310.6265826,299.9157237,284.4624491,10
TMEM263,0.179686444,8.113618632,0.933192606,0.369667021,0.762819937,-4.95117309,1.13263769,280.4568157,314.5323337,185.4408159,358.3947404,291.1811378,333.0345541,205.5683009,239.2329307,322.6761682,294.5310129,10
MCF2L,0.16893869,7.015648351,0.9327951,0.369863822,0.762819937,-4.95144941,1.124231147,129.3126135,125.1320702,104.7021189,135.9149437,90.82344761,115.5790252,165.7340195,146.0162583,126.5467132,177.7595602,7
CRBN,0.129470949,8.611507582,0.932721969,0.369900036,0.762819937,-4.951500236,1.093892486,345.0713093,380.9588397,376.9924218,371.7455709,446.1111847,546.5556809,353.6956309,426.3355094,365.7260273,338.2524685,10
ANTXR1,-0.289052699,7.835577279,-0.932693716,0.369914028,0.762819937,-4.951519871,-1.221837732,344.4953604,239.8924218,219.6645098,440.2924218,140.9005143,178.0067669,154.6026944,177.1924218,272.2778621,258.6504903,10
EGF,0.282778755,8.877287482,0.932644895,0.369938206,0.762819937,-4.951553798,1.216535782,429.1493044,513.838156,312.4585475,530.5285161,898.5960047,610.2084789,541.4924218,298.2592721,532.4924218,306.7748322,10
CCDC176,0.138645161,4.732040342,0.932544155,0.3699881,0.762819937,-4.951623801,1.100870799,25.87758815,25.62144994,23.13579415,34.31915954,24.58070715,29.32126292,22.12605082,34.50650673,26.68143879,22.73636801,10
ZNF254,0.095823086,6.370019054,0.932484088,0.370017852,0.762819937,-4.951665539,1.068674934,74.8339176,82.17184914,80.03926185,92.54005418,88.33611239,95.38949778,82.79253984,81.20533272,68.85060611,84.35121633,9
POLR2B,0.115189758,9.990479889,0.932370632,0.370074053,0.762819937,-4.951744367,1.083117499,926.3829078,1004.087082,957.021596,976.471368,1167.398544,1363.196371,928.0355187,1044.800197,969.1457617,912.9216341,10
SSH2,0.130342576,9.121380621,0.932224373,0.370146511,0.762835289,-4.951845974,1.094553578,500.8815637,552.6624165,516.2199401,643.7824065,638.6924218,683.1924218,488.9802658,450.5924218,650.1424218,499.3491408,10
DNASE1,-0.080718622,4.154549478,-0.932142804,0.370186926,0.762835289,-4.951902635,-1.057544684,18.95265482,17.66716345,18.97240907,17.54195307,17.07242071,15.70464271,16.36723938,19.37743237,17.83834385,18.9868732,4
TNFRSF10B,0.191360328,6.433878971,0.931661147,0.370425634,0.762888645,-4.952237129,1.141839858,80.05730078,78.22615554,78.09942352,157.5955616,65.61142277,94.29628773,88.60938872,78.56950096,83.58973803,84.06207279,10
GTPBP3,0.084187682,7.419007678,0.931627606,0.370442261,0.762888645,-4.952260417,1.060090683,153.1924218,168.0924218,172.1970848,167.9386189,172.7537238,201.7551737,156.9924218,166.8415754,173.8044892,182.3814422,10
CPSF3L,-0.084165982,7.998294213,-0.931598654,0.370456613,0.762889466,-4.952280517,-1.060074738,259.4924218,293.5793697,248.0480535,242.8565977,242.9855957,221.0290417,272.6440357,256.7445507,263.1548954,263.1420301,10
CCDC39 ,0.093778955,2.970621634,0.931077457,0.370715055,0.763012545,-4.95264229,1.067161819,7.558906965,6.944064381,8.005386954,7.986001096,8.267851944,8.329974944,8.700916685,8.911378406,6.8647298,7.120459368,7
L3MBTL1,-0.09685747,5.162764552,-0.930945537,0.370780489,0.763012545,-4.952733831,-1.069441428,36.44411752,38.10221102,38.11474895,34.76524455,39.49240919,37.4192994,28.37316251,35.25820342,38.54526534,33.18223957,6
FAM49A,-0.104045816,5.892255637,-0.930893962,0.370806073,0.763012545,-4.952769617,-1.074783305,63.12877377,73.6308184,52.44740434,64.10264473,60.48446576,59.33782155,49.95138881,56.98656963,60.98877016,56.10796972,9
TUBA4B,0.124707567,7.167529898,0.930597417,0.3709532,0.763012545,-4.952975346,1.09028671,142.3733233,135.2486082,128.6848873,134.4301533,154.218692,147.4595648,155.3924218,109.1941784,181.6597618,161.4846512,9
PYGL,0.45405694,6.436369898,0.930329258,0.371086279,0.763012545,-4.953161336,1.369887045,70.00479765,64.79947621,73.94076072,217.2416976,45.55017596,248.903984,93.79242718,70.61111791,92.49762904,46.90123232,3
DDIT4L,0.290391633,11.29700602,0.93010165,0.371199261,0.763100755,-4.953319167,1.22297222,2041.179381,2218.792584,2304.837435,2212.820023,4731.334743,2773.08093,2490.060241,2279.919222,4347.867046,1359.692422,10
SSBP3,-0.123922134,6.469838957,-0.929654332,0.371421373,0.763272707,-4.953629256,-1.089693297,91.80797196,89.72921552,101.2445142,82.44999108,78.20433218,70.25445983,88.54667467,91.61239979,83.73489521,116.638478,10
PKDCC,0.179151026,9.331220386,0.929486869,0.37150455,0.763291698,-4.953745313,1.13221742,571.3630968,600.1924218,600.449316,626.5663485,909.5389858,778.7257254,782.2373383,417.3924218,694.0689485,593.7924218,10
SNHG7 ,-0.16836072,7.532821979,-0.928682719,0.371904142,0.763672458,-4.954302374,-1.123780849,157.2075428,261.7593137,197.1841471,189.8325574,208.5906081,137.5378391,202.8760115,136.7381989,204.2115956,189.4600115,9
CCDC126,0.152422046,5.348985598,0.928503639,0.371993171,0.76374306,-4.954426374,1.11143382,31.92056352,45.51233558,37.33018012,45.09307905,58.42905519,47.99975472,37.23794416,36.93771335,35.37220698,37.90493212,10
LOC285902 ,-0.436964592,5.326591466,-0.9284847,0.372002587,0.76374306,-4.954439487,-1.353753053,29.50747103,110.2026405,37.5405189,13.81317584,33.11990975,43.97257866,43.14207338,45.96447313,30.73823848,72.3513941,10
CDKN2C,-0.095826698,7.279232856,-0.928438451,0.372025582,0.763761591,-4.954471507,-1.06867761,146.4292145,183.5054668,160.36281,140.1929478,148.9543781,142.7137962,163.0272223,155.7345656,140.4009217,178.6625178,8
AP2B1,-0.076532049,8.32983515,-0.928190018,0.372149121,0.763876501,-4.954643487,-1.054480231,324.9959694,336.3031986,340.6924218,300.0761446,321.7549085,310.8159704,314.8924218,336.3707303,351.1601924,286.14442,10
ZNF506,-0.150495756,3.370253013,-0.927996968,0.372245139,0.763944257,-4.954777101,-1.109950821,13.87986748,8.927412574,11.10883896,9.063087201,11.2945282,8.951962932,8.735633609,10.93556273,13.26936738,8.742680519,5
FUT11,0.128426486,7.084658091,0.927811061,0.372337621,0.764000579,-4.954905749,1.093100831,131.0579343,121.1460025,130.6546603,156.6773903,125.0639131,142.8110489,114.9520228,113.8402221,165.0026837,169.3733669,10
NCOA5,0.131276247,5.860286592,0.927325106,0.372579442,0.764183772,-4.955241932,1.095262171,57.39314426,52.50582511,53.74160731,64.92959558,65.76410399,71.52134633,50.94908253,45.02728256,55.69776001,69.26681122,10
SEL1L,0.111525916,8.743121279,0.927295531,0.372594163,0.764183772,-4.955262387,1.080370323,435.0083377,415.1402078,370.3653472,544.9018694,426.1884562,505.9924218,378.4884606,391.5883078,427.6863335,418.8158959,10
PPP2R2A,0.103033153,9.722632108,0.927066838,0.372708007,0.76427474,-4.955420542,1.074029153,797.9759623,787.9949026,825.5906022,800.9116798,746.5327666,1017.597071,1031.610292,818.6089049,803.9695989,864.4103307,10
MRPL55,0.089265881,7.274258533,0.92704909,0.372716843,0.76427474,-4.955432814,1.063828713,146.3596211,157.7357129,141.1003685,152.5529545,142.2065024,165.9566775,174.4605589,157.9210492,139.1694533,175.7133171,10
IL1R1,0.295784615,7.071728871,0.927046434,0.372718166,0.76427474,-4.955434651,1.227552405,120.508559,117.7070904,111.5842577,258.6651317,90.3552803,253.7911709,133.9149442,122.8924218,140.9875123,89.10435578,10
TCF20,0.07872033,6.793722177,0.926967841,0.372757295,0.76427474,-4.955488994,1.056080881,107.7700109,107.4807925,105.1355537,115.4039054,117.18766,125.2444104,108.4677438,99.88382482,107.2165373,117.9355922,10
PPP1R2,0.202275845,7.071064348,0.926912345,0.372784928,0.76427474,-4.955527365,1.150511852,129.3361288,135.0853359,103.6592451,122.1924218,225.7924218,182.4232309,144.9943435,120.5411079,119.2855633,101.6671598,10
ERCC5,0.152502382,7.532768537,0.926813268,0.372834263,0.76427474,-4.955595863,1.111495711,172.5083827,200.3943588,147.1179902,194.3183041,224.4437262,251.76645,184.8911283,190.8365079,175.151336,137.3792991,10
AMPH,-0.172426107,5.71703082,-0.926781938,0.372849865,0.76427474,-4.955617522,-1.12695203,55.47597808,55.1292044,61.16570693,59.04154307,63.55117302,39.98916428,52.99802469,66.49115297,35.01697815,46.82277267,6
TNFRSF11A,0.102223924,2.964748266,0.926739564,0.372870967,0.76427474,-4.955646815,1.073426882,6.771143342,8.57133701,7.064829944,9.529242586,7.064829944,8.318757911,7.770408739,8.181460556,7.171830693,8.032411869,4
CHRNA5,0.206508775,4.008425864,0.92656761,0.372956608,0.764375257,-4.955765676,1.15389246,14.06109164,20.45262105,10.73134226,12.93062477,15.47568842,13.71481798,16.53882329,26.2723174,17.79394442,17.79948324,5
R3HCC1,-0.125294542,8.396880718,-0.92645705,0.37301168,0.764375257,-4.955842089,-1.090730394,416.6512147,331.6389584,332.5885364,319.1532328,359.5475255,286.6015134,319.5408144,318.5622523,283.009744,434.7385175,10
