Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
SORBS2,-0.088998982,3.941655426,-0.484244778,0.636442082,0.960977304,-5.573816436,-1.063631922,11.68672863,15.85683031,22.39825023,11.1442422,17.86098851,17.52863081,13.64160146,14.25257718,14.66471761,17.05010473,16.01528613,11
CDC73,-0.091508366,1.023768582,-0.484166026,0.63649644,0.960977304,-5.573852179,-1.065483585,2.252959897,2.149488684,1.993281149,3.300937224,1.993281149,1.603294476,1.603294476,1.979830928,1.821074538,1.751931458,2.380526556,5
ENO2,-0.165204506,7.444352555,-0.484105041,0.636538536,0.960977304,-5.573879855,-1.121325018,88.5305143,286.3763389,267.5440205,146.221893,256.9088621,190.3938012,195.9689044,237.5960142,134.7158228,123.7250716,118.8325164,11
CCDC127,0.111356723,0.955408044,0.484093008,0.636546842,0.960977304,-5.573885315,1.08024363,1.884635079,1.65129923,1.979830928,1.47469271,2.582896379,2.289162773,2.185731844,3.270471944,1.4808889,1.718853467,1.49120135,7
LOC101928676 ,-0.103268194,1.981648096,-0.484035854,0.636586295,0.960977304,-5.573911248,-1.074204145,3.088019694,4.139265454,5.634157852,3.792609093,4.394118081,4.560418243,4.371775021,3.66728574,3.718810491,2.335308628,4.785121592,4
LOC101927468 ,-0.088688778,0.781557752,-0.483481328,0.636969139,0.961019687,-5.574162707,-1.063403248,1.545264846,1.445298866,2.600797487,1.973994667,1.590453586,1.545264846,2.345781532,1.440688772,1.590453586,1.607529074,1.590453586,5
C12orf66,-0.098424801,0.941513674,-0.483143632,0.637202338,0.961019687,-5.574315705,-1.070603891,1.979830928,1.717746333,2.417292083,2.560512121,1.871594731,1.979830928,2.020309019,1.979830928,1.068094764,1.979830928,1.98744726,10
CYP1B1,0.233265569,0.972729057,0.483060616,0.637259671,0.961019687,-5.5743533,1.175492692,1.529699041,1.58709122,2.1879977,1.53608072,1.683330265,1.235698924,1.487587995,1.683330265,2.299768223,1.756775869,9.687766381,7
SLMO2,0.062022333,0.413941392,0.482835881,0.637414892,0.961019687,-5.574455046,1.043928087,1.1344963,1.280317542,1.48241476,1.200373377,1.385645113,1.494234014,1.064720273,1.536294847,1.560406948,1.331731059,1.29078685,4
ELL2,0.12677888,3.962344685,0.482821172,0.637425052,0.961019687,-5.574461704,1.091853186,11.61484449,11.81564207,22.78324809,15.37945101,14.06473536,18.16947152,15.37945101,21.2110359,9.212202513,15.37945101,23.24462575,11
SOD1,-0.157290236,7.82873484,-0.482122359,0.63790783,0.961079593,-5.574777783,-1.115190546,150.7460264,243.3396405,406.3501194,154.9824399,253.2047648,196.8503229,295.6676913,223.2111104,158.8163449,423.6849342,163.9897273,11
DPYSL5,0.071226061,2.038005249,0.481242921,0.638515638,0.961079593,-5.575174935,1.050609154,4.284924388,3.941881606,3.68192245,4.583643249,4.877703824,4.284924388,4.730553276,3.638733213,4.3764703,4.3764703,2.853033864,5
METTL10,-0.045295672,0.429952417,-0.480912598,0.638744005,0.9612809,-5.575323928,-1.031894639,1.331731059,1.331731059,1.476394888,1.424925415,1.305134747,1.307804655,1.40028623,1.331731059,1.163505157,1.257203437,1.527148054,3
FAM210B,0.094217796,3.334554691,0.480437302,0.639072667,0.961342477,-5.57553814,1.067486478,7.200188576,8.203297882,15.07262996,9.814208038,11.45188902,8.646381723,11.88779605,10.53136552,9.399256326,8.683931201,12.45451272,7
AHR,0.06795829,0.745755545,0.480181764,0.639249401,0.961342477,-5.575653224,1.04823217,1.636911095,1.587814159,1.636911095,2.527775931,1.587814159,1.708740803,1.552527771,1.476519164,1.687666085,1.517008494,1.721176397,6
SCN4B,-0.075851021,7.887044757,-0.480118992,0.639292819,0.961342477,-5.575681486,-1.053982579,199.8675737,265.0381711,280.8528136,258.4085597,318.2811673,265.1314543,213.9524818,223.8380965,224.1210739,197.1176257,190.5633667,11
NEU3,0.081587494,2.848689738,0.479862482,0.639470254,0.961342477,-5.575796934,1.058181789,6.033318863,7.200188576,7.60566088,8.370541063,4.99981141,6.317101841,7.200188576,7.200188576,7.200188576,9.814208038,8.468424958,5
GPBP1L1,0.092330179,2.122170298,0.479831595,0.639491621,0.961342477,-5.575810832,1.066090696,2.821658039,5.70842406,4.455006579,4.315577708,3.534095652,5.290407254,4.455006579,4.807227919,3.666738361,4.24906263,5.5108,6
CHAMP1,-0.059607792,1.869263886,-0.479557859,0.639681001,0.961342477,-5.57593396,-1.042182397,4.58627942,3.115303138,3.735103483,3.991467781,3.708919739,3.735103483,3.735103483,3.282851139,3.872735708,2.957528936,3.735103483,6
PPIG,-0.115220178,2.118751232,-0.479504932,0.63971762,0.961342477,-5.575957759,-1.083140337,4.045489292,5.583833394,4.317131609,8.066407061,4.317131609,3.711947885,4.136645103,5.195429645,3.032797104,3.607073799,3.499775692,7
GPR176,-0.075449325,3.871288601,-0.479293143,0.639864165,0.961342477,-5.576052968,-1.053689155,12.96418685,16.3625924,16.56071737,19.85593247,17.93504203,13.97565823,13.57940828,13.97565823,11.73526491,12.11585629,13.97565823,8
LOC729683,0.046148395,0.960071113,0.479133085,0.639974925,0.961342477,-5.576124893,1.032504733,2.069736376,1.683330265,1.970771687,2.038119511,2.069736376,1.970771687,2.111641307,1.662950708,1.970771687,1.94016384,1.970771687,3
MFSD8,0.095452103,2.282689952,0.478921833,0.640121126,0.961342477,-5.57621979,1.068400165,3.551992192,6.657373524,4.217035584,7.431533287,5.337527573,4.489777362,4.002827835,4.927178644,4.354632455,4.489777362,5.286552167,11
SAP130,-0.054736315,1.98547409,-0.478620767,0.640329511,0.961342477,-5.576354961,-1.038669246,3.964196834,3.649580861,4.662447803,3.946584846,4.04465526,3.177579499,4.3764703,4.3764703,3.557306369,4.06278472,3.964196834,9
LOC100996542,0.126279094,1.142560525,0.478565215,0.640367965,0.961342477,-5.576379894,1.091475006,1.90482902,2.059388208,2.266217345,4.589764911,1.858002891,1.887959383,3.237891324,2.152618123,1.73820384,1.772989356,1.975302166,3
KLHL3,-0.062949457,4.178582971,-0.47846668,0.640436175,0.961342477,-5.576424111,-1.044599166,15.75787198,21.92944927,18.89974275,16.34458629,18.52755062,22.81483494,14.57140833,18.08322259,18.50483163,17.34047164,17.99505145,9
HSP90AB1,-0.156542607,5.308614855,-0.478441778,0.640453414,0.961342477,-5.576435284,-1.114612785,21.44804184,57.11382595,64.39380121,28.84359678,58.58657152,48.22325982,40.05708332,55.18654897,28.74361134,30.07887472,30.84486458,9
C2orf42,0.087551585,0.839984398,0.478089783,0.640697112,0.961342477,-5.576593161,1.062565359,1.46570391,1.463071453,2.342968626,1.757423371,2.001173106,1.757423371,1.860050475,2.706718478,1.556915394,1.532899048,1.620329743,3
DNAJC2,-0.114583122,3.04670654,-0.478017149,0.640747405,0.961342477,-5.576625725,-1.082662156,5.800246404,10.18525261,11.35767094,8.915132148,9.071926522,8.574144948,11.86006771,8.727779923,5.19549023,6.233134451,7.863230028,8
THUMPD3-AS1,0.088673111,2.456422292,0.477673454,0.640985407,0.961342477,-5.576779749,1.0633917,6.810052485,5.195415357,4.086577965,7.650570692,5.946803985,4.110242735,5.422952586,6.467365096,4.90876161,4.807227919,6.084423311,8
ABHD10,-0.085894496,5.29640016,-0.477609729,0.641029541,0.961342477,-5.576808296,-1.06134559,35.66675757,44.69330828,43.35455151,36.64263759,40.71626366,40.47237887,49.30754371,55.48771454,31.75438912,30.39382201,31.33105343,11
PTPN2,-0.114907683,2.912153936,-0.476835157,0.641566087,0.961349114,-5.577154979,-1.082905749,6.16235106,6.66359085,12.35813203,8.019216359,5.428901786,7.521195064,12.23938987,7.521195064,6.583269151,5.903683197,7.395251018,7
TMEM231,-0.064711261,0.985220945,-0.476698288,0.641660918,0.961377491,-5.577216183,-1.045875599,2.23570188,1.910017384,2.003520743,1.908111929,2.429270348,1.716057279,2.279079216,1.778105874,1.520383946,2.113799689,2.064433753,8
PBDC1,-0.101924438,1.613562346,-0.476696458,0.641662186,0.961377491,-5.577217001,-1.073204075,3.377465809,3.115303138,3.177195601,3.412334745,3.968412517,2.513397574,3.665236459,3.629408446,1.760089202,2.445722456,3.381370626,8
XRCC5,-0.068168687,2.599963908,-0.476664818,0.641684109,0.961377491,-5.577231147,-1.048385051,6.257707061,6.308754259,6.257707061,6.257707061,6.257707061,6.540264217,5.985233106,8.317644398,5.286110568,5.038176317,4.848947906,10
GOLGA8A,-0.067371344,0.71088807,-0.476413368,0.641858348,0.961404147,-5.577343537,-1.047805794,2.005116216,1.423461671,1.70121647,1.986747479,1.721869992,1.471475724,1.423461671,1.468673505,1.361225034,1.94016384,1.674189255,3
C4orf3,-0.088628679,0.637982259,-0.476109923,0.642068647,0.961404147,-5.57747909,-1.06335895,1.360933552,1.5213519,2.081131192,1.296052019,2.025612941,1.327516935,1.696974791,1.919324356,1.093500626,1.556578286,1.556578286,7
MSH5-SAPCD1 ,0.072761563,0.654669898,0.475973131,0.642163459,0.961404147,-5.57754017,1.051727944,1.90482902,1.496351946,1.226159065,1.553347781,1.979259518,1.424398527,1.297289311,1.777532366,1.584925101,1.418248212,1.855124976,5
OSBPL5,-0.128838577,3.504332677,-0.475797452,0.642285234,0.961409975,-5.577618589,-1.093413109,15.75281564,10.17753405,11.07508929,11.07508929,18.0835383,16.22477783,11.07508929,6.962688065,12.86282919,7.449646422,9.424276539,4
SEC22C,0.059796079,0.239964717,0.47526464,0.642654629,0.961409975,-5.577856253,1.042318422,1.170482918,1.320929661,0.97317587,1.4654799,1.170482918,1.098493571,1.404212519,1.192155438,1.112207412,1.051506298,1.122691406,3
TCF7,0.092062877,4.1727375,0.475219099,0.642686207,0.961409975,-5.577876555,1.06589319,24.35949238,14.99169446,13.97565823,17.2865193,16.85606824,17.58167879,15.35018459,15.25236478,27.47265737,20.35804538,19.17819497,8
PURA,0.130229592,1.801673531,0.47501821,0.64282551,0.961456003,-5.577966088,1.094467862,1.940552459,4.873245937,3.679558915,4.067549017,3.595420209,3.679558915,3.824350749,5.586606315,2.764546572,3.679558915,2.271916579,7
ACTG1P4 ,0.082733655,2.115875595,0.474965561,0.642862021,0.961456003,-5.577989547,1.059022804,3.538943646,4.043298864,5.022011589,6.302443492,3.879520379,4.224029547,4.282987557,5.342474572,3.788142371,3.387435802,4.656659086,9
TSG101,-0.125836752,5.016677399,-0.474825371,0.642959245,0.961456003,-5.578051999,-1.091140402,23.24651849,38.78156957,45.51729945,36.94091222,36.64219791,37.24768845,45.48967415,38.66652849,23.40754349,19.71467952,24.36308697,11
PBX3,0.121961583,2.786292568,0.474650285,0.643080679,0.96149003,-5.578129972,1.088213464,4.477277618,8.331863993,7.318351133,6.841061441,7.938692616,4.898207763,7.318351133,9.875997111,5.284118861,5.52309272,10.99273624,5
HENMT1,-0.097353754,2.487961575,-0.474536158,0.64315984,0.96149003,-5.578180783,-1.069809377,4.89685262,5.228597701,7.988995242,6.392629849,7.261692135,4.406123347,7.723790248,5.337527573,4.916794546,4.379883253,4.662061738,5
CAMK2N1,0.100707565,7.698872372,0.474312715,0.643314837,0.96159546,-5.578280228,1.072299239,202.7659755,204.4618654,185.7903508,229.9392558,214.1818971,363.5133438,240.1692718,175.4193026,195.6151124,195.3819299,140.3066546,11
ABCA3,0.086819879,3.602939502,0.474051137,0.643496311,0.961596448,-5.578396589,1.062026584,9.57817571,11.75170422,13.97565823,16.13664784,12.41125859,16.18672631,12.41125859,12.41125859,12.41125859,8.630197961,10.12766125,4
SNHG1 ,0.067999845,2.812227471,0.473541345,0.643850053,0.961641731,-5.578623187,1.048262363,6.278837686,7.200188576,6.91527634,5.43789734,7.200188576,5.920733219,7.200188576,7.213343073,7.037165294,8.38171707,9.243124733,8
C1QTNF3,-0.074034256,2.14601691,-0.473505103,0.643875205,0.961641731,-5.578639288,-1.052656149,5.435829827,3.825728498,4.663280568,4.155301914,4.3764703,3.881528658,4.3764703,4.610008026,3.351058042,4.534632793,6.084423311,5
RAD18,-0.087756823,0.897333904,-0.473385406,0.643958277,0.961641731,-5.578692454,-1.06271653,1.676004024,1.989720388,2.212810372,1.896084464,1.578624226,1.500658339,2.949061869,1.99137372,1.590453586,1.527401801,1.979830928,3
C1S,-0.081629355,2.564098177,-0.473380541,0.643961654,0.961641731,-5.578694615,-1.058212493,6.321004682,6.084423311,6.084423311,4.605426702,6.108495089,4.967696497,5.015310621,6.653316266,5.748719115,5.393791516,9.145126787,5
ZC3H4,0.066938122,2.625607012,0.472687888,0.644442467,0.961641731,-5.579002018,1.047491199,5.217041321,6.506619725,6.257707061,6.506619725,7.487218242,6.13268677,4.671241784,6.806726718,5.282595912,7.218643586,6.427703827,8
NDUFB9,-0.137116071,5.307174783,-0.472679827,0.644448064,0.961641731,-5.579005593,-1.099704622,26.99898128,43.1449923,65.55947528,27.19353864,52.30931179,40.60589045,66.11480379,41.84834666,30.67890812,28.66660297,34.91939088,11
SNRPB2,0.069506608,2.204567664,0.472299381,0.644712228,0.961641731,-5.57917425,1.049357749,3.838401119,4.572314057,5.023254003,3.867777439,4.617956789,4.406123347,5.350710042,6.302076181,3.817438905,4.757706834,4.696199738,5
FAM71F1,0.057706165,1.054798951,0.471889072,0.644997183,0.961641731,-5.579355999,1.040809594,1.98740665,2.001173106,2.065884255,1.762197022,2.04753237,2.363939115,2.282991469,2.001173106,2.001173106,2.669727924,1.818225922,3
SYBU,-0.103707634,4.56053737,-0.471846254,0.645026923,0.961641731,-5.579374957,-1.074531394,18.78984475,27.32282236,29.93927656,28.94926288,28.3938757,33.79891739,23.03461378,21.28653224,19.95550526,15.34212952,19.70401536,11
MRPS25,-0.084527424,4.250591974,-0.471780994,0.645072252,0.961641731,-5.579403847,-1.060340355,17.04792693,23.74957643,19.35782698,22.31306189,17.86318577,17.82150529,26.53937261,19.95568346,15.5506841,13.39376399,19.35782698,5
NOXA1,0.079970825,2.735438089,0.471713187,0.645119351,0.961641731,-5.579433862,1.056996665,8.082652879,4.711188078,6.872869888,8.782119429,7.151037016,5.729433112,6.377751312,6.872869888,7.521195064,6.84696896,5.37581916,3
HMBS,-0.06085601,2.659352648,-0.471598267,0.64519918,0.961641731,-5.579484721,-1.043084482,7.996586746,4.946245258,6.989147926,6.257707061,7.091383453,6.257707061,6.338576553,6.257707061,6.257707061,6.184338568,5.428910257,4
PTPRF,0.068213699,1.057034857,0.471239564,0.645448379,0.961641731,-5.579643392,1.048417761,2.361416433,2.054567445,1.674566313,2.054567445,2.001173106,2.869144548,2.216179947,2.251519414,1.874680066,2.022658176,1.744648678,3
STX2,0.064279617,1.456746098,0.471064594,0.645569951,0.961641731,-5.579720748,1.045562727,2.716662563,2.551970471,2.706718478,3.150007686,3.377465809,3.043188956,2.030266329,2.595406967,3.039309934,2.706718478,2.53048932,3
ADAM9,-0.112303802,2.90125889,-0.470913357,0.645675041,0.961641731,-5.579787588,-1.080953005,5.683093564,8.534633064,10.18799007,8.546396045,7.914404632,7.914404632,11.37914667,7.521195064,6.966417513,4.704662787,5.452720395,8
PDSS2,-0.065382769,0.871876908,-0.470272303,0.646120581,0.961644349,-5.580070679,-1.046362519,1.849655873,1.877155169,1.948655746,1.583965211,1.779705973,1.583965211,1.849655873,2.558491184,1.667211748,2.033853792,1.590453586,3
UBN2,-0.07808303,1.489162997,-0.469960458,0.646337368,0.961665491,-5.580208256,-1.055614469,3.620197654,2.99030995,2.299768223,2.89485529,2.740038184,2.654362297,2.634475382,2.384553101,3.436494215,2.13706796,3.528569793,4
KLF13,0.070319999,0.807985399,0.469945802,0.646347557,0.961665491,-5.58021472,1.049949543,1.702782571,1.683330265,1.683330265,1.665377829,1.458508986,2.716905227,1.823103257,1.683330265,1.683330265,1.657186641,1.737763456,5
PITPNC1,-0.103373019,4.940606532,-0.469883759,0.646390693,0.961665491,-5.580242081,-1.074282199,24.13494016,29.4847311,47.58428384,40.21198303,32.92299993,39.92524556,26.41958312,27.87792408,28.6602521,20.6699578,29.333439,6
RP11-382B18.4,0.159130971,1.923861459,0.469708028,0.646512876,0.961665491,-5.580319557,1.116614326,2.265060592,5.01180617,3.782943602,6.291366528,4.254919152,2.735105582,7.993007237,2.611506852,3.40419081,3.566665852,2.945425385,7
INO80C,-0.104389952,3.293652957,-0.469546728,0.646625036,0.961665491,-5.580390647,-1.07503971,6.947241144,11.28080218,14.08883908,9.42916436,7.491672248,9.469598648,11.89465353,14.36211451,7.521195064,8.969577118,9.469598648,4
DGKQ,0.122712399,4.18332549,0.469384023,0.646738181,0.961665491,-5.580462333,1.088779945,10.10231706,22.52358346,21.89093295,15.9363538,20.14819712,18.80387506,22.03469514,29.53250821,12.89498776,15.86444057,17.77962743,6
PDK4,-0.186657492,3.75730738,-0.469179231,0.646880607,0.961665491,-5.580552527,-1.138123797,15.99913249,18.3554033,11.16661619,23.8693885,7.26157017,28.12114843,6.194825232,10.64613393,13.89185792,14.86528952,12.70114695,11
CARTPT,0.177983391,1.444378097,0.469071873,0.646955276,0.961665491,-5.580599794,1.131301439,1.911827081,2.964974038,2.716662563,1.481870734,7.785285166,3.402272764,3.207518153,2.885757896,2.716662563,2.159590969,1.847638756,3
GHITM,-0.120334811,6.873885408,-0.468978601,0.647020151,0.961665491,-5.580640851,-1.086987094,78.230606,140.3496403,176.2723167,69.92953881,141.7656211,130.5943256,148.7938689,140.3302071,112.3938012,93.99301485,104.5202622,11
RASSF4,0.12388679,1.772894298,0.468205729,0.647557841,0.962027815,-5.580980757,1.089666601,2.512629881,2.633299081,5.001340683,3.3414457,3.377465809,3.3414457,3.714014871,5.810406648,3.245520268,2.067316858,4.108861736,9
TIFA,-0.142392613,1.102020661,-0.467828588,0.647820294,0.962177407,-5.581146426,-1.103734067,1.533930838,2.486708752,3.215996401,3.215996401,1.987172314,1.943475896,3.674095701,2.283947674,1.373675596,1.855935637,1.367709358,4
ETV3,-0.049682448,1.19247675,-0.467016422,0.648385649,0.962492916,-5.581502755,-1.035037077,2.149081433,2.256402744,2.653844008,2.184706447,2.302336577,2.256402744,2.626098661,2.127103521,1.928090867,2.256402744,2.503322444,4
RPS8 ,0.080136943,6.092548963,0.466973307,0.648415668,0.962492916,-5.581521655,1.05711838,69.37583477,53.16160228,76.32737367,50.49524969,86.17341886,80.29207506,76.47340551,54.68481504,64.84834666,79.68917371,70.30420877,11
C15orf27,0.091720559,1.659337889,0.466573843,0.648693827,0.962492916,-5.581696681,1.065640308,2.719740424,3.115303138,3.237891324,3.5125984,3.900453446,3.115303138,3.281627619,3.115303138,4.435586118,1.888166833,3.115303138,4
ARL15,0.178260227,1.750772152,0.466340326,0.648856458,0.962492916,-5.581798931,1.131518543,3.985336335,2.497360688,2.924681184,2.770648581,3.327591296,8.205858669,1.966664623,1.764838678,4.530121357,3.661316871,4.946995957,5
DCK,-0.140406481,2.662689342,-0.466208266,0.648948438,0.962492916,-5.581856733,-1.102215622,5.084478763,7.97606383,7.741604466,6.886626046,5.379773777,6.005301776,9.785517139,6.886626046,3.292374192,4.24953608,9.963928252,9
FBXL2,0.10603861,2.737825942,0.46551629,0.649430499,0.962492916,-5.582159355,1.076268928,5.983619696,6.752717716,6.257707061,9.39391385,9.599954312,9.469598648,5.615603329,6.584568509,6.159405652,4.442398217,5.32672026,7
ZNF24,0.086741543,3.333012039,0.465242974,0.649620949,0.962492916,-5.582278765,1.061968919,9.495759656,11.13784417,8.486091963,8.360684111,14.46239806,13.97904164,8.180933704,10.22629162,8.161294849,10.71813248,9.801786786,7
AGRN,0.095497601,4.503259468,0.465119232,0.649707182,0.962492916,-5.582332805,1.068433859,21.82444651,21.98298854,21.04245629,34.88526306,28.40067967,30.37273937,20.22194896,18.63690172,21.42382193,16.15890477,20.59165528,5
